sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label
153 / P1_Full_0002,153,20200304_ecoli_4GHz_0153.d,20200320154938115-2493136,20200304_Plate1_016,P1_Full_0002,P001:170 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0002
154 / water,154,20200304_ecoli_4GHz_0154.d,20200320154939316-2493137,ctrl_p01_c1,water,P001:171 seq1 control,water,Batch6_0304 DATA,water
155 / water,155,20200304_ecoli_4GHz_0155.d,20200320154940412-2493138,ctrl_p01_c2,water,P001:172 seq1 control,water,Batch6_0304 DATA,water
156 / P1_Bio_0004,156,20200304_ecoli_4GHz_0156.d,20200320154941418-2493139,20200304_Plate1_031,P1_Bio_0004,P001:173 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0004
157 / P1_Bio_0004,157,20200304_ecoli_4GHz_0157.d,20200320154942649-2493140,20200304_Plate1_031,P1_Bio_0004,P001:174 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0004
158 / P1_Bio_0004,158,20200304_ecoli_4GHz_0158.d,20200320154943898-2493141,20200304_Plate1_031,P1_Bio_0004,P001:175 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0004
159 / water,159,20200304_ecoli_4GHz_0159.d,20200320154945122-2493142,ctrl_p01_c1,water,P001:176 seq1 control,water,Batch6_0304 DATA,water
160 / water,160,20200304_ecoli_4GHz_0160.d,20200320154946263-2493143,ctrl_p01_c2,water,P001:177 seq1 control,water,Batch6_0304 DATA,water
161 / P1_Full_1024,161,20200304_ecoli_4GHz_0161.d,20200320154947331-2493144,20200304_Plate1_026,P1_Full_1024,P001:178 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_1024
162 / P1_Full_1024,162,20200304_ecoli_4GHz_0162.d,20200320154948338-2493145,20200304_Plate1_026,P1_Full_1024,P001:179 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_1024
163 / P1_Full_1024,163,20200304_ecoli_4GHz_0163.d,20200320154949375-2493146,20200304_Plate1_026,P1_Full_1024,P001:180 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_1024
164 / water,164,20200304_ecoli_4GHz_0164.d,20200320154950460-2493147,ctrl_p01_c1,water,P001:181 seq1 control,water,Batch6_0304 DATA,water
165 / water,165,20200304_ecoli_4GHz_0165.d,20200320154951474-2493148,ctrl_p01_c2,water,P001:182 seq1 control,water,Batch6_0304 DATA,water
166 / P1_SRM_0001,166,20200304_ecoli_4GHz_0166.d,20200320154952685-2493149,20200304_Plate1_001,P1_SRM_0001,P001:183 seq1,srm,Batch6_0304 DATA,P1_SRM_0001
167 / P1_SRM_0001,167,20200304_ecoli_4GHz_0167.d,20200320154953943-2493150,20200304_Plate1_001,P1_SRM_0001,P001:184 seq1,srm,Batch6_0304 DATA,P1_SRM_0001
168 / P1_SRM_0001,168,20200304_ecoli_4GHz_0168.d,20200320154955170-2493151,20200304_Plate1_001,P1_SRM_0001,P001:185 seq1,srm,Batch6_0304 DATA,P1_SRM_0001
169 / water,169,20200304_ecoli_4GHz_0169.d,20200320154956389-2493152,ctrl_p01_c1,water,P001:186 seq1 control,water,Batch6_0304 DATA,water
170 / water,170,20200304_ecoli_4GHz_0170.d,20200320154957548-2493153,ctrl_p01_c2,water,P001:187 seq1 control,water,Batch6_0304 DATA,water
171 / P1_FA_2048,171,20200304_ecoli_4GHz_0171.d,20200320154958623-2493154,20200304_Plate1_069,P1_FA_2048,P001:188 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_2048
172 / P1_FA_2048,172,20200304_ecoli_4GHz_0172.d,20200320154959662-2493155,20200304_Plate1_069,P1_FA_2048,P001:189 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_2048
173 / P1_FA_2048,173,20200304_ecoli_4GHz_0173.d,20200320155000625-2493156,20200304_Plate1_069,P1_FA_2048,P001:190 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_2048
174 / water,174,20200304_ecoli_4GHz_0174.d,20200320155001651-2493157,ctrl_p01_c1,water,P001:191 seq1 control,water,Batch6_0304 DATA,water
175 / water,175,20200304_ecoli_4GHz_0175.d,20200320155002718-2493158,ctrl_p01_c2,water,P001:192 seq1 control,water,Batch6_0304 DATA,water
176 / P1_Full_0032,176,20200304_ecoli_4GHz_0176.d,20200320155003784-2493159,20200304_Plate1_020,P1_Full_0032,P001:193 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0032
177 / P1_Full_0032,177,20200304_ecoli_4GHz_0177.d,20200320155004867-2493160,20200304_Plate1_020,P1_Full_0032,P001:194 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0032
178 / P1_Full_0032,178,20200304_ecoli_4GHz_0178.d,20200320155005934-2493161,20200304_Plate1_020,P1_Full_0032,P001:195 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0032
179 / water,179,20200304_ecoli_4GHz_0179.d,20200320155006967-2493162,ctrl_p01_c1,water,P001:196 seq1 control,water,Batch6_0304 DATA,water
180 / water,180,20200304_ecoli_4GHz_0180.d,20200320155007999-2493163,ctrl_p01_c2,water,P001:197 seq1 control,water,Batch6_0304 DATA,water
181 / water,181,20200304_ecoli_4GHz_0181.d,20200320155009003-2493164,ctrl_p01_c1,water,P001:201 seq1 control,water,Batch6_0304 DATA,water
182 / water,182,20200304_ecoli_4GHz_0182.d,20200320155010012-2493165,ctrl_p01_c2,water,P001:202 seq1 control,water,Batch6_0304 DATA,water
183 / P1_AA_0001,183,20200304_ecoli_4GHz_0183.d,20200320155011104-2493166,20200304_Plate1_043,P1_AA_0001,P001:203 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0001
184 / P1_AA_0001,184,20200304_ecoli_4GHz_0184.d,20200320155012229-2493167,20200304_Plate1_043,P1_AA_0001,P001:204 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0001
185 / P1_AA_0001,185,20200304_ecoli_4GHz_0185.d,20200320155013461-2493168,20200304_Plate1_043,P1_AA_0001,P001:205 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0001
186 / water,186,20200304_ecoli_4GHz_0186.d,20200320155014554-2493169,ctrl_p01_c1,water,P001:206 seq1 control,water,Batch6_0304 DATA,water
187 / water,187,20200304_ecoli_4GHz_0187.d,20200320155015738-2493170,ctrl_p01_c2,water,P001:207 seq1 control,water,Batch6_0304 DATA,water
188 / P1_FA_0001,188,20200304_ecoli_4GHz_0188.d,20200320155016788-2493171,20200304_Plate1_057,P1_FA_0001,P001:208 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0001
189 / P1_FA_0001,189,20200304_ecoli_4GHz_0189.d,20200320155017844-2493172,20200304_Plate1_057,P1_FA_0001,P001:209 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0001
190 / P1_FA_0001,190,20200304_ecoli_4GHz_0190.d,20200320155018953-2493173,20200304_Plate1_057,P1_FA_0001,P001:210 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0001
191 / water,191,20200304_ecoli_4GHz_0191.d,20200320155020031-2493174,ctrl_p01_c1,water,P001:211 seq1 control,water,Batch6_0304 DATA,water
192 / water,192,20200304_ecoli_4GHz_0192.d,20200320155021170-2493175,ctrl_p01_c2,water,P001:212 seq1 control,water,Batch6_0304 DATA,water
193 / P1_Bio_0128,193,20200304_ecoli_4GHz_0193.d,20200320155022199-2493176,20200304_Plate1_037,P1_Bio_0128,P001:213 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0128
194 / P1_Bio_0128,194,20200304_ecoli_4GHz_0194.d,20200320155023348-2493177,20200304_Plate1_037,P1_Bio_0128,P001:214 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0128
195 / P1_Bio_0128,195,20200304_ecoli_4GHz_0195.d,20200320155024448-2493178,20200304_Plate1_037,P1_Bio_0128,P001:215 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0128
196 / water,196,20200304_ecoli_4GHz_0196.d,20200320155025531-2493179,ctrl_p01_c1,water,P001:216 seq1 control,water,Batch6_0304 DATA,water
197 / water,197,20200304_ecoli_4GHz_0197.d,20200320155026605-2493180,ctrl_p01_c2,water,P001:217 seq1 control,water,Batch6_0304 DATA,water
198 / P1_PP_0002,198,20200304_ecoli_4GHz_0198.d,20200320155027576-2493181,20200304_Plate1_072,P1_PP_0002,P001:218 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0002
199 / P1_PP_0002,199,20200304_ecoli_4GHz_0199.d,20200320155028602-2493182,20200304_Plate1_072,P1_PP_0002,P001:219 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0002
200 / P1_PP_0002,200,20200304_ecoli_4GHz_0200.d,20200320155029650-2493183,20200304_Plate1_072,P1_PP_0002,P001:220 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0002
201 / water,201,20200304_ecoli_4GHz_0201.d,20200320155030659-2493184,ctrl_p01_c1,water,P001:221 seq1 control,water,Batch6_0304 DATA,water
202 / water,202,20200304_ecoli_4GHz_0202.d,20200320155031724-2493185,ctrl_p01_c2,water,P001:222 seq1 control,water,Batch6_0304 DATA,water
203 / P1_SRM_0004,203,20200304_ecoli_4GHz_0203.d,20200320155032914-2493186,20200304_Plate1_003,P1_SRM_0004,P001:223 seq1,srm,Batch6_0304 DATA,P1_SRM_0004
204 / P1_SRM_0004,204,20200304_ecoli_4GHz_0204.d,20200320155034175-2493187,20200304_Plate1_003,P1_SRM_0004,P001:224 seq1,srm,Batch6_0304 DATA,P1_SRM_0004
205 / P1_SRM_0004,205,20200304_ecoli_4GHz_0205.d,20200320155035488-2493188,20200304_Plate1_003,P1_SRM_0004,P001:225 seq1,srm,Batch6_0304 DATA,P1_SRM_0004
206 / water,206,20200304_ecoli_4GHz_0206.d,20200320155036701-2493189,ctrl_p01_c1,water,P001:226 seq1 control,water,Batch6_0304 DATA,water
207 / water,207,20200304_ecoli_4GHz_0207.d,20200320155037832-2493190,ctrl_p01_c2,water,P001:227 seq1 control,water,Batch6_0304 DATA,water
208 / P1_SRM_0016,208,20200304_ecoli_4GHz_0208.d,20200320155038875-2493191,20200304_Plate1_005,P1_SRM_0016,P001:228 seq1,srm,Batch6_0304 DATA,P1_SRM_0016
209 / P1_SRM_0016,209,20200304_ecoli_4GHz_0209.d,20200320155039965-2493192,20200304_Plate1_005,P1_SRM_0016,P001:229 seq1,srm,Batch6_0304 DATA,P1_SRM_0016
210 / P1_SRM_0016,210,20200304_ecoli_4GHz_0210.d,20200320155041132-2493193,20200304_Plate1_005,P1_SRM_0016,P001:230 seq1,srm,Batch6_0304 DATA,P1_SRM_0016
211 / water,211,20200304_ecoli_4GHz_0211.d,20200320155042359-2493194,ctrl_p01_c1,water,P001:231 seq1 control,water,Batch6_0304 DATA,water
212 / water,212,20200304_ecoli_4GHz_0212.d,20200320155043418-2493195,ctrl_p01_c2,water,P001:232 seq1 control,water,Batch6_0304 DATA,water
213 / water,213,20200304_ecoli_4GHz_0213.d,20200320155044474-2493196,ctrl_p01_c1,water,P001:236 seq1 control,water,Batch6_0304 DATA,water
214 / water,214,20200304_ecoli_4GHz_0214.d,20200320155045535-2493197,ctrl_p01_c2,water,P001:237 seq1 control,water,Batch6_0304 DATA,water
215 / P1_FA_0064,215,20200304_ecoli_4GHz_0215.d,20200320155046657-2493198,20200304_Plate1_064,P1_FA_0064,P001:238 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0064
216 / P1_FA_0064,216,20200304_ecoli_4GHz_0216.d,20200320155047667-2493199,20200304_Plate1_064,P1_FA_0064,P001:239 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0064
217 / P1_FA_0064,217,20200304_ecoli_4GHz_0217.d,20200320155048702-2493200,20200304_Plate1_064,P1_FA_0064,P001:240 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0064
218 / water,218,20200304_ecoli_4GHz_0218.d,20200320155049804-2493201,ctrl_p01_c1,water,P001:241 seq1 control,water,Batch6_0304 DATA,water
219 / water,219,20200304_ecoli_4GHz_0219.d,20200320155050800-2493202,ctrl_p01_c2,water,P001:242 seq1 control,water,Batch6_0304 DATA,water
220 / P1_PP_0032,220,20200304_ecoli_4GHz_0220.d,20200320155051841-2493203,20200304_Plate1_076,P1_PP_0032,P001:243 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0032
221 / P1_PP_0032,221,20200304_ecoli_4GHz_0221.d,20200320155052887-2493204,20200304_Plate1_076,P1_PP_0032,P001:244 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0032
222 / P1_PP_0032,222,20200304_ecoli_4GHz_0222.d,20200320155053887-2493205,20200304_Plate1_076,P1_PP_0032,P001:245 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0032
223 / water,223,20200304_ecoli_4GHz_0223.d,20200320155054901-2493206,ctrl_p01_c1,water,P001:246 seq1 control,water,Batch6_0304 DATA,water
224 / water,224,20200304_ecoli_4GHz_0224.d,20200320155055980-2493207,ctrl_p01_c2,water,P001:247 seq1 control,water,Batch6_0304 DATA,water
225 / P1_AA_0004,225,20200304_ecoli_4GHz_0225.d,20200320155057000-2493208,20200304_Plate1_045,P1_AA_0004,P001:248 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0004
226 / P1_AA_0004,226,20200304_ecoli_4GHz_0226.d,20200320155058010-2493209,20200304_Plate1_045,P1_AA_0004,P001:249 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0004
227 / P1_AA_0004,227,20200304_ecoli_4GHz_0227.d,20200320155059127-2493210,20200304_Plate1_045,P1_AA_0004,P001:250 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0004
228 / water,228,20200304_ecoli_4GHz_0228.d,20200320155100226-2493211,ctrl_p01_c1,water,P001:251 seq1 control,water,Batch6_0304 DATA,water
229 / water,229,20200304_ecoli_4GHz_0229.d,20200320155101272-2493212,ctrl_p01_c2,water,P001:252 seq1 control,water,Batch6_0304 DATA,water
230 / P1_Bio_0064,230,20200304_ecoli_4GHz_0230.d,20200320155102318-2493213,20200304_Plate1_036,P1_Bio_0064,P001:253 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0064
231 / P1_Bio_0064,231,20200304_ecoli_4GHz_0231.d,20200320155103453-2493214,20200304_Plate1_036,P1_Bio_0064,P001:254 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0064
232 / P1_Bio_0064,232,20200304_ecoli_4GHz_0232.d,20200320155104528-2493215,20200304_Plate1_036,P1_Bio_0064,P001:255 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0064
233 / water,233,20200304_ecoli_4GHz_0233.d,20200320155105771-2493216,ctrl_p01_c1,water,P001:256 seq1 control,water,Batch6_0304 DATA,water
234 / water,234,20200304_ecoli_4GHz_0234.d,20200320155106788-2493217,ctrl_p01_c2,water,P001:257 seq1 control,water,Batch6_0304 DATA,water
235 / P1_FA_0128,235,20200304_ecoli_4GHz_0235.d,20200320155107768-2493218,20200304_Plate1_065,P1_FA_0128,P001:258 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0128
236 / P1_FA_0128,236,20200304_ecoli_4GHz_0236.d,20200320155108787-2493219,20200304_Plate1_065,P1_FA_0128,P001:259 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0128
237 / P1_FA_0128,237,20200304_ecoli_4GHz_0237.d,20200320155109824-2493220,20200304_Plate1_065,P1_FA_0128,P001:260 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0128
238 / water,238,20200304_ecoli_4GHz_0238.d,20200320155110816-2493221,ctrl_p01_c1,water,P001:261 seq1 control,water,Batch6_0304 DATA,water
239 / water,239,20200304_ecoli_4GHz_0239.d,20200320155111846-2493222,ctrl_p01_c2,water,P001:262 seq1 control,water,Batch6_0304 DATA,water
240 / P1_Bio_1024,240,20200304_ecoli_4GHz_0240.d,20200320155112888-2493223,20200304_Plate1_040,P1_Bio_1024,P001:263 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_1024
241 / P1_Bio_1024,241,20200304_ecoli_4GHz_0241.d,20200320155113814-2493224,20200304_Plate1_040,P1_Bio_1024,P001:264 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_1024
242 / P1_Bio_1024,242,20200304_ecoli_4GHz_0242.d,20200320155114855-2493225,20200304_Plate1_040,P1_Bio_1024,P001:265 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_1024
243 / water,243,20200304_ecoli_4GHz_0243.d,20200320155115901-2493226,ctrl_p01_c1,water,P001:266 seq1 control,water,Batch6_0304 DATA,water
244 / water,244,20200304_ecoli_4GHz_0244.d,20200320155116934-2493227,ctrl_p01_c2,water,P001:267 seq1 control,water,Batch6_0304 DATA,water
245 / water,245,20200304_ecoli_4GHz_0245.d,20200320155118031-2493228,ctrl_p01_c1,water,P001:271 seq1 control,water,Batch6_0304 DATA,water
