ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,label (bona fide),HMDB ids,KEGG ids,other ids
192,159.11419300554752,2661.3632964434833,-0.00029230554750370175,C7H16N2O2,-H(-),Methyl-Lys,HMDB0002038; HMDB0006009; HMDB02038; HMDB06009,C02728,; CHEBI:17604
193,160.0267352505293,88817.28626698896,-0.0007213505292895661,C6H11NS2,-H(-),Erucin,HMDB0033764; HMDB0038446; HMDB33764; HMDB38446,,
194,160.06150656758675,8477.128517825897,2.433241326116331e-05,C6H11NO4,-H(-),Aminoadipate,HMDB0000510; HMDB0029423; HMDB0033747; HMDB00510; HMDB0061715; HMDB0062557; HMDB0062660; HMDB0094716; HMDB29423; HMDB33747; HMDB61715; HMDB62557; HMDB62660; HMDB94716,C00956; C01046; C03210,; CHEBI:16440; CHEBI:37024; CHEBI:45826; CHEBI:7671; CHEBI:857
195,160.1015682081059,1350.9720729578612,-0.0009717081059079646,C10H13N2,-H(-),Nicotine imine,HMDB0001010; HMDB01010,,
196,161.0103421628887,3189.780148706055,-0.00031266288868891934,C6H10OS2,-H(-),Allicin,HMDB0032750; HMDB0032751; HMDB0032752; HMDB0032753; HMDB0033963; HMDB0040718; HMDB32750; HMDB32751; HMDB32752; HMDB32753; HMDB33963; HMDB40718,C07600,; CHEBI:28411
196,161.0103421628887,3189.780148706055,-0.0008359373027531092,C6H8O3S,-H(-) [+2],Thiacremonone,HMDB0035901; HMDB35901,,
197,161.02469870870019,5574.007873152871,-0.0002814087001752341,C9H6O3,-H(-),Umbelliferone,HMDB0002149; HMDB0029865; HMDB0136738; HMDB0137904; HMDB0140948; HMDB0140949; HMDB02149; HMDB29865,C09315,; CHEBI:27510; CHEBI:349245
197,161.02469870870019,5574.007873152871,-8.628194237303433e-05,C10H8S,-H(-) [+2],2-Naphthalenethiol,HMDB0029689; HMDB29689,,
197,161.02469870870019,5574.007873152871,0.0008613912997930129,C6H6O4,.F(-),2-Hydroxymuconate semialdehyde,HMDB0002349; HMDB0002432; HMDB0006331; HMDB0032923; HMDB0032988; HMDB0059762; HMDB0125218; HMDB0134002; HMDB02349; HMDB02432; HMDB06331; HMDB32923; HMDB32988; HMDB59762,C02480; C14516,; CHEBI:16508; CHEBI:27036; CHEBI:34805; CHEBI:563718
198,161.03910676515852,13005.102965461161,-8.536515852597404e-05,C5H10N2O2S,-H(-),Methomyl,HMDB0031804; HMDB31804,C11196,CHEBI:6835
198,161.03910676515852,13005.102965461161,0.0005667348414988282,C13H6,-H(-),"1-Tridecene-3,5,7,9,11-pentayne",HMDB0035400; HMDB35400,C08464,
199,161.0452392619146,29087.44225796316,0.0003072380854121093,C6H10O5,-H(-),Hydroxyadipate,HMDB0000321; HMDB0000345; HMDB0000355; HMDB0000368; HMDB0000640; HMDB0029934; HMDB00321; HMDB0032873; HMDB00345; HMDB00355; HMDB00368; HMDB0041561; HMDB0059758; HMDB00640; HMDB29934; HMDB32873; HMDB41561; HMDB59758,C02360; C02488; C03761; C11592,; CHEBI:16831; CHEBI:17023; CHEBI:30997; CHEBI:55541; CHEBI:59051
200,161.06217826780772,6315.704604679969,-0.001375567807713196,C10H10O2,-H(-),"cis-1,2-Dihydronaphthalene-1,2-diol",HMDB0029714; HMDB0032611; HMDB0033591; HMDB0033830; HMDB0033833; HMDB0038893; HMDB0040577; HMDB0040592; HMDB0060335; HMDB0133504; HMDB0133594; HMDB0133595; HMDB0133596; HMDB0133597; HMDB0133598; HMDB0133599; HMDB0133747; HMDB0133748; HMDB0133749; HMDB0133750; HMDB0133751; HMDB0133752; HMDB0133755; HMDB0135643; HMDB0141046; HMDB0141158; HMDB02333; HMDB29714; HMDB32611; HMDB33591; HMDB33830; HMDB33833; HMDB38893; HMDB40577; HMDB40592; HMDB60335,C10475; C10490,; CHEBI:28516
200,161.06217826780772,6315.704604679969,-0.0002327678077449491,C7H10O3,.F(-),4-Oxocyclohexanecarboxylate,HMDB0033551; HMDB0033736; HMDB0034230; HMDB0041426; HMDB0041427; HMDB33551; HMDB33736; HMDB34230; HMDB41426; HMDB41427,,
200,161.06217826780772,6315.704604679969,0.001995132192263327,C7H14O2S,-H(-),7-Mercaptoheptanoic acid,HMDB0037620; HMDB0038084; HMDB0039227; HMDB37620; HMDB38084; HMDB39227,,
201,162.04256140977913,47836.2225053719,-0.0008975097791221742,C6H13NS2,-H(-),Thialdine,HMDB0031187; HMDB31187,,
201,162.04256140977913,47836.2225053719,-0.00042830977912444723,C6H5N5O,-H(-),Pterin,HMDB0000802; HMDB00802,C00715,CHEBI:18265
201,162.04256140977913,47836.2225053719,0.0004683753771246302,C13H6,-H(-) [+1],"1-Tridecene-3,5,7,9,11-pentayne",HMDB0035400; HMDB35400,C08464,
202,162.0763477321895,2565.0899148848434,0.0008331678104980256,C6H13NO4,-H(-),Amino-dideoxy-hexose,HMDB0011727; HMDB0032862; HMDB0035359; HMDB11727; HMDB32862; HMDB35359,C16843,; CHEBI:39066
202,162.0763477321895,2565.0899148848434,-0.0005263321895085937,C7H13NS,.F(-),1-Isothiocyanatohexane,HMDB0038432; HMDB0038435; HMDB38432; HMDB38435,,
203,163.0400697731422,22550.469074324206,-2.4731421888191107e-06,C9H8O3,-H(-),Coumarate,HMDB0000205; HMDB0001713; HMDB0002035; HMDB0002641; HMDB0012225; HMDB00205; HMDB0030677; HMDB0041592; HMDB0062605; HMDB01237; HMDB0125104; HMDB0126545; HMDB0128076; HMDB0129375; HMDB0134028; HMDB0134029; HMDB0134030; HMDB0134031; HMDB0141767; HMDB0141768; HMDB01713; HMDB02035; HMDB02641; HMDB12225; HMDB30677; HMDB31629; HMDB41592; HMDB62605,C00166; C00811; C01772; C02763; C05838; C06738; C12621,; CHEBI:16815; CHEBI:17450; CHEBI:18125; CHEBI:28873; CHEBI:30851; CHEBI:32357; CHEBI:32374; CHEBI:84256
204,163.06119824385513,74613.25846957375,-1.743855136737693e-06,C6H12O5,-H(-),Deoxyhexose,HMDB0000174; HMDB0000849; HMDB0002712; HMDB0003081; HMDB0005876; HMDB0010207; HMDB0012327; HMDB00174; HMDB0029196; HMDB0033821; HMDB0059624; HMDB0059625; HMDB0060267; HMDB0062477; HMDB0062489; HMDB00849; HMDB0124735; HMDB02712; HMDB03081; HMDB05876; HMDB10207; HMDB11726; HMDB11736; HMDB12327; HMDB29196; HMDB33821; HMDB59624; HMDB59625; HMDB60267; HMDB62477; HMDB62489,C00507; C00861; C01018; C01019; C01721; C02095; C02781; C07326,; CHEBI:16070; CHEBI:17617; CHEBI:17897; CHEBI:2181; CHEBI:27442; CHEBI:42548; CHEBI:42564; CHEBI:42589; CHEBI:48204; CHEBI:62346
204,163.06119824385513,74613.25846957375,0.0008666561448933408,C7H16S2,-H(-),Butyl isopropyl disulfide,HMDB0033050; HMDB0033051; HMDB0039783; HMDB33050; HMDB33051; HMDB39783,,
205,163.07679122533267,18439.78000731373,-0.0003385253326655402,C10H12O2,-H(-),Cumate,HMDB0000543; HMDB0001955; HMDB0005802; HMDB0005809; HMDB0030060; HMDB0030063; HMDB0031761; HMDB0032038; HMDB0032336; HMDB0032586; HMDB0032618; HMDB0032620; HMDB0032891; HMDB0033723; HMDB0033945; HMDB0034471; HMDB0034615; HMDB0034732; HMDB0035213; HMDB0035268; HMDB0035414; HMDB0036098; HMDB0037160; HMDB0037174; HMDB0038184; HMDB0040359; HMDB0040460; HMDB0041472; HMDB0041473; HMDB0041612; HMDB00543; HMDB0127494; HMDB0133507; HMDB0133600; HMDB0133601; HMDB0133603; HMDB0133604; HMDB0133605; HMDB0133606; HMDB0133607; HMDB0133608; HMDB0133609; HMDB0133610; HMDB0133617; HMDB0133725; HMDB0133727; HMDB0133729; HMDB0133753; HMDB0133754; HMDB0135737; HMDB0135738; HMDB01955; HMDB05802; HMDB05809; HMDB30060; HMDB30063; HMDB31761; HMDB32038; HMDB32336; HMDB32586; HMDB32618; HMDB32620; HMDB32891; HMDB33723; HMDB33945; HMDB34471; HMDB34615; HMDB34732; HMDB35213; HMDB35268; HMDB35414; HMDB36098; HMDB37160; HMDB37174; HMDB38184; HMDB40359; HMDB40460; HMDB41472; HMDB41473; HMDB41612,C06578; C07213; C07216; C09904; C10453; C10469; C12303,; CHEBI:10447; CHEBI:28122; CHEBI:31988; CHEBI:41500; CHEBI:4917; CHEBI:50545; CHEBI:68656
205,163.07679122533267,18439.78000731373,0.0008042746673311285,C7H12O3,.F(-),trans-4-Hydroxycyclohexanecarboxylate,HMDB0001988; HMDB0031176; HMDB0036594; HMDB0037114; HMDB01988; HMDB31176; HMDB36594; HMDB37114,,; CHEBI:16817
206,163.0955982248376,5708.0338515598105,0.00198367516242115,C7H16O4,-H(-),Triethylene Glycol Monomethyl Ether,HMDB0062666; HMDB62666,,; CHEBI:84233
207,164.0223308291521,6105.09759045363,-0.0009331291520879859,C5H3N5O2,-H(-),8-Oxoguanine,HMDB0041820; HMDB41820,C20155,CHEBI:44605
208,164.0394705577402,18780.695372120084,-0.0007835577402204308,C5H11NO3S,-H(-),Met-oxide,HMDB0002005; HMDB0037057; HMDB02005; HMDB37057,,; CHEBI:49033
209,164.07191444690994,1230208.577957111,-0.00021274690993777767,C9H11NO2,-H(-),Phenylalanine,HMDB0000159; HMDB0001007; HMDB0004992; HMDB0006044; HMDB00159; HMDB0033485; HMDB0033589; HMDB0034169; HMDB0059934; HMDB00612; HMDB0062402; HMDB0062407; HMDB01007; HMDB04992; HMDB06044; HMDB33485; HMDB33589; HMDB34169; HMDB59934; HMDB62402; HMDB62407,C00079; C07527; C19565; C19578,; CHEBI:110006; CHEBI:116735; CHEBI:17295; CHEBI:82572
209,164.07191444690994,1230208.577957111,0.0009300530900304693,C6H11NO3,.F(-),4-Acetamidobutanoate,HMDB0000730; HMDB0000808; HMDB0001263; HMDB0003681; HMDB0012131; HMDB0012151; HMDB0015127; HMDB0029425; HMDB0029426; HMDB0059595; HMDB0060265; HMDB0061156; HMDB00730; HMDB00808; HMDB0094698; HMDB01263; HMDB03681; HMDB06238; HMDB12131; HMDB12151; HMDB15127; HMDB29425; HMDB29426; HMDB59595; HMDB60265; HMDB61156; HMDB94698,C01475; C02946; C03239; C03656; C04076,; CHEBI:17027; CHEBI:17534; CHEBI:17645; CHEBI:17917; CHEBI:27713; CHEBI:70979; CHEBI:724125; CHEBI:74048; CHEBI:89963
210,165.0193209319977,24581.254946143246,1.0968002300160151e-05,C8H6O4,-H(-),Phthalate,HMDB0002107; HMDB0002334; HMDB0002428; HMDB0032613; HMDB02107; HMDB02334; HMDB02428; HMDB32613,C01606; C06337,; CHEBI:15702; CHEBI:29069
211,165.04108299592704,22673.358503026,-0.0006218959270256619,C5H10O6,-H(-),Pentonic acid,HMDB0000539; HMDB0000867; HMDB00539; HMDB0059750; HMDB0060255; HMDB0060256; HMDB00867; HMDB59750; HMDB60255; HMDB60256,C00878; C01685; C05411,; CHEBI:20912; CHEBI:21077; CHEBI:48092; CHEBI:6268
211,165.04108299592704,22673.358503026,0.00024650407297599486,C6H14OS2,-H(-),S-Propyl 1-propanesulfinothioate,HMDB0034394; HMDB34394,,; CHEBI:91021
211,165.04108299592704,22673.358503026,0.0007157040729737218,C6H6N4O2,-H(-),Methylxanthine,HMDB0001886; HMDB0001991; HMDB0010738; HMDB0059716; HMDB01886; HMDB01991; HMDB10738; HMDB59716,C16353; C16357,; CHEBI:287361; CHEBI:336244; CHEBI:48991; CHEBI:62207
212,165.05600430795278,13860.550790067582,-0.00028700795277813995,C9H10O3,-H(-),3-(3-Hydroxyphenyl)propanoic acid,HMDB0000375; HMDB0000563; HMDB0000748; HMDB0000779; HMDB0002072; HMDB0002199; HMDB0002229; HMDB0005175; HMDB0029665; HMDB0029817; HMDB0031132; HMDB0032030; HMDB0032138; HMDB0032573; HMDB0032605; HMDB0032639; HMDB0033752; HMDB0034243; HMDB0034993; HMDB00375; HMDB0040645; HMDB0041611; HMDB0041683; HMDB00475; HMDB00563; HMDB0059969; HMDB0062348; HMDB0062590; HMDB00748; HMDB00779; HMDB0124925; HMDB0125519; HMDB0125525; HMDB0125539; HMDB0134032; HMDB0134033; HMDB0134034; HMDB0134035; HMDB0134036; HMDB0134037; HMDB0134038; HMDB0137472; HMDB0141765; HMDB0141766; HMDB0142136; HMDB0142137; HMDB02072; HMDB02199; HMDB02229; HMDB05175; HMDB29665; HMDB29817; HMDB31132; HMDB32030; HMDB32138; HMDB32573; HMDB32605; HMDB32639; HMDB33752; HMDB34243; HMDB34993; HMDB40645; HMDB41611; HMDB41683; HMDB59969; HMDB61145; HMDB62348; HMDB62590,C01198; C01456; C01479; C01744; C02201; C03080; C05581; C05607; C11457,; CHEBI:1427; CHEBI:16104; CHEBI:17098; CHEBI:25998; CHEBI:28111; CHEBI:30765; CHEBI:31575; CHEBI:32978; CHEBI:32980; CHEBI:48408; CHEBI:55501; CHEBI:8100; CHEBI:86903
212,165.05600430795278,13860.550790067582,0.0008557920472185288,C6H10O4,.F(-),2-Methylglutaric acid,HMDB0000422; HMDB0000448; HMDB0000752; HMDB0000858; HMDB0002074; HMDB0002173; HMDB0006900; HMDB0033837; HMDB00422; HMDB00448; HMDB0061930; HMDB00752; HMDB00858; HMDB02074; HMDB02173; HMDB04862; HMDB06854; HMDB06900; HMDB33837; HMDB61930,C06006; C06104,; CHEBI:1007322; CHEBI:27681; CHEBI:30832; CHEBI:68566; CHEBI:68567; CHEBI:86537; CHEBI:89760
213,165.07507584097627,131755.81938046415,-0.0007316409762552212,C10H14S,-H(-),3-(4-Methyl-3-pentenyl)thiophene,HMDB0038183; HMDB38183,,
213,165.07507584097627,131755.81938046415,-0.0002314806247056822,C9H11NO2,-H(-) [+1],Phenylalanine,HMDB0000159; HMDB0001007; HMDB0004992; HMDB0006044; HMDB00159; HMDB0033485; HMDB0033589; HMDB0034169; HMDB0059934; HMDB00612; HMDB0062402; HMDB0062407; HMDB01007; HMDB04992; HMDB06044; HMDB33485; HMDB33589; HMDB34169; HMDB59934; HMDB62402; HMDB62407,C00079; C07527; C19565; C19578,; CHEBI:110006; CHEBI:116735; CHEBI:17295; CHEBI:82572
213,165.07507584097627,131755.81938046415,0.0004111590237130258,C7H14OS,.F(-),4-Methyl-4-(methylthio)-2-pentanone,HMDB0037621; HMDB0039465; HMDB0039468; HMDB0040186; HMDB37621; HMDB39465; HMDB39468; HMDB40186,,
214,165.97915842314458,6436.222202752668,-9.452314458258115e-05,C7H5NS2,-H(-),2(3H)-Benzothiazolethione,HMDB0030524; HMDB30524,C14437,
215,166.01741671868893,4643.869519039202,0.0005348813110686024,C4H9NO4S,-H(-),Homocysteinesulfinic acid,HMDB0006462; HMDB06462,,
215,166.01741671868893,4643.869519039202,-0.0008246186889380169,C5H9NS2,.F(-),Ibervirin,HMDB0034370; HMDB34370,,
216,166.0875769693286,3688.5963149629956,-0.0002252693285811347,C9H13NO2,-H(-),3-Methoxytyramine,HMDB0000022; HMDB0002182; HMDB00022; HMDB0004826; HMDB0012162; HMDB0014748; HMDB0015165; HMDB0032020; HMDB0038869; HMDB0039837; HMDB0041888; HMDB0060592; HMDB0060807; HMDB0062266; HMDB0062811; HMDB02182; HMDB04826; HMDB06022; HMDB12162; HMDB14748; HMDB15165; HMDB32020; HMDB38869; HMDB39837; HMDB41888; HMDB60592; HMDB60807; HMDB62266; HMDB62811,C01869; C04548; C05587; C07146; C07441; C07453; C07832; C19582,; CHEBI:1016357; CHEBI:119; CHEBI:29081; CHEBI:4884; CHEBI:6794; CHEBI:742324; CHEBI:8093; CHEBI:82576
216,166.0875769693286,3688.5963149629956,0.0009175306713871123,C6H13NO3,.F(-),"(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid",HMDB0029449; HMDB0033453; HMDB0061157; HMDB0142963; HMDB29449; HMDB33453; HMDB61157,C10144,; CHEBI:435538; CHEBI:4969
216,166.0875769693286,3688.5963149629956,0.0008782308667036887,C7H15NS,.F(-) [+2],(±)-2-Butylthiazolidine,HMDB0040116; HMDB0040117; HMDB40116; HMDB40117,,
217,167.0208581806131,429090.87752484495,0.00020511938691925025,C5H4N4O3,-H(-),Urate,HMDB0000289; HMDB00289,C00366,CHEBI:17775
218,167.1440708447058,2706.5310026500356,6.725529419782106e-05,C11H20O,-H(-),10-Undecenal,HMDB0031128; HMDB0032238; HMDB0033577; HMDB0035417; HMDB0037807; HMDB0040247; HMDB31128; HMDB32238; HMDB33577; HMDB35417; HMDB37807; HMDB40247,,; CHEBI:132843
219,167.9963356684012,6854.0224016547745,0.0008805315987956419,C3H7NO5S,-H(-),Cysteic acid,HMDB0002757; HMDB02757,C00506,CHEBI:21260
220,168.07781915501164,7101.650989747709,3.0544988362635195e-05,C7H11N3O2,-H(-),Methyl-His,HMDB0000001; HMDB00001; HMDB0000479; HMDB00479; HMDB04935; HMDB06703; HMDB06704,C01152,CHEBI:27596; CHEBI:50599
221,169.04979379304248,6126.478177571347,0.0008381069575307265,C8H10O4,-H(-),"3,4-Dihydroxyphenylglycol",HMDB0000318; HMDB00318; HMDB0032966; HMDB0038760; HMDB0038761; HMDB0059756; HMDB0132906; HMDB0132907; HMDB0133971; HMDB0133972; HMDB0133982; HMDB05870; HMDB32966; HMDB38760; HMDB38761; HMDB59756,C05576,; CHEBI:1387; CHEBI:89898
222,169.0658195432351,17220.46713600368,6.855676488726203e-05,C12H10O,-H(-),Methyl beta-naphthyl ketone,HMDB0032412; HMDB0032582; HMDB0034446; HMDB32412; HMDB32582; HMDB34446,C02499; C07733,; CHEBI:17043; CHEBI:39258; CHEBI:52364
223,169.12304370448723,6597.49052300679,0.00035899551278362196,C10H18O2,-H(-),C10:1,HMDB0004980; HMDB0010726; HMDB0012183; HMDB0029358; HMDB0029859; HMDB0030031; HMDB0031002; HMDB0031003; HMDB0031297; HMDB0031362; HMDB0031440; HMDB0031441; HMDB0032119; HMDB0032275; HMDB0032393; HMDB0032452; HMDB0033203; HMDB0033377; HMDB0034427; HMDB0034581; HMDB0034880; HMDB0035122; HMDB0035365; HMDB0035837; HMDB0035839; HMDB0035907; HMDB0036099; HMDB0036211; HMDB0036990; HMDB0036992; HMDB0037021; HMDB0037116; HMDB0037217; HMDB0037497; HMDB0037632; HMDB0038744; HMDB0039149; HMDB0039768; HMDB0039795; HMDB0040194; HMDB0040208; HMDB0040213; HMDB0040330; HMDB0040530; HMDB0040726; HMDB0040727; HMDB0041012; HMDB0041630; HMDB0059610; HMDB0059852; HMDB04980; HMDB10726; HMDB12183; HMDB29358; HMDB29859; HMDB30031; HMDB31002; HMDB31003; HMDB31297; HMDB31362; HMDB31440; HMDB31441; HMDB32119; HMDB32275; HMDB32393; HMDB32452; HMDB33203; HMDB33377; HMDB34427; HMDB34581; HMDB34880; HMDB35122; HMDB35365; HMDB35837; HMDB35839; HMDB35907; HMDB36099; HMDB36211; HMDB36990; HMDB36992; HMDB37021; HMDB37116; HMDB37217; HMDB37497; HMDB37632; HMDB38744; HMDB39149; HMDB39768; HMDB39795; HMDB40194; HMDB40208; HMDB40213; HMDB40330; HMDB40530; HMDB40726; HMDB40727; HMDB41012; HMDB41630; HMDB59610; HMDB59852,C16462; C18066; C18202; C20326,; CHEBI:16271; CHEBI:32380; CHEBI:32381; CHEBI:50243; CHEBI:50467; CHEBI:87327; CHEBI:88534; CHEBI:88903
224,170.05703174766867,3460.903916012329,8.255233132103967e-05,C6H9N3O3,-H(-),Metronidazole,HMDB0015052; HMDB15052,C07203,CHEBI:6909
225,171.01188499030778,7765.197752258603,0.0002530096922157554,C7H8O3S,-H(-),p-Toluenesulfonic acid,HMDB0059933; HMDB59933,C06677,CHEBI:27849
226,171.06617387677946,20570.51797369146,0.00010802322054814795,C8H12O4,-H(-),2-Octenedioic acid,HMDB0000341; HMDB0004982; HMDB0013312; HMDB0032352; HMDB00341; HMDB0034851; HMDB0038601; HMDB04982; HMDB13312; HMDB32352; HMDB34851; HMDB38601,,; CHEBI:68508; CHEBI:89192
227,171.0821486658648,5577.709623141033,-0.0006105658648039025,C12H12O,-H(-),2-Ethoxynaphthalene,HMDB0029688; HMDB0031621; HMDB29688; HMDB31621,,
227,171.0821486658648,5577.709623141033,0.0005322341351927662,C9H12O2,.F(-),"2-Isopropyl-1,4-benzenediol",HMDB0032132; HMDB0032599; HMDB0036169; HMDB0036227; HMDB0039801; HMDB0039956; HMDB0040175; HMDB0040216; HMDB0040449; HMDB0041326; HMDB0041804; HMDB0059853; HMDB0125537; HMDB32132; HMDB32599; HMDB36169; HMDB36227; HMDB39801; HMDB39956; HMDB40175; HMDB40216; HMDB40449; HMDB41326; HMDB41804; HMDB59853,,; CHEBI:38547
228,171.10259836193433,25141.974239807165,6.893806568086802e-05,C9H16O3,-H(-),Tetrahydrofurfuryl butyrate,HMDB0036188; HMDB0036213; HMDB0036396; HMDB0040165; HMDB0040202; HMDB0040203; HMDB0059936; HMDB0059937; HMDB0060287; HMDB0094711; HMDB36188; HMDB36213; HMDB36396; HMDB40165; HMDB40202; HMDB40203; HMDB59936; HMDB59937; HMDB60287; HMDB94711,,; CHEBI:78700
229,171.1169865268157,4775.187914267497,0.0009369731843094087,C13H16,-H(-),"1,2-Dihydro-1,1,6-trimethylnaphthalene",HMDB0040284; HMDB40284,,
230,171.13892892173138,44531.02266528925,0.0001237782686303035,C10H20O2,-H(-),Decanoic acid (FA10:0),HMDB0000511; HMDB0029760; HMDB0030029; HMDB0031264; HMDB0031739; HMDB0032045; HMDB0032070; HMDB0032155; HMDB0032264; HMDB0032302; HMDB0032315; HMDB0033620; HMDB0034457; HMDB0034849; HMDB0035595; HMDB0035723; HMDB0036136; HMDB0036145; HMDB0036228; HMDB0037387; HMDB0037849; HMDB0038038; HMDB0038602; HMDB0038783; HMDB0039218; HMDB0040157; HMDB0040167; HMDB0040195; HMDB0040211; HMDB0040529; HMDB0041216; HMDB00511; HMDB0061805; HMDB0094654; HMDB29760; HMDB30029; HMDB31264; HMDB31739; HMDB32045; HMDB32070; HMDB32155; HMDB32264; HMDB32302; HMDB32315; HMDB33620; HMDB34457; HMDB34849; HMDB35595; HMDB35723; HMDB36136; HMDB36145; HMDB36228; HMDB37387; HMDB37849; HMDB38038; HMDB38602; HMDB38783; HMDB39218; HMDB40157; HMDB40167; HMDB40195; HMDB40211; HMDB40529; HMDB41216; HMDB61805; HMDB94654,C01571; C12289; C12292,; CHEBI:120941; CHEBI:30813; CHEBI:44499; CHEBI:48250; CHEBI:53459; CHEBI:606526; CHEBI:87332; CHEBI:87421; CHEBI:87495; CHEBI:88553
231,172.00098449123723,1441.348586074804,0.0003516087627701836,C6H5O6,-H(-),Dehydroascorbide(1-),HMDB0062706; HMDB62706,,
232,172.04108446607944,3950.3309898465736,-0.0006827660794215262,C10H7NO2,-H(-),2-Quinolinecarboxylic acid,HMDB0000842; HMDB0062188; HMDB00842; HMDB62188,C06325; C14040,CHEBI:18386; CHEBI:34104
232,172.04108446607944,3950.3309898465736,0.00046003392054672076,C7H7NO3,.F(-),3-Hydroxyanthranilic acid,HMDB0001476; HMDB0001972; HMDB0014378; HMDB0014389; HMDB0059749; HMDB0059811; HMDB01476; HMDB01972; HMDB14378; HMDB14389; HMDB59749; HMDB59811,C00632; C02518,; CHEBI:1162549; CHEBI:15793; CHEBI:27565; CHEBI:6775
233,172.06132915663306,3940.5633858300916,0.00020174336694367412,C7H11NO4,-H(-),Acetyl-Glu-semialdehyde,HMDB0006488; HMDB06488,C01250,CHEBI:16319
233,172.06132915663306,3940.5633858300916,0.0007893736403730145,C6H9N3O3,-H(-) [+2],Metronidazole,HMDB0015052; HMDB15052,C07203,CHEBI:6909
234,172.09797086832378,20719.699132205445,-5.4568323776038596e-05,C8H15NO3,-H(-),Acetyl-Leu,HMDB0000701; HMDB0000747; HMDB0002087; HMDB0011756; HMDB0061684; HMDB00701; HMDB00747; HMDB02087; HMDB11756; HMDB61684,C02710,; CHEBI:17786; CHEBI:64390; CHEBI:84056
235,172.90110354883686,5157.138643510433,-0.0009112880946702262,C2H6S2Se,-H(-),Bis(methylthio) selenide,HMDB0030876; HMDB30876,,
236,172.9913124070346,179044.66302056643,9.019296538781418e-05,C6H6O4S,-H(-),Phenol sulfate,HMDB0060015; HMDB60015,C00850,CHEBI:27905
237,173.0446850649417,34341.737673366486,0.0008614350583115993,C7H10O5,-H(-),Shikimate,HMDB0003070; HMDB0012149; HMDB0061388; HMDB0062194; HMDB0062377; HMDB0130150; HMDB03070; HMDB12149; HMDB61388; HMDB62194; HMDB62377,C00493; C04236,; CHEBI:1467; CHEBI:16119
237,173.0446850649417,34341.737673366486,-0.00049806494169502,C8H10OS,.F(-),1-(5-Methyl-2-thienyl)-1-propanone,HMDB0040231; HMDB0040589; HMDB40231; HMDB40589,,
238,173.0825894303482,24962.237413197316,-0.000657530348206592,C8H14O4,-H(-),Suberic acid,HMDB0000893; HMDB0002023; HMDB0033838; HMDB0041606; HMDB0059727; HMDB0059757; HMDB0060684; HMDB00837; HMDB00893; HMDB02023; HMDB33838; HMDB41606; HMDB59727; HMDB59757; HMDB60684,C08278; C14570; C16658,; CHEBI:80644; CHEBI:89933; CHEBI:9300
239,173.10445361410518,331424.88278500125,-5.4914105163561544e-05,C6H14N4O2,-H(-),Arginine,HMDB0000517; HMDB0003416; HMDB00517; HMDB03416,C00062; C00792,CHEBI:15816; CHEBI:16467
240,174.00615533549208,6958.433387342519,-0.0008768354920789534,C6H9NOS2,-H(-),(R)-(E)-Sulforaphene,HMDB0031573; HMDB31573,,
241,174.03954910644595,5947.376338480766,0.001246393554055203,C6H9NO5,-H(-),Acetyl-Asp,HMDB0000812; HMDB0003470; HMDB0039163; HMDB0060273; HMDB00812; HMDB03470; HMDB39163; HMDB60273,C01042; C01045,; CHEBI:21547; CHEBI:28095; CHEBI:48309
241,174.03954910644595,5947.376338480766,-0.00011310644595141639,C7H9NOS,.F(-),"5-Acetyl-2,4-dimethylthiazole",HMDB0041484; HMDB41484,,
242,174.0561214279524,4716.256671623326,-6.972795239335028e-05,C10H9NO2,-H(-),Indole-3-acetate,HMDB0000197; HMDB0004073; HMDB00197; HMDB0038628; HMDB0040972; HMDB04073; HMDB38628; HMDB40972,C00954; C05634,; CHEBI:16411; CHEBI:50157
243,174.07787326183615,3101.953318019999,-0.0006923618361440731,C7H13NO4,-H(-),Calystegin B2,HMDB0002201; HMDB0034252; HMDB0036383; HMDB0038594; HMDB0094717; HMDB02201; HMDB34252; HMDB36383; HMDB38594; HMDB94717,C10851,; CHEBI:64305
244,175.02481203147218,4813.370829168012,-9.314721580722107e-07,C6H8O6,-H(-),Hexuronic acid; Ascorbate,HMDB0000044; HMDB00044; HMDB0006355; HMDB0031193; HMDB06355; HMDB14273; HMDB29945; HMDB31193,C00072; C02670; C19806,CHEBI:17208; CHEBI:18268; CHEBI:45969
245,175.0400708446194,3141.7322857594054,-3.5446194033283973e-06,C10H8O3,-H(-),"1,3,8-Naphthalenertriol",HMDB0029758; HMDB0031054; HMDB0032883; HMDB0032990; HMDB0033813; HMDB0059622; HMDB0128615; HMDB0129369; HMDB0135530; HMDB0135531; HMDB0135532; HMDB0135533; HMDB29758; HMDB31054; HMDB32883; HMDB32990; HMDB33813; HMDB59622,C03081; C09268,; CHEBI:17224; CHEBI:5679
246,175.06092046933608,7582.215150395467,0.0002760306639117971,C7H12O5,-H(-),3-Propylmalate,HMDB0000402; HMDB0002025; HMDB0012156; HMDB0029169; HMDB0031712; HMDB00402; HMDB02025; HMDB12156; HMDB29169; HMDB31712,C02504; C04411,; CHEBI:35114; CHEBI:35128
246,175.06092046933608,7582.215150395467,0.0008318499998551943,C8H14O2S,-H(-) [+2],"4,4''-Thiobis-2-butanone",HMDB0037155; HMDB37155,,
