ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,label (bona fide),HMDB ids,KEGG ids,other ids
600,291.1970664112383,9612.11653238206,-0.0004991112382981555,C18H28O3,-H(-),"(2''E,4''Z,7''Z,8E)-Colnelenic acid",HMDB0030996; HMDB0038035; HMDB0040806; HMDB30996; HMDB38035; HMDB40806,C16320,; CHEBI:60959
600,291.1970664112383,9612.11653238206,0.0006436887616700915,C15H28O4,.F(-),"7(14)-Bisabolene-2,3,10,11-tetrol",HMDB0035918; HMDB35918,,
601,291.2325983974932,1901.0796482411115,0.00035430250682111364,C19H32O2,-H(-),"3b,17b-Dihydroxyetiocholane",HMDB0000369; HMDB0000383; HMDB0000412; HMDB0000458; HMDB0000493; HMDB0000495; HMDB0000551; HMDB0000554; HMDB00369; HMDB00383; HMDB00412; HMDB00458; HMDB00493; HMDB00495; HMDB00551; HMDB00554; HMDB0060437; HMDB60437,C03852; C07632; C12525,; CHEBI:18329; CHEBI:27727; CHEBI:36713; CHEBI:36714; CHEBI:36715; CHEBI:428186
602,292.14020823135286,59328.45303169331,-3.353135286943143e-05,C12H23NO7,-H(-),N-(1-Deoxy-1-fructosyl)leucine,HMDB0037840; HMDB0039780; HMDB37840; HMDB39780,,
603,292.19210936822964,2122.2308335172124,-0.00029306822960961654,C17H27NO3,-H(-),Nonivamide,HMDB0029846; HMDB0036328; HMDB29846; HMDB36328,C20216,; CHEBI:46936
604,293.04283086844947,4746.526649871204,-0.0009966684494315814,C8H13N3O7P,-H(-),5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium,HMDB0062575; HMDB62575,,; CHEBI:58592
604,293.04283086844947,4746.526649871204,-0.0004387684494417954,C13H14N2O2S2,-H(-),Wasalexin A,HMDB0034765; HMDB0034768; HMDB0038636; HMDB34765; HMDB34768; HMDB38636,,
605,293.07106429683864,3874.8353211647727,0.00031970316138085764,C12H14N4O3S,-H(-),Sulfacytine,HMDB0015412; HMDB15412,,; CHEBI:775007
606,293.103227687242,4037.1152832465727,-0.0001665872420062442,C15H18O6,-H(-),Cyclocalopin F,HMDB0039825; HMDB39825,,
607,293.15546464731057,4374.465215424441,-0.0007619473105933139,C20H22O2,-H(-),"(E,E)-1,6-bis(4-methoxyphenyl)-1,5-hexadiene",HMDB0035443; HMDB0038543; HMDB35443; HMDB38543,,
608,293.211779164653,6293.778471236871,0.0004381353469966598,C18H30O3,-H(-),13-OxoODE,HMDB0004668; HMDB0004669; HMDB0010200; HMDB0010203; HMDB0010206; HMDB0010220; HMDB0010224; HMDB0011108; HMDB0029786; HMDB0029969; HMDB0030950; HMDB0030995; HMDB0031088; HMDB0031103; HMDB0031934; HMDB0034586; HMDB0036832; HMDB0039603; HMDB0061644; HMDB0062288; HMDB0112093; HMDB0112099; HMDB0112103; HMDB04668; HMDB04669; HMDB10200; HMDB10203; HMDB10206; HMDB10220; HMDB10224; HMDB11108; HMDB29786; HMDB29969; HMDB30950; HMDB30995; HMDB31088; HMDB31103; HMDB31934; HMDB34586; HMDB36832; HMDB39603; HMDB61644; HMDB62288,C14765; C14766; C16346; C19827,; CHEBI:60956; CHEBI:72641; CHEBI:88438; CHEBI:89388; CHEBI:902350
609,294.0959036554418,1505.8414454717968,-9.585544177070915e-05,C18H17NOS,-H(-),Nor-ketotifen,HMDB0060646; HMDB60646,,
609,294.0959036554418,1505.8414454717968,0.0003793035425587732,C17H14N2O3,-H(-) [+1],Rosoxacin,HMDB0014955; HMDB14955,,; CHEBI:160500
610,294.9633110892288,1533.663301635204,0.0008310107712077297,C14H4N2O2S2,-H(-),Dithianon,HMDB0031780; HMDB31780,C18574,
611,295.08297384987793,2631.127114905895,-0.0006481498779180583,C14H16O7,-H(-),"6-(4-ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",HMDB0125168,,
611,295.08297384987793,2631.127114905895,0.0006894501220813254,C15H12N4O3,-H(-),4-Carboxynevirapine,HMDB0060759; HMDB60759,,
612,295.11977255861035,4405.905248321819,-0.001061458610365662,C15H20O6,-H(-),Deoxynivalenol,HMDB0036156; HMDB0036867; HMDB0039810; HMDB0039812; HMDB0039814; HMDB36156; HMDB36867; HMDB39810; HMDB39812; HMDB39814,C09747,
613,295.13515445558215,4411.885212805344,-0.0011871555821585389,C19H20O3,-H(-),"5-[(4-Hydroxypheny)ethenyl]-2-(3-methyl-1-butenyl)-1,3-benzenediol",HMDB0030599; HMDB0033950; HMDB0035220; HMDB0038784; HMDB0039071; HMDB0138206; HMDB0141090; HMDB30599; HMDB33950; HMDB35220; HMDB38784; HMDB39071,,
614,295.1555724949526,28173.67817509093,-0.0004759949525805496,C16H24O5,-H(-),"3,8-Dihydroxy-6-methoxy-7(11)-eremophilen-12,8-olide",HMDB0041551; HMDB41551,,
614,295.1555724949526,28173.67817509093,0.0008300929380311572,C16H25NO2S,-H(-) [+1],Tertatolol,HMDB0042026; HMDB42026,,
615,295.22778226296776,15083.172430165294,8.503703224960191e-05,C18H32O3,-H(-),13S-hydroxyoctadecadienoic acid,HMDB0004667; HMDB0004701; HMDB0004702; HMDB0010223; HMDB0029796; HMDB0061708; HMDB0062652; HMDB0112194; HMDB04667; HMDB04701; HMDB04702; HMDB06939; HMDB10223; HMDB29796; HMDB61708; HMDB62652,C14762; C14825; C14826,; CHEBI:34154; CHEBI:38299; CHEBI:595882; CHEBI:72651
616,295.2643658182585,8961.419352941526,-0.00011311825852544644,C19H36O2,-H(-),Nonadeca-10(Z)-enoic acid,HMDB0013622; HMDB0035575; HMDB13622; HMDB35575,C00174,; CHEBI:37527
617,297.09827035523284,3919.71563991975,-0.0002946552328353391,C14H18O7,-H(-),2-Phenylethanol glucuronide,HMDB0010350; HMDB0124996; HMDB0125173; HMDB10350,C03033,
618,297.11328309281225,3270.0991645756662,-5.119281223642247e-05,C18H18O4,-H(-),7C-aglycone,HMDB0004808; HMDB0006101; HMDB0029543; HMDB0030695; HMDB0037376; HMDB0038453; HMDB0131379; HMDB04808; HMDB06101; HMDB29543; HMDB30695; HMDB37376; HMDB38453,,; CHEBI:562788; CHEBI:70658; CHEBI:89489
619,297.1345154827781,14012.580936437886,-0.00015438277813473178,C15H22O6,-H(-),Toxin T2 tetrol,HMDB0036159; HMDB0037560; HMDB36159; HMDB37560,,
620,297.1711578763562,10071.943297515281,-0.00041137635616905754,C16H26O5,-H(-),Artemether,HMDB0015643; HMDB15643,,; CHEBI:195280
620,297.1711578763562,10071.943297515281,0.0009262236438303262,C17H22N4O,-H(-),Minaprine,HMDB0014943; HMDB0061061; HMDB14943; HMDB61061,,; CHEBI:51038
620,297.1711578763562,10071.943297515281,0.0007314236438560329,C13H26O6,.F(-),(x)-2-Heptanol glucoside,HMDB0035028; HMDB35028,,
621,297.18662229847115,4547.658141645952,-0.0006195984711894198,C20H26O2,-H(-),4-Oxoretinal,HMDB0012794; HMDB0014855; HMDB0040644; HMDB0060092; HMDB12794; HMDB14855; HMDB40644; HMDB60092,C05028,; CHEBI:133794; CHEBI:7627
621,297.18662229847115,4547.658141645952,0.000523201528892514,C17H26O3,.F(-),1-(4-Hydroxy-3-methoxyphenyl)-3-decanone,HMDB0030801; HMDB0030974; HMDB0031928; HMDB0137260; HMDB30801; HMDB30974; HMDB31928,C10482; C16792,
622,298.0660402790878,2237.570716286332,-0.00046987908780238286,C15H13N3O2S,-H(-),Fenbendazole,HMDB0029745; HMDB29745,,; CHEBI:151961
622,298.0660402790878,2237.570716286332,-0.001068355259690179,C13H14O8,-H(-) [+1],Benzoyl glucuronide (Benzoic acid),HMDB0010324; HMDB0125176; HMDB10324,,
623,299.09694530337,7849.668312703787,-0.0010781033699345244,C14H20O5S,-H(-),{[3-hydroxy-2-(phenylmethylidene)heptyl]oxy}sulfonic acid,HMDB0126525; HMDB0126526; HMDB0126528; HMDB0126529; HMDB0126531; HMDB0126532; HMDB0126535; HMDB0126536; HMDB0126540; HMDB0126543; HMDB0126544,,
624,299.25901759541665,23591.37057589532,0.00014970458335028525,C18H36O3,-H(-),(R)-3-Hydroxy-Octadecanoic acid,HMDB0010737; HMDB0037396; HMDB0061661; HMDB0061662; HMDB0061706; HMDB0062549; HMDB0112180; HMDB0112181; HMDB0112182; HMDB0112183; HMDB0112193; HMDB10737; HMDB37396; HMDB61661; HMDB61662; HMDB61706; HMDB62549,,; CHEBI:136406; CHEBI:136638; CHEBI:19660; CHEBI:85208
625,300.03915680413144,8684.095739892713,0.00031779586856828246,C8H15NO9S,-H(-),Acetylglucosamine sulfate,HMDB0000781; HMDB0000814; HMDB0000841; HMDB00781; HMDB00814; HMDB00841,C04132; C16265,; CHEBI:28132
626,300.9957209696635,1774.8875667217496,0.0017680303364500105,C8H15O6PS2,-H(-),Malathion monocarboxylic acid,HMDB0060626; HMDB60626,,
626,300.9957209696635,1774.8875667217496,-0.0009394755228981921,C12H9NO6,.K/H-H(-) [+1],2-[(5-hydroxy-1-oxo-1H-isochromen-3-yl)formamido]acetic acid,HMDB0128645,,
627,301.0405419945824,3880.933900691395,-0.0017955945823473485,C12H14O7S,-H(-),"5-(3'',5''-Dihydroxyphenyl)-gamma-valerolactone-O-sulphate-O-methyl",HMDB0060031; HMDB0127769; HMDB0127831; HMDB60031,,; CHEBI:89538
628,301.16625256909526,9875.015447160706,-0.0005914690952408819,C15H26O6,-H(-),Glycerol tributanoate,HMDB0031094; HMDB31094,C13870,CHEBI:296488
628,301.16625256909526,9875.015447160706,0.0005513309047273651,C12H26O7,.F(-),Hexaethylene glycol,HMDB0061822; HMDB61822,,; CHEBI:49793
629,301.20167638914285,3770.768543660011,0.00037011085714766523,C16H30O5,-H(-),xi-7-Hydroxyhexadecanedioic acid,HMDB0037830; HMDB0037831; HMDB37830; HMDB37831,,
629,301.20167638914285,3770.768543660011,0.0017077108572038924,C17H26N4O,-H(-),Emedastine,HMDB0015216; HMDB15216,C07785,CHEBI:4779
630,301.21723920491183,14043.312879299838,6.34950881703844e-05,C20H30O2,-H(-),Eicosapentaenoic acid,HMDB0001999; HMDB0003598; HMDB0015655; HMDB0035692; HMDB0036703; HMDB0036709; HMDB0036775; HMDB0036811; HMDB0036826; HMDB0038172; HMDB0038687; HMDB0039486; HMDB0041928; HMDB01999; HMDB03598; HMDB15655; HMDB35692; HMDB36703; HMDB36709; HMDB36775; HMDB36811; HMDB36826; HMDB38172; HMDB38687; HMDB39486; HMDB41928,C02075; C06428; C07198; C09118; C12077,; CHEBI:27436; CHEBI:28364; CHEBI:545914; CHEBI:6039
631,302.0986142460085,2378.7196425048155,-9.074600848180125e-05,C13H22NO3PS,-H(-),Fenamiphos,HMDB0031787; HMDB31787,C18659,CHEBI:38680
632,302.1346391754227,2064.142182244116,0.0011189245772698087,C12H21N3O6,-H(-),N5-Acetyl-N2-gamma-L-glutamyl-L-ornithine,HMDB0039423; HMDB39423,,
632,302.1346391754227,2064.142182244116,-0.001185806282080648,C15H18N4O3,-H(-) [+1],Histidinyl-Phenylalanine,HMDB0028892; HMDB0028997; HMDB28892; HMDB28997,,
633,302.1860100621126,1166.585147143084,0.0013896378874278525,C17H25N3O2,-H(-),Vildagliptin,HMDB0015596; HMDB15596,,; CHEBI:334541
633,302.1860100621126,1166.585147143084,-0.0005852574250866382,C16H26O4,.F(-) [+1],Lactapiperanol C,HMDB0033630; HMDB33630,,
633,302.1860100621126,1166.585147143084,-0.0017144078157116382,C19H26O3,-H(-) [+1],2-Hydroxyestradiol-3-methyl ether,HMDB0000380; HMDB0000405; HMDB0003955; HMDB0003959; HMDB0006771; HMDB0006773; HMDB0006774; HMDB0012782; HMDB0031038; HMDB0033125; HMDB0034028; HMDB0034167; HMDB0036696; HMDB00380; HMDB0039568; HMDB00405; HMDB0040927; HMDB0041204; HMDB03955; HMDB03959; HMDB06771; HMDB06773; HMDB06774; HMDB12782; HMDB31038; HMDB33125; HMDB34028; HMDB34167; HMDB36696; HMDB39568; HMDB40927; HMDB41204,C05140; C05284; C05290; C05295; C05296; C05302,; CHEBI:17347; CHEBI:27576; CHEBI:27582; CHEBI:27768; CHEBI:27967; CHEBI:28955
634,303.0512666441839,2348.436096181049,-0.00024094418392905936,C15H12O7,-H(-),Pratenol B,HMDB0040631; HMDB0125017; HMDB0125208; HMDB0125211; HMDB0125220; HMDB0125366; HMDB0125368; HMDB0125371; HMDB0126023; HMDB0126025; HMDB0126029; HMDB0126030; HMDB0126033; HMDB0126035; HMDB0126039; HMDB0126040; HMDB0126565; HMDB0128217; HMDB0129344; HMDB0129353; HMDB0129359; HMDB0130177; HMDB0130180; HMDB0130332; HMDB0131756; HMDB0131926; HMDB0133541; HMDB0133542; HMDB0133543; HMDB0137814; HMDB40631,,
635,303.0849975769087,2550.170464392056,-0.001609276908652646,C11H16N2O8,-H(-),N-Acetylaspartylglutamic acid,HMDB0001067; HMDB01067,C12270,CHEBI:200472
635,303.0849975769087,2550.170464392056,8.223091299441876e-06,C14H18O6,.Na/H-H(-),"2-[4,6-dihydroxy-3-(4-hydroxy-3-methylbut-2-en-1-yl)-2-methoxyphenyl]acetic acid",HMDB0125459; HMDB0125461; HMDB0125462; HMDB0125463,,
636,303.19666331708146,3791.145861258716,-9.601708143236465e-05,C19H28O3,-H(-),"3a,16b-Dihydroxyandrostenone",HMDB0000309; HMDB0000322; HMDB0000324; HMDB0000352; HMDB0000388; HMDB0003956; HMDB0004611; HMDB0004624; HMDB0006031; HMDB0006259; HMDB0006769; HMDB0012533; HMDB0012654; HMDB00309; HMDB0031464; HMDB00322; HMDB00324; HMDB00352; HMDB00388; HMDB0039589; HMDB0039735; HMDB0060089; HMDB0060339; HMDB03956; HMDB04611; HMDB04624; HMDB06031; HMDB06259; HMDB06769; HMDB12533; HMDB12654; HMDB31464; HMDB39589; HMDB39735; HMDB60089; HMDB60339,C05139; C05291; C05294; C14497; C14552; C18045; C18075,; CHEBI:27771; CHEBI:34477; CHEBI:607670; CHEBI:712193; CHEBI:712194; CHEBI:798
637,303.23297262923353,109232.64022444419,-1.9929233531001955e-05,C20H32O2,-H(-),Arachidonic acid,HMDB0001043; HMDB0002177; HMDB0006036; HMDB0014996; HMDB0036702; HMDB0036721; HMDB0036754; HMDB0036829; HMDB0037824; HMDB0039687; HMDB0039702; HMDB0060102; HMDB01043; HMDB02177; HMDB06036; HMDB14996; HMDB36702; HMDB36721; HMDB36754; HMDB36829; HMDB37824; HMDB39687; HMDB39702; HMDB60102,C00219; C14605,; CHEBI:15843; CHEBI:34838; CHEBI:529213; CHEBI:71488; CHEBI:78259; D04947
638,304.0828565744857,1876.3321962341815,-0.00019647448567639003,C15H15NO6,-H(-),Ascorbigen,HMDB0029839; HMDB29839,,
639,305.0346874085279,3006.7550362745887,-0.0010264085278208768,C11H14O8S,-H(-),4-Hydroxy-5-(dihydroxyphenyl)-valeric acid-O-sulphate,HMDB0059978; HMDB0059979; HMDB0127746; HMDB0127747; HMDB0128720; HMDB59978; HMDB59979,,
640,305.0496594878292,2736.5431075666106,-0.0007422878292118185,C15H14O5S,-H(-),"(3-oxo-1,3-diphenylpropoxy)sulfonic acid",HMDB0135218; HMDB0135220; HMDB0135222; HMDB0135224; HMDB0135226; HMDB0135546; HMDB0135550,,
640,305.0496594878292,2736.5431075666106,0.00040051217081327195,C12H14O6S,.F(-),{[(4E)-5-(4-methoxyphenyl)-3-oxopent-4-en-2-yl]oxy}sulfonic acid,HMDB0132992; HMDB0132996; HMDB0140410,,
641,305.08911332643436,2368.016054257328,-0.0013084264343206087,C12H18O9,-H(-),Starch acetate,HMDB0029891; HMDB29891,,
641,305.08911332643436,2368.016054257328,-0.0004902795593579867,C11H16N2O8,-H(-) [+2],N-Acetylaspartylglutamic acid,HMDB0001067; HMDB01067,C12270,CHEBI:200472
642,305.13954748363733,2534.9118638309365,-0.00010098363736688043,C17H22O5,-H(-),Naematolone,HMDB0035781; HMDB0036487; HMDB0036643; HMDB0134974; HMDB0134975; HMDB0134976; HMDB0134977; HMDB0134979; HMDB0134980; HMDB0134982; HMDB35781; HMDB36487; HMDB36643,C09499,
643,305.2483746869823,28438.916694964915,0.00022801301770414284,C20H34O2,-H(-),"8,11,14-Eicosatrienoic acid",HMDB0002925; HMDB0010378; HMDB0031058; HMDB0036835; HMDB0060039; HMDB02925; HMDB06735; HMDB10378; HMDB31058; HMDB36835; HMDB60039,C03242; C16522,; CHEBI:1306412; CHEBI:53460; CHEBI:53486
644,306.02682921927413,1393.3405113168765,-0.0006689192741191619,C5H15N3O8P2,-H(-),Histamine Phosphate,HMDB0014805; HMDB14805,,; CHEBI:51193
645,306.04982532427636,1349.8265875953527,-0.00016612427629070226,C9H14N3O7P,-H(-),dCMP,HMDB0001202; HMDB01202,C00239,CHEBI:15918
645,306.04982532427636,1349.8265875953527,0.00022350384864466832,C15H10O6,.F(-) [+1],Luteolin,HMDB0005800; HMDB0005801; HMDB0029711; HMDB0030543; HMDB0034014; HMDB0034150; HMDB0034444; HMDB0041658; HMDB0041688; HMDB0041702; HMDB0125209; HMDB0125367; HMDB0126024; HMDB0126034; HMDB0126621; HMDB0128587; HMDB0129345; HMDB0130166; HMDB0130178; HMDB0132872; HMDB0133315; HMDB0133317; HMDB0133318; HMDB0133988; HMDB0134010; HMDB0134014; HMDB0134018; HMDB0134022; HMDB0140457; HMDB0140464; HMDB0140477; HMDB05800; HMDB05801; HMDB29711; HMDB30543; HMDB34014; HMDB34150; HMDB34444; HMDB41658; HMDB41688; HMDB41702,C01514; C05903; C08720; C10510; C12134; C17810,; CHEBI:15864; CHEBI:28499; CHEBI:603735; CHEBI:69437; CHEBI:88812
646,306.1089992792518,3142.708891875296,0.0005442207481678452,C14H17N3O5,-H(-),"2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylpropanamide",HMDB0142220,,
647,306.1599780291456,973.8302080328655,0.0012070708544342779,C19H21N3O,-H(-),Zolpidem,HMDB0005023; HMDB0015670; HMDB0240220; HMDB05023; HMDB15670,C07219,; CHEBI:10125; CHEBI:135308; CHEBI:775698
647,306.1599780291456,973.8302080328655,-0.0007678240674522385,C18H22O3,.F(-) [+1],16b-Hydroxyestrone,HMDB0000313; HMDB0000335; HMDB0000343; HMDB0000406; HMDB0005895; HMDB00313; HMDB00335; HMDB00343; HMDB00406; HMDB0060084; HMDB0060085; HMDB05895; HMDB60084; HMDB60085,C05298; C05300; C14383,; CHEBI:1150238; CHEBI:1156; CHEBI:776
648,306.1714602090447,1514.334685126321,-0.0003793090447175018,C17H25NO4,-H(-),Ibopamine,HMDB0041906; HMDB41906,,
649,306.205959621111,806.8383999364931,0.0015066788890294447,C18H29NO3,-H(-),Betaxolol,HMDB0014341; HMDB0038457; HMDB14341; HMDB38457,C06849; C16952,CHEBI:3082; CHEBI:46932
649,306.205959621111,806.8383999364931,-0.0008986211109913711,C16H31NO3,.Na/H-H(-),Myristoylglycine,HMDB0013250; HMDB13250,,; CHEBI:87142
650,307.11928126016215,19004.657908459372,-0.0005701601621694863,C16H20O6,-H(-),8-Acetylegelolide,HMDB0037772; HMDB0094647; HMDB37772; HMDB94647,,; CHEBI:132611
651,307.1337943110023,7440.040888054797,0.00017298899769002674,C20H20O3,-H(-),"3-(5-hydroxy-2,2-dimethyl-2H-chromen-6-yl)-1-phenylpropan-1-one",HMDB0125856,,
652,307.1513968614279,8141.877100876619,-0.0003231614279002315,C12H24N2O7,-H(-),1-[(5-Amino-5-carboxypentyl)amino]-1-deoxyfructose,HMDB0034879; HMDB34879,,; CHEBI:24109
653,307.1552613306115,7063.615235733579,-0.0001648306114816478,C17H24O5,-H(-),ACRL Toxin II,HMDB0030496; HMDB0035724; HMDB0036489; HMDB30496; HMDB35724; HMDB36489,,
654,307.1913348741479,2809.9560008510625,0.000147025852072602,C18H28O4,-H(-),Methylgingerol,HMDB0029852; HMDB0031471; HMDB0032664; HMDB0033243; HMDB0034781; HMDB0040867; HMDB29852; HMDB31471; HMDB32664; HMDB33243; HMDB34781; HMDB40867,C10373,; CHEBI:65842
655,307.26419867205186,19119.38755568424,5.402794812425782e-05,C20H36O2,-H(-),Eicosadienoic acid,HMDB0005060; HMDB0036827; HMDB0061864; HMDB0062432; HMDB05060; HMDB36827; HMDB61864; HMDB62432,C09183; C16525,; CHEBI:603631; CHEBI:78706; CHEBI:9053
656,308.0768513815129,2437.758956388834,0.0007233184871324738,C14H15NO7,-H(-),Inodxyl glucuronide,HMDB0010319; HMDB0040830; HMDB0059804; HMDB10319; HMDB40830; HMDB59804,C03033,
656,308.0768513815129,2437.758956388834,-0.0012898580753812894,C17H12N2O4,-H(-) [+1],Flazine,HMDB0033459; HMDB33459,,
657,308.1018631816329,6091.135184953909,-0.0004790816328750225,C14H17N2O6,-H(-),Tyrosyl-Glutamate,HMDB0029104; HMDB29104,,
657,308.1018631816329,6091.135184953909,-0.0009110331953934292,C19H16O4,-H(-) [+1],Warfarin,HMDB0001935; HMDB0002114; HMDB0029789; HMDB0033312; HMDB0033313; HMDB0033314; HMDB0037109; HMDB0041303; HMDB01935; HMDB02114; HMDB29789; HMDB33312; HMDB33313; HMDB33314; HMDB37109; HMDB41303,C01541,; CHEBI:10033; CHEBI:269845; CHEBI:497242; CHEBI:85109
657,308.1018631816329,6091.135184953909,-0.0006788816328935354,C9H15N5O6,.F(-),"2-Amino-4-oxo-6-(1'',2'',3''-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin",HMDB0012144; HMDB12144,C05253,
658,308.14798249719735,2221.916248215722,-0.00013929719727912016,C20H23NS,-H(-),Metixene,HMDB0014484; HMDB14484,,; CHEBI:51024
658,308.14798249719735,2221.916248215722,0.00036345006827787074,C19H20N2O2,-H(-) [+1],Phenylbutazone,HMDB0014950; HMDB14950,C07440,CHEBI:48574
659,308.1868539188242,993.9929631335885,-0.0001230188242402619,C17H27NO4,-H(-),Nadolol,HMDB0015334; HMDB0015345; HMDB15334; HMDB15345,C07915,; CHEBI:127570; CHEBI:6897
660,309.0411358888745,15862.898405465516,-0.0006747888745053388,C17H10O6,-H(-),De-O-methylsterigmatocystin,HMDB0033657; HMDB0035230; HMDB33657; HMDB35230,C03683,; CHEBI:18236
661,309.0674111086361,3491.1507658049786,-0.0011125086360834757,C12H14N4O4S,-H(-),Sulfadoxine,HMDB0015413; HMDB0015621; HMDB15413; HMDB15621,C07630,; CHEBI:32161; CHEBI:9329
662,309.0976186997245,4004.6559621397746,0.00035700027552820757,C15H18O7,-H(-),(E)-1-O-Cinnamoyl-beta-D-glucose,HMDB0030293; HMDB0035880; HMDB0039958; HMDB30293; HMDB35880; HMDB39958,,
663,309.1713212284175,33286.596944903584,-0.0005747284175185996,C17H26O5,-H(-),"3-Hydroxy-6,8-dimethoxy-7(11)-eremophilen-12,8-olide",HMDB0040756; HMDB0040980; HMDB40756; HMDB40980,,
663,309.1713212284175,33286.596944903584,0.0005680715825064908,C14H26O6,.F(-),1-Octen-3-yl glucoside,HMDB0032959; HMDB32959,,
664,309.2443936271668,1888.869584318303,-0.0008763271667930894,C19H34O3,-H(-),(R)-2-Hydroxysterculic acid,HMDB0031060; HMDB31060,,
665,309.2798139185838,23842.410750036594,8.878141619561575e-05,C20H38O2,-H(-),C20:1,HMDB0002231; HMDB0034296; HMDB0034451; HMDB0035159; HMDB0035572; HMDB0035573; HMDB0035574; HMDB0037127; HMDB02231; HMDB34296; HMDB34451; HMDB35159; HMDB35572; HMDB35573; HMDB35574; HMDB37127,C03425; C16526,; CHEBI:134474; CHEBI:134475; CHEBI:134479; CHEBI:32425
666,310.09669468153936,7079.0876477180245,-9.928153934879447e-05,C11H21NO7S,-H(-),N-(1-Deoxy-1-fructosyl)methionine,HMDB0037841; HMDB37841,,
667,310.1078583642507,3008.571095692969,0.0006225357493008232,C18H17NO4,-H(-),Launobine,HMDB0030217; HMDB0033361; HMDB0033362; HMDB0034489; HMDB0036369; HMDB0134801; HMDB0134802; HMDB0134803; HMDB0134804; HMDB0134805; HMDB0134806; HMDB0134807; HMDB0134808; HMDB30217; HMDB33361; HMDB33362; HMDB34489; HMDB36369,,
668,310.2039773433829,1316.9364088924017,-0.0015964433829367408,C17H29NO4,-H(-),"2-trans,4-cis-Decadienoylcarnitine",HMDB0013325; HMDB13325,,
669,311.0768014921469,2838.2147339517555,0.00043880785312921944,C14H16O8,-H(-),"6-(4-ethenyl-2-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",HMDB0124976; HMDB0124977; HMDB0126429; HMDB0126430; HMDB0128031; HMDB0140804,,
669,311.0768014921469,2838.2147339517555,-0.0009206921468489782,C15H16O4S,.F(-),"(1,3-diphenylpropoxy)sulfonic acid",HMDB0135230; HMDB0135553; HMDB0135583; HMDB0135585,,
670,311.09798900944395,3056.449267755547,0.00038049055604005844,C11H20O10,-H(-),"Galactose-beta-1,4-xylose",HMDB0011677; HMDB0029883; HMDB0029897; HMDB0038854; HMDB0038863; HMDB0038864; HMDB0140855; HMDB11677; HMDB29883; HMDB29897; HMDB38854; HMDB38863; HMDB38864,C07560,
671,311.1125685498157,3997.464436998133,0.0010571501842946418,C15H20O7,-H(-),Nivalenol,HMDB0004304; HMDB0031724; HMDB0034861; HMDB0135312; HMDB04304; HMDB31724; HMDB34861,C06080,
671,311.1125685498157,3997.464436998133,-0.0008436963000804099,C18H17NO4,-H(-) [+1],Launobine,HMDB0030217; HMDB0033361; HMDB0033362; HMDB0034489; HMDB0036369; HMDB0134801; HMDB0134802; HMDB0134803; HMDB0134804; HMDB0134805; HMDB0134806; HMDB0134807; HMDB0134808; HMDB30217; HMDB33361; HMDB33362; HMDB34489; HMDB36369,,
672,311.16861991578025,98416.8367670024,1.808421978921615e-05,C17H28O3S,-H(-),N-Undecylbenzenesulfonic acid,HMDB0032549; HMDB32549,,
673,311.2230842516296,11322.777623447188,-0.00030235162955705164,C18H32O4,-H(-),13-L-Hydroperoxylinoleic acid,HMDB0003871; HMDB0004706; HMDB0006940; HMDB0010201; HMDB0010208; HMDB0010221; HMDB0040900; HMDB0062281; HMDB0062434; HMDB03871; HMDB04706; HMDB06940; HMDB10201; HMDB10208; HMDB10221; HMDB40900; HMDB62281; HMDB62434,C04717; C07338; C14827; C14831,; CHEBI:15655; CHEBI:15657; CHEBI:34485; CHEBI:34498
674,311.29553302569656,45356.104017906335,1.967430341665022e-05,C20H40O2,-H(-),"3D,7D,11D-Phytanic acid",HMDB0000417; HMDB0002212; HMDB0031318; HMDB0034156; HMDB0035672; HMDB0035673; HMDB00417; HMDB0062520; HMDB02212; HMDB31318; HMDB34156; HMDB35672; HMDB35673; HMDB62520,C06425,; CHEBI:28822; CHEBI:84936
675,312.07617869445437,2095.7725148013787,0.0010189055456635288,C11H15N5O4S,-H(-),(S)-5''-Deoxy-5''-(methylsulfinyl)adenosine,HMDB0033662; HMDB33662,,
675,312.07617869445437,2095.7725148013787,-0.00031199523562008835,C18H12O4,.F(-) [+1],"3-Hydroxy-9-(4-hydroxyphenyl)-1H,3H-naphtho[1,8-cd]pyran-1-one",HMDB0039404; HMDB0039405; HMDB39404; HMDB39405,,
676,312.1234454260956,2085.8762484842428,0.0006854739044115377,C18H19NO4,-H(-),Moupinamide,HMDB0029365; HMDB0030288; HMDB0033357; HMDB0036381; HMDB0040974; HMDB0134791; HMDB0134792; HMDB0134793; HMDB0134794; HMDB0134795; HMDB0134796; HMDB0134797; HMDB0134798; HMDB29365; HMDB30288; HMDB33357; HMDB36381; HMDB40974,C02717; C16984,; CHEBI:17818
676,312.1234454260956,2085.8762484842428,-0.0006740260955666599,C19H19NS,.F(-),Pimethixene,HMDB0240247,,; CHEBI:94787
677,312.2554406766934,1329.950608765523,-0.0010243766934081577,C18H35NO3,-H(-),Palmitoylglycine,HMDB0013034; HMDB13034,,; CHEBI:479285
