sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label
160 / P1_FA_0512,160,20200108_Harm2_0160.d,20200911093351439-2637683,20200108_Plate1_058,P1_FA_0512,P001:160 seq1,formal_or_unknown,Batch1_0108 DATA,P1_FA_0512
161 / water,161,20200108_Harm2_0161.d,20200911093352425-2637684,ctrl_p01_c1,water,P001:161 seq1 control,water,Batch1_0108 DATA,water
162 / water,162,20200108_Harm2_0162.d,20200911093353343-2637685,ctrl_p01_c2,water,P001:162 seq1 control,water,Batch1_0108 DATA,water
163 / P1_AA_0128,163,20200108_Harm2_0163.d,20200911093354235-2637686,20200108_Plate1_044,P1_AA_0128,P001:163 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0128
164 / P1_AA_0128,164,20200108_Harm2_0164.d,20200911093355119-2637687,20200108_Plate1_044,P1_AA_0128,P001:164 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0128
165 / P1_AA_0128,165,20200108_Harm2_0165.d,20200911093356016-2637688,20200108_Plate1_044,P1_AA_0128,P001:165 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0128
166 / water,166,20200108_Harm2_0166.d,20200911093356984-2637689,ctrl_p01_c1,water,P001:166 seq1 control,water,Batch1_0108 DATA,water
167 / water,167,20200108_Harm2_0167.d,20200911093357891-2637690,ctrl_p01_c2,water,P001:167 seq1 control,water,Batch1_0108 DATA,water
168 / P1_Bio_0016,168,20200108_Harm2_0168.d,20200911093358777-2637691,20200108_Plate1_029,P1_Bio_0016,P001:168 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Bio_0016
169 / P1_Bio_0016,169,20200108_Harm2_0169.d,20200911093359863-2637692,20200108_Plate1_029,P1_Bio_0016,P001:169 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Bio_0016
170 / P1_Bio_0016,170,20200108_Harm2_0170.d,20200911093400953-2637693,20200108_Plate1_029,P1_Bio_0016,P001:170 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Bio_0016
171 / water,171,20200108_Harm2_0171.d,20200911093401953-2637694,ctrl_p01_c1,water,P001:171 seq1 control,water,Batch1_0108 DATA,water
172 / water,172,20200108_Harm2_0172.d,20200911093402940-2637695,ctrl_p01_c2,water,P001:172 seq1 control,water,Batch1_0108 DATA,water
173 / P1_Bio_0008,173,20200108_Harm2_0173.d,20200911093403803-2637696,20200108_Plate1_028,P1_Bio_0008,P001:173 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Bio_0008
174 / P1_Bio_0008,174,20200108_Harm2_0174.d,20200911093404884-2637697,20200108_Plate1_028,P1_Bio_0008,P001:174 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Bio_0008
175 / P1_Bio_0008,175,20200108_Harm2_0175.d,20200911093405962-2637698,20200108_Plate1_028,P1_Bio_0008,P001:175 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Bio_0008
176 / water,176,20200108_Harm2_0176.d,20200911093407063-2637699,ctrl_p01_c1,water,P001:176 seq1 control,water,Batch1_0108 DATA,water
177 / water,177,20200108_Harm2_0177.d,20200911093407933-2637700,ctrl_p01_c2,water,P001:177 seq1 control,water,Batch1_0108 DATA,water
178 / P1_SRM_2048,178,20200108_Harm2_0178.d,20200911093408852-2637701,20200108_Plate1_012,P1_SRM_2048,P001:178 seq1,srm,Batch1_0108 DATA,P1_SRM_2048
179 / P1_SRM_2048,179,20200108_Harm2_0179.d,20200911093409787-2637702,20200108_Plate1_012,P1_SRM_2048,P001:179 seq1,srm,Batch1_0108 DATA,P1_SRM_2048
180 / P1_SRM_2048,180,20200108_Harm2_0180.d,20200911093410700-2637703,20200108_Plate1_012,P1_SRM_2048,P001:180 seq1,srm,Batch1_0108 DATA,P1_SRM_2048
181 / water,181,20200108_Harm2_0181.d,20200911093411630-2637704,ctrl_p01_c1,water,P001:181 seq1 control,water,Batch1_0108 DATA,water
182 / water,182,20200108_Harm2_0182.d,20200911093412580-2637705,ctrl_p01_c2,water,P001:182 seq1 control,water,Batch1_0108 DATA,water
183 / P1_FA_0004,183,20200108_Harm2_0183.d,20200911093413538-2637706,20200108_Plate1_051,P1_FA_0004,P001:183 seq1,formal_or_unknown,Batch1_0108 DATA,P1_FA_0004
184 / P1_FA_0004,184,20200108_Harm2_0184.d,20200911093414498-2637707,20200108_Plate1_051,P1_FA_0004,P001:184 seq1,formal_or_unknown,Batch1_0108 DATA,P1_FA_0004
185 / P1_FA_0004,185,20200108_Harm2_0185.d,20200911093415363-2637708,20200108_Plate1_051,P1_FA_0004,P001:185 seq1,formal_or_unknown,Batch1_0108 DATA,P1_FA_0004
186 / water,186,20200108_Harm2_0186.d,20200911093416158-2637709,ctrl_p01_c1,water,P001:186 seq1 control,water,Batch1_0108 DATA,water
187 / water,187,20200108_Harm2_0187.d,20200911093417105-2637710,ctrl_p01_c2,water,P001:187 seq1 control,water,Batch1_0108 DATA,water
188 / P1_SRM_0064,188,20200108_Harm2_0188.d,20200911093418082-2637711,20200108_Plate1_07,P1_SRM_0064,P001:188 seq1,srm,Batch1_0108 DATA,P1_SRM_0064
189 / P1_SRM_0064,189,20200108_Harm2_0189.d,20200911093418979-2637712,20200108_Plate1_07,P1_SRM_0064,P001:189 seq1,srm,Batch1_0108 DATA,P1_SRM_0064
190 / P1_SRM_0064,190,20200108_Harm2_0190.d,20200911093419939-2637713,20200108_Plate1_07,P1_SRM_0064,P001:190 seq1,srm,Batch1_0108 DATA,P1_SRM_0064
191 / water,191,20200108_Harm2_0191.d,20200911093420876-2637714,ctrl_p01_c1,water,P001:191 seq1 control,water,Batch1_0108 DATA,water
192 / water,192,20200108_Harm2_0192.d,20200911093421819-2637715,ctrl_p01_c2,water,P001:192 seq1 control,water,Batch1_0108 DATA,water
193 / P1_SRM_1024,193,20200108_Harm2_0193.d,20200911093422750-2637716,20200108_Plate1_011,P1_SRM_1024,P001:193 seq1,srm,Batch1_0108 DATA,P1_SRM_1024
194 / P1_SRM_1024,194,20200108_Harm2_0194.d,20200911093423701-2637717,20200108_Plate1_011,P1_SRM_1024,P001:194 seq1,srm,Batch1_0108 DATA,P1_SRM_1024
195 / P1_SRM_1024,195,20200108_Harm2_0195.d,20200911093424646-2637718,20200108_Plate1_011,P1_SRM_1024,P001:195 seq1,srm,Batch1_0108 DATA,P1_SRM_1024
196 / water,196,20200108_Harm2_0196.d,20200911093425611-2637719,ctrl_p01_c1,water,P001:196 seq1 control,water,Batch1_0108 DATA,water
197 / water,197,20200108_Harm2_0197.d,20200911093426518-2637720,ctrl_p01_c2,water,P001:197 seq1 control,water,Batch1_0108 DATA,water
198 / P1_Full_2048,198,20200108_Harm2_0198.d,20200911093427508-2637721,20200108_Plate1_024,P1_Full_2048,P001:198 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Full_2048
199 / P1_Full_2048,199,20200108_Harm2_0199.d,20200911093428384-2637722,20200108_Plate1_024,P1_Full_2048,P001:199 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Full_2048
200 / P1_Full_2048,200,20200108_Harm2_0200.d,20200911093429292-2637723,20200108_Plate1_024,P1_Full_2048,P001:200 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Full_2048
201 / water,201,20200108_Harm2_0201.d,20200911093430203-2637724,ctrl_p01_c1,water,P001:201 seq1 control,water,Batch1_0108 DATA,water
202 / water,202,20200108_Harm2_0202.d,20200911093431105-2637725,ctrl_p01_c2,water,P001:202 seq1 control,water,Batch1_0108 DATA,water
203 / P1_Full_0016,203,20200108_Harm2_0203.d,20200911093431993-2637726,20200108_Plate1_017,P1_Full_0016,P001:203 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Full_0016
204 / P1_Full_0016,204,20200108_Harm2_0204.d,20200911093432932-2637727,20200108_Plate1_017,P1_Full_0016,P001:204 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Full_0016
205 / P1_Full_0016,205,20200108_Harm2_0205.d,20200911093433806-2637728,20200108_Plate1_017,P1_Full_0016,P001:205 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Full_0016
206 / water,206,20200108_Harm2_0206.d,20200911093434739-2637729,ctrl_p01_c1,water,P001:206 seq1 control,water,Batch1_0108 DATA,water
207 / water,207,20200108_Harm2_0207.d,20200911093435655-2637730,ctrl_p01_c2,water,P001:207 seq1 control,water,Batch1_0108 DATA,water
208 / P1_AA_0004,208,20200108_Harm2_0208.d,20200911093436544-2637731,20200108_Plate1_039,P1_AA_0004,P001:208 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0004
209 / P1_AA_0004,209,20200108_Harm2_0209.d,20200911093437466-2637732,20200108_Plate1_039,P1_AA_0004,P001:209 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0004
210 / P1_AA_0004,210,20200108_Harm2_0210.d,20200911093438481-2637733,20200108_Plate1_039,P1_AA_0004,P001:210 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0004
211 / water,211,20200108_Harm2_0211.d,20200911093439554-2637734,ctrl_p01_c1,water,P001:211 seq1 control,water,Batch1_0108 DATA,water
212 / water,212,20200108_Harm2_0212.d,20200911093440541-2637735,ctrl_p01_c2,water,P001:212 seq1 control,water,Batch1_0108 DATA,water
213 / P1_PP_0032,213,20200108_Harm2_0213.d,20200911093441403-2637736,20200108_Plate1_066,P1_PP_0032,P001:213 seq1,formal_or_unknown,Batch1_0108 DATA,P1_PP_0032
214 / P1_PP_0032,214,20200108_Harm2_0214.d,20200911093442256-2637737,20200108_Plate1_066,P1_PP_0032,P001:214 seq1,formal_or_unknown,Batch1_0108 DATA,P1_PP_0032
215 / P1_PP_0032,215,20200108_Harm2_0215.d,20200911093443270-2637738,20200108_Plate1_066,P1_PP_0032,P001:215 seq1,formal_or_unknown,Batch1_0108 DATA,P1_PP_0032
216 / water,216,20200108_Harm2_0216.d,20200911093444109-2637739,ctrl_p01_c1,water,P001:216 seq1 control,water,Batch1_0108 DATA,water
217 / water,217,20200108_Harm2_0217.d,20200911093445018-2637740,ctrl_p01_c2,water,P001:217 seq1 control,water,Batch1_0108 DATA,water
218 / P1_FA_1024,218,20200108_Harm2_0218.d,20200911093446068-2637741,20200108_Plate1_059,P1_FA_1024,P001:218 seq1,formal_or_unknown,Batch1_0108 DATA,P1_FA_1024
219 / P1_FA_1024,219,20200108_Harm2_0219.d,20200911093447179-2637742,20200108_Plate1_059,P1_FA_1024,P001:219 seq1,formal_or_unknown,Batch1_0108 DATA,P1_FA_1024
220 / P1_FA_1024,220,20200108_Harm2_0220.d,20200911093448113-2637743,20200108_Plate1_059,P1_FA_1024,P001:220 seq1,formal_or_unknown,Batch1_0108 DATA,P1_FA_1024
221 / water,221,20200108_Harm2_0221.d,20200911093449015-2637744,ctrl_p01_c1,water,P001:221 seq1 control,water,Batch1_0108 DATA,water
222 / water,222,20200108_Harm2_0222.d,20200911093449947-2637745,ctrl_p01_c2,water,P001:222 seq1 control,water,Batch1_0108 DATA,water
223 / P1_SRM_0002,223,20200108_Harm2_0223.d,20200911093450845-2637746,20200108_Plate1_02,P1_SRM_0002,P001:223 seq1,srm,Batch1_0108 DATA,P1_SRM_0002
224 / P1_SRM_0002,224,20200108_Harm2_0224.d,20200911093451939-2637747,20200108_Plate1_02,P1_SRM_0002,P001:224 seq1,srm,Batch1_0108 DATA,P1_SRM_0002
225 / P1_SRM_0002,225,20200108_Harm2_0225.d,20200911093452989-2637748,20200108_Plate1_02,P1_SRM_0002,P001:225 seq1,srm,Batch1_0108 DATA,P1_SRM_0002
226 / water,226,20200108_Harm2_0226.d,20200911093454018-2637749,ctrl_p01_c1,water,P001:226 seq1 control,water,Batch1_0108 DATA,water
227 / water,227,20200108_Harm2_0227.d,20200911093454966-2637750,ctrl_p01_c2,water,P001:227 seq1 control,water,Batch1_0108 DATA,water
228 / P1_AA_0032,228,20200108_Harm2_0228.d,20200911093455912-2637751,20200108_Plate1_042,P1_AA_0032,P001:228 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0032
229 / P1_AA_0032,229,20200108_Harm2_0229.d,20200911093456834-2637752,20200108_Plate1_042,P1_AA_0032,P001:229 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0032
230 / P1_AA_0032,230,20200108_Harm2_0230.d,20200911093457770-2637753,20200108_Plate1_042,P1_AA_0032,P001:230 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0032
231 / water,231,20200108_Harm2_0231.d,20200911093458682-2637754,ctrl_p01_c1,water,P001:231 seq1 control,water,Batch1_0108 DATA,water
232 / water,232,20200108_Harm2_0232.d,20200911093459592-2637755,ctrl_p01_c2,water,P001:232 seq1 control,water,Batch1_0108 DATA,water
233 / P1_Bio_0002,233,20200108_Harm2_0233.d,20200911093500473-2637756,20200108_Plate1_026,P1_Bio_0002,P001:233 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Bio_0002
234 / P1_Bio_0002,234,20200108_Harm2_0234.d,20200911093501603-2637757,20200108_Plate1_026,P1_Bio_0002,P001:234 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Bio_0002
235 / P1_Bio_0002,235,20200108_Harm2_0235.d,20200911093502743-2637758,20200108_Plate1_026,P1_Bio_0002,P001:235 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Bio_0002
236 / water,236,20200108_Harm2_0236.d,20200911093503813-2637759,ctrl_p01_c1,water,P001:236 seq1 control,water,Batch1_0108 DATA,water
237 / water,237,20200108_Harm2_0237.d,20200911093504841-2637760,ctrl_p01_c2,water,P001:237 seq1 control,water,Batch1_0108 DATA,water
238 / P1_AA_0016,238,20200108_Harm2_0238.d,20200911093505780-2637761,20200108_Plate1_041,P1_AA_0016,P001:238 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0016
239 / P1_AA_0016,239,20200108_Harm2_0239.d,20200911093506677-2637762,20200108_Plate1_041,P1_AA_0016,P001:239 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0016
240 / P1_AA_0016,240,20200108_Harm2_0240.d,20200911093507613-2637763,20200108_Plate1_041,P1_AA_0016,P001:240 seq1,formal_or_unknown,Batch1_0108 DATA,P1_AA_0016
241 / water,241,20200108_Harm2_0241.d,20200911093508608-2637764,ctrl_p01_c1,water,P001:241 seq1 control,water,Batch1_0108 DATA,water
242 / water,242,20200108_Harm2_0242.d,20200911093509601-2637765,ctrl_p01_c2,water,P001:242 seq1 control,water,Batch1_0108 DATA,water
243 / P1_Full_1024,243,20200108_Harm2_0243.d,20200911093510534-2637766,20200108_Plate1_023,P1_Full_1024,P001:243 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Full_1024
244 / P1_Full_1024,244,20200108_Harm2_0244.d,20200911093511426-2637767,20200108_Plate1_023,P1_Full_1024,P001:244 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Full_1024
245 / P1_Full_1024,245,20200108_Harm2_0245.d,20200911093512337-2637768,20200108_Plate1_023,P1_Full_1024,P001:245 seq1,formal_or_unknown,Batch1_0108 DATA,P1_Full_1024
