ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,HMDB ids,KEGG ids,other ids
1,57.03386268573475,8655.559296854764,0.0007254142652470819,C3H6O,-H(-),HMDB0001659; HMDB0003366; HMDB0031652; HMDB01659; HMDB03366; HMDB31652,C00207; C00479; C02001,CHEBI:15347; CHEBI:16605; CHEBI:17153
2,59.01323920278728,74165.61436517982,0.0006134972127185279,C2H4O2,-H(-),HMDB0000042; HMDB0003344; HMDB00042; HMDB02165; HMDB03344,C00033; C00266,CHEBI:15366; CHEBI:17071
3,66.03438982384395,546.2627744151241,0.0005326761560411342,C4H5N,-H(-),HMDB0031323; HMDB0035924; HMDB31323; HMDB35924,C19907,; CHEBI:19203
4,67.02969726927297,3306.750936903657,0.00047423072702201807,C3H4N2,-H(-),HMDB0001525; HMDB01525,C01589,CHEBI:16069
5,68.05012666750157,776.6576801765074,0.0004458324984284445,C4H7N,-H(-),HMDB0060246; HMDB60246,,
6,69.03425569348998,2117.07469388166,0.00033240651001165133,C4H6O,-H(-),HMDB0034233; HMDB0061873; HMDB0061874; HMDB34233; HMDB61873; HMDB61874,,; CHEBI:48058
7,70.02947409074748,3599.8045856196554,0.0003630092525099826,C3H5NO,-H(-),HMDB0004296; HMDB04296,C01659,CHEBI:28619
8,71.01347294743522,16072.316944049582,0.00037975256478262054,C3H4O2,-H(-),HMDB0001167; HMDB0006112; HMDB0031647; HMDB01167; HMDB06112; HMDB31647,C00511; C00546; C19440,CHEBI:17158; CHEBI:18308; CHEBI:566274
9,72.9928272340601,1154.4811820383459,0.0002900659398932248,C2H2O3,-H(-),HMDB0000119; HMDB00119,C00048,CHEBI:16891
9,72.9928272340601,1154.4811820383459,0.0002300169164612953,C2H3NS,-H(-) [+1],HMDB0034106; HMDB34106,C18587,CHEBI:78337
10,73.02910332428253,8640.480323980153,0.00039937571746406775,C3H6O2,-H(-),HMDB0000237; HMDB0003052; HMDB0003453; HMDB0006458; HMDB00237; HMDB0031523; HMDB03052; HMDB03453; HMDB06458; HMDB06949; HMDB31523,C00163; C00424; C00937; C00969; C17530,; CHEBI:17167; CHEBI:17871; CHEBI:18041; CHEBI:30768
11,74.02429989233029,28829.375899879742,0.0004518076697053175,C2H5NO2,-H(-),HMDB0000123; HMDB00123; HMDB0014691; HMDB0031239; HMDB14691; HMDB31239,C00037; C06808,; CHEBI:15428; CHEBI:27777
12,75.0086205870274,2040.726230923378,0.00014671297260804295,C2H4O3,-H(-),HMDB0000115; HMDB00115; HMDB0031608; HMDB03035; HMDB31608,C00160,; CHEBI:17497
12,75.0086205870274,2040.726230923378,-0.0008309752109880719,C3H6S,-H(-) [+2],HMDB0031635; HMDB31635,,
13,75.02770065341258,695.3084640484695,-0.0003064534125769569,C3H8S,-H(-),HMDB0031238; HMDB0031634; HMDB0034238; HMDB31238; HMDB31634; HMDB34238,C08390; C08391,; CHEBI:8473; CHEBI:8474
13,75.02770065341258,695.3084640484695,-0.00043319735789282277,C2H5NO2,-H(-) [+1],HMDB0000123; HMDB00123; HMDB0014691; HMDB0031239; HMDB14691; HMDB31239,C00037; C06808,; CHEBI:15428; CHEBI:27777
14,77.0392078894617,1727.7384394623987,0.0004656105382991882,C6H6,-H(-),HMDB0001505; HMDB01505,C01407,CHEBI:16716
15,79.95722471081133,12578.98712160579,0.00013828918865499418,HO3S,-H(-),HMDB0001033; HMDB01033; HMDB03008,C11481,CHEBI:17137
16,80.96300174803815,3783.665902082955,-0.000697348038158907,ClHNO2,-H(-),HMDB0062505; HMDB62505,,
17,81.04546708275168,696.609489049652,0.00035441724831741794,C4H6N2,-H(-),HMDB0015344; HMDB15344,C07837,CHEBI:5141
18,83.05094340387622,2294.549235125477,-0.0007053038762165897,C5H8O,-H(-),HMDB0001184; HMDB0012157; HMDB0031407; HMDB0031512; HMDB0031530; HMDB0031601; HMDB0031606; HMDB0031607; HMDB0032458; HMDB0037788; HMDB0040584; HMDB01184; HMDB12157; HMDB31407; HMDB31512; HMDB31530; HMDB31601; HMDB31606; HMDB31607; HMDB32458; HMDB37788; HMDB40584,C00557; C07330,; CHEBI:15825; CHEBI:16486; CHEBI:51678; CHEBI:51679; CHEBI:87508; CHEBI:88419
19,84.04522577791087,1077.6437016688724,0.00026132208913054455,C4H7NO,-H(-),HMDB0002039; HMDB0060427; HMDB02039; HMDB60427,C11118,; CHEBI:15348; CHEBI:36592
20,84.08155587987963,328.4347307236587,0.0003166201203583796,C5H11N,-H(-),HMDB0034301; HMDB34301,C01746,CHEBI:18049
21,85.02903188189073,12369.81694158273,0.0004708181092638597,C4H6O2,-H(-),HMDB0000549; HMDB0002523; HMDB0003407; HMDB0010720; HMDB0031209; HMDB0033977; HMDB0034439; HMDB00549; HMDB02523; HMDB03407; HMDB10720; HMDB31209; HMDB33977; HMDB34439,C00741; C01770; C01771; C19309; C19443,; CHEBI:16583; CHEBI:36253; CHEBI:41131; CHEBI:42639; CHEBI:46916
22,86.02448645796801,3380.489555178731,0.00026524203198619034,C3H5NO2,-H(-),HMDB0003609; HMDB0039426; HMDB03609; HMDB06356; HMDB39426,C02218,; CHEBI:17123
23,87.04474804164738,5983.013002352739,0.0004046583526218228,C4H8O2,-H(-),HMDB0000039; HMDB0001873; HMDB0003243; HMDB00039; HMDB0030062; HMDB0031217; HMDB0031507; HMDB0040253; HMDB0040579; HMDB01873; HMDB03151; HMDB03243; HMDB30062; HMDB31217; HMDB31507; HMDB40253; HMDB40579,C00246; C00466; C00849; C02632,; CHEBI:15688; CHEBI:16135; CHEBI:27750; CHEBI:30772
24,87.05606768043361,1664.3824104608811,0.00031841956638345437,C3H8N2O,-H(-),HMDB0029198; HMDB29198,C16364,CHEBI:80472
25,88.04020448792188,82250.90141427891,0.00019721207810619035,C3H7NO2,-H(-),HMDB0000056; HMDB0000161; HMDB0000271; HMDB0001310; HMDB00056; HMDB00161; HMDB00271; HMDB0031219; HMDB0062251; HMDB01310; HMDB31219; HMDB62251,C00041; C00099; C00133; C00213; C01401; C01537,CHEBI:15570; CHEBI:15611; CHEBI:16449; CHEBI:16958; CHEBI:16977; CHEBI:17967
26,89.02406893490553,516564.41759496403,0.00034836509446734,C3H6O3,-H(-),HMDB0000190; HMDB0000700; HMDB0001051; HMDB0001311; HMDB0001882; HMDB00171; HMDB00190; HMDB0029580; HMDB0031232; HMDB0041929; HMDB0062492; HMDB00700; HMDB01051; HMDB01311; HMDB0144295; HMDB01882; HMDB03328; HMDB29580; HMDB31232; HMDB41929; HMDB62492,C00184; C00186; C00256; C01013; C02154,; CHEBI:132098; CHEBI:16016; CHEBI:33404; CHEBI:341; CHEBI:36596; CHEBI:422; CHEBI:50849; CHEBI:5445
27,92.0502789942778,3222.091511368978,0.0002935057221975512,C6H7N,-H(-),HMDB0003012; HMDB0061887; HMDB0061888; HMDB03012; HMDB61887; HMDB61888,C00292; C14447,; CHEBI:17296; CHEBI:39922; CHEBI:50415
28,93.04552625628183,83466.0775111219,0.0002952437181562573,C5H6N2,-H(-),HMDB0033112; HMDB33112,,
29,93.07199775392401,3269.673879911618,-0.0010242539240152837,C7H10,-H(-),HMDB0031532; HMDB0032395; HMDB0061889; HMDB31532; HMDB32395; HMDB61889,,
29,93.07199775392401,3269.673879911618,0.00011854607599559586,C4H10O,.F(-),HMDB0006006; HMDB0011469; HMDB0031456; HMDB0062326; HMDB06006; HMDB11469; HMDB31456; HMDB62326,C13240; C14710,; CHEBI:35687; CHEBI:35702; CHEBI:45895; CHEBI:46645
30,94.02934203342684,13062.045884161984,0.0004950665731513482,C5H5NO,-H(-),HMDB0013751; HMDB0036057; HMDB13751; HMDB36057,C02502,; CHEBI:16540; CHEBI:59978
31,94.98034203486375,109708.89438705033,0.0002663651362411201,H4O4Si,-H(-),HMDB0031436; HMDB31436,,; CHEBI:26675
32,95.01316882314201,9246.423867845668,0.0006838768579910948,C5H4O2,-H(-),HMDB0032914; HMDB0060503; HMDB32914; HMDB60503,C14279,; CHEBI:28906
33,95.04999175401353,5985.749108078911,0.00024634598646855466,C6H8O,-H(-),HMDB0031545; HMDB0031546; HMDB0032965; HMDB0033182; HMDB0034729; HMDB0040587; HMDB0040588; HMDB31545; HMDB31546; HMDB32965; HMDB33182; HMDB34729; HMDB40587; HMDB40588,,
34,96.0451419220556,1618.2292860211048,0.00034517794439636873,C5H7NO,-H(-),HMDB0031339; HMDB0032968; HMDB0032969; HMDB0032970; HMDB31339; HMDB32968; HMDB32969; HMDB32970,,; CHEBI:1178473
35,96.96870323879186,1192776.9311510785,0.0009151612081268468,H3O4P,-H(-),HMDB0002142; HMDB02142,C00009,CHEBI:26078
36,98.02438973646132,6625.810933177838,0.00036196353867978814,C4H5NO2,-H(-),HMDB0030276; HMDB30276,,
37,99.00837089327207,28509.848426632198,0.00039640672792984333,C4H4O3,-H(-),HMDB0032523; HMDB32523,C19524,CHEBI:36595
38,99.04476932213515,23953.506214964036,0.00038337786484987646,C5H8O2,-H(-),HMDB0000509; HMDB0001470; HMDB0001862; HMDB0002167; HMDB0029599; HMDB0029608; HMDB0031178; HMDB0031598; HMDB0031602; HMDB0031648; HMDB0032351; HMDB0032385; HMDB0032459; HMDB0033840; HMDB0033978; HMDB00509; HMDB0130837; HMDB0132474; HMDB01470; HMDB0170858; HMDB01862; HMDB02167; HMDB29599; HMDB29608; HMDB31178; HMDB31598; HMDB31602; HMDB31648; HMDB32351; HMDB32385; HMDB32459; HMDB33840; HMDB33978,C08279; C12518; C14527; C15499; C19238,; CHEBI:14750; CHEBI:34840; CHEBI:35936; CHEBI:36431; CHEBI:37127; CHEBI:38366; CHEBI:48569; CHEBI:52774; CHEBI:64276; CHEBI:84978; CHEBI:9592
39,99.08075189490731,2952.1593454347462,0.0007862050926945585,C6H12O,-H(-),HMDB0000753; HMDB0005842; HMDB0005846; HMDB0005994; HMDB0030003; HMDB0031502; HMDB0031503; HMDB0031578; HMDB0061882; HMDB0062792; HMDB00753; HMDB05842; HMDB05846; HMDB05994; HMDB30003; HMDB31502; HMDB31503; HMDB31578; HMDB61882; HMDB62792,C02373; C08492,; CHEBI:121338; CHEBI:28857; CHEBI:421633; CHEBI:84216; CHEBI:88375
40,100.0221994799001,3610.5890768301765,0.00044372009990922834,C4H7NS,-H(-),HMDB0029555; HMDB29555,,
41,100.04006454609647,7029.631844479967,0.000337153903529952,C4H7NO2,-H(-),HMDB0029387; HMDB0029615; HMDB0036458; HMDB29387; HMDB29615; HMDB36458,C01234; C02926,; CHEBI:17289; CHEBI:18053; CHEBI:38108
42,101.02400383923649,40418.08069856116,0.0004134607635108978,C4H6O3,-H(-),HMDB0000005; HMDB0000060; HMDB00005; HMDB0001172; HMDB0001259; HMDB0002217; HMDB0003381; HMDB00060; HMDB0031646; HMDB01172; HMDB01259; HMDB02217; HMDB03381; HMDB06544; HMDB31646,C00109; C00164; C00232; C00349; C06002,; CHEBI:15344; CHEBI:16256; CHEBI:16265; CHEBI:27821; CHEBI:30831; CHEBI:36610; CHEBI:553775
43,101.0604053559247,13051.482442607901,0.0003973440752957913,C5H10O2,-H(-),HMDB0000718; HMDB0000892; HMDB0002176; HMDB0030058; HMDB0031175; HMDB0031241; HMDB0031247; HMDB0031516; HMDB0032263; HMDB0033742; HMDB0033890; HMDB0034237; HMDB0039799; HMDB0040575; HMDB0041992; HMDB0059678; HMDB00718; HMDB00892; HMDB02176; HMDB30058; HMDB31175; HMDB31241; HMDB31247; HMDB31516; HMDB32263; HMDB33742; HMDB33890; HMDB34237; HMDB39799; HMDB40575; HMDB41992; HMDB59678,C00803; C08262; C18319,; CHEBI:1132558; CHEBI:137944; CHEBI:167460; CHEBI:17418; CHEBI:28484; CHEBI:32026; CHEBI:37070; CHEBI:38655; CHEBI:40116; CHEBI:45133; CHEBI:88514
44,102.03780802166965,4271.398637208577,0.0004851783303507773,C4H9NS,-H(-),HMDB0031682; HMDB31682,,
45,102.05576224358649,103632.43759271814,0.00028945641351185714,C4H9NO2,-H(-),HMDB0000112; HMDB0000452; HMDB0000650; HMDB0002166; HMDB0002299; HMDB0003911; HMDB00112; HMDB0031329; HMDB0031654; HMDB0038394; HMDB0041945; HMDB00452; HMDB00485; HMDB00581; HMDB00650; HMDB0094692; HMDB02166; HMDB02299; HMDB03911; HMDB05815; HMDB31329; HMDB31654; HMDB38394; HMDB41945; HMDB94692,C00334; C01205; C02261; C02356; C03284; C05145; C11735,; CHEBI:15620; CHEBI:16320; CHEBI:16865; CHEBI:17519; CHEBI:27389; CHEBI:28797; CHEBI:33094; CHEBI:35619; CHEBI:37081
46,103.00313349891367,3113.796032762196,0.0005484010863199273,C3H4O4,-H(-),HMDB0000691; HMDB0001352; HMDB00691; HMDB01352,C00168; C00383,CHEBI:30794; CHEBI:30841
46,103.00313349891367,3113.796032762196,-0.0008110989136724811,C4H4S,.F(-),HMDB0029718; HMDB29718,C02595,CHEBI:30856
47,103.02186115457917,5559.456256253864,0.0004476454208344194,C4H8OS,-H(-),HMDB0031190; HMDB0031192; HMDB0031857; HMDB0031982; HMDB0040170; HMDB0041015; HMDB0112254; HMDB31190; HMDB31192; HMDB31857; HMDB31982; HMDB40170; HMDB41015,,; CHEBI:49017
48,103.0395664210178,53460.80319361792,0.0005008789821943083,C4H8O3,-H(-),HMDB0000008; HMDB0000011; HMDB0000023; HMDB0000336; HMDB0000357; HMDB0000442; HMDB0000710; HMDB0000729; HMDB00008; HMDB00011; HMDB00023; HMDB0031212; HMDB00336; HMDB00357; HMDB00435; HMDB00442; HMDB0059748; HMDB00710; HMDB00729; HMDB00758; HMDB0126088; HMDB11597; HMDB31212; HMDB59748,C00989; C01089; C03197; C05984; C06001,; CHEBI:1148; CHEBI:17066; CHEBI:17290; CHEBI:20067; CHEBI:30830; CHEBI:37373; CHEBI:50129; CHEBI:741468
49,104.03489990717965,83724.07884963499,0.000416392820341116,C3H7NO3,-H(-),HMDB0000187; HMDB0003406; HMDB00187; HMDB00589; HMDB0062263; HMDB03406; HMDB62263,C00065; C00716; C00740,CHEBI:16523; CHEBI:17115; CHEBI:17822
50,105.01885062646544,9610.61354770065,0.00048127353456095534,C3H6O4,-H(-),HMDB0000139; HMDB0006372; HMDB00139; HMDB0031818; HMDB06372; HMDB31818,C00258,; CHEBI:32398; CHEBI:33508; CHEBI:74324
50,105.01885062646544,9610.61354770065,-0.000878226465445664,C4H6S,.F(-),HMDB0033875; HMDB0033922; HMDB33875; HMDB33922,,
51,105.03764929812901,12618.000967397425,0.0003095018709871056,C4H10OS,-H(-),HMDB0031716; HMDB0040185; HMDB0041475; HMDB31716; HMDB40185; HMDB41475,,; CHEBI:49019
52,105.07052742088449,1259.6266746900644,0.00044607911550542667,C8H10,-H(-),HMDB0059810; HMDB0059851; HMDB0059905; HMDB0059924; HMDB59810; HMDB59851; HMDB59905; HMDB59924,C06756; C07111; C07208; C07212,CHEBI:16101; CHEBI:27417; CHEBI:28063; CHEBI:28488
53,107.04979818572606,102949.99305589036,0.00043991427394018956,C7H8O,-H(-),HMDB0001858; HMDB0002048; HMDB0002055; HMDB0003119; HMDB0033895; HMDB01858; HMDB02048; HMDB02055; HMDB03119; HMDB13762; HMDB33895,C00556; C01403; C01467; C01468; C01542,CHEBI:16579; CHEBI:17231; CHEBI:17847; CHEBI:17987; CHEBI:28054
54,108.04514604726886,13423.58812956161,0.00034105273114448664,C6H7NO,-H(-),HMDB0001169; HMDB0035882; HMDB0040582; HMDB01169; HMDB35882; HMDB40582,C02372,; CHEBI:17602; CHEBI:59981
55,109.01100491593643,6086.632714862581,0.0007392840635702669,C6H6S,-H(-),HMDB0029726; HMDB0033746; HMDB29726; HMDB33746,,; CHEBI:48498
56,109.02894941820934,32213.163411049925,0.0005532817906583887,C6H6O2,-H(-),HMDB0000957; HMDB0002434; HMDB0031180; HMDB0032037; HMDB0033002; HMDB0033127; HMDB00957; HMDB02434; HMDB31180; HMDB32037; HMDB33002; HMDB33127,C00090; C00530; C01751; C11115,; CHEBI:17594; CHEBI:18135; CHEBI:27810; CHEBI:59983
57,109.04033063443832,16923.151663670196,0.000405465561669871,C5H6N2O,-H(-),HMDB0003905; HMDB0033156; HMDB0060741; HMDB03905; HMDB06237; HMDB33156; HMDB60741,C05130,; CHEBI:27398
58,109.06541469354401,6624.2563672897895,0.0004734064559812623,C7H10O,-H(-),HMDB0029721; HMDB0029728; HMDB0031541; HMDB0040277; HMDB0040278; HMDB0061891; HMDB29721; HMDB29728; HMDB31541; HMDB40277; HMDB40278; HMDB61891,,
59,110.03579635467626,155787.61998570443,0.00018874532374013597,C4H5N3O,-H(-),HMDB0000630; HMDB00630,C00380,CHEBI:16040
60,110.07227807310504,30785.665210167357,9.242689495181367e-05,C5H9N3,-H(-),HMDB0000870; HMDB0060263; HMDB00870; HMDB60263,C00388,; CHEBI:18295
61,110.99070757112757,2424.9026703168556,0.00030122887243067,C5H4OS,-H(-),HMDB0029717; HMDB29717,,; CHEBI:246417
62,111.00842696196986,16853.012211917736,0.0003403380301421066,C5H4O3,-H(-),HMDB0000444; HMDB0000617; HMDB0032994; HMDB0039437; HMDB00444; HMDB00617; HMDB32994; HMDB39437,C01546,; CHEBI:30845; CHEBI:30846
63,111.0197213138318,133068.63955024944,0.0002793861682022225,C4H4N2O2,-H(-),HMDB0000300; HMDB00300; HMDB0060760; HMDB60760,C00106,; CHEBI:17568
64,112.02297279326913,7948.825830144765,-0.0003295932691287362,C5H7NS,-H(-),HMDB0032974; HMDB0032975; HMDB0032976; HMDB0033867; HMDB0038460; HMDB32974; HMDB32975; HMDB32976; HMDB33867; HMDB38460,,
64,112.02297279326913,7948.825830144765,-0.0005042263746020126,C4H4N2O2,-H(-) [+1],HMDB0000300; HMDB00300; HMDB0060760; HMDB60760,C00106,; CHEBI:17568
65,112.05136219259337,75830.0654116384,0.0002729074066252224,C4H7N3O,-H(-),HMDB0000562; HMDB00562,C00791,CHEBI:16737
66,113.02383900511212,49705.17348975278,0.0005782948878731986,C5H6O3,-H(-),HMDB0031859; HMDB0060461; HMDB31859; HMDB60461,,; CHEBI:28993; CHEBI:74456
67,113.03539443309249,72202.7552194941,0.0002562669075132362,C4H6N2O2,-H(-),HMDB0000076; HMDB0003646; HMDB00076; HMDB03646,C00429; C02565,CHEBI:15901; CHEBI:16354
68,113.09780877262827,1421.4013328983883,-0.0006206726282727004,C7H14O,-H(-),HMDB0003671; HMDB0004814; HMDB0005841; HMDB0031405; HMDB0031429; HMDB0031475; HMDB0031482; HMDB0031538; HMDB0031549; HMDB0032405; HMDB0038052; HMDB0040191; HMDB0041320; HMDB0059693; HMDB0061896; HMDB03671; HMDB04814; HMDB05841; HMDB31405; HMDB31429; HMDB31475; HMDB31482; HMDB31538; HMDB31549; HMDB32405; HMDB38052; HMDB40191; HMDB41320; HMDB59693; HMDB61896,C08380; C14390,; CHEBI:50139; CHEBI:5672; CHEBI:87754; CHEBI:88822
69,114.05570957156642,673312.3134762341,0.0003421284335729524,C5H9NO2,-H(-),HMDB0000162; HMDB0003411; HMDB0012880; HMDB00162; HMDB0030409; HMDB0034208; HMDB03411; HMDB12880; HMDB30409; HMDB34208,C00148; C00763; C18170,; CHEBI:16313; CHEBI:17203; CHEBI:30322
70,115.00337151820598,18623.422046125226,0.00031038179400866284,C4H4O4,-H(-),HMDB0000134; HMDB0000176; HMDB00134; HMDB00176,C00122; C01384,CHEBI:18012; CHEBI:18300
71,115.05919910142482,46261.983408849504,-0.0005049014248186268,C6H12S,-H(-),HMDB0032411; HMDB0040244; HMDB32411; HMDB40244,,
71,115.05919910142482,46261.983408849504,-0.00017047593654240245,C5H9NO2,-H(-) [+1],HMDB0000162; HMDB0003411; HMDB0012880; HMDB00162; HMDB0030409; HMDB0034208; HMDB03411; HMDB12880; HMDB30409; HMDB34208,C00148; C00763; C18170,; CHEBI:16313; CHEBI:17203; CHEBI:30322
72,116.05053395553043,296546.7576605929,3.854446957518576e-05,C8H7N,-H(-),HMDB0034171; HMDB34171,C16074,CHEBI:25979
73,116.07140429206437,1603794.1432322657,0.00029740793561927603,C5H11NO2,-H(-),HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
74,117.01911006983956,34390.12380484264,0.00022183016044152737,C4H6O4,-H(-),HMDB0000202; HMDB0000254; HMDB0000349; HMDB0000940; HMDB00202; HMDB00254; HMDB0031204; HMDB00349; HMDB0039324; HMDB00940; HMDB0130020; HMDB02475; HMDB31204; HMDB39324,C00042; C02170,; CHEBI:15741; CHEBI:290972; CHEBI:30860; CHEBI:71176
75,117.07475753021674,88917.95424396444,-0.0004133302167446118,C6H14S,-H(-),HMDB0029579; HMDB0031431; HMDB0039806; HMDB29579; HMDB31431; HMDB39806,,
75,117.07475753021674,88917.95424396444,-7.338715033711196e-05,C5H11NO2,-H(-) [+1],HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
76,118.05061136405466,139537.2822233668,0.00035493594532454154,C4H9NO3,-H(-),HMDB0000167; HMDB0000719; HMDB0004041; HMDB00167; HMDB0061148; HMDB0061877; HMDB00719; HMDB04041; HMDB61148; HMDB61877,C00188; C00263; C05519,; CHEBI:15699; CHEBI:16080; CHEBI:16857; CHEBI:28718
77,119.01677110945425,28221.317078932665,0.000452290545752021,C4H8O2S,-H(-),HMDB0001527; HMDB0035646; HMDB0112255; HMDB01527; HMDB35646,C03173; C08276,; CHEBI:1438; CHEBI:47870
77,119.01677110945425,28221.317078932665,0.000601021893402276,C3H5NO4,-H(-) [+1],HMDB0034259; HMDB34259,C05669,CHEBI:16348
78,119.03451527824299,36227.116299127665,0.0004666217570132858,C4H8O4,-H(-),HMDB0000337; HMDB0000360; HMDB0000498; HMDB0002453; HMDB0002601; HMDB0002649; HMDB0006293; HMDB00337; HMDB00360; HMDB00498; HMDB02453; HMDB02601; HMDB02649; HMDB06118; HMDB06293,C01796; C02045,; CHEBI:23956; CHEBI:27913; CHEBI:36532; CHEBI:86348; CHEBI:86371; CHEBI:86391
78,119.03451527824299,36227.116299127665,-0.0008928782429791227,C5H8S,.F(-),HMDB0033564; HMDB0033565; HMDB33564; HMDB33565,,
79,119.05053232271096,67016.96251561379,-0.0002942227109627993,C8H8O,-H(-),HMDB0004072; HMDB0006236; HMDB0013815; HMDB0029636; HMDB0029637; HMDB0029638; HMDB0033910; HMDB0038997; HMDB0062765; HMDB0124943; HMDB04072; HMDB06236; HMDB13815; HMDB29636; HMDB29637; HMDB29638; HMDB33910; HMDB38997; HMDB62765,C00601; C02083; C05627; C06758; C07113; C07209; C07214,; CHEBI:16424; CHEBI:17907; CHEBI:1883; CHEBI:27434; CHEBI:27632; CHEBI:28476; CHEBI:28617; CHEBI:87607
79,119.05053232271096,67016.96251561379,0.0008485772890338694,C5H8O2,.F(-),HMDB0000509; HMDB0001470; HMDB0001862; HMDB0002167; HMDB0029599; HMDB0029608; HMDB0031178; HMDB0031598; HMDB0031602; HMDB0031648; HMDB0032351; HMDB0032385; HMDB0032459; HMDB0033840; HMDB0033978; HMDB00509; HMDB0130837; HMDB0132474; HMDB01470; HMDB0170858; HMDB01862; HMDB02167; HMDB29599; HMDB29608; HMDB31178; HMDB31598; HMDB31602; HMDB31648; HMDB32351; HMDB32385; HMDB32459; HMDB33840; HMDB33978,C08279; C12518; C14527; C15499; C19238,; CHEBI:14750; CHEBI:34840; CHEBI:35936; CHEBI:36431; CHEBI:37127; CHEBI:38366; CHEBI:48569; CHEBI:52774; CHEBI:64276; CHEBI:84978; CHEBI:9592
80,120.01235003529027,29562.398951471645,0.00012236470972482039,C3H7NO2S,-H(-),HMDB0003417; HMDB03417,C00793,CHEBI:16375
81,120.99591818496756,2112.103671068809,0.0005698150324349172,C3H6O3S,-H(-),HMDB0002127; HMDB02127,C05823,
81,120.99591818496756,2112.103671068809,-0.0004118983464707071,C4H8S2,-H(-) [+2],HMDB0031473; HMDB0031474; HMDB0033052; HMDB0036179; HMDB0041389; HMDB0041391; HMDB31473; HMDB31474; HMDB33052; HMDB36179; HMDB41389; HMDB41391,C01871; C08383,; CHEBI:47845; CHEBI:540; CHEBI:6854
82,121.0154765194567,4523.670158295653,-0.0003616194566973263,C4H10S2,-H(-),HMDB0029572; HMDB0031157; HMDB0031872; HMDB0033552; HMDB0041492; HMDB29572; HMDB31157; HMDB31872; HMDB33552; HMDB41492,,
83,121.03197726410029,74769.4310187051,0.0008961358997083835,C4H10O2S,-H(-),HMDB0042033; HMDB42033,,; CHEBI:75184
84,121.06551536712313,11144.899690382192,0.0003727328768690086,C8H10O,-H(-),HMDB0029306; HMDB0030540; HMDB0032074; HMDB0032148; HMDB0032150; HMDB0032151; HMDB0032619; HMDB0033944; HMDB0041609; HMDB0059873; HMDB29306; HMDB30540; HMDB32074; HMDB32148; HMDB32150; HMDB32151; HMDB32619; HMDB33944; HMDB41609; HMDB59873,C05853; C06757; C07112; C13637; C14386,; CHEBI:1895; CHEBI:39839; CHEBI:421375; CHEBI:49000; CHEBI:49584; CHEBI:669
85,122.0245511356062,5483.295122507863,0.00020056439379345647,C6H5NO2,-H(-),HMDB0001488; HMDB0002243; HMDB0031713; HMDB0041950; HMDB0060665; HMDB01488; HMDB02243; HMDB31713; HMDB41950; HMDB60665,C00253; C06813; C07446; C10164,; CHEBI:15940; CHEBI:27798; CHEBI:28747; CHEBI:6032
86,124.00677349854416,31592.749090002824,0.0006135014558310559,C2H7NO3S,-H(-),HMDB0000251; HMDB00251,C00245,CHEBI:15891
87,124.01717097456357,9292.172820357464,-0.00026817456358685376,C2H8NO3P,-H(-),HMDB0011747; HMDB11747,C03557,CHEBI:15573
88,124.07669221471649,1316.1369462148016,9.488528350232173e-05,C7H11NO,-H(-),HMDB0030345; HMDB0034883; HMDB0037853; HMDB0037854; HMDB0037860; HMDB0037861; HMDB0037865; HMDB0037866; HMDB0037867; HMDB0038289; HMDB0039583; HMDB30345; HMDB34883; HMDB37853; HMDB37854; HMDB37860; HMDB37861; HMDB37865; HMDB37866; HMDB37867; HMDB38289; HMDB39583,,; CHEBI:59533
89,124.99093868817197,19624.000758592636,0.0004639118280351795,C2H6O4S,-H(-),HMDB0031233; HMDB31233,,
90,125.02522601957789,27831.44640334981,-0.0008087195778898604,C6H6O3,-H(-),HMDB0013674; HMDB0013675; HMDB0029750; HMDB0030776; HMDB0032651; HMDB0034355; HMDB0059735; HMDB0124831; HMDB13674; HMDB13675; HMDB29750; HMDB30776; HMDB32651; HMDB34355; HMDB59735,C01108; C02183; C11101; C11918,; CHEBI:142577; CHEBI:16164; CHEBI:16204; CHEBI:412516
90,125.02522601957789,27831.44640334981,0.0003340804221210192,C3H6O4,.F(-),HMDB0000139; HMDB0006372; HMDB00139; HMDB0031818; HMDB06372; HMDB31818,C00258,; CHEBI:32398; CHEBI:33508; CHEBI:74324
91,125.03544322241055,309638.32328744174,0.00020747758944139605,C5H6N2O2,-H(-),HMDB0000262; HMDB0002024; HMDB00262; HMDB0029736; HMDB02024; HMDB29736; HMDB60261,C00178; C02835,; CHEBI:16974; CHEBI:172070; CHEBI:17821
92,126.00249688545867,2146.717115938203,-0.0005890854586709793,C5H5NOS,-H(-),HMDB0032964; HMDB32964,,
