ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,HMDB ids,KEGG ids,other ids
1113,669.125501734134,2272.415710894161,-0.000523834134014578,C35H26O14,-H(-),HMDB0036319; HMDB36319,,
1114,669.1676478538147,4366.302083597065,-0.0004115538147289044,C29H34O18,-H(-),HMDB0037469; HMDB0127850; HMDB37469,,
1115,671.4657778530694,5709.211015282743,-5.105306934183318e-05,C37H69O8P,-H(-),HMDB0007860; HMDB0114900; HMDB0114925; HMDB0114949; HMDB0115092; HMDB0115504; HMDB0115532; HMDB07860,C00416,
1116,673.5911807446151,4188.898265179854,0.001721955384937246,C47H78O2,-H(-),HMDB0006736; HMDB0010373; HMDB06736; HMDB10373,C02530,; CHEBI:88752
1116,673.5911807446151,4188.898265179854,-0.0006833446151404132,C45H80O2,.Na/H-H(-),HMDB0010368; HMDB0034088; HMDB0062461; HMDB10368; HMDB34088; HMDB62461,C02530,; CHEBI:82750
1117,674.5135143379244,5395.898535223282,-0.0005031379243973788,C37H74NO7P,-H(-),HMDB0008851; HMDB0008949; HMDB0011158; HMDB0011368; HMDB08851; HMDB08949; HMDB11158; HMDB11338; HMDB11368,C00350; C04756,
1118,675.5444690412604,2704.2162512857117,0.00017655873966759827,C37H77N2O6P,-H(-),HMDB0012085; HMDB12085,C00550,
1119,678.4370086236952,2577.2162967248973,-0.0018536236951831597,C34H66NO10P,-H(-),HMDB0012330; HMDB12330,,
1119,678.4370086236952,2577.2162967248973,0.0016588763047593602,C38H61NO8,.F(-),HMDB0035101; HMDB35101,,
1120,679.2926157764291,2202.4143921592217,-0.002012976429000446,C33H48N2O11S,-H(-),HMDB0127599; HMDB0127600; HMDB0127603; HMDB0127604,,
1120,679.2926157764291,2202.4143921592217,0.0004140087271480297,C32H51NO12,.K/H-H(-) [+1],HMDB0002472; HMDB02472,,
1121,681.9155322188622,1656.2598628801743,0.0005107811377911275,C10H18N5O20P5,-H(-),HMDB0060480; HMDB60480,C04494,CHEBI:16690
1122,685.4856992048855,4764.968760288499,-0.001952704885525236,C45H66O5,-H(-),HMDB0007585; HMDB0007781; HMDB0056383; HMDB07585; HMDB07781; HMDB56383,,
1123,686.4750789390459,2972.3485284043563,0.0015468609540221223,C37H70NO8P,-H(-),HMDB0008829; HMDB0008860; HMDB0008861; HMDB0008957; HMDB0009020; HMDB0009053; HMDB0009085; HMDB0113844; HMDB0113963; HMDB05342; HMDB08829; HMDB08860; HMDB08861; HMDB08957; HMDB09020; HMDB09053; HMDB09085,C00350,
1124,688.4925322786951,6713.923480214212,-0.00025647869506428833,C37H72NO8P,-H(-),HMDB0007901; HMDB0007933; HMDB0008827; HMDB0008828; HMDB0008859; HMDB0008924; HMDB0008956; HMDB0008987; HMDB0009019; HMDB0009052; HMDB0112945; HMDB0113063; HMDB0113842; HMDB0113843; HMDB0113941; HMDB0113962; HMDB07901; HMDB07933; HMDB08827; HMDB08828; HMDB08859; HMDB08924; HMDB08956; HMDB08987; HMDB09019; HMDB09052,C00157; C00350,
1125,691.1024397557861,2456.3448246540756,0.0008011442139377323,C20H26N10O14P2,-H(-),HMDB0001501; HMDB01501,,
1126,691.3192373267556,2315.758178095352,-0.0009802267555869548,C32H52O16,-H(-),HMDB0037125; HMDB37125,,
1127,694.4815210265688,3925.768908165187,0.00019017343117866403,C39H70NO7P,-H(-),HMDB0009213; HMDB0011346; HMDB09213; HMDB11346,C00350,
1128,700.527228656948,7893.598255118571,0.0014325430520329974,C39H76NO7P,-H(-),HMDB0008951; HMDB0008952; HMDB0008983; HMDB0009048; HMDB0009081; HMDB0011341; HMDB0011342; HMDB0011372; HMDB0011404; HMDB0011437; HMDB08951; HMDB08952; HMDB08983; HMDB09048; HMDB09081; HMDB11341; HMDB11342; HMDB11372; HMDB11404; HMDB11437,C00350,
1128,700.527228656948,7893.598255118571,0.0005423391457952675,C39H73NO9,-H(-) [+2],HMDB0031983; HMDB0032795; HMDB31983; HMDB32795,,
1129,701.5601310407691,5641.701627120319,0.00016455923093872116,C39H79N2O6P,-H(-),HMDB0013464; HMDB0061712; HMDB13464; HMDB61712,C00550,; CHEBI:78646
1130,703.3807682044852,1824.2453117312205,0.00170149551479426,C38H52N6O7,-H(-),HMDB0015205; HMDB15205,,; CHEBI:37924
1131,704.5245809741858,4851.27103251066,-0.0010051741858205787,C38H76NO8P,-H(-),HMDB0007869; HMDB0007934; HMDB0007965; HMDB0008892; HMDB0008988; HMDB0010567; HMDB0112959; HMDB0113084; HMDB0113865; HMDB0113942; HMDB07869; HMDB07934; HMDB07965; HMDB08892; HMDB08988; HMDB10567,C00157; C00350,
1132,705.3108010327205,1912.6325626289552,0.001976867279495309,C36H50O14,-H(-),HMDB0039693; HMDB39693,,
1133,713.418945788059,2166.394980165155,-0.00016898805893106328,C41H63O8P,-H(-),HMDB0115044; HMDB0115208,,
1134,714.5077803655136,14832.621160327466,0.00014543448651238577,C39H74NO8P,-H(-),HMDB0008835; HMDB0008867; HMDB0008928; HMDB0008959; HMDB0008960; HMDB0009023; HMDB0009056; HMDB0009088; HMDB0009251; HMDB0009283; HMDB0113020; HMDB0113166; HMDB0113847; HMDB0113848; HMDB0113849; HMDB0113879; HMDB0114012; HMDB0114039; HMDB0114065; HMDB05322; HMDB08835; HMDB08867; HMDB08928; HMDB08959; HMDB08960; HMDB09023; HMDB09056; HMDB09088; HMDB09251; HMDB09283,C00350,
1135,714.5452691256547,9905.459198430686,-0.0009579256546885517,C40H78NO7P,-H(-),HMDB0007897; HMDB0007898; HMDB0007929; HMDB0008027; HMDB0011207; HMDB0011237; HMDB0011269; HMDB0011302; HMDB0013411; HMDB07897; HMDB07898; HMDB07929; HMDB08027; HMDB11207; HMDB11237; HMDB11269; HMDB11302; HMDB13411,C00157,
1136,715.3678279056196,2005.7991111840995,-0.0006144056196717429,C35H52N6O10,-H(-),HMDB0060164; HMDB60164,,
1137,716.5226594968353,16838.77815722529,0.000916303164672172,C39H76NO8P,-H(-),HMDB0007936; HMDB0008000; HMDB0008834; HMDB0008866; HMDB0008926; HMDB0008927; HMDB0008958; HMDB0008990; HMDB0009022; HMDB0009055; HMDB0009218; HMDB0009250; HMDB0112953; HMDB0112954; HMDB0113112; HMDB0113139; HMDB0113850; HMDB0113851; HMDB0113852; HMDB0113853; HMDB0113965; HMDB0113986; HMDB0114011; HMDB0114038; HMDB05320; HMDB05344; HMDB07936; HMDB08000; HMDB08834; HMDB08866; HMDB08926; HMDB08927; HMDB08958; HMDB08990; HMDB09022; HMDB09055; HMDB09218; HMDB09250,C00157; C00350,
1138,717.3768561832303,2411.1064078332956,-0.001919883230243613,C32H64O13P2,-H(-),HMDB0116512; HMDB0116519; HMDB0116538; HMDB0116549; HMDB0116555; HMDB0116569,,
1139,722.5121940932476,29188.93204405912,0.0008171067524926912,C41H74NO7P,-H(-),HMDB0009149; HMDB0009150; HMDB0009182; HMDB0009183; HMDB0009214; HMDB0009411; HMDB0009444; HMDB0011352; HMDB0011353; HMDB0011379; HMDB0011410; HMDB0011411; HMDB0011443; HMDB0011444; HMDB09149; HMDB09150; HMDB09182; HMDB09183; HMDB09214; HMDB09411; HMDB09444; HMDB11352; HMDB11353; HMDB11379; HMDB11410; HMDB11411; HMDB11443; HMDB11444,C00350,
1140,723.1929698286237,3083.872288739971,8.727137628739001e-05,C36H36O16,-H(-),HMDB0126746; HMDB0126747; HMDB0126803; HMDB0126804; HMDB0135110; HMDB0135111; HMDB0135112; HMDB0135113; HMDB0135114; HMDB0135119; HMDB0135120; HMDB0135121; HMDB0135122; HMDB0135123; HMDB0135124,,
1141,723.416063689664,3031.3204547703144,0.0006662103360213223,C48H56N2O4,-H(-),HMDB0037741; HMDB37741,,
1142,724.5270483618953,20609.326465413462,0.0016128381047337825,C41H76NO7P,-H(-),HMDB0009116; HMDB0009117; HMDB0009148; HMDB0009181; HMDB0009345; HMDB0009378; HMDB0011350; HMDB0011351; HMDB0011377; HMDB0011378; HMDB0011409; HMDB0011442; HMDB09116; HMDB09117; HMDB09148; HMDB09181; HMDB09345; HMDB09378; HMDB11350; HMDB11351; HMDB11377; HMDB11378; HMDB11409; HMDB11442,C00350,
1142,724.5270483618953,20609.326465413462,-0.0007924618952301898,C39H78NO7P,.Na/H-H(-),HMDB0007961; HMDB0008950; HMDB0009015; HMDB0011157; HMDB0011205; HMDB0011340; HMDB0011371; HMDB07961; HMDB08950; HMDB09015; HMDB11157; HMDB11205; HMDB11340; HMDB11371,C00157; C00350,
1143,726.5448819891997,27348.77713941723,-0.0005707891996280523,C41H78NO7P,-H(-),HMDB0009050; HMDB0009051; HMDB0009083; HMDB0009084; HMDB0009115; HMDB0009312; HMDB0011349; HMDB0011376; HMDB0011407; HMDB0011408; HMDB0011440; HMDB0011441; HMDB09050; HMDB09051; HMDB09083; HMDB09084; HMDB09115; HMDB09312; HMDB11349; HMDB11376; HMDB11407; HMDB11408; HMDB11440; HMDB11441,C00350,
1144,729.5917692454154,5293.704338105816,-0.0001736454154297462,C41H83N2O6P,-H(-),HMDB0012088; HMDB0012089; HMDB0062559; HMDB12088; HMDB12089; HMDB62559,C00550,; CHEBI:17636; CHEBI:83358
1145,730.5994273316588,4511.38101123587,-6.731658800163132e-06,C41H84N2O6P,-H(-),HMDB0001348; HMDB01348; HMDB12099,C00550,CHEBI:17636
1146,732.5549897460883,6267.347149473824,-0.0001139460882768617,C40H80NO8P,-H(-),HMDB0000564; HMDB0007871; HMDB0008031; HMDB0008899; HMDB0009219; HMDB00564; HMDB00804; HMDB0112965; HMDB0112983; HMDB0113087; HMDB0113279; HMDB0113919; HMDB0113987; HMDB05250; HMDB07871; HMDB07968; HMDB08031; HMDB08899; HMDB09219,C00157; C00350,
1147,742.5392979404894,219227.34012727652,-7.21404893511135e-05,C41H78NO8P,-H(-),HMDB0007940; HMDB0008132; HMDB0008843; HMDB0008875; HMDB0008934; HMDB0008966; HMDB0008994; HMDB0009025; HMDB0009026; HMDB0009058; HMDB0009059; HMDB0009090; HMDB0009254; HMDB0009286; HMDB0009515; HMDB0009547; HMDB0113025; HMDB0113339; HMDB0113856; HMDB0113857; HMDB0113858; HMDB0113884; HMDB0113943; HMDB0114015; HMDB0114042; HMDB0114068; HMDB0114211; HMDB0114239; HMDB05332; HMDB05343; HMDB05347; HMDB07940; HMDB08132; HMDB08843; HMDB08875; HMDB08934; HMDB08966; HMDB08994; HMDB09025; HMDB09026; HMDB09058; HMDB09059; HMDB09090; HMDB09254; HMDB09286; HMDB09515; HMDB09547,C00157; C00350,
1148,745.50395348903,8686.654296457238,-0.0014474890300562038,C40H75O10P,-H(-),HMDB0010575; HMDB0010588; HMDB0010589; HMDB0010616; HMDB0010631; HMDB0010645; HMDB10575; HMDB10588; HMDB10589; HMDB10616; HMDB10631; HMDB10645,,
1149,746.5125628497958,24836.63611250579,0.00044835020423761307,C43H74NO7P,-H(-),HMDB0005780; HMDB0009479; HMDB0009480; HMDB0009708; HMDB0011420; HMDB0011453; HMDB05780; HMDB09479; HMDB09480; HMDB09708; HMDB11361; HMDB11420; HMDB11453,C00350,
1150,748.5274824063988,40495.66186374405,0.0011787936011842248,C43H76NO7P,-H(-),HMDB0009413; HMDB0009414; HMDB0009446; HMDB0009447; HMDB0009478; HMDB0009642; HMDB0009675; HMDB0011359; HMDB0011360; HMDB0011387; HMDB0011418; HMDB0011419; HMDB0011451; HMDB0011452; HMDB09413; HMDB09414; HMDB09446; HMDB09447; HMDB09478; HMDB09642; HMDB09675; HMDB11359; HMDB11360; HMDB11387; HMDB11418; HMDB11419; HMDB11451; HMDB11452,C00350,
1151,750.5444177998289,58591.9691425755,-0.00010659982888228114,C43H78NO7P,-H(-),HMDB0005779; HMDB0009347; HMDB0009348; HMDB0009380; HMDB0009381; HMDB0009412; HMDB0009445; HMDB0009609; HMDB0011358; HMDB0011386; HMDB0011416; HMDB0011417; HMDB0011449; HMDB05779; HMDB09347; HMDB09348; HMDB09380; HMDB09381; HMDB09412; HMDB09445; HMDB09609; HMDB11358; HMDB11385; HMDB11386; HMDB11416; HMDB11417; HMDB11449,C00350,
1151,750.5444177998289,58591.9691425755,0.0010362001711428093,C40H78NO8P,.F(-),HMDB0007872; HMDB0007873; HMDB0007904; HMDB0007969; HMDB0008001; HMDB0008032; HMDB0008064; HMDB0008097; HMDB0008900; HMDB0009252; HMDB0010569; HMDB0112958; HMDB0112960; HMDB0112961; HMDB0112962; HMDB0113088; HMDB0113113; HMDB0113140; HMDB0113280; HMDB0113308; HMDB0113854; HMDB0113855; HMDB0114013; HMDB0114040; HMDB07872; HMDB07873; HMDB07904; HMDB07969; HMDB08001; HMDB08032; HMDB08064; HMDB08097; HMDB08900; HMDB09252; HMDB10569,C00157; C00350,
1152,753.6395558160028,247618.95115454937,0.0006906839971634327,C49H86O5,-H(-),HMDB0007703; HMDB0007731; HMDB0007760; HMDB0007815; HMDB0007816; HMDB0007843; HMDB0056127; HMDB0056132; HMDB0056274; HMDB07703; HMDB07731; HMDB07760; HMDB07815; HMDB07816; HMDB07843; HMDB56127; HMDB56132; HMDB56274,,
1153,756.5549985251895,13845.240601126332,-0.00012272518949885125,C42H80NO8P,-H(-),HMDB0007880; HMDB0007912; HMDB0007973; HMDB0008004; HMDB0008005; HMDB0008068; HMDB0008101; HMDB0008133; HMDB0008296; HMDB0008328; HMDB0008909; HMDB0009549; HMDB0010565; HMDB0112966; HMDB0112967; HMDB0112968; HMDB0112969; HMDB0112992; HMDB0113010; HMDB0113047; HMDB0113089; HMDB0113169; HMDB0113312; HMDB0113340; HMDB0113536; HMDB0113563; HMDB0113925; HMDB0114241; HMDB07880; HMDB07912; HMDB07973; HMDB08004; HMDB08005; HMDB08068; HMDB08101; HMDB08133; HMDB08296; HMDB08328; HMDB08909; HMDB09549; HMDB10565,C00157; C00350,
1154,759.6492453483437,3971.7039756531863,0.0015657516562441742,C48H88O6,-H(-),HMDB0043170; HMDB0043198; HMDB0047748; HMDB43170; HMDB43198; HMDB47748,,
1155,759.687871819979,2788.0969269914367,-0.0006753199789955033,C49H92O5,-H(-),HMDB0007645; HMDB0007673; HMDB0007813; HMDB0007841; HMDB0047907; HMDB0048391; HMDB0056125; HMDB0056252; HMDB07645; HMDB07673; HMDB07813; HMDB07841; HMDB47907; HMDB48391; HMDB56125; HMDB56252,,
1156,763.4266201506906,3160.75019279065,0.000793149309401997,C41H64O13,-H(-),HMDB0015468; HMDB0036358; HMDB0037643; HMDB15468; HMDB36358; HMDB37643,C06955,; CHEBI:28544
1157,764.5219763573742,24158.05841158676,0.0015994426257748273,C43H76NO8P,-H(-),HMDB0007951; HMDB0008494; HMDB0008944; HMDB0008945; HMDB0008976; HMDB0009005; HMDB0009036; HMDB0009037; HMDB0009069; HMDB0009070; HMDB0009100; HMDB0009101; HMDB0009132; HMDB0009165; HMDB0009197; HMDB0009261; HMDB0009292; HMDB0009293; HMDB0009324; HMDB0009357; HMDB0009388; HMDB0009389; HMDB0009421; HMDB0009422; HMDB0009453; HMDB0009584; HMDB0009616; HMDB0009649; HMDB0112978; HMDB0113035; HMDB0113622; HMDB0113648; HMDB0113894; HMDB0113895; HMDB0113912; HMDB0113952; HMDB0113973; HMDB0113974; HMDB0114020; HMDB0114047; HMDB0114074; HMDB0114075; HMDB0114102; HMDB0114131; HMDB0114158; HMDB0114159; HMDB0114328; HMDB0114356; HMDB0114384; HMDB0114496; HMDB0114523; HMDB0114549; HMDB07951; HMDB08494; HMDB08944; HMDB08945; HMDB08976; HMDB09005; HMDB09036; HMDB09037; HMDB09069; HMDB09070; HMDB09100; HMDB09101; HMDB09132; HMDB09165; HMDB09197; HMDB09261; HMDB09292; HMDB09293; HMDB09324; HMDB09357; HMDB09388; HMDB09389; HMDB09421; HMDB09422; HMDB09453; HMDB09584; HMDB09616; HMDB09649,C00157; C00350,
1157,764.5219763573742,24158.05841158676,-0.000805857374189145,C41H78NO8P,.Na/H-H(-),HMDB0007940; HMDB0008132; HMDB0008843; HMDB0008875; HMDB0008934; HMDB0008966; HMDB0008994; HMDB0009025; HMDB0009026; HMDB0009058; HMDB0009059; HMDB0009090; HMDB0009254; HMDB0009286; HMDB0009515; HMDB0009547; HMDB0113025; HMDB0113339; HMDB0113856; HMDB0113857; HMDB0113858; HMDB0113884; HMDB0113943; HMDB0114015; HMDB0114042; HMDB0114068; HMDB0114211; HMDB0114239; HMDB05332; HMDB05343; HMDB05347; HMDB07940; HMDB08132; HMDB08843; HMDB08875; HMDB08934; HMDB08966; HMDB08994; HMDB09025; HMDB09026; HMDB09058; HMDB09059; HMDB09090; HMDB09254; HMDB09286; HMDB09515; HMDB09547,C00157; C00350,
1158,765.4486798399408,4496.311310959016,0.0013969600591963172,C45H67O8P,-H(-),HMDB0115221; HMDB0115418,,
1158,765.4486798399408,4496.311310959016,-0.0010083399407676552,C43H69O8P,.Na/H-H(-),HMDB0114970; HMDB0114995; HMDB0114996; HMDB0115022; HMDB0115023; HMDB0115048; HMDB0115135; HMDB0115159; HMDB0115160; HMDB0115186; HMDB0115187; HMDB0115211; HMDB0115333; HMDB0115358; HMDB0115359; HMDB0115384; HMDB0115385; HMDB0115409; HMDB0115577; HMDB0115588,,
1159,766.5380322215096,118108.51672154297,0.001193578490415348,C43H78NO8P,-H(-),HMDB0007949; HMDB0007950; HMDB0008428; HMDB0008461; HMDB0008943; HMDB0008969; HMDB0009003; HMDB0009004; HMDB0009034; HMDB0009035; HMDB0009067; HMDB0009068; HMDB0009099; HMDB0009131; HMDB0009164; HMDB0009196; HMDB0009228; HMDB0009259; HMDB0009260; HMDB0009291; HMDB0009322; HMDB0009323; HMDB0009355; HMDB0009356; HMDB0009387; HMDB0009420; HMDB0009583; HMDB0113034; HMDB0113594; HMDB0113893; HMDB0113951; HMDB0113971; HMDB0113972; HMDB0113993; HMDB0114018; HMDB0114019; HMDB0114045; HMDB0114046; HMDB0114073; HMDB0114100; HMDB0114101; HMDB0114129; HMDB0114130; HMDB0114157; HMDB0114272; HMDB0114300; HMDB0114327; HMDB0114355; HMDB0114495; HMDB0116711; HMDB05333; HMDB07949; HMDB07950; HMDB08428; HMDB08461; HMDB08943; HMDB08969; HMDB09003; HMDB09004; HMDB09034; HMDB09035; HMDB09067; HMDB09068; HMDB09099; HMDB09131; HMDB09164; HMDB09196; HMDB09228; HMDB09259; HMDB09260; HMDB09291; HMDB09322; HMDB09323; HMDB09355; HMDB09356; HMDB09387; HMDB09420; HMDB09583,C00157; C00350,
1160,769.4719416822675,6314.669622647994,0.002421617732466075,C41H70O13,-H(-),HMDB0031839; HMDB0035362; HMDB0039556; HMDB0040491; HMDB31839; HMDB35362; HMDB39556; HMDB40491,,
1161,770.4984106095849,12562.095870455076,-0.0006556095848964105,C41H74NO10P,-H(-),HMDB0112329; HMDB0112330; HMDB0112595; HMDB0112621,,
1162,772.5300696579017,17076.14712225735,-0.0014084579016753196,C45H76NO7P,-H(-),HMDB0009710; HMDB0009711; HMDB0011427; HMDB0011460; HMDB09710; HMDB09711; HMDB11427; HMDB11460,C00350,
1162,772.5300696579017,17076.14712225735,-0.0002656579016502292,C42H76NO8P,.F(-),HMDB0007883; HMDB0007884; HMDB0007914; HMDB0007915; HMDB0007976; HMDB0008007; HMDB0008008; HMDB0008167; HMDB0008200; HMDB0008232; HMDB0008362; HMDB0008395; HMDB0008426; HMDB0008459; HMDB0008910; HMDB0009582; HMDB0112993; HMDB0113050; HMDB0113070; HMDB0113071; HMDB0113092; HMDB0113117; HMDB0113118; HMDB0113144; HMDB0113145; HMDB0113172; HMDB0113199; HMDB0113200; HMDB0113227; HMDB0113228; HMDB0113255; HMDB0113370; HMDB0113398; HMDB0113425; HMDB0113453; HMDB0113592; HMDB0113928; HMDB0113929; HMDB0114326; HMDB0114354; HMDB0116725; HMDB07883; HMDB07884; HMDB07914; HMDB07915; HMDB07976; HMDB08007; HMDB08008; HMDB08167; HMDB08200; HMDB08232; HMDB08362; HMDB08395; HMDB08426; HMDB08459; HMDB08910; HMDB09582,C00157; C00350,
1163,774.544800494891,25152.2834927813,-0.000489294890940073,C45H78NO7P,-H(-),HMDB0009644; HMDB0009645; HMDB0009677; HMDB0009678; HMDB0009709; HMDB0011394; HMDB0011425; HMDB0011426; HMDB0011458; HMDB0011459; HMDB09644; HMDB09645; HMDB09677; HMDB09678; HMDB09709; HMDB11394; HMDB11425; HMDB11426; HMDB11458; HMDB11459,C00350,
1163,774.544800494891,25152.2834927813,0.0006535051090850175,C42H78NO8P,.F(-),HMDB0007881; HMDB0007882; HMDB0007913; HMDB0007974; HMDB0007975; HMDB0008006; HMDB0008134; HMDB0008166; HMDB0008199; HMDB0008329; HMDB0008361; HMDB0008394; HMDB0113011; HMDB0113048; HMDB0113049; HMDB0113069; HMDB0113090; HMDB0113091; HMDB0113116; HMDB0113143; HMDB0113170; HMDB0113171; HMDB0113198; HMDB0113226; HMDB0113341; HMDB0113369; HMDB0113397; HMDB0113564; HMDB0113926; HMDB0113927; HMDB0114270; HMDB0114298; HMDB07881; HMDB07882; HMDB07913; HMDB07974; HMDB07975; HMDB08006; HMDB08134; HMDB08166; HMDB08199; HMDB08329; HMDB08361; HMDB08394,C00157,
1164,775.5484611917946,13293.502531402992,0.0009948082055188934,C42H81O10P,-H(-),HMDB0010603; HMDB0010604; HMDB0010617; HMDB0010632; HMDB10603; HMDB10604; HMDB10617; HMDB10632,,
1164,775.5484611917946,13293.502531402992,-0.0008537699195585446,C45H78NO7P,-H(-) [+1],HMDB0009644; HMDB0009645; HMDB0009677; HMDB0009678; HMDB0009709; HMDB0011394; HMDB0011425; HMDB0011426; HMDB0011458; HMDB0011459; HMDB09644; HMDB09645; HMDB09677; HMDB09678; HMDB09709; HMDB11394; HMDB11425; HMDB11426; HMDB11458; HMDB11459,C00350,
1164,775.5484611917946,13293.502531402992,0.00030589804919145536,C42H78NO8P,.F(-) [+1],HMDB0007881; HMDB0007882; HMDB0007913; HMDB0007974; HMDB0007975; HMDB0008006; HMDB0008134; HMDB0008166; HMDB0008199; HMDB0008329; HMDB0008361; HMDB0008394; HMDB0113011; HMDB0113048; HMDB0113049; HMDB0113069; HMDB0113090; HMDB0113091; HMDB0113116; HMDB0113143; HMDB0113170; HMDB0113171; HMDB0113198; HMDB0113226; HMDB0113341; HMDB0113369; HMDB0113397; HMDB0113564; HMDB0113926; HMDB0113927; HMDB0114270; HMDB0114298; HMDB07881; HMDB07882; HMDB07913; HMDB07974; HMDB07975; HMDB08006; HMDB08134; HMDB08166; HMDB08199; HMDB08329; HMDB08361; HMDB08394,C00157,
1165,776.5602705874259,211452.67644914647,-0.00030938742588659807,C45H80NO7P,-H(-),HMDB0009611; HMDB0009612; HMDB0009643; HMDB0009676; HMDB0011392; HMDB0011393; HMDB0011424; HMDB0011457; HMDB09611; HMDB09612; HMDB09643; HMDB09676; HMDB11392; HMDB11393; HMDB11424; HMDB11457,C00350,
1165,776.5602705874259,211452.67644914647,0.0008334125741384923,C42H80NO8P,.F(-),HMDB0007880; HMDB0007912; HMDB0007973; HMDB0008004; HMDB0008005; HMDB0008068; HMDB0008101; HMDB0008133; HMDB0008296; HMDB0008328; HMDB0008909; HMDB0009549; HMDB0010565; HMDB0112966; HMDB0112967; HMDB0112968; HMDB0112969; HMDB0112992; HMDB0113010; HMDB0113047; HMDB0113089; HMDB0113169; HMDB0113312; HMDB0113340; HMDB0113536; HMDB0113563; HMDB0113925; HMDB0114241; HMDB07880; HMDB07912; HMDB07973; HMDB08004; HMDB08005; HMDB08068; HMDB08101; HMDB08133; HMDB08296; HMDB08328; HMDB08909; HMDB09549; HMDB10565,C00157; C00350,
1166,778.5743265944126,108835.71957695454,0.001284605587443366,C45H82NO7P,-H(-),HMDB0009610; HMDB0011391; HMDB09610; HMDB11391,C00350,
1167,779.5985229957279,18959.522456689767,-0.00014109572794041014,C53H80O4,-H(-),HMDB0060370; HMDB60370,,; CHEBI:18238
1167,779.5985229957279,18959.522456689767,-0.0013679957278327493,C43H85O8P,.F(-),HMDB0114850; HMDB0114887; HMDB0115056; HMDB0115075; HMDB0115232; HMDB0115246; HMDB0115431; HMDB0115623; HMDB0115626; HMDB0115642; HMDB0115658; HMDB0115674; HMDB0115723; HMDB0115740; HMDB0115749; HMDB0115759; HMDB0115766; HMDB0115821; HMDB0115823; HMDB0115827; HMDB0115839; HMDB0115856; HMDB0115868; HMDB0115885; HMDB0115897; HMDB0115914; HMDB0115925; HMDB0115942,,
1168,781.4764340646133,4981.828192715211,-0.002070764613335996,C42H70O13,-H(-),HMDB0035011; HMDB0039647; HMDB35011; HMDB39647,,
1169,782.5718819471177,12884.175468312085,-0.0013561471176899431,C44H82NO8P,-H(-),HMDB0007921; HMDB0007980; HMDB0007981; HMDB0008012; HMDB0008040; HMDB0008041; HMDB0008072; HMDB0008105; HMDB0008136; HMDB0008137; HMDB0008168; HMDB0008201; HMDB0008332; HMDB0008364; HMDB0008397; HMDB0008591; HMDB0113077; HMDB0113096; HMDB0113097; HMDB0113122; HMDB0113149; HMDB0113177; HMDB0113204; HMDB0113233; HMDB0113288; HMDB0113289; HMDB0113316; HMDB0113343; HMDB0113344; HMDB0113371; HMDB0113399; HMDB0113567; HMDB07921; HMDB07980; HMDB07981; HMDB08012; HMDB08040; HMDB08041; HMDB08072; HMDB08105; HMDB08136; HMDB08137; HMDB08168; HMDB08201; HMDB08332; HMDB08364; HMDB08397; HMDB08591,C00157,
1170,788.5226596116353,8726.675839910607,0.0009161883647266222,C45H76NO8P,-H(-),HMDB0009045; HMDB0009078; HMDB0009109; HMDB0009110; HMDB0009141; HMDB0009174; HMDB0009302; HMDB0009333; HMDB0009334; HMDB0009366; HMDB0009367; HMDB0009397; HMDB0009398; HMDB0009430; HMDB0009431; HMDB0009462; HMDB0009589; HMDB0009590; HMDB0009621; HMDB0009654; HMDB0009685; HMDB0009686; HMDB0113982; HMDB0114084; HMDB0114111; HMDB0114112; HMDB0114140; HMDB0114141; HMDB0114167; HMDB0114168; HMDB0114279; HMDB0114307; HMDB0114333; HMDB0114334; HMDB0114361; HMDB0114362; HMDB0114389; HMDB0114580; HMDB09045; HMDB09078; HMDB09109; HMDB09110; HMDB09141; HMDB09174; HMDB09302; HMDB09333; HMDB09334; HMDB09366; HMDB09367; HMDB09397; HMDB09398; HMDB09430; HMDB09431; HMDB09462; HMDB09589; HMDB09590; HMDB09621; HMDB09654; HMDB09685; HMDB09686,C00350,
1171,791.4665787150223,5948.352855971918,-0.0008519150221673044,C47H69O8P,-H(-),HMDB0115425,,
1172,791.5824807114797,15018.002530462463,-0.0017247114797100949,C43H85O10P,-H(-),HMDB0116653; HMDB0116659; HMDB0116689,,
1173,798.6003953228761,87758.54056449376,0.0014304771239039837,C45H86NO8P,-H(-),HMDB0007954; HMDB0008592; HMDB0008981; HMDB0009008; HMDB0009040; HMDB0009073; HMDB0009105; HMDB0009231; HMDB0009263; HMDB0009295; HMDB0009489; HMDB0009520; HMDB0009521; HMDB0009552; HMDB0009749; HMDB0113878; HMDB0113955; HMDB0113977; HMDB0113996; HMDB0114022; HMDB0114049; HMDB0114077; HMDB0114189; HMDB0114216; HMDB0114217; HMDB0114244; HMDB0114441; HMDB0114469; HMDB0114632; HMDB07954; HMDB08592; HMDB08981; HMDB09008; HMDB09040; HMDB09073; HMDB09105; HMDB09231; HMDB09263; HMDB09295; HMDB09489; HMDB09520; HMDB09521; HMDB09552; HMDB09749,C00157; C00350,
1174,799.45379447035,6851.75966755849,-0.0006081703498921343,C38H74O13P2,-H(-),HMDB0013473; HMDB0013487; HMDB13473; HMDB13487,,
