sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label
151 / water,151,20200221_Harm2_4GHz_0151.d,20200319080937472-2491763,ctrl_p01_c2,water,P001:187 seq1 control,water,Batch5_0221 DATA,water
152 / P1_SRM_0256,152,20200221_Harm2_4GHz_0152.d,20200319080938537-2491764,20200221_Plate1_010,P1_SRM_0256,P001:188 seq1,srm,Batch5_0221 DATA,P1_SRM_0256
153 / P1_SRM_0256,153,20200221_Harm2_4GHz_0153.d,20200319080939707-2491765,20200221_Plate1_010,P1_SRM_0256,P001:189 seq1,srm,Batch5_0221 DATA,P1_SRM_0256
154 / P1_SRM_0256,154,20200221_Harm2_4GHz_0154.d,20200319080940742-2491766,20200221_Plate1_010,P1_SRM_0256,P001:190 seq1,srm,Batch5_0221 DATA,P1_SRM_0256
155 / water,155,20200221_Harm2_4GHz_0155.d,20200319080941757-2491767,ctrl_p01_c1,water,P001:191 seq1 control,water,Batch5_0221 DATA,water
156 / P1_SRM_0512,156,20200221_Harm2_4GHz_0156.d,20200319080942751-2491768,20200221_Plate1_011,P1_SRM_0512,P001:193 seq1,srm,Batch5_0221 DATA,P1_SRM_0512
157 / P1_SRM_0512,157,20200221_Harm2_4GHz_0157.d,20200319080943786-2491769,20200221_Plate1_011,P1_SRM_0512,P001:194 seq1,srm,Batch5_0221 DATA,P1_SRM_0512
158 / P1_SRM_0512,158,20200221_Harm2_4GHz_0158.d,20200319080944826-2491770,20200221_Plate1_011,P1_SRM_0512,P001:195 seq1,srm,Batch5_0221 DATA,P1_SRM_0512
159 / water,159,20200221_Harm2_4GHz_0159.d,20200319080945882-2491771,ctrl_p01_c2,water,P001:197 seq1 control,water,Batch5_0221 DATA,water
160 / P1_Bio_0001,160,20200221_Harm2_4GHz_0160.d,20200319080946965-2491772,20200221_Plate1_029,P1_Bio_0001,P001:198 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0001
161 / P1_Bio_0001,161,20200221_Harm2_4GHz_0161.d,20200319080948408-2491773,20200221_Plate1_029,P1_Bio_0001,P001:199 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0001
162 / P1_Bio_0001,162,20200221_Harm2_4GHz_0162.d,20200319080949752-2491774,20200221_Plate1_029,P1_Bio_0001,P001:200 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0001
163 / water,163,20200221_Harm2_4GHz_0163.d,20200319080950978-2491775,ctrl_p01_c1,water,P001:201 seq1 control,water,Batch5_0221 DATA,water
164 / water,164,20200221_Harm2_4GHz_0164.d,20200319080952205-2491776,ctrl_p01_c2,water,P001:202 seq1 control,water,Batch5_0221 DATA,water
165 / water,165,20200221_Harm2_4GHz_0165.d,20200319080953304-2491777,ctrl_p01_c1,water,P001:206 seq1 control,water,Batch5_0221 DATA,water
166 / water,166,20200221_Harm2_4GHz_0166.d,20200319080954346-2491778,ctrl_p01_c2,water,P001:207 seq1 control,water,Batch5_0221 DATA,water
167 / P1_FA_0008,167,20200221_Harm2_4GHz_0167.d,20200319080955414-2491779,20200221_Plate1_060,P1_FA_0008,P001:208 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0008
168 / P1_FA_0008,168,20200221_Harm2_4GHz_0168.d,20200319080956412-2491780,20200221_Plate1_060,P1_FA_0008,P001:209 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0008
169 / P1_FA_0008,169,20200221_Harm2_4GHz_0169.d,20200319080957461-2491781,20200221_Plate1_060,P1_FA_0008,P001:210 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0008
170 / water,170,20200221_Harm2_4GHz_0170.d,20200319080958485-2491782,ctrl_p01_c1,water,P001:211 seq1 control,water,Batch5_0221 DATA,water
171 / water,171,20200221_Harm2_4GHz_0171.d,20200319080959492-2491783,ctrl_p01_c2,water,P001:212 seq1 control,water,Batch5_0221 DATA,water
172 / water,172,20200221_Harm2_4GHz_0172.d,20200319081000572-2491784,ctrl_p01_c1,water,P001:216 seq1 control,water,Batch5_0221 DATA,water
173 / water,173,20200221_Harm2_4GHz_0173.d,20200319081001619-2491785,ctrl_p01_c2,water,P001:217 seq1 control,water,Batch5_0221 DATA,water
174 / P1_AA_0512,174,20200221_Harm2_4GHz_0174.d,20200319081002663-2491786,20200221_Plate1_053,P1_AA_0512,P001:218 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0512
175 / P1_AA_0512,175,20200221_Harm2_4GHz_0175.d,20200319081003736-2491787,20200221_Plate1_053,P1_AA_0512,P001:219 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0512
176 / P1_AA_0512,176,20200221_Harm2_4GHz_0176.d,20200319081004769-2491788,20200221_Plate1_053,P1_AA_0512,P001:220 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0512
177 / water,177,20200221_Harm2_4GHz_0177.d,20200319081005735-2491789,ctrl_p01_c1,water,P001:221 seq1 control,water,Batch5_0221 DATA,water
178 / P1_AA_1024,178,20200221_Harm2_4GHz_0178.d,20200319081006781-2491790,20200221_Plate1_054,P1_AA_1024,P001:223 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_1024
179 / P1_AA_1024,179,20200221_Harm2_4GHz_0179.d,20200319081007849-2491791,20200221_Plate1_054,P1_AA_1024,P001:224 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_1024
180 / P1_AA_1024,180,20200221_Harm2_4GHz_0180.d,20200319081008928-2491792,20200221_Plate1_054,P1_AA_1024,P001:225 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_1024
181 / water,181,20200221_Harm2_4GHz_0181.d,20200319081010027-2491793,ctrl_p01_c2,water,P001:227 seq1 control,water,Batch5_0221 DATA,water
182 / P1_Full_0064,182,20200221_Harm2_4GHz_0182.d,20200319081011054-2491794,20200221_Plate1_022,P1_Full_0064,P001:228 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0064
183 / P1_Full_0064,183,20200221_Harm2_4GHz_0183.d,20200319081012179-2491795,20200221_Plate1_022,P1_Full_0064,P001:229 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0064
184 / P1_Full_0064,184,20200221_Harm2_4GHz_0184.d,20200319081013212-2491796,20200221_Plate1_022,P1_Full_0064,P001:230 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0064
185 / water,185,20200221_Harm2_4GHz_0185.d,20200319081014237-2491797,ctrl_p01_c1,water,P001:231 seq1 control,water,Batch5_0221 DATA,water
186 / water,186,20200221_Harm2_4GHz_0186.d,20200319081015270-2491798,ctrl_p01_c2,water,P001:232 seq1 control,water,Batch5_0221 DATA,water
187 / P1_Bio_0016,187,20200221_Harm2_4GHz_0187.d,20200319081016282-2491799,20200221_Plate1_033,P1_Bio_0016,P001:233 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0016
188 / P1_Bio_0016,188,20200221_Harm2_4GHz_0188.d,20200319081017481-2491800,20200221_Plate1_033,P1_Bio_0016,P001:234 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0016
189 / P1_Bio_0016,189,20200221_Harm2_4GHz_0189.d,20200319081018690-2491801,20200221_Plate1_033,P1_Bio_0016,P001:235 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0016
190 / water,190,20200221_Harm2_4GHz_0190.d,20200319081019881-2491802,ctrl_p01_c1,water,P001:236 seq1 control,water,Batch5_0221 DATA,water
191 / water,191,20200221_Harm2_4GHz_0191.d,20200319081021001-2491803,ctrl_p01_c2,water,P001:237 seq1 control,water,Batch5_0221 DATA,water
192 / P1_Bio_0004,192,20200221_Harm2_4GHz_0192.d,20200319081022048-2491804,20200221_Plate1_031,P1_Bio_0004,P001:238 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0004
193 / P1_Bio_0004,193,20200221_Harm2_4GHz_0193.d,20200319081023335-2491805,20200221_Plate1_031,P1_Bio_0004,P001:239 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0004
194 / P1_Bio_0004,194,20200221_Harm2_4GHz_0194.d,20200319081024498-2491806,20200221_Plate1_031,P1_Bio_0004,P001:240 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0004
195 / water,195,20200221_Harm2_4GHz_0195.d,20200319081025909-2491807,ctrl_p01_c1,water,P001:241 seq1 control,water,Batch5_0221 DATA,water
196 / water,196,20200221_Harm2_4GHz_0196.d,20200319081026984-2491808,ctrl_p01_c2,water,P001:242 seq1 control,water,Batch5_0221 DATA,water
197 / water,197,20200221_Harm2_4GHz_0197.d,20200319081027988-2491809,ctrl_p01_c1,water,P001:251 seq1 control,water,Batch5_0221 DATA,water
198 / water,198,20200221_Harm2_4GHz_0198.d,20200319081028963-2491810,ctrl_p01_c2,water,P001:252 seq1 control,water,Batch5_0221 DATA,water
199 / P1_SRM_0128,199,20200221_Harm2_4GHz_0199.d,20200319081029967-2491811,20200221_Plate1_009,P1_SRM_0128,P001:253 seq1,srm,Batch5_0221 DATA,P1_SRM_0128
200 / P1_SRM_0128,200,20200221_Harm2_4GHz_0200.d,20200319081030983-2491812,20200221_Plate1_009,P1_SRM_0128,P001:254 seq1,srm,Batch5_0221 DATA,P1_SRM_0128
201 / P1_SRM_0128,201,20200221_Harm2_4GHz_0201.d,20200319081031960-2491813,20200221_Plate1_009,P1_SRM_0128,P001:255 seq1,srm,Batch5_0221 DATA,P1_SRM_0128
202 / water,202,20200221_Harm2_4GHz_0202.d,20200319081032950-2491814,ctrl_p01_c1,water,P001:256 seq1 control,water,Batch5_0221 DATA,water
203 / P1_Full_0032,203,20200221_Harm2_4GHz_0203.d,20200319081034019-2491815,20200221_Plate1_020,P1_Full_0032,P001:258 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0032
204 / P1_Full_0032,204,20200221_Harm2_4GHz_0204.d,20200319081035055-2491816,20200221_Plate1_020,P1_Full_0032,P001:259 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0032
205 / P1_Full_0032,205,20200221_Harm2_4GHz_0205.d,20200319081036184-2491817,20200221_Plate1_020,P1_Full_0032,P001:260 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0032
206 / water,206,20200221_Harm2_4GHz_0206.d,20200319081037306-2491818,ctrl_p01_c1,water,P001:261 seq1 control,water,Batch5_0221 DATA,water
207 / water,207,20200221_Harm2_4GHz_0207.d,20200319081038361-2491819,ctrl_p01_c2,water,P001:262 seq1 control,water,Batch5_0221 DATA,water
208 / P1_AA_0004,208,20200221_Harm2_4GHz_0208.d,20200319081039397-2491820,20200221_Plate1_045,P1_AA_0004,P001:263 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0004
209 / P1_AA_0004,209,20200221_Harm2_4GHz_0209.d,20200319081040465-2491821,20200221_Plate1_045,P1_AA_0004,P001:264 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0004
210 / P1_AA_0004,210,20200221_Harm2_4GHz_0210.d,20200319081041538-2491822,20200221_Plate1_045,P1_AA_0004,P001:265 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0004
211 / water,211,20200221_Harm2_4GHz_0211.d,20200319081042692-2491823,ctrl_p01_c1,water,P001:266 seq1 control,water,Batch5_0221 DATA,water
212 / water,212,20200221_Harm2_4GHz_0212.d,20200319081043663-2491824,ctrl_p01_c2,water,P001:267 seq1 control,water,Batch5_0221 DATA,water
213 / P1_SRM_0004,213,20200221_Harm2_4GHz_0213.d,20200319081044646-2491825,20200221_Plate1_003,P1_SRM_0004,P001:268 seq1,srm,Batch5_0221 DATA,P1_SRM_0004
214 / P1_SRM_0004,214,20200221_Harm2_4GHz_0214.d,20200319081046002-2491826,20200221_Plate1_003,P1_SRM_0004,P001:269 seq1,srm,Batch5_0221 DATA,P1_SRM_0004
215 / P1_SRM_0004,215,20200221_Harm2_4GHz_0215.d,20200319081047164-2491827,20200221_Plate1_003,P1_SRM_0004,P001:270 seq1,srm,Batch5_0221 DATA,P1_SRM_0004
216 / water,216,20200221_Harm2_4GHz_0216.d,20200319081048500-2491828,ctrl_p01_c1,water,P001:271 seq1 control,water,Batch5_0221 DATA,water
217 / water,217,20200221_Harm2_4GHz_0217.d,20200319081049605-2491829,ctrl_p01_c2,water,P001:272 seq1 control,water,Batch5_0221 DATA,water
218 / P1_Bio_0002,218,20200221_Harm2_4GHz_0218.d,20200319081050662-2491830,20200221_Plate1_030,P1_Bio_0002,P001:273 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0002
219 / P1_Bio_0002,219,20200221_Harm2_4GHz_0219.d,20200319081052032-2491831,20200221_Plate1_030,P1_Bio_0002,P001:274 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0002
220 / P1_Bio_0002,220,20200221_Harm2_4GHz_0220.d,20200319081053292-2491832,20200221_Plate1_030,P1_Bio_0002,P001:275 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0002
221 / water,221,20200221_Harm2_4GHz_0221.d,20200319081054577-2491833,ctrl_p01_c1,water,P001:276 seq1 control,water,Batch5_0221 DATA,water
222 / water,222,20200221_Harm2_4GHz_0222.d,20200319081055714-2491834,ctrl_p01_c2,water,P001:277 seq1 control,water,Batch5_0221 DATA,water
223 / water,223,20200221_Harm2_4GHz_0223.d,20200319081056801-2491835,ctrl_p01_c1,water,P001:281 seq1 control,water,Batch5_0221 DATA,water
224 / water,224,20200221_Harm2_4GHz_0224.d,20200319081057892-2491836,ctrl_p01_c2,water,P001:282 seq1 control,water,Batch5_0221 DATA,water
225 / P1_Bio_0008,225,20200221_Harm2_4GHz_0225.d,20200319081058971-2491837,20200221_Plate1_032,P1_Bio_0008,P001:283 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0008
226 / P1_Bio_0008,226,20200221_Harm2_4GHz_0226.d,20200319081100165-2491838,20200221_Plate1_032,P1_Bio_0008,P001:284 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0008
227 / P1_Bio_0008,227,20200221_Harm2_4GHz_0227.d,20200319081101439-2491839,20200221_Plate1_032,P1_Bio_0008,P001:285 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0008
228 / water,228,20200221_Harm2_4GHz_0228.d,20200319081102614-2491840,ctrl_p01_c1,water,P001:286 seq1 control,water,Batch5_0221 DATA,water
229 / water,229,20200221_Harm2_4GHz_0229.d,20200319081103767-2491841,ctrl_p01_c2,water,P001:287 seq1 control,water,Batch5_0221 DATA,water
230 / P1_SRM_0001,230,20200221_Harm2_4GHz_0230.d,20200319081104816-2491842,20200221_Plate1_001,P1_SRM_0001,P001:288 seq1,srm,Batch5_0221 DATA,P1_SRM_0001
231 / P1_SRM_0001,231,20200221_Harm2_4GHz_0231.d,20200319081105947-2491843,20200221_Plate1_001,P1_SRM_0001,P001:289 seq1,srm,Batch5_0221 DATA,P1_SRM_0001
232 / P1_SRM_0001,232,20200221_Harm2_4GHz_0232.d,20200319081107217-2491844,20200221_Plate1_001,P1_SRM_0001,P001:290 seq1,srm,Batch5_0221 DATA,P1_SRM_0001
233 / water,233,20200221_Harm2_4GHz_0233.d,20200319081108400-2491845,ctrl_p01_c1,water,P001:291 seq1 control,water,Batch5_0221 DATA,water
234 / water,234,20200221_Harm2_4GHz_0234.d,20200319081109562-2491846,ctrl_p01_c2,water,P001:292 seq1 control,water,Batch5_0221 DATA,water
235 / P1_SRM_1024,235,20200221_Harm2_4GHz_0235.d,20200319081110607-2491847,20200221_Plate1_012,P1_SRM_1024,P001:293 seq1,srm,Batch5_0221 DATA,P1_SRM_1024
236 / P1_SRM_1024,236,20200221_Harm2_4GHz_0236.d,20200319081111620-2491848,20200221_Plate1_012,P1_SRM_1024,P001:294 seq1,srm,Batch5_0221 DATA,P1_SRM_1024
237 / P1_SRM_1024,237,20200221_Harm2_4GHz_0237.d,20200319081112711-2491849,20200221_Plate1_012,P1_SRM_1024,P001:295 seq1,srm,Batch5_0221 DATA,P1_SRM_1024
238 / water,238,20200221_Harm2_4GHz_0238.d,20200319081113699-2491850,ctrl_p01_c1,water,P001:296 seq1 control,water,Batch5_0221 DATA,water
239 / P1_Full_0001,239,20200221_Harm2_4GHz_0239.d,20200319081114667-2491851,20200221_Plate1_015,P1_Full_0001,P001:298 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0001
240 / P1_Full_0001,240,20200221_Harm2_4GHz_0240.d,20200319081115784-2491852,20200221_Plate1_015,P1_Full_0001,P001:299 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0001
241 / P1_Full_0001,241,20200221_Harm2_4GHz_0241.d,20200319081116919-2491853,20200221_Plate1_015,P1_Full_0001,P001:300 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0001
242 / water,242,20200221_Harm2_4GHz_0242.d,20200319081117983-2491854,ctrl_p01_c1,water,P001:301 seq1 control,water,Batch5_0221 DATA,water
243 / water,243,20200221_Harm2_4GHz_0243.d,20200319081119093-2491855,ctrl_p01_c2,water,P001:302 seq1 control,water,Batch5_0221 DATA,water
244 / P1_FA_0002,244,20200221_Harm2_4GHz_0244.d,20200319081120095-2491856,20200221_Plate1_058,P1_FA_0002,P001:303 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0002
245 / P1_FA_0002,245,20200221_Harm2_4GHz_0245.d,20200319081121120-2491857,20200221_Plate1_058,P1_FA_0002,P001:304 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0002
