sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label
019 / P1_Bio_1024,19,20200221_Harm2_4GHz_0019.d,20200319080717142-2491631,20200221_Plate1_040,P1_Bio_1024,P001:019 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_1024
020 / P1_Bio_1024,20,20200221_Harm2_4GHz_0020.d,20200319080718167-2491632,20200221_Plate1_040,P1_Bio_1024,P001:020 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_1024
021 / water,21,20200221_Harm2_4GHz_0021.d,20200319080719255-2491633,ctrl_p01_c1,water,P001:021 seq1 control,water,Batch5_0221 DATA,water
022 / P1_AA_0256,22,20200221_Harm2_4GHz_0022.d,20200319080720314-2491634,20200221_Plate1_052,P1_AA_0256,P001:023 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0256
023 / P1_AA_0256,23,20200221_Harm2_4GHz_0023.d,20200319080721376-2491635,20200221_Plate1_052,P1_AA_0256,P001:024 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0256
024 / P1_AA_0256,24,20200221_Harm2_4GHz_0024.d,20200319080722443-2491636,20200221_Plate1_052,P1_AA_0256,P001:025 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0256
025 / water,25,20200221_Harm2_4GHz_0025.d,20200319080723422-2491637,ctrl_p01_c2,water,P001:027 seq1 control,water,Batch5_0221 DATA,water
026 / P1_Bio_0256,26,20200221_Harm2_4GHz_0026.d,20200319080724440-2491638,20200221_Plate1_038,P1_Bio_0256,P001:028 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0256
027 / P1_Bio_0256,27,20200221_Harm2_4GHz_0027.d,20200319080725559-2491639,20200221_Plate1_038,P1_Bio_0256,P001:029 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0256
028 / P1_Bio_0256,28,20200221_Harm2_4GHz_0028.d,20200319080726646-2491640,20200221_Plate1_038,P1_Bio_0256,P001:030 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0256
029 / water,29,20200221_Harm2_4GHz_0029.d,20200319080727759-2491641,ctrl_p01_c1,water,P001:031 seq1 control,water,Batch5_0221 DATA,water
030 / P1_Bio_0512,30,20200221_Harm2_4GHz_0030.d,20200319080728823-2491642,20200221_Plate1_039,P1_Bio_0512,P001:033 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0512
031 / P1_Bio_0512,31,20200221_Harm2_4GHz_0031.d,20200319080729927-2491643,20200221_Plate1_039,P1_Bio_0512,P001:034 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0512
032 / P1_Bio_0512,32,20200221_Harm2_4GHz_0032.d,20200319080730969-2491644,20200221_Plate1_039,P1_Bio_0512,P001:035 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0512
033 / water,33,20200221_Harm2_4GHz_0033.d,20200319080732068-2491645,ctrl_p01_c2,water,P001:037 seq1 control,water,Batch5_0221 DATA,water
034 / P1_Full_1024,34,20200221_Harm2_4GHz_0034.d,20200319080733064-2491646,20200221_Plate1_026,P1_Full_1024,P001:038 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_1024
035 / P1_Full_1024,35,20200221_Harm2_4GHz_0035.d,20200319080734083-2491647,20200221_Plate1_026,P1_Full_1024,P001:039 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_1024
036 / P1_Full_1024,36,20200221_Harm2_4GHz_0036.d,20200319080735164-2491648,20200221_Plate1_026,P1_Full_1024,P001:040 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_1024
037 / water,37,20200221_Harm2_4GHz_0037.d,20200319080736336-2491649,ctrl_p01_c1,water,P001:041 seq1 control,water,Batch5_0221 DATA,water
038 / P1_SRM_0064,38,20200221_Harm2_4GHz_0038.d,20200319080737402-2491650,20200221_Plate1_008,P1_SRM_0064,P001:043 seq1,srm,Batch5_0221 DATA,P1_SRM_0064
039 / P1_SRM_0064,39,20200221_Harm2_4GHz_0039.d,20200319080738517-2491651,20200221_Plate1_008,P1_SRM_0064,P001:044 seq1,srm,Batch5_0221 DATA,P1_SRM_0064
040 / P1_SRM_0064,40,20200221_Harm2_4GHz_0040.d,20200319080739590-2491652,20200221_Plate1_008,P1_SRM_0064,P001:045 seq1,srm,Batch5_0221 DATA,P1_SRM_0064
041 / water,41,20200221_Harm2_4GHz_0041.d,20200319080740655-2491653,ctrl_p01_c1,water,P001:046 seq1 control,water,Batch5_0221 DATA,water
042 / water,42,20200221_Harm2_4GHz_0042.d,20200319080741717-2491654,ctrl_p01_c2,water,P001:047 seq1 control,water,Batch5_0221 DATA,water
043 / P1_AA_0064,43,20200221_Harm2_4GHz_0043.d,20200319080742650-2491655,20200221_Plate1_050,P1_AA_0064,P001:048 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0064
044 / P1_AA_0064,44,20200221_Harm2_4GHz_0044.d,20200319080743708-2491656,20200221_Plate1_050,P1_AA_0064,P001:049 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0064
045 / P1_AA_0064,45,20200221_Harm2_4GHz_0045.d,20200319080744824-2491657,20200221_Plate1_050,P1_AA_0064,P001:050 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0064
046 / water,46,20200221_Harm2_4GHz_0046.d,20200319080745874-2491658,ctrl_p01_c1,water,P001:051 seq1 control,water,Batch5_0221 DATA,water
047 / water,47,20200221_Harm2_4GHz_0047.d,20200319080746923-2491659,ctrl_p01_c2,water,P001:052 seq1 control,water,Batch5_0221 DATA,water
048 / P1_FA_0032,48,20200221_Harm2_4GHz_0048.d,20200319080748061-2491660,20200221_Plate1_062,P1_FA_0032,P001:053 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0032
049 / P1_FA_0032,49,20200221_Harm2_4GHz_0049.d,20200319080749135-2491661,20200221_Plate1_062,P1_FA_0032,P001:054 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0032
050 / P1_FA_0032,50,20200221_Harm2_4GHz_0050.d,20200319080750148-2491662,20200221_Plate1_062,P1_FA_0032,P001:055 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0032
051 / water,51,20200221_Harm2_4GHz_0051.d,20200319080751214-2491663,ctrl_p01_c2,water,P001:057 seq1 control,water,Batch5_0221 DATA,water
052 / water,52,20200221_Harm2_4GHz_0052.d,20200319080752203-2491664,ctrl_p01_c1,water,P001:061 seq1 control,water,Batch5_0221 DATA,water
053 / water,53,20200221_Harm2_4GHz_0053.d,20200319080753246-2491665,ctrl_p01_c2,water,P001:062 seq1 control,water,Batch5_0221 DATA,water
054 / P1_PP_0256,54,20200221_Harm2_4GHz_0054.d,20200319080754345-2491666,20200221_Plate1_080,P1_PP_0256,P001:063 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0256
055 / P1_PP_0256,55,20200221_Harm2_4GHz_0055.d,20200319080755413-2491667,20200221_Plate1_080,P1_PP_0256,P001:064 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0256
056 / P1_PP_0256,56,20200221_Harm2_4GHz_0056.d,20200319080756520-2491668,20200221_Plate1_080,P1_PP_0256,P001:065 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0256
057 / water,57,20200221_Harm2_4GHz_0057.d,20200319080757595-2491669,ctrl_p01_c1,water,P001:066 seq1 control,water,Batch5_0221 DATA,water
058 / P1_SRM_0016,58,20200221_Harm2_4GHz_0058.d,20200319080758583-2491670,20200221_Plate1_005,P1_SRM_0016,P001:068 seq1,srm,Batch5_0221 DATA,P1_SRM_0016
059 / P1_SRM_0016,59,20200221_Harm2_4GHz_0059.d,20200319080759864-2491671,20200221_Plate1_005,P1_SRM_0016,P001:069 seq1,srm,Batch5_0221 DATA,P1_SRM_0016
060 / P1_SRM_0016,60,20200221_Harm2_4GHz_0060.d,20200319080800994-2491672,20200221_Plate1_005,P1_SRM_0016,P001:070 seq1,srm,Batch5_0221 DATA,P1_SRM_0016
061 / water,61,20200221_Harm2_4GHz_0061.d,20200319080802092-2491673,ctrl_p01_c1,water,P001:071 seq1 control,water,Batch5_0221 DATA,water
062 / water,62,20200221_Harm2_4GHz_0062.d,20200319080803120-2491674,ctrl_p01_c2,water,P001:072 seq1 control,water,Batch5_0221 DATA,water
063 / P1_Bio_0128,63,20200221_Harm2_4GHz_0063.d,20200319080804182-2491675,20200221_Plate1_037,P1_Bio_0128,P001:073 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0128
064 / P1_Bio_0128,64,20200221_Harm2_4GHz_0064.d,20200319080805250-2491676,20200221_Plate1_037,P1_Bio_0128,P001:074 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0128
065 / P1_Bio_0128,65,20200221_Harm2_4GHz_0065.d,20200319080806461-2491677,20200221_Plate1_037,P1_Bio_0128,P001:075 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_0128
066 / water,66,20200221_Harm2_4GHz_0066.d,20200319080807541-2491678,ctrl_p01_c1,water,P001:076 seq1 control,water,Batch5_0221 DATA,water
067 / water,67,20200221_Harm2_4GHz_0067.d,20200319080808504-2491679,ctrl_p01_c2,water,P001:077 seq1 control,water,Batch5_0221 DATA,water
068 / water,68,20200221_Harm2_4GHz_0068.d,20200319080809623-2491680,ctrl_p01_c1,water,P001:081 seq1 control,water,Batch5_0221 DATA,water
069 / water,69,20200221_Harm2_4GHz_0069.d,20200319080810614-2491681,ctrl_p01_c2,water,P001:082 seq1 control,water,Batch5_0221 DATA,water
070 / P1_FA_0512,70,20200221_Harm2_4GHz_0070.d,20200319080811682-2491682,20200221_Plate1_067,P1_FA_0512,P001:083 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0512
071 / P1_FA_0512,71,20200221_Harm2_4GHz_0071.d,20200319080812758-2491683,20200221_Plate1_067,P1_FA_0512,P001:084 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0512
072 / P1_FA_0512,72,20200221_Harm2_4GHz_0072.d,20200319080813760-2491684,20200221_Plate1_067,P1_FA_0512,P001:085 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0512
073 / water,73,20200221_Harm2_4GHz_0073.d,20200319080814728-2491685,ctrl_p01_c2,water,P001:087 seq1 control,water,Batch5_0221 DATA,water
074 / P1_Full_0016,74,20200221_Harm2_4GHz_0074.d,20200319080815797-2491686,20200221_Plate1_019,P1_Full_0016,P001:088 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0016
075 / P1_Full_0016,75,20200221_Harm2_4GHz_0075.d,20200319080816868-2491687,20200221_Plate1_019,P1_Full_0016,P001:089 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0016
076 / P1_Full_0016,76,20200221_Harm2_4GHz_0076.d,20200319080817948-2491688,20200221_Plate1_019,P1_Full_0016,P001:090 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0016
077 / water,77,20200221_Harm2_4GHz_0077.d,20200319080819063-2491689,ctrl_p01_c1,water,P001:091 seq1 control,water,Batch5_0221 DATA,water
078 / water,78,20200221_Harm2_4GHz_0078.d,20200319080820034-2491690,ctrl_p01_c2,water,P001:092 seq1 control,water,Batch5_0221 DATA,water
079 / P1_FA_0064,79,20200221_Harm2_4GHz_0079.d,20200319080821040-2491691,20200221_Plate1_064,P1_FA_0064,P001:093 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0064
080 / P1_FA_0064,80,20200221_Harm2_4GHz_0080.d,20200319080822135-2491692,20200221_Plate1_064,P1_FA_0064,P001:094 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0064
081 / P1_FA_0064,81,20200221_Harm2_4GHz_0081.d,20200319080823127-2491693,20200221_Plate1_064,P1_FA_0064,P001:095 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0064
082 / water,82,20200221_Harm2_4GHz_0082.d,20200319080824186-2491694,ctrl_p01_c1,water,P001:096 seq1 control,water,Batch5_0221 DATA,water
083 / water,83,20200221_Harm2_4GHz_0083.d,20200319080825209-2491695,ctrl_p01_c2,water,P001:097 seq1 control,water,Batch5_0221 DATA,water
084 / P1_Full_0256,84,20200221_Harm2_4GHz_0084.d,20200319080826229-2491696,20200221_Plate1_024,P1_Full_0256,P001:098 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0256
085 / P1_Full_0256,85,20200221_Harm2_4GHz_0085.d,20200319080827263-2491697,20200221_Plate1_024,P1_Full_0256,P001:099 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0256
086 / P1_Full_0256,86,20200221_Harm2_4GHz_0086.d,20200319080828324-2491698,20200221_Plate1_024,P1_Full_0256,P001:100 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0256
087 / water,87,20200221_Harm2_4GHz_0087.d,20200319080829349-2491699,ctrl_p01_c1,water,P001:101 seq1 control,water,Batch5_0221 DATA,water
088 / P1_PP_0128,88,20200221_Harm2_4GHz_0088.d,20200319080830407-2491700,20200221_Plate1_079,P1_PP_0128,P001:103 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0128
089 / P1_PP_0128,89,20200221_Harm2_4GHz_0089.d,20200319080831433-2491701,20200221_Plate1_079,P1_PP_0128,P001:104 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0128
090 / P1_PP_0128,90,20200221_Harm2_4GHz_0090.d,20200319080832429-2491702,20200221_Plate1_079,P1_PP_0128,P001:105 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0128
091 / water,91,20200221_Harm2_4GHz_0091.d,20200319080833461-2491703,ctrl_p01_c1,water,P001:106 seq1 control,water,Batch5_0221 DATA,water
092 / water,92,20200221_Harm2_4GHz_0092.d,20200319080834554-2491704,ctrl_p01_c2,water,P001:107 seq1 control,water,Batch5_0221 DATA,water
093 / P1_Full_0512,93,20200221_Harm2_4GHz_0093.d,20200319080835533-2491705,20200221_Plate1_025,P1_Full_0512,P001:108 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0512
094 / P1_Full_0512,94,20200221_Harm2_4GHz_0094.d,20200319080836585-2491706,20200221_Plate1_025,P1_Full_0512,P001:109 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0512
095 / P1_Full_0512,95,20200221_Harm2_4GHz_0095.d,20200319080837663-2491707,20200221_Plate1_025,P1_Full_0512,P001:110 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0512
096 / water,96,20200221_Harm2_4GHz_0096.d,20200319080838674-2491708,ctrl_p01_c2,water,P001:112 seq1 control,water,Batch5_0221 DATA,water
097 / water,97,20200221_Harm2_4GHz_0097.d,20200319080839642-2491709,ctrl_p01_c1,water,P001:116 seq1 control,water,Batch5_0221 DATA,water
098 / water,98,20200221_Harm2_4GHz_0098.d,20200319080840855-2491710,ctrl_p01_c2,water,P001:117 seq1 control,water,Batch5_0221 DATA,water
099 / P1_FA_0016,99,20200221_Harm2_4GHz_0099.d,20200319080841894-2491711,20200221_Plate1_061,P1_FA_0016,P001:118 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0016
100 / P1_FA_0016,100,20200221_Harm2_4GHz_0100.d,20200319080842941-2491712,20200221_Plate1_061,P1_FA_0016,P001:119 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0016
101 / P1_FA_0016,101,20200221_Harm2_4GHz_0101.d,20200319080844013-2491713,20200221_Plate1_061,P1_FA_0016,P001:120 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0016
102 / water,102,20200221_Harm2_4GHz_0102.d,20200319080845076-2491714,ctrl_p01_c1,water,P001:121 seq1 control,water,Batch5_0221 DATA,water
103 / water,103,20200221_Harm2_4GHz_0103.d,20200319080846162-2491715,ctrl_p01_c2,water,P001:122 seq1 control,water,Batch5_0221 DATA,water
104 / water,104,20200221_Harm2_4GHz_0104.d,20200319080847234-2491716,ctrl_p01_c1,water,P001:131 seq1 control,water,Batch5_0221 DATA,water
105 / water,105,20200221_Harm2_4GHz_0105.d,20200319080848165-2491717,ctrl_p01_c2,water,P001:132 seq1 control,water,Batch5_0221 DATA,water
106 / P1_AA_0001,106,20200221_Harm2_4GHz_0106.d,20200319080849175-2491718,20200221_Plate1_043,P1_AA_0001,P001:133 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0001
107 / P1_AA_0001,107,20200221_Harm2_4GHz_0107.d,20200319080850344-2491719,20200221_Plate1_043,P1_AA_0001,P001:134 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0001
108 / P1_AA_0001,108,20200221_Harm2_4GHz_0108.d,20200319080851426-2491720,20200221_Plate1_043,P1_AA_0001,P001:135 seq1,formal_or_unknown,Batch5_0221 DATA,P1_AA_0001
109 / water,109,20200221_Harm2_4GHz_0109.d,20200319080852582-2491721,ctrl_p01_c1,water,P001:136 seq1 control,water,Batch5_0221 DATA,water
110 / water,110,20200221_Harm2_4GHz_0110.d,20200319080853619-2491722,ctrl_p01_c2,water,P001:137 seq1 control,water,Batch5_0221 DATA,water
111 / water,111,20200221_Harm2_4GHz_0111.d,20200319080854696-2491723,ctrl_p01_c1,water,P001:141 seq1 control,water,Batch5_0221 DATA,water
112 / water,112,20200221_Harm2_4GHz_0112.d,20200319080855750-2491724,ctrl_p01_c2,water,P001:142 seq1 control,water,Batch5_0221 DATA,water
113 / P1_FA_0001,113,20200221_Harm2_4GHz_0113.d,20200319080856800-2491725,20200221_Plate1_057,P1_FA_0001,P001:143 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0001
114 / P1_FA_0001,114,20200221_Harm2_4GHz_0114.d,20200319080857867-2491726,20200221_Plate1_057,P1_FA_0001,P001:144 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0001
115 / P1_FA_0001,115,20200221_Harm2_4GHz_0115.d,20200319080858961-2491727,20200221_Plate1_057,P1_FA_0001,P001:145 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_0001
116 / water,116,20200221_Harm2_4GHz_0116.d,20200319080900095-2491728,ctrl_p01_c1,water,P001:146 seq1 control,water,Batch5_0221 DATA,water
117 / water,117,20200221_Harm2_4GHz_0117.d,20200319080901191-2491729,ctrl_p01_c2,water,P001:147 seq1 control,water,Batch5_0221 DATA,water
118 / P1_PP_0002,118,20200221_Harm2_4GHz_0118.d,20200319080902472-2491730,20200221_Plate1_072,P1_PP_0002,P001:148 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0002
119 / P1_PP_0002,119,20200221_Harm2_4GHz_0119.d,20200319080903547-2491731,20200221_Plate1_072,P1_PP_0002,P001:149 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0002
120 / P1_PP_0002,120,20200221_Harm2_4GHz_0120.d,20200319080904644-2491732,20200221_Plate1_072,P1_PP_0002,P001:150 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0002
121 / water,121,20200221_Harm2_4GHz_0121.d,20200319080905769-2491733,ctrl_p01_c1,water,P001:151 seq1 control,water,Batch5_0221 DATA,water
122 / water,122,20200221_Harm2_4GHz_0122.d,20200319080906820-2491734,ctrl_p01_c2,water,P001:152 seq1 control,water,Batch5_0221 DATA,water
123 / P1_Bio_2048,123,20200221_Harm2_4GHz_0123.d,20200319080907802-2491735,20200221_Plate1_041,P1_Bio_2048,P001:153 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_2048
124 / P1_Bio_2048,124,20200221_Harm2_4GHz_0124.d,20200319080908837-2491736,20200221_Plate1_041,P1_Bio_2048,P001:154 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_2048
125 / P1_Bio_2048,125,20200221_Harm2_4GHz_0125.d,20200319080909910-2491737,20200221_Plate1_041,P1_Bio_2048,P001:155 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Bio_2048
126 / water,126,20200221_Harm2_4GHz_0126.d,20200319080910995-2491738,ctrl_p01_c1,water,P001:156 seq1 control,water,Batch5_0221 DATA,water
127 / P1_Full_0002,127,20200221_Harm2_4GHz_0127.d,20200319080912097-2491739,20200221_Plate1_016,P1_Full_0002,P001:158 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0002
128 / P1_Full_0002,128,20200221_Harm2_4GHz_0128.d,20200319080913224-2491740,20200221_Plate1_016,P1_Full_0002,P001:159 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0002
129 / P1_Full_0002,129,20200221_Harm2_4GHz_0129.d,20200319080914434-2491741,20200221_Plate1_016,P1_Full_0002,P001:160 seq1,formal_or_unknown,Batch5_0221 DATA,P1_Full_0002
130 / water,130,20200221_Harm2_4GHz_0130.d,20200319080915577-2491742,ctrl_p01_c1,water,P001:161 seq1 control,water,Batch5_0221 DATA,water
131 / water,131,20200221_Harm2_4GHz_0131.d,20200319080916601-2491743,ctrl_p01_c2,water,P001:162 seq1 control,water,Batch5_0221 DATA,water
132 / P1_PP_0064,132,20200221_Harm2_4GHz_0132.d,20200319080917710-2491744,20200221_Plate1_078,P1_PP_0064,P001:163 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0064
133 / P1_PP_0064,133,20200221_Harm2_4GHz_0133.d,20200319080918775-2491745,20200221_Plate1_078,P1_PP_0064,P001:164 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0064
134 / P1_PP_0064,134,20200221_Harm2_4GHz_0134.d,20200319080919800-2491746,20200221_Plate1_078,P1_PP_0064,P001:165 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0064
135 / water,135,20200221_Harm2_4GHz_0135.d,20200319080920879-2491747,ctrl_p01_c1,water,P001:166 seq1 control,water,Batch5_0221 DATA,water
136 / water,136,20200221_Harm2_4GHz_0136.d,20200319080921916-2491748,ctrl_p01_c2,water,P001:167 seq1 control,water,Batch5_0221 DATA,water
137 / P1_PP_1024,137,20200221_Harm2_4GHz_0137.d,20200319080922997-2491749,20200221_Plate1_082,P1_PP_1024,P001:168 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_1024
138 / P1_PP_1024,138,20200221_Harm2_4GHz_0138.d,20200319080923954-2491750,20200221_Plate1_082,P1_PP_1024,P001:169 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_1024
139 / P1_PP_1024,139,20200221_Harm2_4GHz_0139.d,20200319080924984-2491751,20200221_Plate1_082,P1_PP_1024,P001:170 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_1024
140 / water,140,20200221_Harm2_4GHz_0140.d,20200319080925935-2491752,ctrl_p01_c1,water,P001:171 seq1 control,water,Batch5_0221 DATA,water
141 / P1_PP_0016,141,20200221_Harm2_4GHz_0141.d,20200319080926962-2491753,20200221_Plate1_075,P1_PP_0016,P001:173 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0016
142 / P1_PP_0016,142,20200221_Harm2_4GHz_0142.d,20200319080927992-2491754,20200221_Plate1_075,P1_PP_0016,P001:174 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0016
143 / P1_PP_0016,143,20200221_Harm2_4GHz_0143.d,20200319080929027-2491755,20200221_Plate1_075,P1_PP_0016,P001:175 seq1,formal_or_unknown,Batch5_0221 DATA,P1_PP_0016
144 / water,144,20200221_Harm2_4GHz_0144.d,20200319080930177-2491756,ctrl_p01_c1,water,P001:176 seq1 control,water,Batch5_0221 DATA,water
145 / water,145,20200221_Harm2_4GHz_0145.d,20200319080931208-2491757,ctrl_p01_c2,water,P001:177 seq1 control,water,Batch5_0221 DATA,water
146 / P1_FA_1024,146,20200221_Harm2_4GHz_0146.d,20200319080932269-2491758,20200221_Plate1_068,P1_FA_1024,P001:178 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_1024
147 / P1_FA_1024,147,20200221_Harm2_4GHz_0147.d,20200319080933360-2491759,20200221_Plate1_068,P1_FA_1024,P001:179 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_1024
148 / P1_FA_1024,148,20200221_Harm2_4GHz_0148.d,20200319080934349-2491760,20200221_Plate1_068,P1_FA_1024,P001:180 seq1,formal_or_unknown,Batch5_0221 DATA,P1_FA_1024
149 / water,149,20200221_Harm2_4GHz_0149.d,20200319080935363-2491761,ctrl_p01_c1,water,P001:181 seq1 control,water,Batch5_0221 DATA,water
150 / water,150,20200221_Harm2_4GHz_0150.d,20200319080936390-2491762,ctrl_p01_c1,water,P001:186 seq1 control,water,Batch5_0221 DATA,water
