ionIdx,ionMz,feature_col_name
335,202.1084,335
336,203.0021,336
337,203.02,337
338,203.0573,338
339,203.0826,339
340,205.0359,340
341,205.0729,341
342,205.1241,342
343,205.16,343
344,206.0603,344
345,206.0685,345
346,206.1028,346
347,206.9977,347
348,207.0304,348
349,207.0871,349
350,207.1009,350
351,207.1149,351
352,207.1391,352
353,208.0161,353
354,208.0714,354
355,208.1695,355
356,209.0458,356
357,209.0673,357
358,209.0818,358
359,209.1176,359
360,209.1298,360
361,209.1548,361
362,210.0402,362
363,210.0768,363
364,210.1148,364
365,210.1327,365
366,211.0194,366
367,211.0259,367
368,211.0833,368
369,211.0977,369
370,211.1116,370
371,211.1341,371
372,211.1703,372
373,211.9955,373
374,212.0027,374
375,212.0746,375
376,213.0064,376
377,213.0223,377
378,213.0594,378
379,213.1136,379
380,213.15,380
381,213.186,381
382,214.0495,382
383,214.0744,383
384,214.109,384
385,214.1452,385
386,217.1086,386
387,219.052,387
388,219.0663,388
389,219.0775,389
390,219.1027,390
391,219.1393,391
392,219.1756,392
393,220.1343,393
394,220.1469,394
395,221.0666,395
396,221.118,396
397,221.1296,397
398,221.1551,398
399,222.0694,399
400,223.1087,400
401,223.1135,401
402,223.1344,402
403,223.1704,403
404,223.2066,404
405,225.0034,405
406,225.0406,406
407,225.0774,407
408,225.125,408
409,225.1503,409
410,225.1864,410
411,225.2224,411
412,226.0361,412
413,226.0492,413
414,226.0836,414
415,227.0216,415
416,227.0389,416
417,227.0928,417
418,227.1643,418
419,227.2021,419
420,228.0264,420
421,228.0659,421
422,228.1248,422
423,228.1613,423
424,229.074,424
425,229.1083,425
426,229.1214,426
427,229.1451,427
428,229.1807,428
429,230.013,429
430,230.1404,430
431,231.0155,431
432,231.0505,432
433,231.0867,433
434,231.1016,434
435,231.1395,435
436,231.1747,436
437,232.1195,437
438,232.9755,438
439,233.0123,439
440,233.0634,440
441,233.1552,441
442,235.0208,442
443,235.0383,443
444,235.0728,444
445,235.083,445
446,235.0969,446
447,235.1338,447
448,235.1709,448
449,235.2074,449
450,236.0241,450
451,236.0774,451
452,237.0396,452
453,237.0758,453
454,237.0918,454
455,237.1502,455
456,237.1857,456
457,237.2229,457
458,238.0592,458
459,238.0948,459
460,238.9777,460
461,239.017,461
462,240.086,462
463,240.109,463
464,240.1612,464
465,240.9926,465
466,241.0724,466
467,241.0865,467
468,241.1229,468
469,241.1447,469
470,241.1597,470
471,241.1804,471
472,241.2179,472
473,242.12,473
474,242.1415,474
475,242.1516,475
476,242.1766,476
477,242.9966,477
478,243.0511,478
479,243.0616,479
480,243.1032,480
481,243.1226,481
482,243.1353,482
483,243.1608,483
484,243.1973,484
485,244.0993,485
486,244.1288,486
487,244.1563,487
488,244.1668,488
489,245.1145,489
490,245.1396,490
491,245.1552,491
492,246.0071,492
493,246.1446,493
494,247.0612,494
495,247.0979,495
496,247.1094,496
497,247.1188,497
498,247.1346,498
499,247.1715,499
500,248.0246,500
501,248.0567,501
502,248.1661,502
503,248.2024,503
504,249.0056,504
505,249.0677,505
506,249.0986,506
507,249.1137,507
508,249.1505,508
509,249.1864,509
510,250.0859,510
511,251.0699,511
512,251.0791,512
513,251.0927,513
514,251.1145,514
515,251.1292,515
516,251.1656,516
517,251.2019,517
518,252.0436,518
519,253.1277,519
520,253.2181,520
521,254.0451,521
522,254.2489,522
523,255.1092,523
524,255.1612,524
525,256.1063,525
526,256.1556,526
527,256.1921,527
528,266.1194,528
529,269.1192,529
530,269.2129,530
531,271.0967,531
532,271.1928,532
533,277.1644,533
534,277.1816,534
535,277.2184,535
536,278.0828,536
537,278.104,537
538,278.125,538
539,278.1486,539
540,278.2483,540
541,279.0613,541
542,279.0641,542
543,279.0973,543
544,279.1255,544
545,279.1874,545
546,279.2335,546
547,280.1046,547
548,281.0447,548
549,281.0905,549
550,281.1752,550
551,282.1711,551
552,283.2291,552
553,284.1505,553
554,284.187,554
555,284.2248,555
556,285.1136,556
557,285.16,557
558,285.1713,558
559,285.2074,559
560,285.2237,560
561,285.2446,561
562,287.0868,562
563,287.0918,563
564,287.1475,564
565,287.1657,565
566,287.1865,566
567,287.2008,567
568,288.1246,568
569,289.048,569
570,289.07,570
571,289.0853,571
572,289.1105,572
573,289.1235,573
574,289.2184,574
575,289.2532,575
576,290.124,576
577,290.1757,577
578,291.021,578
579,291.0704,579
580,291.0981,580
581,291.1069,581
582,291.1241,582
583,291.1977,583
584,291.2327,584
585,292.1403,585
586,292.1563,586
587,292.1926,587
588,293.1043,588
589,293.1238,589
590,293.1408,590
591,293.2121,591
592,293.2492,592
593,294.153,593
594,294.9646,594
595,295.083,595
596,295.1183,596
597,295.1907,597
598,295.2282,598
599,295.2648,599
600,295.9569,600
601,297.0416,601
602,297.0994,602
603,297.1348,603
604,297.1698,604
605,297.1867,605
606,297.2225,606
607,297.2428,607
608,298.0681,608
609,299.1227,609
610,299.2026,610
611,299.2599,611
612,300.0393,612
613,300.0483,613
614,300.9952,614
615,301.0723,615
616,301.2018,616
617,301.2177,617
618,302.0989,618
619,302.1352,619
620,302.1866,620
621,303.1964,621
622,303.2339,622
623,305.0337,623
624,305.0796,624
625,305.1401,625
626,305.2133,626
627,305.2491,627
628,306.0269,628
629,306.1128,629
630,306.1597,630
631,307.1195,631
632,307.1566,632
633,307.1718,633
634,307.1918,634
635,307.2649,635
636,308.0779,636
637,308.0981,637
638,308.1247,638
639,309.0824,639
640,309.2237,640
641,309.2806,641
642,310.1231,642
643,311.1136,643
644,311.1692,644
645,311.224,645
646,311.2964,646
647,312.2555,647
648,313.0381,648
649,313.052,649
650,313.074,650
651,313.0941,651
652,313.166,652
653,313.1927,653
654,313.2376,654
655,314.0333,655
656,314.0774,656
657,314.1026,657
658,315.1458,658
659,315.1606,659
660,315.2543,660
661,316.1152,661
662,316.2122,662
663,317.0673,663
664,317.1756,664
665,317.2117,665
666,317.2273,666
667,318.0874,667
668,319.0093,668
669,319.0269,669
670,319.1196,670
671,320.063,671
672,320.0832,672
673,320.1132,673
674,320.1737,674
675,321.0622,675
676,321.1717,676
677,322.125,677
678,323.0244,678
679,323.0281,679
680,323.1281,680
681,323.1518,681
682,323.2231,682
683,323.2962,683
684,324.1301,684
685,324.1726,685
686,325.185,686
687,325.2031,687
688,325.2155,688
689,325.2384,689
690,325.3104,690
691,326.0885,691
692,326.125,692
693,326.1383,693
694,326.1497,694
695,326.234,695
696,327.0504,696
697,327.0729,697
698,327.0939,698
699,327.1089,699
700,327.1246,700
701,327.1458,701
702,327.1615,702
703,327.1812,703
704,327.2179,704
705,327.2337,705
706,327.2907,706
707,328.2135,707
708,329.1245,708
709,329.1399,709
710,329.1751,710
711,331.0828,711
712,331.1548,712
713,331.2489,713
714,331.2648,714
715,333.0284,715
716,333.0594,716
717,333.0973,717
718,333.162,718
719,333.1924,719
720,333.2063,720
721,333.243,721
722,334.1254,722
723,335.0601,723
724,335.0779,724
725,335.1157,725
726,335.2218,726
727,339.0834,727
728,339.1109,728
729,339.1251,729
730,339.1836,730
731,341.034,731
732,341.1241,732
733,341.1398,733
734,343.2851,734
735,345.0644,735
736,345.2101,736
737,345.2441,737
738,347.1852,738
739,349.0781,739
740,349.2393,740
741,350.0478,741
742,351.1244,742
743,351.2171,743
744,351.3276,744
745,352.1051,745
746,353.1752,746
747,353.2718,747
748,353.3434,748
749,354.2992,749
750,355.1262,750
751,355.1401,751
752,355.286,752
753,355.322,753
754,357.096,754
755,357.119,755
756,357.1347,756
757,357.2667,757
758,357.2818,758
759,357.3003,759
760,358.1647,760
761,359.1067,761
762,359.1874,762
763,359.2956,763
764,361.1673,764
765,364.0461,765
766,364.1553,766
767,365.0522,767
768,365.0964,768
769,365.14,769
770,365.1826,770
771,365.3433,771
772,366.1408,772
773,367.0482,773
774,367.1588,774
775,367.2129,775
776,369.0983,776
777,370.1673,777
778,371.0443,778
779,371.1512,779
780,371.3177,780
781,372.1971,781
782,373.0928,782
783,375.1314,783
784,375.1462,784
785,375.2178,785
786,375.2547,786
787,375.3277,787
788,376.0316,788
789,377.051,789
790,377.1043,790
791,377.1311,791
792,377.1949,792
793,377.2317,793
794,377.2699,794
795,377.3075,795
796,378.1521,796
797,378.2637,797
798,379.1623,798
799,379.2483,799
800,379.2852,800
801,379.3586,801
802,380.1569,802
803,381.0614,803
804,381.12,804
805,381.1374,805
806,381.155,806
807,381.242,807
808,381.2633,808
809,381.3745,809
810,382.1518,810
811,382.2363,811
812,383.076,812
813,383.152,813
814,383.1696,814
815,383.3172,815
816,383.3537,816
817,384.0957,817
818,385.259,818
819,385.3327,819
820,386.2112,820
821,387.0568,821
822,387.0843,822
823,387.3278,823
824,388.9445,824
825,389.0478,825
826,391.1254,826
827,391.1646,827
828,391.2272,828
829,391.2852,829
830,392.0414,830
831,392.9926,831
832,393.0978,832
833,393.1195,833
834,393.175,834
835,393.3746,835
836,394.037,836
837,394.0424,837
838,394.0772,838
839,395.0095,839
840,395.1121,840
841,395.2948,841
842,395.3903,842
843,396.0164,843
844,396.219,844
845,396.9888,845
846,397.0939,846
847,397.115,847
848,397.3696,848
849,398.1229,849
850,398.1715,850
851,399.2017,851
852,399.3137,852
853,399.3268,853
854,399.3487,854
855,400.1412,855
856,401.0884,856
857,401.125,857
858,401.1449,858
859,401.1811,859
860,401.217,860
861,401.2358,861
862,401.3431,862
863,402.0943,863
864,402.2077,864
865,403.1201,865
866,403.1412,866
867,403.2218,867
868,403.3589,868
869,405.0821,869
870,405.1342,870
871,405.2642,871
872,405.3029,872
873,406.2416,873
874,407.1498,874
875,409.0558,875
876,409.1516,876
877,411.3488,877
878,413.3276,878
879,415.1612,879
880,415.3235,880
881,415.3588,881
882,427.1977,882
883,427.3597,883
884,428.3178,884
885,429.1552,885
886,429.1913,886
887,431.0786,887
888,431.2197,888
889,431.3176,889
890,433.3336,890
891,435.1811,891
892,435.3481,892
893,435.4202,893
894,437.0918,894
895,437.2684,895
896,437.3276,896
897,439.1759,897
898,441.3584,898
899,443.1115,899
900,443.1719,900
901,443.1959,901
902,443.2089,902
903,443.3164,903
904,445.0684,904
905,445.3331,905
906,446.0861,906
907,447.31,907
908,447.3475,908
909,449.1095,909
910,449.3637,910
911,449.4372,911
912,451.2454,912
913,451.3434,913
914,452.2792,914
915,455.1726,915
916,455.3526,916
917,455.3751,917
918,456.1508,918
919,456.1773,919
920,456.2417,920
921,457.1718,921
922,459.3119,922
923,459.3258,923
924,461.3266,924
925,465.2496,925
926,471.1505,926
927,473.2198,927
928,474.2874,928
929,474.9698,929
930,475.234,930
931,477.1394,931
932,477.2629,932
933,477.284,933
934,479.3373,934
935,489.2142,935
936,489.2266,936
937,489.3591,937
938,491.1197,938
939,495.1159,939
940,496.163,940
941,497.0568,941
942,497.3842,942
943,497.4189,943
944,499.1293,944
945,499.1607,945
946,500.2795,946
947,501.1273,947
948,501.1774,948
949,502.2921,949
950,504.3101,950
951,505.1715,951
952,505.2449,952
953,505.2761,953
954,505.3554,954
955,506.3258,955
956,507.062,956
957,507.1153,957
958,507.2212,958
959,507.2417,959
960,507.3698,960
961,507.4791,961
962,507.5149,962
963,508.1679,963
964,508.3415,964
965,509.0576,965
966,509.1299,966
967,509.2185,967
968,509.4579,968
969,510.2535,969
970,511.1978,970
971,511.27,971
972,512.172,972
973,512.2696,973
974,513.2128,974
975,513.2511,975
976,513.2852,976
977,515.052,977
978,515.0834,978
979,515.2244,979
980,515.3012,980
981,515.3731,981
982,517.1699,982
983,517.2831,983
984,517.3154,984
985,517.3903,985
986,518.2875,986
987,518.3247,987
988,519.1889,988
989,519.3839,989
990,520.2551,990
991,520.3394,991
992,521.4962,992
993,522.3571,993
994,522.9499,994
995,523.2189,995
996,523.955,996
997,524.2793,997
998,525.3581,998
999,525.4521,999
1000,526.219,1000
1001,526.2936,1001
1002,528.3097,1002
1003,529.2796,1003
1004,529.463,1004
1005,530.0565,1005
1006,530.1974,1006
1007,533.2046,1007
1008,533.2742,1008
1009,533.3116,1009
1010,534.1995,1010
1011,535.1497,1011
1012,535.1753,1012
1013,535.2168,1013
1014,535.2922,1014
1015,535.3425,1015
1016,535.3624,1016
1017,536.5046,1017
1018,537.1601,1018
1019,537.4897,1019
1020,539.1048,1020
1021,539.4313,1021
1022,540.2857,1022
1023,541.1366,1023
1024,541.2653,1024
1025,543.1144,1025
1026,543.2602,1026
1027,543.333,1027
1028,543.9403,1028
1029,545.3466,1029
1030,545.3862,1030
1031,546.0522,1031
1032,547.415,1032
1033,549.1369,1033
1034,550.178,1034
1035,550.2445,1035
1036,551.2156,1036
1037,551.358,1037
1038,551.468,1038
1039,552.309,1039
1040,553.2298,1040
1041,553.447,1041
1042,553.4819,1042
1043,557.2779,1043
1044,559.2348,1044
1045,561.1247,1045
1046,561.1785,1046
1047,561.2552,1047
1048,562.2503,1048
1049,563.1045,1049
1050,563.3729,1050
1051,565.2832,1051
1052,565.405,1052
1053,565.5207,1053
1054,567.4213,1054
1055,567.4631,1055
1056,568.9869,1056
1057,571.2895,1057
1058,572.1324,1058
1059,573.3081,1059
1060,573.4529,1060
1061,575.3569,1061
1062,575.4679,1062
1063,577.376,1063
1064,577.4838,1064
1065,578.8878,1065
1066,579.305,1066
1067,579.4981,1067
1068,583.2562,1068
1069,585.3795,1069
1070,587.1959,1070
1071,588.1875,1071
1072,589.2824,1072
1073,591.1364,1073
1074,591.3519,1074
1075,595.4946,1075
1076,603.4282,1076
1077,605.15,1077
1078,605.2408,1078
1079,605.4782,1079
1080,607.2436,1080
1081,607.3831,1081
1082,609.2,1082
1083,609.2828,1083
1084,611.358,1084
1085,612.2221,1085
1086,619.2897,1086
1087,619.5477,1087
1088,621.1116,1088
1089,621.5452,1089
1090,622.2825,1090
1091,623.3122,1091
1092,623.5245,1092
1093,627.1573,1093
1094,629.0939,1094
1095,629.2617,1095
1096,629.3373,1096
1097,633.3986,1097
1098,637.1399,1098
1099,637.5768,1099
1100,638.165,1100
1101,641.1583,1101
1102,642.3271,1102
1103,644.3232,1103
1104,646.6147,1104
1105,647.5767,1105
1106,648.6321,1106
1107,658.446,1107
1108,659.4641,1108
1109,659.5757,1109
1110,661.3587,1110
1111,663.404,1111
1112,665.6096,1112
1113,669.1255,1113
1114,669.1676,1114
1115,671.4658,1115
1116,673.5912,1116
1117,674.5135,1117
1118,675.5445,1118
1119,678.437,1119
1120,679.2926,1120
1121,681.9155,1121
1122,685.4857,1122
1123,686.4751,1123
1124,688.4925,1124
1125,691.1024,1125
1126,691.3192,1126
1127,694.4815,1127
1128,700.5272,1128
1129,701.5601,1129
1130,703.3808,1130
1131,704.5246,1131
1132,705.3108,1132
1133,713.4189,1133
1134,714.5078,1134
1135,714.5453,1135
1136,715.3678,1136
1137,716.5227,1137
1138,717.3769,1138
1139,722.5122,1139
1140,723.193,1140
1141,723.4161,1141
1142,724.527,1142
1143,726.5449,1143
1144,729.5918,1144
1145,730.5994,1145
1146,732.555,1146
1147,742.5393,1147
1148,745.504,1148
1149,746.5126,1149
1150,748.5275,1150
1151,750.5444,1151
1152,753.6396,1152
1153,756.555,1153
1154,759.6492,1154
1155,759.6879,1155
1156,763.4266,1156
1157,764.522,1157
1158,765.4487,1158
1159,766.538,1159
1160,769.4719,1160
1161,770.4984,1161
1162,772.5301,1162
1163,774.5448,1163
1164,775.5485,1164
1165,776.5603,1165
1166,778.5743,1166
1167,779.5985,1167
1168,781.4764,1168
1169,782.5719,1169
1170,788.5227,1170
1171,791.4666,1171
1172,791.5825,1172
1173,798.6004,1173
1174,799.4538,1174
1175,802.6322,1175
1176,811.671,1176
1177,811.719,1177
1178,813.4653,1178
1179,815.6183,1179
1180,817.6513,1180
1181,820.5884,1181
1182,829.5734,1182
1183,833.2079,1183
1184,847.6611,1184
1185,848.5258,1185
1186,848.6542,1186
1187,850.4874,1187
1188,853.4935,1188
1189,860.5446,1189
1190,862.4354,1190
1191,866.4921,1191
1192,874.6552,1192
1193,882.4289,1193
1194,884.5451,1194
1195,892.607,1195
1196,898.53,1196
1197,900.1429,1197
1198,909.4483,1198
1199,911.4643,1199
1200,911.5024,1200
1201,912.1959,1201
1202,913.8222,1202
1203,925.4445,1203
1204,933.229,1204
1205,935.3622,1205
1206,941.5175,1206
1207,945.511,1207
1208,949.4302,1208
1209,949.7306,1209
1210,951.4787,1210
1211,953.4382,1211
1212,954.7159,1212
1213,955.4535,1213
1214,955.4694,1214
1215,955.4912,1215
1216,956.7311,1216
1217,959.5216,1217
1218,969.8263,1218
1219,971.4501,1219
1220,973.1898,1220
1221,981.791,1221
1222,989.1843,1222
1223,990.5222,1223
1224,997.4811,1224
