sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label
041 / water,41,20200110_Harm2_4GHz_0041.d,20200318222620921-2484716,ctrl_p01_c1,water,P001:041 seq1 control,water,Batch2_0110 DATA,water
042 / P1_Full_0008,42,20200110_Harm2_4GHz_0042.d,20200318222621973-2484717,20200110_Plate1_016,P1_Full_0008,P001:043 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0008
043 / P1_Full_0008,43,20200110_Harm2_4GHz_0043.d,20200318222623084-2484718,20200110_Plate1_016,P1_Full_0008,P001:044 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0008
044 / P1_Full_0008,44,20200110_Harm2_4GHz_0044.d,20200318222624149-2484719,20200110_Plate1_016,P1_Full_0008,P001:045 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0008
045 / water,45,20200110_Harm2_4GHz_0045.d,20200318222625287-2484720,ctrl_p01_c1,water,P001:046 seq1 control,water,Batch2_0110 DATA,water
046 / water,46,20200110_Harm2_4GHz_0046.d,20200318222626345-2484721,ctrl_p01_c2,water,P001:047 seq1 control,water,Batch2_0110 DATA,water
047 / P1_SRM_0008,47,20200110_Harm2_4GHz_0047.d,20200318222627457-2484722,20200110_Plate1_04,P1_SRM_0008,P001:048 seq1,srm,Batch2_0110 DATA,P1_SRM_0008
048 / P1_SRM_0008,48,20200110_Harm2_4GHz_0048.d,20200318222628623-2484723,20200110_Plate1_04,P1_SRM_0008,P001:049 seq1,srm,Batch2_0110 DATA,P1_SRM_0008
049 / P1_SRM_0008,49,20200110_Harm2_4GHz_0049.d,20200318222629837-2484724,20200110_Plate1_04,P1_SRM_0008,P001:050 seq1,srm,Batch2_0110 DATA,P1_SRM_0008
050 / water,50,20200110_Harm2_4GHz_0050.d,20200318222631259-2484725,ctrl_p01_c1,water,P001:051 seq1 control,water,Batch2_0110 DATA,water
051 / water,51,20200110_Harm2_4GHz_0051.d,20200318222632293-2484726,ctrl_p01_c2,water,P001:052 seq1 control,water,Batch2_0110 DATA,water
052 / P1_Full_0512,52,20200110_Harm2_4GHz_0052.d,20200318222633290-2484727,20200110_Plate1_022,P1_Full_0512,P001:053 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0512
053 / P1_Full_0512,53,20200110_Harm2_4GHz_0053.d,20200318222634286-2484728,20200110_Plate1_022,P1_Full_0512,P001:054 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0512
054 / P1_Full_0512,54,20200110_Harm2_4GHz_0054.d,20200318222635311-2484729,20200110_Plate1_022,P1_Full_0512,P001:055 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0512
055 / water,55,20200110_Harm2_4GHz_0055.d,20200318222636296-2484730,ctrl_p01_c1,water,P001:056 seq1 control,water,Batch2_0110 DATA,water
056 / P1_Bio_0128,56,20200110_Harm2_4GHz_0056.d,20200318222637359-2484731,20200110_Plate1_032,P1_Bio_0128,P001:058 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0128
057 / P1_Bio_0128,57,20200110_Harm2_4GHz_0057.d,20200318222638434-2484732,20200110_Plate1_032,P1_Bio_0128,P001:059 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0128
058 / P1_Bio_0128,58,20200110_Harm2_4GHz_0058.d,20200318222639470-2484733,20200110_Plate1_032,P1_Bio_0128,P001:060 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0128
059 / water,59,20200110_Harm2_4GHz_0059.d,20200318222640497-2484734,ctrl_p01_c1,water,P001:061 seq1 control,water,Batch2_0110 DATA,water
060 / water,60,20200110_Harm2_4GHz_0060.d,20200318222641543-2484735,ctrl_p01_c2,water,P001:062 seq1 control,water,Batch2_0110 DATA,water
061 / P1_AA_0032,61,20200110_Harm2_4GHz_0061.d,20200318222642616-2484736,20200110_Plate1_042,P1_AA_0032,P001:063 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0032
062 / P1_AA_0032,62,20200110_Harm2_4GHz_0062.d,20200318222643600-2484737,20200110_Plate1_042,P1_AA_0032,P001:064 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0032
063 / P1_AA_0032,63,20200110_Harm2_4GHz_0063.d,20200318222644582-2484738,20200110_Plate1_042,P1_AA_0032,P001:065 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0032
064 / water,64,20200110_Harm2_4GHz_0064.d,20200318222645617-2484739,ctrl_p01_c1,water,P001:066 seq1 control,water,Batch2_0110 DATA,water
065 / water,65,20200110_Harm2_4GHz_0065.d,20200318222646583-2484740,ctrl_p01_c2,water,P001:067 seq1 control,water,Batch2_0110 DATA,water
066 / P1_SRM_0016,66,20200110_Harm2_4GHz_0066.d,20200318222647716-2484741,20200110_Plate1_05,P1_SRM_0016,P001:068 seq1,srm,Batch2_0110 DATA,P1_SRM_0016
067 / P1_SRM_0016,67,20200110_Harm2_4GHz_0067.d,20200318222648812-2484742,20200110_Plate1_05,P1_SRM_0016,P001:069 seq1,srm,Batch2_0110 DATA,P1_SRM_0016
068 / P1_SRM_0016,68,20200110_Harm2_4GHz_0068.d,20200318222649981-2484743,20200110_Plate1_05,P1_SRM_0016,P001:070 seq1,srm,Batch2_0110 DATA,P1_SRM_0016
069 / water,69,20200110_Harm2_4GHz_0069.d,20200318222651170-2484744,ctrl_p01_c1,water,P001:071 seq1 control,water,Batch2_0110 DATA,water
070 / water,70,20200110_Harm2_4GHz_0070.d,20200318222652292-2484745,ctrl_p01_c2,water,P001:072 seq1 control,water,Batch2_0110 DATA,water
071 / P1_AA_0008,71,20200110_Harm2_4GHz_0071.d,20200318222653286-2484746,20200110_Plate1_040,P1_AA_0008,P001:073 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0008
072 / P1_AA_0008,72,20200110_Harm2_4GHz_0072.d,20200318222654363-2484747,20200110_Plate1_040,P1_AA_0008,P001:074 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0008
073 / P1_AA_0008,73,20200110_Harm2_4GHz_0073.d,20200318222655408-2484748,20200110_Plate1_040,P1_AA_0008,P001:075 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0008
074 / water,74,20200110_Harm2_4GHz_0074.d,20200318222656461-2484749,ctrl_p01_c1,water,P001:076 seq1 control,water,Batch2_0110 DATA,water
075 / water,75,20200110_Harm2_4GHz_0075.d,20200318222657497-2484750,ctrl_p01_c2,water,P001:077 seq1 control,water,Batch2_0110 DATA,water
076 / P1_PP_2048,76,20200110_Harm2_4GHz_0076.d,20200318222658511-2484751,20200110_Plate1_072,P1_PP_2048,P001:078 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_2048
077 / P1_PP_2048,77,20200110_Harm2_4GHz_0077.d,20200318222659519-2484752,20200110_Plate1_072,P1_PP_2048,P001:079 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_2048
078 / P1_PP_2048,78,20200110_Harm2_4GHz_0078.d,20200318222700583-2484753,20200110_Plate1_072,P1_PP_2048,P001:080 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_2048
079 / P1_PP_0064,79,20200110_Harm2_4GHz_0079.d,20200318222701575-2484754,20200110_Plate1_067,P1_PP_0064,P001:083 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0064
080 / P1_PP_0064,80,20200110_Harm2_4GHz_0080.d,20200318222702563-2484755,20200110_Plate1_067,P1_PP_0064,P001:084 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0064
081 / P1_PP_0064,81,20200110_Harm2_4GHz_0081.d,20200318222703632-2484756,20200110_Plate1_067,P1_PP_0064,P001:085 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0064
082 / water,82,20200110_Harm2_4GHz_0082.d,20200318222704635-2484757,ctrl_p01_c1,water,P001:086 seq1 control,water,Batch2_0110 DATA,water
083 / water,83,20200110_Harm2_4GHz_0083.d,20200318222705646-2484758,ctrl_p01_c2,water,P001:087 seq1 control,water,Batch2_0110 DATA,water
084 / P1_PP_0512,84,20200110_Harm2_4GHz_0084.d,20200318222706676-2484759,20200110_Plate1_070,P1_PP_0512,P001:088 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0512
085 / P1_PP_0512,85,20200110_Harm2_4GHz_0085.d,20200318222707761-2484760,20200110_Plate1_070,P1_PP_0512,P001:089 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0512
086 / P1_PP_0512,86,20200110_Harm2_4GHz_0086.d,20200318222708832-2484761,20200110_Plate1_070,P1_PP_0512,P001:090 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0512
087 / P1_Bio_0004,87,20200110_Harm2_4GHz_0087.d,20200318222709853-2484762,20200110_Plate1_027,P1_Bio_0004,P001:093 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0004
088 / P1_Bio_0004,88,20200110_Harm2_4GHz_0088.d,20200318222711178-2484763,20200110_Plate1_027,P1_Bio_0004,P001:094 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0004
089 / P1_Bio_0004,89,20200110_Harm2_4GHz_0089.d,20200318222712401-2484764,20200110_Plate1_027,P1_Bio_0004,P001:095 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0004
090 / water,90,20200110_Harm2_4GHz_0090.d,20200318222713668-2484765,ctrl_p01_c1,water,P001:096 seq1 control,water,Batch2_0110 DATA,water
091 / water,91,20200110_Harm2_4GHz_0091.d,20200318222714728-2484766,ctrl_p01_c2,water,P001:097 seq1 control,water,Batch2_0110 DATA,water
092 / P1_SRM_0004,92,20200110_Harm2_4GHz_0092.d,20200318222715777-2484767,20200110_Plate1_03,P1_SRM_0004,P001:098 seq1,srm,Batch2_0110 DATA,P1_SRM_0004
093 / P1_SRM_0004,93,20200110_Harm2_4GHz_0093.d,20200318222717012-2484768,20200110_Plate1_03,P1_SRM_0004,P001:099 seq1,srm,Batch2_0110 DATA,P1_SRM_0004
094 / P1_SRM_0004,94,20200110_Harm2_4GHz_0094.d,20200318222718215-2484769,20200110_Plate1_03,P1_SRM_0004,P001:100 seq1,srm,Batch2_0110 DATA,P1_SRM_0004
095 / water,95,20200110_Harm2_4GHz_0095.d,20200318222719349-2484770,ctrl_p01_c1,water,P001:101 seq1 control,water,Batch2_0110 DATA,water
096 / water,96,20200110_Harm2_4GHz_0096.d,20200318222720402-2484771,ctrl_p01_c2,water,P001:102 seq1 control,water,Batch2_0110 DATA,water
097 / P1_SRM_0032,97,20200110_Harm2_4GHz_0097.d,20200318222721399-2484772,20200110_Plate1_06,P1_SRM_0032,P001:103 seq1,srm,Batch2_0110 DATA,P1_SRM_0032
098 / P1_SRM_0032,98,20200110_Harm2_4GHz_0098.d,20200318222722509-2484773,20200110_Plate1_06,P1_SRM_0032,P001:104 seq1,srm,Batch2_0110 DATA,P1_SRM_0032
099 / P1_SRM_0032,99,20200110_Harm2_4GHz_0099.d,20200318222723568-2484774,20200110_Plate1_06,P1_SRM_0032,P001:105 seq1,srm,Batch2_0110 DATA,P1_SRM_0032
100 / water,100,20200110_Harm2_4GHz_0100.d,20200318222724604-2484775,ctrl_p01_c1,water,P001:106 seq1 control,water,Batch2_0110 DATA,water
101 / water,101,20200110_Harm2_4GHz_0101.d,20200318222725628-2484776,ctrl_p01_c2,water,P001:107 seq1 control,water,Batch2_0110 DATA,water
102 / P1_Full_0064,102,20200110_Harm2_4GHz_0102.d,20200318222726684-2484777,20200110_Plate1_019,P1_Full_0064,P001:108 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0064
103 / P1_Full_0064,103,20200110_Harm2_4GHz_0103.d,20200318222727737-2484778,20200110_Plate1_019,P1_Full_0064,P001:109 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0064
104 / P1_Full_0064,104,20200110_Harm2_4GHz_0104.d,20200318222728781-2484779,20200110_Plate1_019,P1_Full_0064,P001:110 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0064
105 / water,105,20200110_Harm2_4GHz_0105.d,20200318222729850-2484780,ctrl_p01_c1,water,P001:111 seq1 control,water,Batch2_0110 DATA,water
106 / water,106,20200110_Harm2_4GHz_0106.d,20200318222730923-2484781,ctrl_p01_c2,water,P001:112 seq1 control,water,Batch2_0110 DATA,water
107 / P1_AA_0002,107,20200110_Harm2_4GHz_0107.d,20200318222731947-2484782,20200110_Plate1_038,P1_AA_0002,P001:113 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0002
108 / P1_AA_0002,108,20200110_Harm2_4GHz_0108.d,20200318222733000-2484783,20200110_Plate1_038,P1_AA_0002,P001:114 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0002
109 / P1_AA_0002,109,20200110_Harm2_4GHz_0109.d,20200318222734087-2484784,20200110_Plate1_038,P1_AA_0002,P001:115 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0002
110 / water,110,20200110_Harm2_4GHz_0110.d,20200318222735168-2484785,ctrl_p01_c1,water,P001:116 seq1 control,water,Batch2_0110 DATA,water
111 / water,111,20200110_Harm2_4GHz_0111.d,20200318222736212-2484786,ctrl_p01_c2,water,P001:117 seq1 control,water,Batch2_0110 DATA,water
112 / P1_PP_0128,112,20200110_Harm2_4GHz_0112.d,20200318222737249-2484787,20200110_Plate1_068,P1_PP_0128,P001:118 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0128
113 / P1_PP_0128,113,20200110_Harm2_4GHz_0113.d,20200318222738237-2484788,20200110_Plate1_068,P1_PP_0128,P001:119 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0128
114 / P1_PP_0128,114,20200110_Harm2_4GHz_0114.d,20200318222739251-2484789,20200110_Plate1_068,P1_PP_0128,P001:120 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0128
115 / water,115,20200110_Harm2_4GHz_0115.d,20200318222740294-2484790,ctrl_p01_c1,water,P001:121 seq1 control,water,Batch2_0110 DATA,water
116 / P1_FA_0008,116,20200110_Harm2_4GHz_0116.d,20200318222741335-2484791,20200110_Plate1_052,P1_FA_0008,P001:123 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0008
117 / P1_FA_0008,117,20200110_Harm2_4GHz_0117.d,20200318222742367-2484792,20200110_Plate1_052,P1_FA_0008,P001:124 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0008
118 / P1_FA_0008,118,20200110_Harm2_4GHz_0118.d,20200318222743394-2484793,20200110_Plate1_052,P1_FA_0008,P001:125 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0008
119 / water,119,20200110_Harm2_4GHz_0119.d,20200318222744423-2484794,ctrl_p01_c1,water,P001:126 seq1 control,water,Batch2_0110 DATA,water
120 / water,120,20200110_Harm2_4GHz_0120.d,20200318222745400-2484795,ctrl_p01_c2,water,P001:127 seq1 control,water,Batch2_0110 DATA,water
121 / P1_Full_0001,121,20200110_Harm2_4GHz_0121.d,20200318222746445-2484796,20200110_Plate1_013,P1_Full_0001,P001:128 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0001
122 / P1_Full_0001,122,20200110_Harm2_4GHz_0122.d,20200318222747587-2484797,20200110_Plate1_013,P1_Full_0001,P001:129 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0001
123 / P1_Full_0001,123,20200110_Harm2_4GHz_0123.d,20200318222748602-2484798,20200110_Plate1_013,P1_Full_0001,P001:130 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0001
124 / water,124,20200110_Harm2_4GHz_0124.d,20200318222749727-2484799,ctrl_p01_c1,water,P001:131 seq1 control,water,Batch2_0110 DATA,water
125 / water,125,20200110_Harm2_4GHz_0125.d,20200318222750806-2484800,ctrl_p01_c2,water,P001:132 seq1 control,water,Batch2_0110 DATA,water
126 / P1_PP_0001,126,20200110_Harm2_4GHz_0126.d,20200318222751827-2484801,20200110_Plate1_061,P1_PP_0001,P001:133 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0001
127 / P1_PP_0001,127,20200110_Harm2_4GHz_0127.d,20200318222752843-2484802,20200110_Plate1_061,P1_PP_0001,P001:134 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0001
128 / P1_PP_0001,128,20200110_Harm2_4GHz_0128.d,20200318222753915-2484803,20200110_Plate1_061,P1_PP_0001,P001:135 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0001
129 / water,129,20200110_Harm2_4GHz_0129.d,20200318222754938-2484804,ctrl_p01_c1,water,P001:136 seq1 control,water,Batch2_0110 DATA,water
130 / water,130,20200110_Harm2_4GHz_0130.d,20200318222755997-2484805,ctrl_p01_c2,water,P001:137 seq1 control,water,Batch2_0110 DATA,water
131 / P1_Bio_0008,131,20200110_Harm2_4GHz_0131.d,20200318222757122-2484806,20200110_Plate1_028,P1_Bio_0008,P001:138 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0008
132 / P1_Bio_0008,132,20200110_Harm2_4GHz_0132.d,20200318222758367-2484807,20200110_Plate1_028,P1_Bio_0008,P001:139 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0008
133 / P1_Bio_0008,133,20200110_Harm2_4GHz_0133.d,20200318222759677-2484808,20200110_Plate1_028,P1_Bio_0008,P001:140 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0008
134 / water,134,20200110_Harm2_4GHz_0134.d,20200318222800894-2484809,ctrl_p01_c1,water,P001:141 seq1 control,water,Batch2_0110 DATA,water
135 / water,135,20200110_Harm2_4GHz_0135.d,20200318222802059-2484810,ctrl_p01_c2,water,P001:142 seq1 control,water,Batch2_0110 DATA,water
136 / P1_AA_0064,136,20200110_Harm2_4GHz_0136.d,20200318222803061-2484811,20200110_Plate1_043,P1_AA_0064,P001:143 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0064
137 / P1_AA_0064,137,20200110_Harm2_4GHz_0137.d,20200318222804112-2484812,20200110_Plate1_043,P1_AA_0064,P001:144 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0064
138 / P1_AA_0064,138,20200110_Harm2_4GHz_0138.d,20200318222805188-2484813,20200110_Plate1_043,P1_AA_0064,P001:145 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0064
139 / water,139,20200110_Harm2_4GHz_0139.d,20200318222806222-2484814,ctrl_p01_c1,water,P001:146 seq1 control,water,Batch2_0110 DATA,water
140 / water,140,20200110_Harm2_4GHz_0140.d,20200318222807301-2484815,ctrl_p01_c2,water,P001:147 seq1 control,water,Batch2_0110 DATA,water
141 / P1_Full_0004,141,20200110_Harm2_4GHz_0141.d,20200318222808348-2484816,20200110_Plate1_015,P1_Full_0004,P001:148 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0004
142 / P1_Full_0004,142,20200110_Harm2_4GHz_0142.d,20200318222809413-2484817,20200110_Plate1_015,P1_Full_0004,P001:149 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0004
143 / P1_Full_0004,143,20200110_Harm2_4GHz_0143.d,20200318222810516-2484818,20200110_Plate1_015,P1_Full_0004,P001:150 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0004
144 / water,144,20200110_Harm2_4GHz_0144.d,20200318222811515-2484819,ctrl_p01_c1,water,P001:151 seq1 control,water,Batch2_0110 DATA,water
145 / water,145,20200110_Harm2_4GHz_0145.d,20200318222812448-2484820,ctrl_p01_c2,water,P001:152 seq1 control,water,Batch2_0110 DATA,water
146 / P1_FA_0512,146,20200110_Harm2_4GHz_0146.d,20200318222813479-2484821,20200110_Plate1_058,P1_FA_0512,P001:153 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0512
147 / P1_FA_0512,147,20200110_Harm2_4GHz_0147.d,20200318222814603-2484822,20200110_Plate1_058,P1_FA_0512,P001:154 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0512
148 / P1_FA_0512,148,20200110_Harm2_4GHz_0148.d,20200318222815641-2484823,20200110_Plate1_058,P1_FA_0512,P001:155 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0512
149 / P1_Full_0032,149,20200110_Harm2_4GHz_0149.d,20200318222816696-2484824,20200110_Plate1_018,P1_Full_0032,P001:158 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0032
