ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,label (bona fide),HMDB ids,KEGG ids,other ids
20,79.95740889134156,17544.81485051483,-4.589134157129138e-05,HO3S,-H(-),Hydrogen sulfite,HMDB0001033; HMDB01033; HMDB03008,C11481,CHEBI:17137
21,80.96282628253658,15304.937010071935,-0.0005218825365886914,ClHNO2,-H(-),nitryl chloride,HMDB0062505; HMDB62505,,
22,81.04591779239422,649.6587471232418,-9.629239421826696e-05,C4H6N2,-H(-),Fomepizole,HMDB0015344; HMDB15344,C07837,CHEBI:5141
23,83.02491031300512,436.45255434961115,0.00017578699487330596,C3H4N2O,-H(-),Imidazolone,HMDB0004363; HMDB04363,C06195,CHEBI:51023
24,83.05037664398483,2287.622278881519,-0.00013854398483204022,C5H8O,-H(-),Methyl propenyl ketone,HMDB0001184; HMDB0012157; HMDB0031407; HMDB0031512; HMDB0031530; HMDB0031601; HMDB0031606; HMDB0031607; HMDB0032458; HMDB0037788; HMDB0040584; HMDB01184; HMDB12157; HMDB31407; HMDB31512; HMDB31530; HMDB31601; HMDB31606; HMDB31607; HMDB32458; HMDB37788; HMDB40584,C00557; C07330,; CHEBI:15825; CHEBI:16486; CHEBI:51678; CHEBI:51679; CHEBI:87508; CHEBI:88419
25,84.04555549416744,1306.4393517501665,-6.839416744242044e-05,C4H7NO,-H(-),Acetone cyanohydrin,HMDB0002039; HMDB0060427; HMDB02039; HMDB60427,C11118,; CHEBI:15348; CHEBI:36592
26,84.08191842378524,382.0136660129105,-4.592378525103413e-05,C5H11N,-H(-),Piperidine,HMDB0034301; HMDB34301,C01746,CHEBI:18049
27,85.02947572459898,14305.986559280576,2.6975401013373812e-05,C4H6O2,-H(-),Succinic aldehyde,HMDB0000549; HMDB0002523; HMDB0003407; HMDB0010720; HMDB0031209; HMDB0033977; HMDB0034439; HMDB00549; HMDB02523; HMDB03407; HMDB10720; HMDB31209; HMDB33977; HMDB34439,C00741; C01770; C01771; C19309; C19443,; CHEBI:16583; CHEBI:36253; CHEBI:41131; CHEBI:42639; CHEBI:46916
28,86.02489684480734,1295.5752461318114,-0.00014514480734817425,C3H5NO2,-H(-),Dehydroalanine,HMDB0003609; HMDB0039426; HMDB03609; HMDB06356; HMDB39426,C02218,; CHEBI:17123
29,87.00846182038198,7749.285943027198,0.0003054796180208541,C3H4O3,-H(-),Pyruvate,HMDB0000243; HMDB0011111; HMDB00243; HMDB0040261; HMDB0062676; HMDB11111; HMDB11666; HMDB40261; HMDB62676,C00022; C00222,; CHEBI:17960; CHEBI:32816; CHEBI:86354
30,88.04039795064432,15191.439689971976,3.749355670379373e-06,C3H7NO2,-H(-),Alanine,HMDB0000056; HMDB0000161; HMDB0000271; HMDB0001310; HMDB00056; HMDB00161; HMDB00271; HMDB0031219; HMDB0062251; HMDB01310; HMDB31219; HMDB62251,C00041; C00099; C00133; C00213; C01401; C01537,CHEBI:15570; CHEBI:15611; CHEBI:16449; CHEBI:16958; CHEBI:16977; CHEBI:17967
31,89.02424555840807,55647.89998801601,0.0001717415919273435,C3H6O3,-H(-),Lactate,HMDB0000190; HMDB0000700; HMDB0001051; HMDB0001311; HMDB0001882; HMDB00171; HMDB00190; HMDB0029580; HMDB0031232; HMDB0041929; HMDB0062492; HMDB00700; HMDB01051; HMDB01311; HMDB0144295; HMDB01882; HMDB03328; HMDB29580; HMDB31232; HMDB41929; HMDB62492,C00184; C00186; C00256; C01013; C02154,; CHEBI:132098; CHEBI:16016; CHEBI:33404; CHEBI:341; CHEBI:36596; CHEBI:422; CHEBI:50849; CHEBI:5445
32,89.04295739218719,4152.91297942079,8.680781280645533e-05,C4H10S,-H(-),2-Methyl-1-propanethiol,HMDB0031245; HMDB0031322; HMDB0031666; HMDB0040576; HMDB0061871; HMDB31245; HMDB31322; HMDB31666; HMDB40576; HMDB61871,C02272,; CHEBI:27710
33,90.01893983433757,1170.3618790677679,0.0007264656624244026,C2H5NO3,-H(-),(hydroxymethyl)carbamic acid,HMDB0143414,,
34,91.0553279338899,4153.235747694398,-4.433889898791676e-06,C7H8,-H(-),Toluene,HMDB0034168; HMDB34168,C01455,CHEBI:17578
35,92.05049317176622,1974.0469916440322,7.932823378098419e-05,C6H7N,-H(-),Aniline,HMDB0003012; HMDB0061887; HMDB0061888; HMDB03012; HMDB61887; HMDB61888,C00292; C14447,; CHEBI:17296; CHEBI:39922; CHEBI:50415
36,93.04596868084974,42662.76802872413,-0.00014718084975129386,C5H6N2,-H(-),Methylpyrazine,HMDB0033112; HMDB33112,,
36,93.04596868084974,42662.76802872413,0.0009956191502453748,C2H6N2O,.F(-),Acetylhydrazine,HMDB0031419; HMDB0060428; HMDB0062472; HMDB31419; HMDB60428; HMDB62472,C07447; C14704,; CHEBI:2422; CHEBI:35807; CHEBI:42843
37,94.02984096628721,10296.15213896302,-3.866287215714692e-06,C5H5NO,-H(-),Hydroxypyridine,HMDB0013751; HMDB0036057; HMDB13751; HMDB36057,C02502,; CHEBI:16540; CHEBI:59978
38,94.98074621955425,330019.02487769787,-0.0001378195542542926,H4O4Si,-H(-),Silicic acid,HMDB0031436; HMDB31436,,; CHEBI:26675
39,95.01370661654137,10232.820916875004,0.00014608345863109662,C5H4O2,-H(-),Furfural,HMDB0032914; HMDB0060503; HMDB32914; HMDB60503,C14279,; CHEBI:28906
40,95.05032016058512,3410.163625763828,-8.206058511461833e-05,C6H8O,-H(-),Cyclohexenone,HMDB0031545; HMDB0031546; HMDB0032965; HMDB0033182; HMDB0034729; HMDB0040587; HMDB0040588; HMDB31545; HMDB31546; HMDB32965; HMDB33182; HMDB34729; HMDB40587; HMDB40588,,
41,96.96938132346327,557104.9730660971,0.00023707653672033757,H3O4P,-H(-),Phosphoric acid,HMDB0002142; HMDB02142,C00009,CHEBI:26078
42,97.0650586183969,9778.169737561262,0.0008294816030911534,C6H10O,-H(-),Cyclohexanone,HMDB0003315; HMDB0030332; HMDB0031196; HMDB0031496; HMDB0031497; HMDB0031498; HMDB0031563; HMDB0031564; HMDB0033549; HMDB0033714; HMDB0035239; HMDB0040264; HMDB0040271; HMDB03315; HMDB30332; HMDB31196; HMDB31496; HMDB31497; HMDB31498; HMDB31563; HMDB31564; HMDB33549; HMDB33714; HMDB35239; HMDB40264; HMDB40271,C00414; C08497; C16310,; CHEBI:17854; CHEBI:18554; CHEBI:20030
43,98.02473853478496,5960.482048633094,1.3165215037247435e-05,C4H5NO2,-H(-),Succinimide,HMDB0030276; HMDB30276,,
44,99.04534284916194,21565.688648832078,-0.00019014916193782483,C5H8O2,-H(-),Valerolactone,HMDB0000509; HMDB0001470; HMDB0001862; HMDB0002167; HMDB0029599; HMDB0029608; HMDB0031178; HMDB0031598; HMDB0031602; HMDB0031648; HMDB0032351; HMDB0032385; HMDB0032459; HMDB0033840; HMDB0033978; HMDB00509; HMDB0130837; HMDB0132474; HMDB01470; HMDB0170858; HMDB01862; HMDB02167; HMDB29599; HMDB29608; HMDB31178; HMDB31598; HMDB31602; HMDB31648; HMDB32351; HMDB32385; HMDB32459; HMDB33840; HMDB33978,C08279; C12518; C14527; C15499; C19238,; CHEBI:14750; CHEBI:34840; CHEBI:35936; CHEBI:36431; CHEBI:37127; CHEBI:38366; CHEBI:48569; CHEBI:52774; CHEBI:64276; CHEBI:84978; CHEBI:9592
45,100.02263640240947,3580.4705900512877,6.797590529572517e-06,C4H7NS,-H(-),"4,5-Dihydro-2-methylthiazole",HMDB0029555; HMDB29555,,
46,100.0405082130569,6886.978153168561,-0.00010651305689179935,C4H7NO2,-H(-),Homoserine lactone,HMDB0029387; HMDB0029615; HMDB0036458; HMDB29387; HMDB29615; HMDB36458,C01234; C02926,; CHEBI:17289; CHEBI:18053; CHEBI:38108
47,101.02455288731228,39765.548057553984,-0.00013558731228613397,C4H6O3,-H(-),Oxobutanoic acid,HMDB0000005; HMDB0000060; HMDB00005; HMDB0001172; HMDB0001259; HMDB0002217; HMDB0003381; HMDB00060; HMDB0031646; HMDB01172; HMDB01259; HMDB02217; HMDB03381; HMDB06544; HMDB31646,C00109; C00164; C00232; C00349; C06002,; CHEBI:15344; CHEBI:16256; CHEBI:16265; CHEBI:27821; CHEBI:30831; CHEBI:36610; CHEBI:553775
48,101.04316437986918,6889.198037369604,-0.00012017986918522183,C5H10S,-H(-),3-Methyl-2-butene-1-thiol,HMDB0031529; HMDB0038892; HMDB0039771; HMDB0040347; HMDB31529; HMDB38892; HMDB39771; HMDB40347,,
49,101.04874726328758,5025.221219723471,-0.0005205632875799893,C4H8NO2,-H(-),3-Aminobutyrate,HMDB0094693; HMDB94693,,; CHEBI:87997
50,101.06102486948248,11877.212525035968,-0.0002221694824839915,C5H10O2,-H(-),Pentanoic acid,HMDB0000718; HMDB0000892; HMDB0002176; HMDB0030058; HMDB0031175; HMDB0031241; HMDB0031247; HMDB0031516; HMDB0032263; HMDB0033742; HMDB0033890; HMDB0034237; HMDB0039799; HMDB0040575; HMDB0041992; HMDB0059678; HMDB00718; HMDB00892; HMDB02176; HMDB30058; HMDB31175; HMDB31241; HMDB31247; HMDB31516; HMDB32263; HMDB33742; HMDB33890; HMDB34237; HMDB39799; HMDB40575; HMDB41992; HMDB59678,C00803; C08262; C18319,; CHEBI:1132558; CHEBI:137944; CHEBI:167460; CHEBI:17418; CHEBI:28484; CHEBI:32026; CHEBI:37070; CHEBI:38655; CHEBI:40116; CHEBI:45133; CHEBI:88514
51,102.03832235711168,2597.561597372696,-2.9157111683275616e-05,C4H9NS,-H(-),(±)-2-Methylthiazolidine,HMDB0031682; HMDB31682,,
52,102.0560946217517,90788.46743237403,-4.2921751699509514e-05,C4H9NO2,-H(-),Aminobutanoic acid (ABA),HMDB0000112; HMDB0000452; HMDB0000650; HMDB0002166; HMDB0002299; HMDB0003911; HMDB00112; HMDB0031329; HMDB0031654; HMDB0038394; HMDB0041945; HMDB00452; HMDB00485; HMDB00581; HMDB00650; HMDB0094692; HMDB02166; HMDB02299; HMDB03911; HMDB05815; HMDB31329; HMDB31654; HMDB38394; HMDB41945; HMDB94692,C00334; C01205; C02261; C02356; C03284; C05145; C11735,; CHEBI:15620; CHEBI:16320; CHEBI:16865; CHEBI:17519; CHEBI:27389; CHEBI:28797; CHEBI:33094; CHEBI:35619; CHEBI:37081
53,103.02225786661771,4504.469554576495,5.093338229755773e-05,C4H8OS,-H(-),S-Ethyl thioacetate,HMDB0031190; HMDB0031192; HMDB0031857; HMDB0031982; HMDB0040170; HMDB0041015; HMDB0112254; HMDB31190; HMDB31192; HMDB31857; HMDB31982; HMDB40170; HMDB41015,,; CHEBI:49017
54,103.03988693335211,46001.76389001293,0.0001803666478821242,C4H8O3,-H(-),Hydroxybutanoic acid,HMDB0000008; HMDB0000011; HMDB0000023; HMDB0000336; HMDB0000357; HMDB0000442; HMDB0000710; HMDB0000729; HMDB00008; HMDB00011; HMDB00023; HMDB0031212; HMDB00336; HMDB00357; HMDB00435; HMDB00442; HMDB0059748; HMDB00710; HMDB00729; HMDB00758; HMDB0126088; HMDB11597; HMDB31212; HMDB59748,C00989; C01089; C03197; C05984; C06001,; CHEBI:1148; CHEBI:17066; CHEBI:17290; CHEBI:20067; CHEBI:30830; CHEBI:37373; CHEBI:50129; CHEBI:741468
55,104.03550640759879,64308.01063820291,-0.00019010759879733996,C3H7NO3,-H(-),Serine,HMDB0000187; HMDB0003406; HMDB00187; HMDB00589; HMDB0062263; HMDB03406; HMDB62263,C00065; C00716; C00740,CHEBI:16523; CHEBI:17115; CHEBI:17822
56,105.01951170193328,12766.765633555537,-0.00017980193328526184,C3H6O4,-H(-),D-Glyceric acid,HMDB0000139; HMDB0006372; HMDB00139; HMDB0031818; HMDB06372; HMDB31818,C00258,; CHEBI:32398; CHEBI:33508; CHEBI:74324
57,105.03805132535223,10178.581731889899,-9.252535222969982e-05,C4H10OS,-H(-),3-(Methylthio)-1-propanol,HMDB0031716; HMDB0040185; HMDB0041475; HMDB31716; HMDB40185; HMDB41475,,; CHEBI:49019
58,105.07104338456557,987.4331678807539,-6.988456557621703e-05,C8H10,-H(-),m-Xylene,HMDB0059810; HMDB0059851; HMDB0059905; HMDB0059924; HMDB59810; HMDB59851; HMDB59905; HMDB59924,C06756; C07111; C07208; C07212,CHEBI:16101; CHEBI:27417; CHEBI:28063; CHEBI:28488
59,107.0502521659735,85303.72561791356,-1.4065973502397355e-05,C7H8O,-H(-),Benzyl alcohol,HMDB0001858; HMDB0002048; HMDB0002055; HMDB0003119; HMDB0033895; HMDB01858; HMDB02048; HMDB02055; HMDB03119; HMDB13762; HMDB33895,C00556; C01403; C01467; C01468; C01542,CHEBI:16579; CHEBI:17231; CHEBI:17847; CHEBI:17987; CHEBI:28054
60,108.0453497863087,9066.395217466286,0.00013731369129743598,C6H7NO,-H(-),Aminophenol,HMDB0001169; HMDB0035882; HMDB0040582; HMDB01169; HMDB35882; HMDB40582,C02372,; CHEBI:17602; CHEBI:59981
61,109.01189744305596,5387.4508097937305,-0.00015324305596209342,C6H6S,-H(-),2-Vinylthiophene,HMDB0029726; HMDB0033746; HMDB29726; HMDB33746,,; CHEBI:48498
61,109.01189744305596,5387.4508097937305,0.0009895569440487861,C3H6OS,.F(-),Propanethial S-oxide,HMDB0030025; HMDB0031189; HMDB0031718; HMDB0040346; HMDB30025; HMDB31189; HMDB31718; HMDB40346,C08389,; CHEBI:50716; CHEBI:51280; CHEBI:8475
62,109.02943871901444,28514.61347593975,6.398098555848719e-05,C6H6O2,-H(-),Catechol,HMDB0000957; HMDB0002434; HMDB0031180; HMDB0032037; HMDB0033002; HMDB0033127; HMDB00957; HMDB02434; HMDB31180; HMDB32037; HMDB33002; HMDB33127,C00090; C00530; C01751; C11115,; CHEBI:17594; CHEBI:18135; CHEBI:27810; CHEBI:59983
63,109.04097545841195,15674.099040523857,-0.00023935841196021101,C5H6N2O,-H(-),N-Acetylimidazole,HMDB0003905; HMDB0033156; HMDB0060741; HMDB03905; HMDB06237; HMDB33156; HMDB60741,C05130,; CHEBI:27398
64,109.06554146368318,3735.9097463826406,0.00034663631682008145,C7H10O,-H(-),"2,3,5-Trimethylfuran",HMDB0029721; HMDB0029728; HMDB0031541; HMDB0040277; HMDB0040278; HMDB0061891; HMDB29721; HMDB29728; HMDB31541; HMDB40277; HMDB40278; HMDB61891,,
65,110.03616366245382,118580.90964300017,-0.00017856245381153713,C4H5N3O,-H(-),Cytosine,HMDB0000630; HMDB00630,C00380,CHEBI:16040
66,110.07249738335,20963.831934750433,-0.00012688335000632378,C5H9N3,-H(-),Histamine,HMDB0000870; HMDB0060263; HMDB00870; HMDB60263,C00388,; CHEBI:18295
67,110.985670423247,872.0675396427906,-0.0004020232470196561,CH5O4P,-H(-),Methylphosphate,HMDB0061711; HMDB61711,,; CHEBI:340824
68,110.99129385637654,1740.824528911449,-0.00028505637654063776,C5H4OS,-H(-),2-Thiophenecarboxaldehyde,HMDB0029717; HMDB29717,,; CHEBI:246417
69,111.0088894983063,25450.851365939754,-0.00012219830630044726,C5H4O3,-H(-),Furoic acid,HMDB0000444; HMDB0000617; HMDB0032994; HMDB0039437; HMDB00444; HMDB00617; HMDB32994; HMDB39437,C01546,; CHEBI:30845; CHEBI:30846
70,111.02022583967978,125589.44689029454,-0.0002251396797845473,C4H4N2O2,-H(-),Uracil,HMDB0000300; HMDB00300; HMDB0060760; HMDB60760,C00106,; CHEBI:17568
71,112.02360151729759,6508.242119616889,-0.0009583172975879961,C5H7NS,-H(-),"2,4-Dimethylthiazole",HMDB0032974; HMDB0032975; HMDB0032976; HMDB0033867; HMDB0038460; HMDB32974; HMDB32975; HMDB32976; HMDB33867; HMDB38460,,
72,112.03918890719346,5519.819382511522,0.0012127928065410742,C5H7NO2,-H(-),Pyrroline carboxylic acid,HMDB0001301; HMDB01301; HMDB02240,C04322,CHEBI:1372
73,112.05167994946048,72737.40285594652,-4.484946047966787e-05,C4H7N3O,-H(-),Creatinine,HMDB0000562; HMDB00562,C00791,CHEBI:16737
74,113.02457387079318,46011.13502944468,-0.00015657079318032174,C5H6O3,-H(-),"2-Hydroxy-2,4-pentadienoic acid",HMDB0031859; HMDB0060461; HMDB31859; HMDB60461,,; CHEBI:28993; CHEBI:74456
75,113.0358221956776,63286.64072968307,-0.00017149567759133788,C4H6N2O2,-H(-),Dihydrouracil,HMDB0000076; HMDB0003646; HMDB00076; HMDB03646,C00429; C02565,CHEBI:15901; CHEBI:16354
76,114.05621762916627,563982.0582672211,-0.00016592916627189425,C5H9NO2,-H(-),Proline,HMDB0000162; HMDB0003411; HMDB0012880; HMDB00162; HMDB0030409; HMDB0034208; HMDB03411; HMDB12880; HMDB30409; HMDB34208,C00148; C00763; C18170,; CHEBI:16313; CHEBI:17203; CHEBI:30322
77,115.00386080589226,16718.716867099545,-0.00017890589226965403,C4H4O4,-H(-),Fumarate,HMDB0000134; HMDB0000176; HMDB00134; HMDB00176,C00122; C01384,CHEBI:18012; CHEBI:18300
78,115.05949931287539,36161.51147558395,-0.0008051128753834291,C6H12S,-H(-),2-Methyl-1-methylthio-2-butene,HMDB0032411; HMDB0040244; HMDB32411; HMDB40244,,
78,115.05949931287539,36161.51147558395,-0.0004706873871072048,C5H9NO2,-H(-) [+1],Proline,HMDB0000162; HMDB0003411; HMDB0012880; HMDB00162; HMDB0030409; HMDB0034208; HMDB03411; HMDB12880; HMDB30409; HMDB34208,C00148; C00763; C18170,; CHEBI:16313; CHEBI:17203; CHEBI:30322
79,116.03560960742507,11045.118829473638,-0.0002933074250819345,C4H7NO3,-H(-),Aspartate semialdehyde,HMDB0000532; HMDB0006454; HMDB0012249; HMDB00532; HMDB06454; HMDB12249,C00441; C03508,; CHEBI:18051; CHEBI:40410; CHEBI:40673
79,116.03560960742507,11045.118829473638,-0.0009263798860104089,C5H9NS,-H(-) [+2],1-Isothiocyanatobutane,HMDB0031328; HMDB0032345; HMDB0040331; HMDB31328; HMDB32345; HMDB40331,,; CHEBI:50534
80,116.05070227619926,215841.4192610943,-0.00012977619925891304,C8H7N,-H(-),Benzeneacetonitrile,HMDB0034171; HMDB34171,C16074,CHEBI:25979
81,116.07184662474185,1293119.1797467617,-0.0001449247418605637,C5H11NO2,-H(-),Valine; Betaine,HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
82,117.0193917898993,28431.294115966713,-5.988989930472144e-05,C4H6O4,-H(-),Succinate,HMDB0000202; HMDB0000254; HMDB0000349; HMDB0000940; HMDB00202; HMDB00254; HMDB0031204; HMDB00349; HMDB0039324; HMDB00940; HMDB0130020; HMDB02475; HMDB31204; HMDB39324,C00042; C02170,; CHEBI:15741; CHEBI:290972; CHEBI:30860; CHEBI:71176
83,117.03463590861449,6605.466446703294,-4.7808614496602786e-05,C8H6O,-H(-),Benzofuran,HMDB0030968; HMDB0032929; HMDB0038998; HMDB0040549; HMDB30968; HMDB32929; HMDB38998; HMDB40549,C14512,; CHEBI:35260
84,117.07521181392407,74378.34326936856,-0.0008676139240719749,C6H14S,-H(-),Diisopropyl sulfide,HMDB0029579; HMDB0031431; HMDB0039806; HMDB29579; HMDB31431; HMDB39806,,
84,117.07521181392407,74378.34326936856,-0.0005276708576644751,C5H11NO2,-H(-) [+1],Valine; Betaine,HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
85,118.05116974872604,110298.33542251913,-0.00020344872605448927,C4H9NO3,-H(-),Threonine,HMDB0000167; HMDB0000719; HMDB0004041; HMDB00167; HMDB0061148; HMDB0061877; HMDB00719; HMDB04041; HMDB61148; HMDB61877,C00188; C00263; C05519,; CHEBI:15699; CHEBI:16080; CHEBI:16857; CHEBI:28718
86,119.00009561389757,3448.1290046765403,-0.0006307138975643056,C4H8S2,-H(-),"1,3-Dithiane",HMDB0031473; HMDB0031474; HMDB0033052; HMDB0036179; HMDB0041389; HMDB0041391; HMDB31473; HMDB31474; HMDB33052; HMDB36179; HMDB41389; HMDB41391,C01871; C08383,; CHEBI:47845; CHEBI:540; CHEBI:6854
87,119.01725611548314,27361.8981980469,-3.271548312966388e-05,C4H8O2S,-H(-),3-(Methylthio)propionic acid,HMDB0001527; HMDB0035646; HMDB0112255; HMDB01527; HMDB35646,C03173; C08276,; CHEBI:1438; CHEBI:47870
87,119.01725611548314,27361.8981980469,0.0001160158645205911,C3H5NO4,-H(-) [+1],Aminomalonic acid,HMDB0034259; HMDB34259,C05669,CHEBI:16348
88,119.03529947254523,47728.69405501351,-0.0003175725452280176,C4H8O4,-H(-),Tetrose,HMDB0000337; HMDB0000360; HMDB0000498; HMDB0002453; HMDB0002601; HMDB0002649; HMDB0006293; HMDB00337; HMDB00360; HMDB00498; HMDB02453; HMDB02601; HMDB02649; HMDB06118; HMDB06293,C01796; C02045,; CHEBI:23956; CHEBI:27913; CHEBI:36532; CHEBI:86348; CHEBI:86371; CHEBI:86391
89,119.05076198166304,55752.32140961104,-0.0005238816630424026,C8H8O,-H(-),Phenylacetaldehyde,HMDB0004072; HMDB0006236; HMDB0013815; HMDB0029636; HMDB0029637; HMDB0029638; HMDB0033910; HMDB0038997; HMDB0062765; HMDB0124943; HMDB04072; HMDB06236; HMDB13815; HMDB29636; HMDB29637; HMDB29638; HMDB33910; HMDB38997; HMDB62765,C00601; C02083; C05627; C06758; C07113; C07209; C07214,; CHEBI:16424; CHEBI:17907; CHEBI:1883; CHEBI:27434; CHEBI:27632; CHEBI:28476; CHEBI:28617; CHEBI:87607
89,119.05076198166304,55752.32140961104,0.0006189183369542661,C5H8O2,.F(-),Valerolactone,HMDB0000509; HMDB0001470; HMDB0001862; HMDB0002167; HMDB0029599; HMDB0029608; HMDB0031178; HMDB0031598; HMDB0031602; HMDB0031648; HMDB0032351; HMDB0032385; HMDB0032459; HMDB0033840; HMDB0033978; HMDB00509; HMDB0130837; HMDB0132474; HMDB01470; HMDB0170858; HMDB01862; HMDB02167; HMDB29599; HMDB29608; HMDB31178; HMDB31598; HMDB31602; HMDB31648; HMDB32351; HMDB32385; HMDB32459; HMDB33840; HMDB33978,C08279; C12518; C14527; C15499; C19238,; CHEBI:14750; CHEBI:34840; CHEBI:35936; CHEBI:36431; CHEBI:37127; CHEBI:38366; CHEBI:48569; CHEBI:52774; CHEBI:64276; CHEBI:84978; CHEBI:9592
90,120.01267752077399,30316.812723953604,-0.00020512077399814643,C3H7NO2S,-H(-),Cys,HMDB0003417; HMDB03417,C00793,CHEBI:16375
