ionIdx,ionMz,ionAverageInt,Top annotation formula,Top annotation ion
68,110.99129385637654,1740.824528911449,C5H4OS,-H(-)
69,111.0088894983063,25450.851365939754,C5H4O3,-H(-)
70,111.02022583967978,125589.44689029454,C4H4N2O2,-H(-)
71,112.02360151729759,6508.242119616889,C5H7NS,-H(-)
72,112.03918890719346,5519.819382511522,C5H7NO2,-H(-)
73,112.05167994946048,72737.40285594652,C4H7N3O,-H(-)
74,113.02457387079318,46011.13502944468,C5H6O3,-H(-)
75,113.0358221956776,63286.64072968307,C4H6N2O2,-H(-)
76,114.05621762916627,563982.0582672211,C5H9NO2,-H(-)
77,115.00386080589226,16718.716867099545,C4H4O4,-H(-)
78,115.05949931287539,36161.51147558395,C6H12S,-H(-)
79,116.03560960742507,11045.118829473638,C4H7NO3,-H(-)
80,116.05070227619926,215841.4192610943,C8H7N,-H(-)
81,116.07184662474185,1293119.1797467617,C5H11NO2,-H(-)
82,117.0193917898993,28431.294115966713,C4H6O4,-H(-)
83,117.03463590861449,6605.466446703294,C8H6O,-H(-)
84,117.07521181392407,74378.34326936856,C6H14S,-H(-)
85,118.05116974872604,110298.33542251913,C4H9NO3,-H(-)
86,119.00009561389757,3448.1290046765403,C4H8S2,-H(-)
87,119.01725611548314,27361.8981980469,C4H8O2S,-H(-)
88,119.03529947254523,47728.69405501351,C4H8O4,-H(-)
89,119.05076198166304,55752.32140961104,C8H8O,-H(-)
90,120.01267752077399,30316.812723953604,C3H7NO2S,-H(-)
91,120.99601657003139,2367.789180642002,C3H6O3S,-H(-)
92,121.01575748017255,2449.2940951006412,C4H10S2,-H(-)
93,121.03245951974631,49107.301858992796,C4H10O2S,-H(-)
94,121.06561071419156,7011.6020242164905,C8H10O,-H(-)
95,122.02486500788494,6762.632386315196,C6H5NO2,-H(-)
96,124.00747517742705,29417.650673791595,C2H7NO3S,-H(-)
97,124.01745510432661,12304.265196690643,C2H8NO3P,-H(-)
98,125.00675749168123,7721.992865465384,C6H6OS,-H(-)
99,125.02534150379847,22610.683003484708,C6H6O3,-H(-)
100,125.035822133833,247077.84430615781,C5H6N2O2,-H(-)
101,125.04768257348816,29922.6330575874,C4H6N4O; C6H8NO2,-H(-); -H(-)
102,125.09718139788728,5236.540585587339,C8H14O,-H(-)
103,126.03910879958379,14370.83417187022,C6H9NS,-H(-)
104,126.09258881811243,1354.6126967833156,C7H13NO,-H(-)
105,126.90498126060112,4775.76198057287,HI,-H(-)
106,127.0150404530295,1863.0995714118708,C4H4N2O3,-H(-)
107,127.02116390140966,1873.1350712466274,C6H8OS,-H(-)
108,127.04068499644265,12405.323143761252,C6H8O3,-H(-)
109,127.05136140269722,75428.28385859384,C5H8N2O2,-H(-)
110,127.11231072255525,1045.203284417224,C8H16O,-H(-)
111,128.0107926331251,1654.3840473438552,C3H3N3O3,-H(-)
112,128.03538703582822,205327.08619249094,C5H7NO3,-H(-)
113,129.018801479666,14609.65329553958,C5H6O4,-H(-)
114,129.03882316677158,14113.798935812707,C6H10OS,-H(-)
115,129.05568954121648,83491.77137122302,C6H10O3,-H(-)
116,129.09205513767952,8852.211559568355,C7H14O2,-H(-)
117,130.01544839528538,1364.3481901643293,C4H5NO4,-H(-)
118,130.05085695646554,20846.473428570138,C5H9NO3,-H(-)
119,130.06695764429463,40159.79406078517,C9H9N,-H(-)
120,130.0874219912468,1850940.5036187056,C6H13NO2,-H(-)
121,131.04624673255634,186447.87051464253,C4H8N2O3,-H(-)
122,131.08279015052506,173669.3599958589,C5H12N2O2,-H(-)
123,131.09022677087287,176800.11987597446,C7H16S,-H(-)
124,132.03025349827018,405047.6106248012,C4H7NO4,-H(-)
125,132.9236300364936,12542.108398848935,C3H2S3,-H(-)
126,133.01562658298025,32522.42806821487,C5H10S2,-H(-)
127,133.03370332259755,20679.388916168773,C5H10O2S,-H(-)
128,133.05220758892017,50765.15689769788,C6H6N4,-H(-)
129,133.10230687143985,942.4168865421609,C10H14,-H(-)
130,134.0264673737192,6050.8626027593855,C4H9NO2S,-H(-)
131,134.0473551011479,676226.7714449381,C5H5N5,-H(-)
132,135.03027672828532,42239.99198556565,C4H8O5; C5H12S2; C5H4N4O,-H(-); -H(-); -H(-)
133,135.0677157184404,32843.595945330235,C6H8N4,-H(-)
134,137.03535791508776,146510.5094892086,C6H6N2O2,-H(-)
135,137.0968626350285,4287.990090590996,C9H14O,-H(-)
136,138.067405351883,201609.77697748423,C6H9N3O,-H(-)
137,139.07503083037324,15748.161944426733,C8H12O2,-H(-)
138,139.11355020119845,3342.252711031643,C9H16O,-H(-)
139,140.0716908805702,4213.673743445369,C7H11NO2,-H(-)
140,140.1079830916482,1656.7290136753884,C8H15NO,-H(-)
141,140.98698019885248,7334.630506197447,C2H6O5S,-H(-)
142,142.0663217366039,69576.67688613232,C10H9N,-H(-)
143,142.99025733383127,4049.457137369607,C6H5ClO2,-H(-)
144,143.03466689017785,14404.664993956856,C6H8O4,-H(-)
145,143.05020194140405,4605.03794402428,C10H8O,-H(-)
146,143.05301629672553,3328.621696158386,C7H12OS,-H(-)
147,143.1076992385542,45847.15432374096,C8H16O2,-H(-)
148,143.12974706006983,1967.3368233152535,C6H16N4,-H(-)
149,144.03081655494293,2300.766406789147,C5H7NO4,-H(-)
150,144.04559116297244,14081.530306650171,C9H7NO,-H(-)
151,144.06693332465088,7229.65535355806,C6H11NO3,-H(-)
152,144.10312157572653,1902.402377753028,C7H15NO2,-H(-)
153,145.01440377351307,3162.114352914934,C5H6O5; C6H10S2,-H(-); -H(-)
154,145.0297812582617,5337.098615651558,C9H6O2,-H(-)
155,145.06197308668712,582872.5252201932,C5H10N2O3,-H(-)
156,145.0982174841406,488131.33955928095,C6H14N2O2,-H(-)
157,146.04599389909825,554805.307395253,C5H9NO4,-H(-)
158,147.03001474925424,22058.336382192025,C5H8O5; C6H12S2,-H(-); -H(-)
159,147.0662190814686,23916.219856679985,C6H12O4,-H(-)
160,148.0439132025058,211512.7976387812,C5H11NO2S,-H(-)
161,148.99048934107984,13345.43179806388,C4H6O4S,-H(-)
162,149.02524430966275,4666.255907613816,C8H6O3,-H(-)
163,149.04702698304146,26262.169279050704,C6H14S2; C6H6N4O,-H(-); -H(-)
164,149.0607021093474,30215.15190388492,C9H10O2,-H(-)
165,149.09694154250533,4413.443667345718,C10H14O,-H(-)
166,150.00216974958911,2587.4581002647255,C7H5NOS,-H(-)
167,150.04224006834164,155476.9689623845,C5H5N5O,-H(-)
168,150.05476497105315,49387.09360553453,C8H9NO2,-H(-)
169,151.02638487360352,8310.527243591077,C5H4N4O2,-H(-)
170,151.98458464175042,11297.986196811202,C3H7NO2S2,-H(-)
171,152.03521174511252,7947.701162625339,C7H7NO3,-H(-)
172,152.0829554929881,5477.529516140541,C7H11N3O,-H(-)
173,152.10794460007565,2436.5840947891775,C9H15NO,-H(-)
174,153.0190690955725,28328.40528894224,C7H6O4,-H(-)
175,153.055516993575,5105.044099697335,C8H10O3,-H(-)
176,153.09187154947412,22046.18546634106,C9H14O2,-H(-)
177,154.02770791148555,5379.7671371241295,C3H10NO4P,-H(-)
178,154.06215699169817,867393.9344958274,C6H9N3O2,-H(-)
179,155.00993868043497,8961.483599792466,C5H4N2O4,-H(-)
180,155.03637319735031,4695.118073255961,C7H8O4,-H(-)
181,155.04652281355234,4928.867354426991,C6H8N2O3,-H(-)
182,155.07115290380597,33029.39439493028,C8H12O3,-H(-)
183,156.06722515522688,9107.942051153042,C7H11NO3,-H(-)
184,157.05044950150707,7774.34467404901,C7H10O4,-H(-)
185,157.06408934794376,3553.39277751124,C11H10O,-H(-)
186,157.08710579572303,12867.25407975944,C8H14O3,-H(-)
187,157.1234575029257,59971.5084071943,C9H18O2,-H(-)
188,158.0463882487051,3511.2687945847833,C6H9NO4,-H(-)
189,158.0601718090716,50762.27773841726,C10H9NO,-H(-)
190,158.0821432099566,14500.924760798121,C7H13NO3,-H(-)
191,158.11793022607398,1454.334828731347,C8H17NO2,-H(-)
192,159.006865960719,5026.539056635567,C7H5NaO3,-H(-)
193,159.02980075101635,9119.734290730097,C6H8O5,-H(-)
194,159.0455645055463,6512.20007018829,C10H8O2,-H(-)
195,159.06551662558005,15821.794961472553,C7H12O4,-H(-)
196,159.09292448895192,12269.984518775565,C10H12N2,-H(-)
197,159.10283405713787,9399.903998526299,C8H16O3,-H(-)
198,159.1143447948552,3352.481421946943,C7H16N2O2,-H(-)
199,160.0266981422791,70805.53753265494,C6H11NS2,-H(-)
200,160.04112816007358,19018.316794268758,C9H7NO2,-H(-)
201,160.06148497698922,9404.278262209134,C6H11NO4,-H(-)
202,160.11304042540232,696.5531644539681,C11H15N,-H(-)
203,161.01039688583714,4802.235711734488,C6H10OS2,-H(-)
204,161.02462864164127,6774.947894857243,C9H6O3,-H(-)
205,161.03910124563225,11606.166115351,C13H6; C5H10N2O2S,-H(-); -H(-)
206,161.04522773172084,29873.20473631297,C6H10O5,-H(-)
207,161.06094041856943,6754.307221747979,C10H10O2,-H(-)
208,162.0425017497383,37932.73448458211,C6H13NS2; C6H5N5O,-H(-); -H(-)
209,162.05608016672446,9638.278560436005,C9H9NO2,-H(-)
210,163.0399741940436,27598.81128945144,C9H8O3,-H(-)
211,163.06112640891175,103473.48019397481,C6H12O5; C7H16S2,-H(-); -H(-)
212,163.07685637065168,21096.43438061375,C10H12O2,-H(-)
213,164.0396600252018,27529.370690297033,C5H11NO3S,-H(-)
214,164.07202634046143,1618866.637924746,C9H11NO2,-H(-)
215,165.01940838905057,21515.841284172668,C8H6O4,-H(-)
216,165.0412294380319,29626.76858327787,C5H10O6; C6H14OS2; C6H6N4O2,-H(-); -H(-); -H(-)
217,165.05590702948075,16934.511187006512,C9H10O3,-H(-)
218,165.07504237501308,188935.0192649893,C10H14S,-H(-)
219,165.97913064965334,10797.968552661869,C7H5NS2,-H(-)
220,166.04482145854436,3590.0535366900854,C7H9N3S,-H(-)
221,166.04945485312788,5261.386917465718,C8H9NO3,-H(-)
222,166.96474059460272,1797.9735848289258,C3H4O6S,-H(-)
223,167.02081447808797,658675.1391566439,C5H4N4O3,-H(-)
224,167.14413399844153,2929.8842425058306,C11H20O,-H(-)
225,167.99599457628878,9277.355687413723,C3H7NO5S,-H(-)
226,169.06579926703955,25547.98480689356,C12H10O,-H(-)
227,169.0981174060842,2829.0693972375225,C8H14N2O2,-H(-)
228,169.12308295532915,8398.421801360722,C10H18O2,-H(-)
229,170.05705275810882,3676.3685854625683,C6H9N3O3,-H(-)
230,171.01182591450615,11486.725363924234,C7H8O3S,-H(-)
231,171.06616697619103,19896.046663165453,C8H12O4,-H(-)
232,171.0818042948301,6022.744924085825,C12H12O,-H(-)
233,171.10270442763837,22179.860798992777,C9H16O3,-H(-)
234,171.1162780255574,4651.346787843132,C13H16,-H(-)
235,171.13891694976704,32323.372210071975,C10H20O2,-H(-)
236,172.00128892046848,2018.922748366805,C6H5O6,-H(-)
237,172.0411371516127,4617.107513510845,C10H7NO2,-H(-)
238,172.06102329919153,4607.286550145499,C7H11NO4,-H(-)
239,172.09777100745885,13798.609276082509,C8H15NO3,-H(-)
240,172.89983094056674,2493.5472466185647,C2H6S2Se,-H(-)
241,172.9913488764483,240502.4272666188,C6H6O4S,-H(-)
242,173.04462233834838,33305.13507361962,C7H10O5,-H(-)
243,173.08196883032488,27402.730534937018,C8H14O4,-H(-)
244,173.10452937077667,477121.46332562953,C6H14N4O2,-H(-)
245,174.0057090588049,9915.360466327666,C6H9NOS2,-H(-)
246,174.04076240853811,10122.549319879297,C6H9NO5; C7H13NS2,-H(-); -H(-)
247,174.05629688447553,7256.082753689439,C10H9NO2,-H(-)
248,174.07784204884382,3664.1983514769277,C7H13NO4,-H(-)
249,175.0247673497626,6324.9525137567425,C6H8O6,-H(-)
250,175.06132121307735,10341.344396658606,C7H12O5,-H(-)
251,175.0765681773369,7842.706789182505,C11H12O2,-H(-)
252,175.08810499105067,3122.685571591305,C10H12N2O,-H(-)
253,176.09471756689257,918.4192629967823,C7H15NO4,-H(-)
254,176.98804912028135,3646.0383357128217,C6H10S3,-H(-)
255,177.02224886255036,6095.525170243649,C6H10O4S,-H(-)
256,177.04069036617028,7109.0510476219715,C6H10O6; C7H14OS2,-H(-); -H(-)
257,177.0555918960179,8054.191958309915,C10H10O3,-H(-)
258,177.0757455601966,5413.649635994264,C7H14O5,-H(-)
259,177.09205506272022,4756.945718066262,C11H14O2,-H(-)
260,177.1037604516583,1474.2037052634612,C10H14N2O,-H(-)
261,178.0508996744671,41102.07370288458,C9H9NO3,-H(-)
262,178.086809847221,5253.811571438284,C10H13NO2,-H(-)
263,179.0573377433481,133496.79066517082,C7H8N4O2,-H(-)
264,179.07175858936677,46114.41349168166,C10H12O3,-H(-)
265,179.1071243480677,4180.348477948794,C11H16O2,-H(-)
266,180.03006524880666,15493.46213322224,C8H7NO4,-H(-)
267,180.05352952594703,492503.8452336753,C6H7N5O2,-H(-)
268,180.06682525932612,1479564.6923485033,C9H11NO3,-H(-)
269,180.08725638533951,101720.02297449837,C6H15NO5,-H(-)
270,180.94078718850292,49622.35216696266,C4H6O3Se,-H(-)
271,181.01329759877623,21240.088386335417,C8H6O5,-H(-)
272,181.03662178604898,10487.512945777318,C6H6N4O3,-H(-)
273,181.16053475350705,1903.008992448854,C12H22O,-H(-)
274,181.99177556756797,4046.7473750775634,C7H5NO3S,-H(-)
275,182.00937329686803,6367.228835990328,C7H5NO5,-H(-)
276,182.04611525464148,10692.934261725206,C8H9NO4,-H(-)
277,182.0717496708348,20147.05557650504,C11H9N3,-H(-)
278,183.02829203252685,5795.881159618086,C8H8O5,-H(-)
279,183.10263180119617,7131.165226912656,C10H16O3,-H(-)
280,183.1136080330375,2345.040791395852,C9H16N2O2,-H(-)
281,183.13905922793342,6914.049340379668,C11H20O2,-H(-)
282,184.00173824361474,3453.5552006751623,C3H8NO6P,-H(-)
283,184.02433651205993,2292.771000968413,C7H7NO5,-H(-)
284,184.04275362055571,1005.2581938950968,C8H11NO2S,-H(-)
285,184.07201720258072,2078.225285979093,C7H11N3O3,-H(-)
286,184.09766598032286,6953.26821024006,C9H15NO3,-H(-)
287,185.02436896820154,4688.0479526747995,C11H6O3,-H(-)
288,185.0375660707828,1990.2855892590774,C9H11ClO2,-H(-)
289,185.05894987355848,3884.354240551932,C12H10O2,-H(-)
290,185.0723005693369,7376.267230700596,C11H10N2O,-H(-)
291,185.09753905326764,9564.401701396135,C13H14O,-H(-)
292,185.11781935354472,11127.951626830032,C10H18O3,-H(-)
293,185.13366769170884,1909.8897793967792,C14H18,-H(-)
294,185.15467744560394,8524.234119896588,C11H22O2,-H(-)
295,186.0561560207404,6014.750770998065,C11H9NO2,-H(-)
296,186.09228283985595,2632.2495170764955,C12H13NO,-H(-)
297,186.11357798916754,2904.9087864829708,C9H17NO3,-H(-)
298,187.00693038142546,1072315.1068274775,C7H8O4S,-H(-)
299,187.0975303874204,32136.634446717628,C9H16O4,-H(-)
300,187.13401141583563,11950.188110955502,C10H20O3,-H(-)
301,188.98628542655362,117820.69854061509,C6H6O5S,-H(-)
302,189.00308529603143,67140.36175978513,C6H6O7,-H(-)
303,189.0184931643664,20158.245983229543,C10H6O4,-H(-)
304,189.04018556205784,31584.370797099804,C7H10O6,-H(-)
305,189.07713397711427,8979.479033312728,C8H14O5,-H(-)
306,189.12784010303446,2103.244985449781,C13H18O,-H(-)
307,190.05073008544466,10087.181129251629,C10H9NO3,-H(-)
308,190.08398055842372,1817.9944727086609,C6H13N3O4,-H(-)
309,190.09783384312033,1188.7355920828884,C10H13N3O,-H(-)
310,191.01981349014562,106879.33732374084,C6H8O7,-H(-)
311,191.05594683842278,18045.62481973417,C7H12O6,-H(-)
312,191.07110940396905,4787.934048378767,C11H12O3,-H(-)
313,191.0808709216705,2508.946899555629,C10H12N2O2,-H(-)
314,191.1074152017689,3666.573619102967,C12H16O2,-H(-)
315,191.1440644928082,1987.1428444552325,C13H20O,-H(-)
316,192.02966493715286,4372.535307219396,C9H7NO4,-H(-)
317,192.0664964798314,4283.489431240304,C10H11NO3,-H(-)
318,193.03552949309312,3880.23933282866,C6H10O7,-H(-)
319,193.05088703460524,4061.5957430716035,C10H10O4,-H(-)
320,193.06164086732468,2523.702676422901,C9H10N2O3,-H(-)
321,193.07271992632047,3964.1145997857207,C7H14O6; C8H10N4O2; C8H18OS2,-H(-); -H(-); -H(-)
322,193.08733439914752,7567.125071987407,C11H14O3,-H(-)
323,194.0458546517375,30194.52840821155,C9H9NO4,-H(-)
324,194.99673685708015,3157.608661218245,C5H8O6S,-H(-)
325,195.01635585743358,4269.7621358439865,C8H6NO5,-H(-)
326,195.03009064746914,6635.818511867134,C9H8O5,-H(-)
327,195.05170708510158,38037.37320678509,C6H12O7; C7H8N4O3,-H(-); -H(-)
328,195.06548745624974,14083.19637117864,C10H12O4,-H(-)
329,195.1127656596679,3685.154475296904,C10H16N2O2,-H(-)
330,196.02529682991013,3886.2156509684105,C8H7NO5,-H(-)
331,197.00981181279866,3845.8293009796544,C8H6O6,-H(-)
332,197.0428693581079,11000.485685156811,C13H10S,-H(-)
333,197.0643516900823,21616.755922191725,C10H14O2S,-H(-)
334,197.06742942397108,25930.80052579853,C7H10N4O3,-H(-)
335,197.08191089055933,10384.614518512251,C10H14O4,-H(-)
336,197.09374981273336,4021.8751659781083,C9H14N2O3,-H(-)
337,197.09640950168304,4424.255431229204,C14H14O,-H(-)
338,197.15439321402445,9427.765725687943,C12H22O2,-H(-)
339,198.04098385889566,2397.5564838695764,C8H9NO5,-H(-)
340,198.07940927015963,4950.4361989926665,C10H9N5,-H(-)
341,199.00682051958367,27970.69426781983,C8H8O4S,-H(-)
342,199.03759118273126,19803.60184819033,C7H13KO4,-H(-)
343,199.0881248311765,3395.2061893764053,C12H12N2O,-H(-)
344,199.09721414836156,9146.82993244379,C10H16O4,-H(-)
345,199.13414825115981,9113.036930213018,C11H20O3,-H(-)
346,199.14861241250003,9346.151140269643,C15H20,-H(-)
347,199.17023063848652,270587.662683453,C12H24O2,-H(-)
348,199.96947163069652,1122.2165236147127,C3H7NO5S2,-H(-)
349,200.1292614286884,2237.1644097642534,C10H19NO3,-H(-)
350,200.9014292283306,11146.639611846897,C3H6S5,-H(-)
351,201.0238018327667,8599.580228272544,C8H10O4S,-H(-)
352,201.0761701283965,10995.927224718975,C9H14O5,-H(-)
353,201.09060295990724,5291.009185533105,C13H14O2,-H(-)
354,201.11333660757487,15778.139195395695,C10H18O4,-H(-)
355,201.12471360901012,4196.842672869267,C9H18N2O3,-H(-)
356,201.1493859058117,3395.9337611489696,C11H22O3,-H(-)
357,203.00180991371928,65351.78264003073,C7H8O5S,-H(-)
358,203.0561708664749,32956.49215067782,C8H12O6,-H(-)
359,203.08257720086186,1628304.594391874,C11H12N2O2,-H(-)
360,204.06636324005265,14106.787367818824,C11H11NO3,-H(-)
361,205.03528931027176,4384.648786948346,C7H10O7; C8H14O2S2,-H(-); -H(-)
362,205.07147232780216,6589.133471908302,C8H14O6,-H(-)
363,205.123086286728,4595.338529429943,C13H18O2,-H(-)
364,205.15969226613143,167737.90962589913,C14H22O,-H(-)
365,206.0503891730532,13753.455512990111,C7H13NO4S,-H(-)
366,206.08218057661497,8117.36653856115,C11H13NO3,-H(-)
367,206.1029760480085,4374.592040958928,C8H17NO5,-H(-)
368,206.9963880463792,3453.237824293222,C7H12OS3,-H(-)
369,207.0868817947244,8645.347696173003,C8H16O6,-H(-)
370,207.114209028123,2086.346593213523,C11H16N2O2,-H(-)
371,207.13900844611757,15579.545597804066,C13H20O2,-H(-)
372,208.0136269516833,2248.3593694351753,C4H8N3O5P,-H(-)
373,208.0617438522681,3243.3006175755963,C10H11NO4,-H(-)
374,208.10988256868603,1585.8963600179857,C10H15N3O2,-H(-)
375,209.0454737307662,8184.301431566427,C10H10O5,-H(-)
376,209.06646272181118,8172.485396665915,C7H14O7,-H(-)
377,209.0815876830622,11771.313861531034,C11H14O4,-H(-)
378,209.11755168228154,4175.112226882869,C12H18O3,-H(-)
379,209.130159602169,3175.405317464239,C11H18N2O2,-H(-)
380,209.15475701061274,30002.501741230895,C13H22O2,-H(-)
381,210.04058944441655,2207.1085641452264,C9H9NO5,-H(-)
382,210.06394346842418,2195.5069475342852,C7H9N5O3,-H(-)
383,210.0769158376406,3672.34110877726,C10H13NO4,-H(-)
384,211.01877539661993,2399.3937240698765,C8H8N2O3S,-H(-)
385,211.09725865316605,6041.676005082056,C11H16O4,-H(-)
386,211.13399918738068,13622.548332068334,C12H20O3,-H(-)
387,211.17000141760033,3163.186788900489,C13H24O2,-H(-)
388,212.00219293531345,43406.62967227033,C8H7NO4S,-H(-)
389,213.0219040454615,12766.159566314207,C9H10O4S,-H(-)
390,213.03238122241254,3998.28821996993,C8H10N2O3S,-H(-)
391,213.04039084610307,4599.171367739151,C9H10O6,-H(-)
392,213.05622931105682,3198.557543340265,C13H10O3,-H(-)
393,213.06928152757834,3743.0510240491512,C9H14N2O2S,-H(-)
394,213.1131265238985,5509.619922012701,C11H18O4,-H(-)
395,213.12604492896656,2473.0502857458414,C10H18N2O3,-H(-)
396,213.14964231931324,8325.071400835774,C12H22O3,-H(-)
397,213.1859354108184,9728.915209064748,C13H26O2,-H(-)
398,214.0486244910316,2645.5459356188876,C5H14NO6P,-H(-)
399,214.07384756169193,3243.5501120043423,C10H9N5O,-H(-)
400,214.08883494318454,1777.8033536218525,C13H13NO2,-H(-)
401,214.1080684453385,1979.268558555531,C10H17NO4,-H(-)
402,214.14499201170807,1912.4054041909994,C11H21NO3,-H(-)
403,216.10260828264393,3141.6185762322248,C13H15NO2,-H(-)
404,216.98219170285532,12891.683184477855,C7H6O6S,-H(-)
405,217.0869391897955,9784.388462081843,C13H14O3,-H(-)
406,217.10832805842358,11068.779518756175,C10H18O5,-H(-)
407,219.05041764672492,5413.78901706947,C8H12O7,-H(-)
408,219.07778796415403,10649.178913930979,C11H12N2O3,-H(-)
409,219.10257876098723,4333.177846645965,C13H16O3,-H(-)
410,219.13863333851555,2814.955168007531,C14H20O2,-H(-)
411,219.1752648738827,2320.142559986792,C15H24O,-H(-)
412,220.09856255342663,1940.2110827309325,C12H15NO3,-H(-)
413,220.1339753206202,821.9001109148775,C13H19NO2,-H(-)
414,221.0661829202729,22969.377073655854,C8H14O7,-H(-)
415,221.11761952387815,4406.8019801585,C13H18O3,-H(-)
416,221.13009443137776,1971.5665631916731,C12H18N2O2,-H(-)
417,221.15471236503413,12987.701042733808,C14H22O2,-H(-)
418,222.07631053147486,3622.7322435337505,C11H13NO4,-H(-)
419,222.0879978542569,1922.2452570369057,C10H13N3O3,-H(-)
420,223.10931316197522,2509.502979151656,C11H16N2O3,-H(-)
421,223.13404905395316,8850.060942594426,C13H20O3,-H(-)
422,223.170099446882,5965.53079693191,C14H24O2,-H(-)
423,223.20702519943106,854.5653198263265,C15H28O,-H(-)
424,225.04019669236547,5704.913807939803,C10H10O6,-H(-)
425,225.12450428271148,4037.9088249089473,C11H18N2O3,-H(-)
426,225.14975064845882,5181.793781296931,C13H22O3,-H(-)
427,225.16552391120504,4812.615545502191,C17H22,-H(-)
428,225.18560375087094,22149.682761637825,C14H26O2,-H(-)
429,225.22057933315412,1476.4934350414865,C15H30O,-H(-)
430,226.08307080616,4607.098047578686,C9H13N3O4,-H(-)
431,227.0026665108384,23521.949693300365,C9H8O5S,-H(-)
432,227.03694437751793,6098.133264313035,C10H12O4S,-H(-)
433,227.06872857674873,6642.3150335350165,C10H8N6O,-H(-)
