merged_sample_id,1-methylhistamine,2-Arachidonyl glycerol,2'-deoxyadenosine,3-deaazadenosine,3-IPA,3HK,5-Aminolevulinic Acid,Acetylcarnitine,Adenosine,Alanine,Anandamide,Arachidonic acid,Arginine,Asparagine,Aspartate,Betaine,Butyrylcarnitine,cAMP,Carnitine,Choline,Colchicine,Creatine,Cysteamine,Cysteine,Cytosine,DMGV,GlucosePos2,Glutamate,Glutamine,Histidine,Î±-keto-Î²-methylvaleric acid.1,Î±-keto-Î²-methylvaleric acid.2,Isoleucine_Leucine,Kynurenic acid,L-Homoserine,Methionine,Phenylalanine,Phosphocholine,Proline,Riboflavin,Serine,Serotonin,Spermine,Taurine,Thiamine,Threonine,Thymidine,TMNO,trans-HYP,Tyrosine,Uridine,Valine,Valine-d8
bioheart::0,16.16302130991817,11.135392380305529,7.909703939013792,10.132607211295388,11.16169265713763,9.705846225013069,10.470735966303852,18.555944748362844,13.293746830658264,14.61025371217714,10.769818626649732,11.25869918708141,16.253215662309646,13.219895432469214,10.967096130650402,18.3514385088769,10.378133514461458,11.635128053333524,18.419203964049505,13.371973763518607,7.762954980288204,14.885271246597732,10.703319341755728,8.163661075045638,12.645739643541312,11.816227628625384,16.27407460133713,14.096370955610425,13.211342289692972,16.56188607339293,10.424511892146764,11.916797304499829,17.739014702159068,13.549917983507132,14.361349890529878,14.538459270527811,17.63570686529442,14.876134160888224,18.388756929402607,12.680355555579288,11.784962489403032,9.178796762306908,15.385810238803396,14.558565848987332,6.556907609168149,14.452332134860413,9.037966690586837,17.204842644599196,14.371346353579003,16.10237388208116,13.911247766578816,16.842548689293448,14.709818632001507
bioheart::1,16.419367709802632,11.350403029583957,8.233014043221909,10.093178141198726,11.273228699543914,9.62243101599987,10.50952534221233,18.59186240268021,13.509390207068996,14.707274143557752,10.860644949932777,11.35642532732717,16.377357601298698,13.2797815531478,10.99572842007336,18.336394981824764,10.612871451265216,11.571042002995904,18.46588353834123,13.5447110889798,7.54391106704741,14.859225169517975,10.933371399038483,8.706679966612025,12.992948574272187,11.81213742951716,16.30394065976503,14.1110457413629,13.243757510083526,16.63389344955012,10.238982883568994,12.171931927325424,17.791685740533758,13.992462152283611,14.470094893328351,14.677633659660682,17.7073878079225,14.880893276023397,18.46244849334546,12.939188999461772,12.03675317408766,9.225295878784182,15.51654326579293,14.756672895189128,6.347532106626137,14.585280495596894,9.102089906655866,17.418093730256167,14.42585177908459,16.20696385023596,13.940186183277335,16.934048503702797,14.775557471418452
bioheart::2,16.343959578690985,11.250142982061597,8.26095939715743,9.957169067852478,11.511993450779904,9.535626924294984,10.551257666427048,18.566032426752944,13.28069530362481,14.775530440083504,10.906832110498938,11.372117030212875,16.584125498305678,13.440133544036794,11.63967432060531,18.418632376479408,10.678083375057586,10.414441768033848,18.518193958928062,13.421772083337355,6.490883461015553,14.609429567242946,10.672504994362898,7.906164322971825,12.950976324432151,11.519634459254236,16.30819984431824,14.188575290516129,13.363991869423405,16.708967032670117,10.399438190215529,12.009622752159476,17.74364347511676,13.361987476169793,14.892388661078051,14.325651326470428,17.494548775321565,14.831936537530522,18.306986307446547,11.420433526191395,12.787772461988071,9.141042168165775,15.328296480769756,14.833668167443568,6.848820016893663,14.986918551950012,8.911296396872364,16.673214497076135,14.151008033946376,15.897547098470303,13.81787939405534,16.930657499782352,14.817522368083882
bioheart::3,16.50562771900244,11.460005627425645,8.406205316274166,9.760212270605058,9.486282272514492,9.412243616628317,11.09640387865342,18.457963896631693,13.238939106781912,15.29944832933355,10.516166268134098,11.148714482000432,16.66812138554998,13.34533963472568,10.97594612839328,18.42801797849273,10.351047764416943,10.676081801873517,18.55215803710832,13.649335694854354,6.344532242742564,15.508610399244128,10.937667021146778,8.547114821031853,12.8246685980207,12.444490508345725,16.381943890712694,14.522398002262682,13.249243201312169,16.716537380178817,10.231630194201909,12.426866638793356,18.01958720111366,13.454764367737786,14.65340598944405,14.723052856445054,17.757806946958933,14.812516903367722,18.473819949696775,15.405559214588427,12.753530828373986,9.221421845024954,15.182967022335788,14.5633649197133,8.763672650046427,14.784737343158348,8.892410616058664,17.225301208172745,15.08511507942124,16.244226499357868,13.783784131401676,17.268654187959815,14.860118864103235
bioheart::4,16.698336976805805,11.251953039445375,8.154342646217174,9.658033845201706,10.961652863162069,9.463854822876073,9.867398662102412,18.5517125537209,13.223520973155065,14.994031422233691,10.929074744068137,11.157552387521166,16.687123371371165,13.528797695676545,10.792080004323516,18.604370538448727,10.529616606944032,10.432320369240813,18.550168355252826,13.586850217111992,5.88747725481388,14.35871730814503,11.283675130152275,8.328513963392053,13.256976032753563,12.090603470208055,16.431701577711216,14.081399273481852,13.435310010072762,16.703927933409723,10.393782353936254,12.223109687412109,17.611521777147225,14.02222882178425,14.592150218116892,14.248176343195585,17.62536980997439,14.813098324361182,18.428753004414062,12.247680468806118,12.934197101467536,9.398458429883943,15.679695942147353,13.666684301537112,7.530056944398754,14.581021436387074,8.993475443791228,16.610740326355778,13.81680661771587,15.993973587426357,13.45345912658484,16.855714957794802,14.917015658414778
bioheart::5,16.59836360878448,11.241704456075896,8.389862875171014,9.69887560051589,10.762419876455198,9.56813655708903,10.95757565479874,18.59081061069823,13.325664319823105,14.677457959342398,11.500130456856589,11.221413400788082,16.341794174646868,13.20624219471481,11.977296699519297,18.405829692983172,10.692158753671194,10.430157095891506,18.56405702499001,13.50916304497428,6.696214281956837,14.168993783785456,12.55755984134286,8.954938805570846,12.744815063986692,11.64647390869938,16.358460304219197,14.863003568682045,13.154861395721042,16.663197325466463,10.386652317825307,12.269866358116706,17.84761327344972,13.46478662302241,14.470826283504817,14.285856502363492,17.616660892571208,14.699036044046752,18.20531931323525,12.53590969648418,12.848353756218652,9.222037690808325,15.158229507178618,14.569051161851638,5.575509612645119,14.657208441997644,8.765185752846186,17.098100690649545,13.684389059211496,15.960178977169427,14.29357845591216,17.08027880975658,14.919899131729771
bioheart::6,16.613400792743075,11.704188461019047,7.9174853508215,10.262263837111352,9.84431079143832,9.2798140078774,10.9413478664871,18.493521439593163,13.330357229344576,15.036226225042247,10.39310322719298,11.438179612491028,16.218649581873443,13.51677999510278,11.563467807463972,18.49074470202123,10.573837335949822,10.213083991580536,18.566040044025968,13.900137694911177,6.53873139983742,13.610499244524258,11.290538502370582,9.165705492640498,12.587169921634375,12.019331042709153,16.240305142056506,14.681345093407652,13.352104712198315,16.828854030466818,10.373152061787176,12.278573755944208,17.937682437217187,13.054376065886732,14.730802242957242,14.687528251477293,17.608378895478456,14.727021484748686,18.392204581305023,11.699896769911058,12.91346029755136,9.023214211537038,15.321866607748875,13.1668548296223,7.078681740920517,14.852719186235843,8.767422119643967,16.818071587401096,13.170650557955849,16.210677764790415,13.813048593816116,17.00505371582043,14.93278986204514
bioheart::7,16.594140805879587,11.113882152920231,8.093614722397671,10.145447755035706,10.354052914348566,9.306377378487062,10.00717490924385,18.582074766179137,13.247105608257852,15.12075634736563,10.209371707389318,11.238512829501714,16.249310730123913,13.29042007313116,11.436687410416305,18.359794290423498,10.329517415747937,10.576158008647452,18.65141065393998,13.386210111700985,6.15154645949034,13.975633283857904,10.655269470522764,8.453681811921367,12.831127049396285,11.662232593719327,16.282019418209284,14.73161512451074,13.342589992192645,16.725498797292246,10.331442197838696,12.365101692465666,17.994440544848434,13.86778306696467,14.584740092802171,14.618794820902156,17.76629148101083,14.710322871187936,18.30886633778577,13.250886107092256,12.65056530711185,8.641436381931966,15.50379101077456,14.284047887718147,7.229604475342172,14.733624710396263,8.892548309406726,18.16763563247433,13.50457009393529,16.335282679763,13.544550925532658,17.060585146461367,14.917055542074149
bioheart::8,16.642063654080456,11.550780476747008,7.81344117786332,9.993959684200178,12.049216820929184,9.521154522945006,10.800749846552108,18.60381842762416,13.354198963298396,14.96312809877985,10.105880082971105,11.364207451451865,16.5803674470952,13.773028352723223,11.264352432769876,18.492022665326672,10.31128926199725,10.132926446532922,18.57897256028267,13.597523625906456,6.190048976921489,15.346944614519908,11.541083208517348,8.819339431618038,12.807799964176548,10.773196986897696,16.3672862143229,14.177115226817325,13.531614715356104,16.879649452527314,10.327265289555108,12.341081571065146,17.733769131764003,12.863899031558685,14.70052168819048,14.588605066726204,17.688768231033563,14.637435136301058,18.37867521912801,12.78560159806967,13.03316064113984,9.402796318591005,15.68897070889778,15.124961827591704,7.24584755976573,14.806091099744378,8.667906771176703,16.374148865656288,14.857255237563452,16.03382138611181,14.133308826314014,16.755986742991954,14.879693569527232
bioheart::9,16.53165610316833,11.485117883146716,8.20635684918447,10.072199838546297,9.782226118008635,9.364262111312852,10.733523268580148,18.595649287649547,13.40287867980048,15.007240138967044,10.694516149890108,11.522750936543652,16.60732816021815,13.335667172711746,11.984522573952503,18.449660951655904,10.345931439462912,10.499151719396986,18.543799749079486,13.98927667109742,6.5546132298719035,14.181211306503554,9.13518138616259,9.002110088024203,12.687190933724091,12.319666420697756,16.32796136059065,14.545436723083036,13.270243190093217,16.9794797205079,10.25038560807968,12.271700260889274,17.71314010679875,13.770658710733882,14.44589057028104,14.349017283417654,17.640383482674782,14.553598503253138,18.36586447010113,11.701619441368,12.960578225684603,9.095376558575566,15.583940511330022,14.903170039701273,7.76601910704691,14.624508530822403,8.764367594942296,16.829200650358118,13.67164954084956,16.233662726521036,13.691785872866854,16.83583857112392,14.901268921091836
