sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label
019 / P1_Full_0064,19,20200219_Harm2_4GHz_0019.d,20200318234347178-2489553,20200219_Plate1_022,P1_Full_0064,P001:020 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_0064
020 / water,20,20200219_Harm2_4GHz_0020.d,20200318234348233-2489554,ctrl_p01_c1,water,P001:021 seq1 control,water,Batch4_0219 DATA,water
021 / P1_Bio_0016,21,20200219_Harm2_4GHz_0021.d,20200318234349299-2489555,20200219_Plate1_034,P1_Bio_0016,P001:023 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0016
022 / P1_Bio_0016,22,20200219_Harm2_4GHz_0022.d,20200318234350524-2489556,20200219_Plate1_034,P1_Bio_0016,P001:024 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0016
023 / P1_Bio_0016,23,20200219_Harm2_4GHz_0023.d,20200318234351699-2489557,20200219_Plate1_034,P1_Bio_0016,P001:025 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0016
024 / water,24,20200219_Harm2_4GHz_0024.d,20200318234352916-2489558,ctrl_p01_c1,water,P001:026 seq1 control,water,Batch4_0219 DATA,water
025 / water,25,20200219_Harm2_4GHz_0025.d,20200318234353976-2489559,ctrl_p01_c2,water,P001:027 seq1 control,water,Batch4_0219 DATA,water
026 / P1_Bio_0032,26,20200219_Harm2_4GHz_0026.d,20200318234355064-2489560,20200219_Plate1_035,P1_Bio_0032,P001:028 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0032
027 / P1_Bio_0032,27,20200219_Harm2_4GHz_0027.d,20200318234356273-2489561,20200219_Plate1_035,P1_Bio_0032,P001:029 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0032
028 / P1_Bio_0032,28,20200219_Harm2_4GHz_0028.d,20200318234357460-2489562,20200219_Plate1_035,P1_Bio_0032,P001:030 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0032
029 / water,29,20200219_Harm2_4GHz_0029.d,20200318234358652-2489563,ctrl_p01_c1,water,P001:031 seq1 control,water,Batch4_0219 DATA,water
030 / water,30,20200219_Harm2_4GHz_0030.d,20200318234359731-2489564,ctrl_p01_c2,water,P001:032 seq1 control,water,Batch4_0219 DATA,water
031 / water,31,20200219_Harm2_4GHz_0031.d,20200318234400816-2489565,ctrl_p01_c1,water,P001:036 seq1 control,water,Batch4_0219 DATA,water
032 / water,32,20200219_Harm2_4GHz_0032.d,20200318234401912-2489566,ctrl_p01_c2,water,P001:037 seq1 control,water,Batch4_0219 DATA,water
033 / P1_AA_0512,33,20200219_Harm2_4GHz_0033.d,20200318234402966-2489567,20200219_Plate1_055,P1_AA_0512,P001:038 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0512
034 / P1_AA_0512,34,20200219_Harm2_4GHz_0034.d,20200318234404029-2489568,20200219_Plate1_055,P1_AA_0512,P001:039 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0512
035 / P1_AA_0512,35,20200219_Harm2_4GHz_0035.d,20200318234405120-2489569,20200219_Plate1_055,P1_AA_0512,P001:040 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0512
036 / water,36,20200219_Harm2_4GHz_0036.d,20200318234406151-2489570,ctrl_p01_c1,water,P001:041 seq1 control,water,Batch4_0219 DATA,water
037 / P1_SRM_0004,37,20200219_Harm2_4GHz_0037.d,20200318234407200-2489571,20200219_Plate1_003,P1_SRM_0004,P001:043 seq1,srm,Batch4_0219 DATA,P1_SRM_0004
038 / P1_SRM_0004,38,20200219_Harm2_4GHz_0038.d,20200318234408422-2489572,20200219_Plate1_003,P1_SRM_0004,P001:044 seq1,srm,Batch4_0219 DATA,P1_SRM_0004
039 / P1_SRM_0004,39,20200219_Harm2_4GHz_0039.d,20200318234409618-2489573,20200219_Plate1_003,P1_SRM_0004,P001:045 seq1,srm,Batch4_0219 DATA,P1_SRM_0004
040 / water,40,20200219_Harm2_4GHz_0040.d,20200318234410844-2489574,ctrl_p01_c1,water,P001:046 seq1 control,water,Batch4_0219 DATA,water
041 / water,41,20200219_Harm2_4GHz_0041.d,20200318234411980-2489575,ctrl_p01_c2,water,P001:047 seq1 control,water,Batch4_0219 DATA,water
042 / P1_FA_0256,42,20200219_Harm2_4GHz_0042.d,20200318234413088-2489576,20200219_Plate1_068,P1_FA_0256,P001:048 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0256
043 / P1_FA_0256,43,20200219_Harm2_4GHz_0043.d,20200318234414080-2489577,20200219_Plate1_068,P1_FA_0256,P001:049 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0256
044 / P1_FA_0256,44,20200219_Harm2_4GHz_0044.d,20200318234415146-2489578,20200219_Plate1_068,P1_FA_0256,P001:050 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0256
045 / water,45,20200219_Harm2_4GHz_0045.d,20200318234416175-2489579,ctrl_p01_c1,water,P001:051 seq1 control,water,Batch4_0219 DATA,water
046 / P1_Full_0002,46,20200219_Harm2_4GHz_0046.d,20200318234417248-2489580,20200219_Plate1_016,P1_Full_0002,P001:053 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_0002
047 / P1_Full_0002,47,20200219_Harm2_4GHz_0047.d,20200318234418377-2489581,20200219_Plate1_016,P1_Full_0002,P001:054 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_0002
048 / P1_Full_0002,48,20200219_Harm2_4GHz_0048.d,20200318234419517-2489582,20200219_Plate1_016,P1_Full_0002,P001:055 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_0002
049 / water,49,20200219_Harm2_4GHz_0049.d,20200318234420639-2489583,ctrl_p01_c1,water,P001:056 seq1 control,water,Batch4_0219 DATA,water
050 / water,50,20200219_Harm2_4GHz_0050.d,20200318234421698-2489584,ctrl_p01_c2,water,P001:057 seq1 control,water,Batch4_0219 DATA,water
051 / P1_FA_0512,51,20200219_Harm2_4GHz_0051.d,20200318234422823-2489585,20200219_Plate1_069,P1_FA_0512,P001:058 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0512
052 / P1_FA_0512,52,20200219_Harm2_4GHz_0052.d,20200318234423872-2489586,20200219_Plate1_069,P1_FA_0512,P001:059 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0512
053 / P1_FA_0512,53,20200219_Harm2_4GHz_0053.d,20200318234424886-2489587,20200219_Plate1_069,P1_FA_0512,P001:060 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0512
054 / water,54,20200219_Harm2_4GHz_0054.d,20200318234425903-2489588,ctrl_p01_c1,water,P001:061 seq1 control,water,Batch4_0219 DATA,water
055 / water,55,20200219_Harm2_4GHz_0055.d,20200318234426912-2489589,ctrl_p01_c2,water,P001:062 seq1 control,water,Batch4_0219 DATA,water
056 / P1_SRM_0512,56,20200219_Harm2_4GHz_0056.d,20200318234427888-2489590,20200219_Plate1_011,P1_SRM_0512,P001:063 seq1,srm,Batch4_0219 DATA,P1_SRM_0512
057 / P1_SRM_0512,57,20200219_Harm2_4GHz_0057.d,20200318234428936-2489591,20200219_Plate1_011,P1_SRM_0512,P001:064 seq1,srm,Batch4_0219 DATA,P1_SRM_0512
058 / P1_SRM_0512,58,20200219_Harm2_4GHz_0058.d,20200318234429949-2489592,20200219_Plate1_011,P1_SRM_0512,P001:065 seq1,srm,Batch4_0219 DATA,P1_SRM_0512
059 / water,59,20200219_Harm2_4GHz_0059.d,20200318234431050-2489593,ctrl_p01_c1,water,P001:066 seq1 control,water,Batch4_0219 DATA,water
060 / water,60,20200219_Harm2_4GHz_0060.d,20200318234432069-2489594,ctrl_p01_c1,water,P001:071 seq1 control,water,Batch4_0219 DATA,water
061 / water,61,20200219_Harm2_4GHz_0061.d,20200318234433091-2489595,ctrl_p01_c2,water,P001:072 seq1 control,water,Batch4_0219 DATA,water
062 / P1_AA_0002,62,20200219_Harm2_4GHz_0062.d,20200318234434238-2489596,20200219_Plate1_045,P1_AA_0002,P001:078 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0002
063 / P1_AA_0002,63,20200219_Harm2_4GHz_0063.d,20200318234435350-2489597,20200219_Plate1_045,P1_AA_0002,P001:079 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0002
064 / P1_AA_0002,64,20200219_Harm2_4GHz_0064.d,20200318234436458-2489598,20200219_Plate1_045,P1_AA_0002,P001:080 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0002
065 / water,65,20200219_Harm2_4GHz_0065.d,20200318234437589-2489599,ctrl_p01_c1,water,P001:081 seq1 control,water,Batch4_0219 DATA,water
066 / water,66,20200219_Harm2_4GHz_0066.d,20200318234438728-2489600,ctrl_p01_c2,water,P001:082 seq1 control,water,Batch4_0219 DATA,water
067 / P1_PP_0016,67,20200219_Harm2_4GHz_0067.d,20200318234439760-2489601,20200219_Plate1_077,P1_PP_0016,P001:083 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0016
068 / P1_PP_0016,68,20200219_Harm2_4GHz_0068.d,20200318234440840-2489602,20200219_Plate1_077,P1_PP_0016,P001:084 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0016
069 / P1_PP_0016,69,20200219_Harm2_4GHz_0069.d,20200318234441891-2489603,20200219_Plate1_077,P1_PP_0016,P001:085 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0016
070 / water,70,20200219_Harm2_4GHz_0070.d,20200318234442919-2489604,ctrl_p01_c1,water,P001:086 seq1 control,water,Batch4_0219 DATA,water
071 / water,71,20200219_Harm2_4GHz_0071.d,20200318234443993-2489605,ctrl_p01_c2,water,P001:087 seq1 control,water,Batch4_0219 DATA,water
072 / water,72,20200219_Harm2_4GHz_0072.d,20200318234445102-2489606,ctrl_p01_c1,water,P001:091 seq1 control,water,Batch4_0219 DATA,water
073 / water,73,20200219_Harm2_4GHz_0073.d,20200318234446229-2489607,ctrl_p01_c2,water,P001:092 seq1 control,water,Batch4_0219 DATA,water
074 / P1_PP_0002,74,20200219_Harm2_4GHz_0074.d,20200318234447298-2489608,20200219_Plate1_074,P1_PP_0002,P001:093 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0002
075 / P1_PP_0002,75,20200219_Harm2_4GHz_0075.d,20200318234448303-2489609,20200219_Plate1_074,P1_PP_0002,P001:094 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0002
076 / P1_PP_0002,76,20200219_Harm2_4GHz_0076.d,20200318234449467-2489610,20200219_Plate1_074,P1_PP_0002,P001:095 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0002
077 / water,77,20200219_Harm2_4GHz_0077.d,20200318234450558-2489611,ctrl_p01_c1,water,P001:096 seq1 control,water,Batch4_0219 DATA,water
078 / water,78,20200219_Harm2_4GHz_0078.d,20200318234451589-2489612,ctrl_p01_c2,water,P001:097 seq1 control,water,Batch4_0219 DATA,water
079 / P1_FA_0008,79,20200219_Harm2_4GHz_0079.d,20200318234452698-2489613,20200219_Plate1_062,P1_FA_0008,P001:108 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0008
080 / P1_FA_0008,80,20200219_Harm2_4GHz_0080.d,20200318234453720-2489614,20200219_Plate1_062,P1_FA_0008,P001:109 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0008
081 / P1_FA_0008,81,20200219_Harm2_4GHz_0081.d,20200318234454774-2489615,20200219_Plate1_062,P1_FA_0008,P001:110 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0008
082 / water,82,20200219_Harm2_4GHz_0082.d,20200318234455866-2489616,ctrl_p01_c1,water,P001:111 seq1 control,water,Batch4_0219 DATA,water
083 / water,83,20200219_Harm2_4GHz_0083.d,20200318234456932-2489617,ctrl_p01_c2,water,P001:112 seq1 control,water,Batch4_0219 DATA,water
084 / P1_FA_1024,84,20200219_Harm2_4GHz_0084.d,20200318234457976-2489618,20200219_Plate1_070,P1_FA_1024,P001:113 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_1024
085 / P1_FA_1024,85,20200219_Harm2_4GHz_0085.d,20200318234459078-2489619,20200219_Plate1_070,P1_FA_1024,P001:114 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_1024
086 / P1_FA_1024,86,20200219_Harm2_4GHz_0086.d,20200318234500121-2489620,20200219_Plate1_070,P1_FA_1024,P001:115 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_1024
087 / water,87,20200219_Harm2_4GHz_0087.d,20200318234501145-2489621,ctrl_p01_c1,water,P001:116 seq1 control,water,Batch4_0219 DATA,water
088 / P1_AA_0064,88,20200219_Harm2_4GHz_0088.d,20200318234502237-2489622,20200219_Plate1_051,P1_AA_0064,P001:118 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0064
089 / P1_AA_0064,89,20200219_Harm2_4GHz_0089.d,20200318234503347-2489623,20200219_Plate1_051,P1_AA_0064,P001:119 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0064
090 / P1_AA_0064,90,20200219_Harm2_4GHz_0090.d,20200318234504413-2489624,20200219_Plate1_051,P1_AA_0064,P001:120 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0064
091 / water,91,20200219_Harm2_4GHz_0091.d,20200318234505575-2489625,ctrl_p01_c1,water,P001:121 seq1 control,water,Batch4_0219 DATA,water
092 / P1_Bio_0008,92,20200219_Harm2_4GHz_0092.d,20200318234506625-2489626,20200219_Plate1_033,P1_Bio_0008,P001:123 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0008
093 / P1_Bio_0008,93,20200219_Harm2_4GHz_0093.d,20200318234507854-2489627,20200219_Plate1_033,P1_Bio_0008,P001:124 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0008
094 / P1_Bio_0008,94,20200219_Harm2_4GHz_0094.d,20200318234509090-2489628,20200219_Plate1_033,P1_Bio_0008,P001:125 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0008
095 / water,95,20200219_Harm2_4GHz_0095.d,20200318234510285-2489629,ctrl_p01_c1,water,P001:126 seq1 control,water,Batch4_0219 DATA,water
096 / water,96,20200219_Harm2_4GHz_0096.d,20200318234511402-2489630,ctrl_p01_c2,water,P001:127 seq1 control,water,Batch4_0219 DATA,water
097 / P1_SRM_0032,97,20200219_Harm2_4GHz_0097.d,20200318234512442-2489631,20200219_Plate1_007,P1_SRM_0032,P001:128 seq1,srm,Batch4_0219 DATA,P1_SRM_0032
098 / P1_SRM_0032,98,20200219_Harm2_4GHz_0098.d,20200318234513602-2489632,20200219_Plate1_007,P1_SRM_0032,P001:129 seq1,srm,Batch4_0219 DATA,P1_SRM_0032
099 / P1_SRM_0032,99,20200219_Harm2_4GHz_0099.d,20200318234514729-2489633,20200219_Plate1_007,P1_SRM_0032,P001:130 seq1,srm,Batch4_0219 DATA,P1_SRM_0032
100 / water,100,20200219_Harm2_4GHz_0100.d,20200318234515894-2489634,ctrl_p01_c1,water,P001:131 seq1 control,water,Batch4_0219 DATA,water
101 / water,101,20200219_Harm2_4GHz_0101.d,20200318234517014-2489635,ctrl_p01_c2,water,P001:132 seq1 control,water,Batch4_0219 DATA,water
102 / P1_PP_2048,102,20200219_Harm2_4GHz_0102.d,20200318234518117-2489636,20200219_Plate1_086,P1_PP_2048,P001:133 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_2048
103 / P1_PP_2048,103,20200219_Harm2_4GHz_0103.d,20200318234519150-2489637,20200219_Plate1_086,P1_PP_2048,P001:134 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_2048
104 / P1_PP_2048,104,20200219_Harm2_4GHz_0104.d,20200318234520173-2489638,20200219_Plate1_086,P1_PP_2048,P001:135 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_2048
105 / water,105,20200219_Harm2_4GHz_0105.d,20200318234521269-2489639,ctrl_p01_c1,water,P001:136 seq1 control,water,Batch4_0219 DATA,water
106 / P1_Bio_0128,106,20200219_Harm2_4GHz_0106.d,20200318234522477-2489640,20200219_Plate1_038,P1_Bio_0128,P001:138 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0128
107 / P1_Bio_0128,107,20200219_Harm2_4GHz_0107.d,20200318234523645-2489641,20200219_Plate1_038,P1_Bio_0128,P001:139 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0128
108 / P1_Bio_0128,108,20200219_Harm2_4GHz_0108.d,20200318234524911-2489642,20200219_Plate1_038,P1_Bio_0128,P001:140 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_0128
109 / water,109,20200219_Harm2_4GHz_0109.d,20200318234526049-2489643,ctrl_p01_c1,water,P001:141 seq1 control,water,Batch4_0219 DATA,water
110 / P1_FA_0001,110,20200219_Harm2_4GHz_0110.d,20200318234527127-2489644,20200219_Plate1_058,P1_FA_0001,P001:143 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0001
111 / P1_FA_0001,111,20200219_Harm2_4GHz_0111.d,20200318234528267-2489645,20200219_Plate1_058,P1_FA_0001,P001:144 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0001
112 / P1_FA_0001,112,20200219_Harm2_4GHz_0112.d,20200318234529242-2489646,20200219_Plate1_058,P1_FA_0001,P001:145 seq1,formal_or_unknown,Batch4_0219 DATA,P1_FA_0001
113 / water,113,20200219_Harm2_4GHz_0113.d,20200318234530337-2489647,ctrl_p01_c1,water,P001:146 seq1 control,water,Batch4_0219 DATA,water
114 / water,114,20200219_Harm2_4GHz_0114.d,20200318234531364-2489648,ctrl_p01_c2,water,P001:147 seq1 control,water,Batch4_0219 DATA,water
115 / P1_PP_0008,115,20200219_Harm2_4GHz_0115.d,20200318234532419-2489649,20200219_Plate1_076,P1_PP_0008,P001:148 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0008
116 / P1_PP_0008,116,20200219_Harm2_4GHz_0116.d,20200318234533444-2489650,20200219_Plate1_076,P1_PP_0008,P001:149 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0008
117 / P1_PP_0008,117,20200219_Harm2_4GHz_0117.d,20200318234534482-2489651,20200219_Plate1_076,P1_PP_0008,P001:150 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0008
118 / water,118,20200219_Harm2_4GHz_0118.d,20200318234535589-2489652,ctrl_p01_c1,water,P001:151 seq1 control,water,Batch4_0219 DATA,water
119 / water,119,20200219_Harm2_4GHz_0119.d,20200318234536610-2489653,ctrl_p01_c2,water,P001:152 seq1 control,water,Batch4_0219 DATA,water
120 / P1_PP_0128,120,20200219_Harm2_4GHz_0120.d,20200318234537592-2489654,20200219_Plate1_081,P1_PP_0128,P001:153 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0128
121 / P1_PP_0128,121,20200219_Harm2_4GHz_0121.d,20200318234538663-2489655,20200219_Plate1_081,P1_PP_0128,P001:154 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0128
122 / P1_PP_0128,122,20200219_Harm2_4GHz_0122.d,20200318234539698-2489656,20200219_Plate1_081,P1_PP_0128,P001:155 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0128
123 / water,123,20200219_Harm2_4GHz_0123.d,20200318234540734-2489657,ctrl_p01_c1,water,P001:156 seq1 control,water,Batch4_0219 DATA,water
124 / water,124,20200219_Harm2_4GHz_0124.d,20200318234541808-2489658,ctrl_p01_c1,water,P001:161 seq1 control,water,Batch4_0219 DATA,water
125 / water,125,20200219_Harm2_4GHz_0125.d,20200318234542856-2489659,ctrl_p01_c2,water,P001:162 seq1 control,water,Batch4_0219 DATA,water
126 / P1_Full_2048,126,20200219_Harm2_4GHz_0126.d,20200318234543829-2489660,20200219_Plate1_028,P1_Full_2048,P001:163 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_2048
127 / P1_Full_2048,127,20200219_Harm2_4GHz_0127.d,20200318234544896-2489661,20200219_Plate1_028,P1_Full_2048,P001:164 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_2048
128 / P1_Full_2048,128,20200219_Harm2_4GHz_0128.d,20200318234545972-2489662,20200219_Plate1_028,P1_Full_2048,P001:165 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_2048
129 / water,129,20200219_Harm2_4GHz_0129.d,20200318234547044-2489663,ctrl_p01_c1,water,P001:166 seq1 control,water,Batch4_0219 DATA,water
130 / P1_Full_0004,130,20200219_Harm2_4GHz_0130.d,20200318234548124-2489664,20200219_Plate1_017,P1_Full_0004,P001:168 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_0004
131 / P1_Full_0004,131,20200219_Harm2_4GHz_0131.d,20200318234549284-2489665,20200219_Plate1_017,P1_Full_0004,P001:169 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_0004
132 / P1_Full_0004,132,20200219_Harm2_4GHz_0132.d,20200318234550389-2489666,20200219_Plate1_017,P1_Full_0004,P001:170 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Full_0004
133 / water,133,20200219_Harm2_4GHz_0133.d,20200318234551522-2489667,ctrl_p01_c1,water,P001:171 seq1 control,water,Batch4_0219 DATA,water
134 / water,134,20200219_Harm2_4GHz_0134.d,20200318234552614-2489668,ctrl_p01_c2,water,P001:172 seq1 control,water,Batch4_0219 DATA,water
135 / P1_Bio_1024,135,20200219_Harm2_4GHz_0135.d,20200318234553695-2489669,20200219_Plate1_041,P1_Bio_1024,P001:173 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_1024
136 / P1_Bio_1024,136,20200219_Harm2_4GHz_0136.d,20200318234554780-2489670,20200219_Plate1_041,P1_Bio_1024,P001:174 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_1024
137 / P1_Bio_1024,137,20200219_Harm2_4GHz_0137.d,20200318234555834-2489671,20200219_Plate1_041,P1_Bio_1024,P001:175 seq1,formal_or_unknown,Batch4_0219 DATA,P1_Bio_1024
138 / water,138,20200219_Harm2_4GHz_0138.d,20200318234556938-2489672,ctrl_p01_c1,water,P001:176 seq1 control,water,Batch4_0219 DATA,water
139 / P1_AA_0008,139,20200219_Harm2_4GHz_0139.d,20200318234558024-2489673,20200219_Plate1_047,P1_AA_0008,P001:178 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0008
140 / P1_AA_0008,140,20200219_Harm2_4GHz_0140.d,20200318234559121-2489674,20200219_Plate1_047,P1_AA_0008,P001:179 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0008
141 / P1_AA_0008,141,20200219_Harm2_4GHz_0141.d,20200318234600213-2489675,20200219_Plate1_047,P1_AA_0008,P001:180 seq1,formal_or_unknown,Batch4_0219 DATA,P1_AA_0008
142 / water,142,20200219_Harm2_4GHz_0142.d,20200318234601292-2489676,ctrl_p01_c1,water,P001:181 seq1 control,water,Batch4_0219 DATA,water
143 / water,143,20200219_Harm2_4GHz_0143.d,20200318234602316-2489677,ctrl_p01_c2,water,P001:182 seq1 control,water,Batch4_0219 DATA,water
144 / P1_PP_0064,144,20200219_Harm2_4GHz_0144.d,20200318234603378-2489678,20200219_Plate1_080,P1_PP_0064,P001:183 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0064
145 / P1_PP_0064,145,20200219_Harm2_4GHz_0145.d,20200318234604417-2489679,20200219_Plate1_080,P1_PP_0064,P001:184 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0064
146 / P1_PP_0064,146,20200219_Harm2_4GHz_0146.d,20200318234605437-2489680,20200219_Plate1_080,P1_PP_0064,P001:185 seq1,formal_or_unknown,Batch4_0219 DATA,P1_PP_0064
147 / water,147,20200219_Harm2_4GHz_0147.d,20200318234606524-2489681,ctrl_p01_c1,water,P001:186 seq1 control,water,Batch4_0219 DATA,water
148 / P1_SRM_2048,148,20200219_Harm2_4GHz_0148.d,20200318234607542-2489682,20200219_Plate1_014,P1_SRM_2048,P001:188 seq1,srm,Batch4_0219 DATA,P1_SRM_2048
149 / P1_SRM_2048,149,20200219_Harm2_4GHz_0149.d,20200318234608584-2489683,20200219_Plate1_014,P1_SRM_2048,P001:189 seq1,srm,Batch4_0219 DATA,P1_SRM_2048
