ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,label (bona fide),HMDB ids,KEGG ids,other ids
11,73.03975668056255,1966.8993990425286,0.000979419437442175,C2H6N2O,-H(-),Acetylhydrazine,HMDB0031419; HMDB0060428; HMDB0062472; HMDB31419; HMDB60428; HMDB62472,C07447; C14704,; CHEBI:2422; CHEBI:35807; CHEBI:42843
12,74.02469018098479,28460.430231592836,6.151901520468073e-05,C2H5NO2,-H(-),Glycine,HMDB0000123; HMDB00123; HMDB0014691; HMDB0031239; HMDB14691; HMDB31239,C00037; C06808,; CHEBI:15428; CHEBI:27777
13,75.00874740501011,2182.9270574041325,1.9894989890190118e-05,C2H4O3,-H(-),Glycolate,HMDB0000115; HMDB00115; HMDB0031608; HMDB03035; HMDB31608,C00160,; CHEBI:17497
13,75.00874740501011,2182.9270574041325,-0.0009577931937059248,C3H6S,-H(-) [+2],2-Propene-1-thiol,HMDB0031635; HMDB31635,,
14,75.02803400536646,705.5080357075725,-0.0006398053664611325,C3H8S,-H(-),Ethyl methyl sulfide,HMDB0031238; HMDB0031634; HMDB0034238; HMDB31238; HMDB31634; HMDB34238,C08390; C08391,; CHEBI:8473; CHEBI:8474
14,75.02803400536646,705.5080357075725,-0.0007665493117769984,C2H5NO2,-H(-) [+1],Glycine,HMDB0000123; HMDB00123; HMDB0014691; HMDB0031239; HMDB14691; HMDB31239,C00037; C06808,; CHEBI:15428; CHEBI:27777
15,77.03942913844949,1590.4773396128105,0.0002443615505001162,C6H6,-H(-),Benzene,HMDB0001505; HMDB01505,C01407,CHEBI:16716
16,79.95747651114907,12590.995549073381,-0.00011351114908109139,HO3S,-H(-),Hydrogen sulfite,HMDB0001033; HMDB01033; HMDB03008,C11481,CHEBI:17137
17,81.04600876294982,667.5173446019548,-0.00018726294982229774,C4H6N2,-H(-),Fomepizole,HMDB0015344; HMDB15344,C07837,CHEBI:5141
18,83.05059449265732,3412.461036564886,-0.0003563926573235676,C5H8O,-H(-),Methyl propenyl ketone,HMDB0001184; HMDB0012157; HMDB0031407; HMDB0031512; HMDB0031530; HMDB0031601; HMDB0031606; HMDB0031607; HMDB0032458; HMDB0037788; HMDB0040584; HMDB01184; HMDB12157; HMDB31407; HMDB31512; HMDB31530; HMDB31601; HMDB31606; HMDB31607; HMDB32458; HMDB37788; HMDB40584,C00557; C07330,; CHEBI:15825; CHEBI:16486; CHEBI:51678; CHEBI:51679; CHEBI:87508; CHEBI:88419
19,84.04554265017683,1065.447425791738,-5.555017682468133e-05,C4H7NO,-H(-),Acetone cyanohydrin,HMDB0002039; HMDB0060427; HMDB02039; HMDB60427,C11118,; CHEBI:15348; CHEBI:36592
20,85.02967022586317,12778.513605959313,-0.00016752586317636542,C4H6O2,-H(-),Succinic aldehyde,HMDB0000549; HMDB0002523; HMDB0003407; HMDB0010720; HMDB0031209; HMDB0033977; HMDB0034439; HMDB00549; HMDB02523; HMDB03407; HMDB10720; HMDB31209; HMDB33977; HMDB34439,C00741; C01770; C01771; C19309; C19443,; CHEBI:16583; CHEBI:36253; CHEBI:41131; CHEBI:42639; CHEBI:46916
21,86.02482465499436,3289.2194935671796,-7.295499436565933e-05,C3H5NO2,-H(-),Dehydroalanine,HMDB0003609; HMDB0039426; HMDB03609; HMDB06356; HMDB39426,C02218,; CHEBI:17123
22,87.05652636914148,1752.098830468466,-0.00014026914148246306,C3H8N2O,-H(-),Dimethylurea,HMDB0029198; HMDB29198,C16364,CHEBI:80472
23,88.04059115228478,78043.45117564558,-0.0001894522847862845,C3H7NO2,-H(-),Alanine,HMDB0000056; HMDB0000161; HMDB0000271; HMDB0001310; HMDB00056; HMDB00161; HMDB00271; HMDB0031219; HMDB0062251; HMDB01310; HMDB31219; HMDB62251,C00041; C00099; C00133; C00213; C01401; C01537,CHEBI:15570; CHEBI:15611; CHEBI:16449; CHEBI:16958; CHEBI:16977; CHEBI:17967
24,89.02455980353513,475263.79086482583,-0.00014250353513034497,C3H6O3,-H(-),Lactate,HMDB0000190; HMDB0000700; HMDB0001051; HMDB0001311; HMDB0001882; HMDB00171; HMDB00190; HMDB0029580; HMDB0031232; HMDB0041929; HMDB0062492; HMDB00700; HMDB01051; HMDB01311; HMDB0144295; HMDB01882; HMDB03328; HMDB29580; HMDB31232; HMDB41929; HMDB62492,C00184; C00186; C00256; C01013; C02154,; CHEBI:132098; CHEBI:16016; CHEBI:33404; CHEBI:341; CHEBI:36596; CHEBI:422; CHEBI:50849; CHEBI:5445
25,90.0190815087201,4761.939119219883,0.0005847912798913057,C2H5NO3,-H(-),(hydroxymethyl)carbamic acid,HMDB0143414,,
26,91.02224978987806,2827.5272586956644,5.901012194442501e-05,C3H8OS,-H(-),Cibulins,HMDB0030299; HMDB30299,,; CHEBI:91018
27,91.05530407967468,11289.694498416213,1.9420325315877562e-05,C7H8,-H(-),Toluene,HMDB0034168; HMDB34168,C01455,CHEBI:17578
28,92.05068819165794,3409.217714831118,-0.00011569165793900993,C6H7N,-H(-),Aniline,HMDB0003012; HMDB0061887; HMDB0061888; HMDB03012; HMDB61887; HMDB61888,C00292; C14447,; CHEBI:17296; CHEBI:39922; CHEBI:50415
29,93.04599181907693,91651.22474336847,-0.00017031907694331494,C5H6N2,-H(-),Methylpyrazine,HMDB0033112; HMDB33112,,
29,93.04599181907693,91651.22474336847,0.0009724809230533538,C2H6N2O,.F(-),Acetylhydrazine,HMDB0031419; HMDB0060428; HMDB0062472; HMDB31419; HMDB60428; HMDB62472,C07447; C14704,; CHEBI:2422; CHEBI:35807; CHEBI:42843
30,94.03007392543695,12471.60465535747,-0.0002368254369571332,C5H5NO,-H(-),Hydroxypyridine,HMDB0013751; HMDB0036057; HMDB13751; HMDB36057,C02502,; CHEBI:16540; CHEBI:59978
30,94.03007392543695,12471.60465535747,0.0009059745630537464,C2H5NO2,.F(-),Glycine,HMDB0000123; HMDB00123; HMDB0014691; HMDB0031239; HMDB14691; HMDB31239,C00037; C06808,; CHEBI:15428; CHEBI:27777
31,94.98091846174314,118944.2744840116,-0.0003100617431499586,H4O4Si,-H(-),Silicic acid,HMDB0031436; HMDB31436,,; CHEBI:26675
32,95.01371212556718,9560.209929954353,0.0001405744328195624,C5H4O2,-H(-),Furfural,HMDB0032914; HMDB0060503; HMDB32914; HMDB60503,C14279,; CHEBI:28906
33,95.05044933207922,7273.075642010912,-0.00021123207922357778,C6H8O,-H(-),Cyclohexenone,HMDB0031545; HMDB0031546; HMDB0032965; HMDB0033182; HMDB0034729; HMDB0040587; HMDB0040588; HMDB31545; HMDB31546; HMDB32965; HMDB33182; HMDB34729; HMDB40587; HMDB40588,,
33,95.05044933207922,7273.075642010912,0.0009315679207730909,C3H8O2,.F(-),Propanediol,HMDB0001881; HMDB0006213; HMDB01881; HMDB06213,C00583; C02917,CHEBI:16997; CHEBI:29002
34,96.04538601567944,1681.9861712183754,0.0001010843205619949,C5H7NO,-H(-),1-Cyano-2-hydroxy-3-butene,HMDB0031339; HMDB0032968; HMDB0032969; HMDB0032970; HMDB31339; HMDB32968; HMDB32969; HMDB32970,,; CHEBI:1178473
35,96.9692058411847,918303.3862922423,0.0004125588152845694,H3O4P,-H(-),Phosphoric acid,HMDB0002142; HMDB02142,C00009,CHEBI:26078
36,98.0249373059181,6769.204312861104,-0.00018560591810512506,C4H5NO2,-H(-),Succinimide,HMDB0030276; HMDB30276,,
37,99.00879070050001,29634.091530968402,-2.3400500012371594e-05,C4H4O3,-H(-),Succinic anhydride,HMDB0032523; HMDB32523,C19524,CHEBI:36595
38,99.04525145124734,28491.322422674413,-9.875124733582652e-05,C5H8O2,-H(-),Valerolactone,HMDB0000509; HMDB0001470; HMDB0001862; HMDB0002167; HMDB0029599; HMDB0029608; HMDB0031178; HMDB0031598; HMDB0031602; HMDB0031648; HMDB0032351; HMDB0032385; HMDB0032459; HMDB0033840; HMDB0033978; HMDB00509; HMDB0130837; HMDB0132474; HMDB01470; HMDB0170858; HMDB01862; HMDB02167; HMDB29599; HMDB29608; HMDB31178; HMDB31598; HMDB31602; HMDB31648; HMDB32351; HMDB32385; HMDB32459; HMDB33840; HMDB33978,C08279; C12518; C14527; C15499; C19238,; CHEBI:14750; CHEBI:34840; CHEBI:35936; CHEBI:36431; CHEBI:37127; CHEBI:38366; CHEBI:48569; CHEBI:52774; CHEBI:64276; CHEBI:84978; CHEBI:9592
39,99.08160306046027,3489.8618829656557,-6.496046026427393e-05,C6H12O,-H(-),Cyclohexanol,HMDB0000753; HMDB0005842; HMDB0005846; HMDB0005994; HMDB0030003; HMDB0031502; HMDB0031503; HMDB0031578; HMDB0061882; HMDB0062792; HMDB00753; HMDB05842; HMDB05846; HMDB05994; HMDB30003; HMDB31502; HMDB31503; HMDB31578; HMDB61882; HMDB62792,C02373; C08492,; CHEBI:121338; CHEBI:28857; CHEBI:421633; CHEBI:84216; CHEBI:88375
40,100.02267215819793,3641.0608892576697,-2.8958197930251117e-05,C4H7NS,-H(-),"4,5-Dihydro-2-methylthiazole",HMDB0029555; HMDB29555,,
41,100.04055713473778,6920.870228334511,-0.00015543473777768213,C4H7NO2,-H(-),Homoserine lactone,HMDB0029387; HMDB0029615; HMDB0036458; HMDB29387; HMDB29615; HMDB36458,C01234; C02926,; CHEBI:17289; CHEBI:18053; CHEBI:38108
42,101.02458736257448,29892.477621843187,-0.0001700625744831541,C4H6O3,-H(-),Oxobutanoic acid,HMDB0000005; HMDB0000060; HMDB00005; HMDB0001172; HMDB0001259; HMDB0002217; HMDB0003381; HMDB00060; HMDB0031646; HMDB01172; HMDB01259; HMDB02217; HMDB03381; HMDB06544; HMDB31646,C00109; C00164; C00232; C00349; C06002,; CHEBI:15344; CHEBI:16256; CHEBI:16265; CHEBI:27821; CHEBI:30831; CHEBI:36610; CHEBI:553775
43,101.04985821630738,4319.614375317383,-0.0016315163073841177,C4H8NO2,-H(-),3-Aminobutyrate,HMDB0094693; HMDB94693,,; CHEBI:87997
44,101.06100337612602,14599.365195298878,-0.000200676126027588,C5H10O2,-H(-),Pentanoic acid,HMDB0000718; HMDB0000892; HMDB0002176; HMDB0030058; HMDB0031175; HMDB0031241; HMDB0031247; HMDB0031516; HMDB0032263; HMDB0033742; HMDB0033890; HMDB0034237; HMDB0039799; HMDB0040575; HMDB0041992; HMDB0059678; HMDB00718; HMDB00892; HMDB02176; HMDB30058; HMDB31175; HMDB31241; HMDB31247; HMDB31516; HMDB32263; HMDB33742; HMDB33890; HMDB34237; HMDB39799; HMDB40575; HMDB41992; HMDB59678,C00803; C08262; C18319,; CHEBI:1132558; CHEBI:137944; CHEBI:167460; CHEBI:17418; CHEBI:28484; CHEBI:32026; CHEBI:37070; CHEBI:38655; CHEBI:40116; CHEBI:45133; CHEBI:88514
45,102.05627869285902,100386.38764687597,-0.00022699285902660904,C4H9NO2,-H(-),Aminobutanoic acid (ABA),HMDB0000112; HMDB0000452; HMDB0000650; HMDB0002166; HMDB0002299; HMDB0003911; HMDB00112; HMDB0031329; HMDB0031654; HMDB0038394; HMDB0041945; HMDB00452; HMDB00485; HMDB00581; HMDB00650; HMDB0094692; HMDB02166; HMDB02299; HMDB03911; HMDB05815; HMDB31329; HMDB31654; HMDB38394; HMDB41945; HMDB94692,C00334; C01205; C02261; C02356; C03284; C05145; C11735,; CHEBI:15620; CHEBI:16320; CHEBI:16865; CHEBI:17519; CHEBI:27389; CHEBI:28797; CHEBI:33094; CHEBI:35619; CHEBI:37081
46,103.02236052700839,5471.715346044211,-5.172700838329547e-05,C4H8OS,-H(-),S-Ethyl thioacetate,HMDB0031190; HMDB0031192; HMDB0031857; HMDB0031982; HMDB0040170; HMDB0041015; HMDB0112254; HMDB31190; HMDB31192; HMDB31857; HMDB31982; HMDB40170; HMDB41015,,; CHEBI:49017
47,103.04016217263747,45989.82568174794,-9.487263747587349e-05,C4H8O3,-H(-),Hydroxybutanoic acid,HMDB0000008; HMDB0000011; HMDB0000023; HMDB0000336; HMDB0000357; HMDB0000442; HMDB0000710; HMDB0000729; HMDB00008; HMDB00011; HMDB00023; HMDB0031212; HMDB00336; HMDB00357; HMDB00435; HMDB00442; HMDB0059748; HMDB00710; HMDB00729; HMDB00758; HMDB0126088; HMDB11597; HMDB31212; HMDB59748,C00989; C01089; C03197; C05984; C06001,; CHEBI:1148; CHEBI:17066; CHEBI:17290; CHEBI:20067; CHEBI:30830; CHEBI:37373; CHEBI:50129; CHEBI:741468
48,104.03546129960289,81744.52911873501,-0.00014499960289526825,C3H7NO3,-H(-),Serine,HMDB0000187; HMDB0003406; HMDB00187; HMDB00589; HMDB0062263; HMDB03406; HMDB62263,C00065; C00716; C00740,CHEBI:16523; CHEBI:17115; CHEBI:17822
49,105.01949508544608,9570.183937400077,-0.00016318544608395769,C3H6O4,-H(-),D-Glyceric acid,HMDB0000139; HMDB0006372; HMDB00139; HMDB0031818; HMDB06372; HMDB31818,C00258,; CHEBI:32398; CHEBI:33508; CHEBI:74324
50,105.03808293207301,12380.171195309438,-0.0001241320730116513,C4H10OS,-H(-),3-(Methylthio)-1-propanol,HMDB0031716; HMDB0040185; HMDB0041475; HMDB31716; HMDB40185; HMDB41475,,; CHEBI:49019
51,105.07090632485071,1358.997141565864,6.71751492831163e-05,C8H10,-H(-),m-Xylene,HMDB0059810; HMDB0059851; HMDB0059905; HMDB0059924; HMDB59810; HMDB59851; HMDB59905; HMDB59924,C06756; C07111; C07208; C07212,CHEBI:16101; CHEBI:27417; CHEBI:28063; CHEBI:28488
52,107.01309563153409,1418.0091986687419,0.0007570684659157223,C6H4O2,-H(-),Benzoquinone,HMDB0003364; HMDB0012133; HMDB03364; HMDB12133,C00472; C02351,CHEBI:16509; CHEBI:17253
53,107.05036768151686,87259.34370709941,-0.00012958151685893426,C7H8O,-H(-),Benzyl alcohol,HMDB0001858; HMDB0002048; HMDB0002055; HMDB0003119; HMDB0033895; HMDB01858; HMDB02048; HMDB02055; HMDB03119; HMDB13762; HMDB33895,C00556; C01403; C01467; C01468; C01542,CHEBI:16579; CHEBI:17231; CHEBI:17847; CHEBI:17987; CHEBI:28054
54,108.04582854846483,9891.672098607829,-0.0003414484648232019,C6H7NO,-H(-),Aminophenol,HMDB0001169; HMDB0035882; HMDB0040582; HMDB01169; HMDB35882; HMDB40582,C02372,; CHEBI:17602; CHEBI:59981
54,108.04582854846483,9891.672098607829,0.0008013515351734668,C3H7NO2,.F(-),Alanine,HMDB0000056; HMDB0000161; HMDB0000271; HMDB0001310; HMDB00056; HMDB00161; HMDB00271; HMDB0031219; HMDB0062251; HMDB01310; HMDB31219; HMDB62251,C00041; C00099; C00133; C00213; C01401; C01537,CHEBI:15570; CHEBI:15611; CHEBI:16449; CHEBI:16958; CHEBI:16977; CHEBI:17967
55,109.01172955461027,7017.1287076484095,1.4645389725842506e-05,C6H6S,-H(-),2-Vinylthiophene,HMDB0029726; HMDB0033746; HMDB29726; HMDB33746,,; CHEBI:48498
56,109.02965350685963,29795.100241771885,-0.00015080685963653195,C6H6O2,-H(-),Catechol,HMDB0000957; HMDB0002434; HMDB0031180; HMDB0032037; HMDB0033002; HMDB0033127; HMDB00957; HMDB02434; HMDB31180; HMDB32037; HMDB33002; HMDB33127,C00090; C00530; C01751; C11115,; CHEBI:17594; CHEBI:18135; CHEBI:27810; CHEBI:59983
56,109.02965350685963,29795.100241771885,0.0009919931403601367,C3H6O3,.F(-),Lactate,HMDB0000190; HMDB0000700; HMDB0001051; HMDB0001311; HMDB0001882; HMDB00171; HMDB00190; HMDB0029580; HMDB0031232; HMDB0041929; HMDB0062492; HMDB00700; HMDB01051; HMDB01311; HMDB0144295; HMDB01882; HMDB03328; HMDB29580; HMDB31232; HMDB41929; HMDB62492,C00184; C00186; C00256; C01013; C02154,; CHEBI:132098; CHEBI:16016; CHEBI:33404; CHEBI:341; CHEBI:36596; CHEBI:422; CHEBI:50849; CHEBI:5445
57,109.04094675586276,15595.476190779425,-0.00021065586277302373,C5H6N2O,-H(-),N-Acetylimidazole,HMDB0003905; HMDB0033156; HMDB0060741; HMDB03905; HMDB06237; HMDB33156; HMDB60741,C05130,; CHEBI:27398
58,109.06569551702664,8019.6418669910445,0.00019258297335511543,C7H10O,-H(-),"2,3,5-Trimethylfuran",HMDB0029721; HMDB0029728; HMDB0031541; HMDB0040277; HMDB0040278; HMDB0061891; HMDB29721; HMDB29728; HMDB31541; HMDB40277; HMDB40278; HMDB61891,,
59,110.03634440328487,150977.3394041093,-0.00035930328486699636,C4H5N3O,-H(-),Cytosine,HMDB0000630; HMDB00630,C00380,CHEBI:16040
60,110.07272764050566,27521.055810006514,-0.0003571405056703725,C5H9N3,-H(-),Histamine,HMDB0000870; HMDB0060263; HMDB00870; HMDB60263,C00388,; CHEBI:18295
61,110.98565713430719,2260.051232155379,-0.00038873430720798297,CH5O4P,-H(-),Methylphosphate,HMDB0061711; HMDB61711,,; CHEBI:340824
62,111.02026073764412,130803.17430022954,-0.00026003764412507735,C4H4N2O2,-H(-),Uracil,HMDB0000300; HMDB00300; HMDB0060760; HMDB60760,C00106,; CHEBI:17568
63,112.02354333548797,7677.512963095658,-0.0009001354879671908,C5H7NS,-H(-),"2,4-Dimethylthiazole",HMDB0032974; HMDB0032975; HMDB0032976; HMDB0033867; HMDB0038460; HMDB32974; HMDB32975; HMDB32976; HMDB33867; HMDB38460,,
64,112.05184785090998,70479.67759494633,-0.0002127509099807412,C4H7N3O,-H(-),Creatinine,HMDB0000562; HMDB00562,C00791,CHEBI:16737
65,113.02473125445039,45768.542790184416,-0.00031395445039095193,C5H6O3,-H(-),"2-Hydroxy-2,4-pentadienoic acid",HMDB0031859; HMDB0060461; HMDB31859; HMDB60461,,; CHEBI:28993; CHEBI:74456
66,113.03592120095482,69167.88918392589,-0.00027050095481229164,C4H6N2O2,-H(-),Dihydrouracil,HMDB0000076; HMDB0003646; HMDB00076; HMDB03646,C00429; C02565,CHEBI:15901; CHEBI:16354
67,113.0708883588235,10601.801992923602,0.0011477411764957424,C5H10N2O,-H(-),Nitrosopiperidine,HMDB0000323; HMDB00323; HMDB0061162; HMDB61162,,; CHEBI:76341
68,113.09837832336683,1516.5110836266806,-0.0011902233668337203,C7H14O,-H(-),Heptanone,HMDB0003671; HMDB0004814; HMDB0005841; HMDB0031405; HMDB0031429; HMDB0031475; HMDB0031482; HMDB0031538; HMDB0031549; HMDB0032405; HMDB0038052; HMDB0040191; HMDB0041320; HMDB0059693; HMDB0061896; HMDB03671; HMDB04814; HMDB05841; HMDB31405; HMDB31429; HMDB31475; HMDB31482; HMDB31538; HMDB31549; HMDB32405; HMDB38052; HMDB40191; HMDB41320; HMDB59693; HMDB61896,C08380; C14390,; CHEBI:50139; CHEBI:5672; CHEBI:87754; CHEBI:88822
69,114.05616398794321,640681.7768217683,-0.00011228794321027635,C5H9NO2,-H(-),Proline,HMDB0000162; HMDB0003411; HMDB0012880; HMDB00162; HMDB0030409; HMDB0034208; HMDB03411; HMDB12880; HMDB30409; HMDB34208,C00148; C00763; C18170,; CHEBI:16313; CHEBI:17203; CHEBI:30322
70,115.00389445145079,20745.86283241792,-0.00021255145080090188,C4H4O4,-H(-),Fumarate,HMDB0000134; HMDB0000176; HMDB00134; HMDB00176,C00122; C01384,CHEBI:18012; CHEBI:18300
71,115.08669167421358,7366.158958079066,0.0009944257864162864,C5H12N2O,-H(-),Aminopentanamide,HMDB0012176; HMDB0062789; HMDB12176; HMDB62789,C00990,; CHEBI:18120; CHEBI:84278
72,116.0509893261148,291661.06626554945,-0.0004168261148009833,C8H7N,-H(-),Benzeneacetonitrile,HMDB0034171; HMDB34171,C16074,CHEBI:25979
72,116.0509893261148,291661.06626554945,0.0007259738852098963,C5H7NO,.F(-),1-Cyano-2-hydroxy-3-butene,HMDB0031339; HMDB0032968; HMDB0032969; HMDB0032970; HMDB31339; HMDB32968; HMDB32969; HMDB32970,,; CHEBI:1178473
73,116.07192701155712,1565705.1552399711,-0.00022531155713068074,C5H11NO2,-H(-),Valine; Betaine,HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
74,117.01968252231539,31167.164908736842,-0.000350622315394844,C4H6O4,-H(-),Succinate,HMDB0000202; HMDB0000254; HMDB0000349; HMDB0000940; HMDB00202; HMDB00254; HMDB0031204; HMDB00349; HMDB0039324; HMDB00940; HMDB0130020; HMDB02475; HMDB31204; HMDB39324,C00042; C02170,; CHEBI:15741; CHEBI:290972; CHEBI:30860; CHEBI:71176
75,117.06785774943722,26743.684491347485,-0.0009070494372309668,C4H10N2O2,-H(-),"L-2,4-Diaminobutanoic acid",HMDB0002362; HMDB0006284; HMDB02362; HMDB06284,C03283,; CHEBI:64307
76,117.07526482759303,85919.56014148115,-0.0009206275930324637,C6H14S,-H(-),Diisopropyl sulfide,HMDB0029579; HMDB0031431; HMDB0039806; HMDB29579; HMDB31431; HMDB39806,,
76,117.07526482759303,85919.56014148115,-0.0005806845266249638,C5H11NO2,-H(-) [+1],Valine; Betaine,HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
77,118.05125188546364,135377.94571503467,-0.00028558546365786697,C4H9NO3,-H(-),Threonine,HMDB0000167; HMDB0000719; HMDB0004041; HMDB00167; HMDB0061148; HMDB0061877; HMDB00719; HMDB04041; HMDB61148; HMDB61877,C00188; C00263; C05519,; CHEBI:15699; CHEBI:16080; CHEBI:16857; CHEBI:28718
78,119.01736555312573,29075.76587811762,-0.00014215312572218863,C4H8O2S,-H(-),3-(Methylthio)propionic acid,HMDB0001527; HMDB0035646; HMDB0112255; HMDB01527; HMDB35646,C03173; C08276,; CHEBI:1438; CHEBI:47870
78,119.01736555312573,29075.76587811762,6.578221928066341e-06,C3H5NO4,-H(-) [+1],Aminomalonic acid,HMDB0034259; HMDB34259,C05669,CHEBI:16348
79,119.03510366611476,40079.25536482556,-0.00012176611475922527,C4H8O4,-H(-),Tetrose,HMDB0000337; HMDB0000360; HMDB0000498; HMDB0002453; HMDB0002601; HMDB0002649; HMDB0006293; HMDB00337; HMDB00360; HMDB00498; HMDB02453; HMDB02601; HMDB02649; HMDB06118; HMDB06293,C01796; C02045,; CHEBI:23956; CHEBI:27913; CHEBI:36532; CHEBI:86348; CHEBI:86371; CHEBI:86391
80,119.05087026821704,69483.21031250006,-0.0006321682170380427,C8H8O,-H(-),Phenylacetaldehyde,HMDB0004072; HMDB0006236; HMDB0013815; HMDB0029636; HMDB0029637; HMDB0029638; HMDB0033910; HMDB0038997; HMDB0062765; HMDB0124943; HMDB04072; HMDB06236; HMDB13815; HMDB29636; HMDB29637; HMDB29638; HMDB33910; HMDB38997; HMDB62765,C00601; C02083; C05627; C06758; C07113; C07209; C07214,; CHEBI:16424; CHEBI:17907; CHEBI:1883; CHEBI:27434; CHEBI:27632; CHEBI:28476; CHEBI:28617; CHEBI:87607
80,119.05087026821704,69483.21031250006,0.000510631782958626,C5H8O2,.F(-),Valerolactone,HMDB0000509; HMDB0001470; HMDB0001862; HMDB0002167; HMDB0029599; HMDB0029608; HMDB0031178; HMDB0031598; HMDB0031602; HMDB0031648; HMDB0032351; HMDB0032385; HMDB0032459; HMDB0033840; HMDB0033978; HMDB00509; HMDB0130837; HMDB0132474; HMDB01470; HMDB0170858; HMDB01862; HMDB02167; HMDB29599; HMDB29608; HMDB31178; HMDB31598; HMDB31602; HMDB31648; HMDB32351; HMDB32385; HMDB32459; HMDB33840; HMDB33978,C08279; C12518; C14527; C15499; C19238,; CHEBI:14750; CHEBI:34840; CHEBI:35936; CHEBI:36431; CHEBI:37127; CHEBI:38366; CHEBI:48569; CHEBI:52774; CHEBI:64276; CHEBI:84978; CHEBI:9592
81,120.01278229050743,29306.85456057007,-0.0003098905074381264,C3H7NO2S,-H(-),Cys,HMDB0003417; HMDB03417,C00793,CHEBI:16375
82,120.99639815405925,2529.5706617184655,8.984594074945562e-05,C3H6O3S,-H(-),3-Mercaptolactate,HMDB0002127; HMDB02127,C05823,
82,120.99639815405925,2529.5706617184655,-0.0008918674381561686,C4H8S2,-H(-) [+2],"1,3-Dithiane",HMDB0031473; HMDB0031474; HMDB0033052; HMDB0036179; HMDB0041389; HMDB0041391; HMDB31473; HMDB31474; HMDB33052; HMDB36179; HMDB41389; HMDB41391,C01871; C08383,; CHEBI:47845; CHEBI:540; CHEBI:6854
83,121.03294838498158,80879.32631104652,-7.498498158042821e-05,C4H10O2S,-H(-),Thiodiglycol,HMDB0042033; HMDB42033,,; CHEBI:75184
