ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,label (bona fide),HMDB ids,KEGG ids,other ids
225,171.06650946038548,30974.51020494181,-0.00022756038546845048,C8H12O4,-H(-),2-Octenedioic acid,HMDB0000341; HMDB0004982; HMDB0013312; HMDB0032352; HMDB00341; HMDB0034851; HMDB0038601; HMDB04982; HMDB13312; HMDB32352; HMDB34851; HMDB38601,,; CHEBI:68508; CHEBI:89192
225,171.06650946038548,30974.51020494181,0.0009152396144997965,C5H12O5,.F(-),Ribitol,HMDB0000508; HMDB0000568; HMDB0001851; HMDB0002917; HMDB00199; HMDB0033730; HMDB00508; HMDB00568; HMDB01851; HMDB02917; HMDB33730,C00379; C00474; C00532; C01904,; CHEBI:1305691; CHEBI:15963; CHEBI:18403; CHEBI:48310; CHEBI:893310
226,171.08114648276128,10994.203053856289,0.0003916172387050665,C12H12O,-H(-),2-Ethoxynaphthalene,HMDB0029688; HMDB0031621; HMDB29688; HMDB31621,,
227,171.10283980774156,62497.4595828489,-0.00017250774155286308,C9H16O3,-H(-),Tetrahydrofurfuryl butyrate,HMDB0036188; HMDB0036213; HMDB0036396; HMDB0040165; HMDB0040202; HMDB0040203; HMDB0059936; HMDB0059937; HMDB0060287; HMDB0094711; HMDB36188; HMDB36213; HMDB36396; HMDB40165; HMDB40202; HMDB40203; HMDB59936; HMDB59937; HMDB60287; HMDB94711,,; CHEBI:78700
228,171.13913670881803,52130.39203343019,-8.40088180211751e-05,C10H20O2,-H(-),Decanoic acid (FA10:0),HMDB0000511; HMDB0029760; HMDB0030029; HMDB0031264; HMDB0031739; HMDB0032045; HMDB0032070; HMDB0032155; HMDB0032264; HMDB0032302; HMDB0032315; HMDB0033620; HMDB0034457; HMDB0034849; HMDB0035595; HMDB0035723; HMDB0036136; HMDB0036145; HMDB0036228; HMDB0037387; HMDB0037849; HMDB0038038; HMDB0038602; HMDB0038783; HMDB0039218; HMDB0040157; HMDB0040167; HMDB0040195; HMDB0040211; HMDB0040529; HMDB0041216; HMDB00511; HMDB0061805; HMDB0094654; HMDB29760; HMDB30029; HMDB31264; HMDB31739; HMDB32045; HMDB32070; HMDB32155; HMDB32264; HMDB32302; HMDB32315; HMDB33620; HMDB34457; HMDB34849; HMDB35595; HMDB35723; HMDB36136; HMDB36145; HMDB36228; HMDB37387; HMDB37849; HMDB38038; HMDB38602; HMDB38783; HMDB39218; HMDB40157; HMDB40167; HMDB40195; HMDB40211; HMDB40529; HMDB41216; HMDB61805; HMDB94654,C01571; C12289; C12292,; CHEBI:120941; CHEBI:30813; CHEBI:44499; CHEBI:48250; CHEBI:53459; CHEBI:606526; CHEBI:87332; CHEBI:87421; CHEBI:87495; CHEBI:88553
229,172.06153197386524,9516.091809277626,-1.0738652349573385e-06,C7H11NO4,-H(-),Acetyl-Glu-semialdehyde,HMDB0006488; HMDB06488,C01250,CHEBI:16319
230,172.0978775894651,9282.22679874977,3.871053490911436e-05,C8H15NO3,-H(-),Acetyl-Leu,HMDB0000701; HMDB0000747; HMDB0002087; HMDB0011756; HMDB0061684; HMDB00701; HMDB00747; HMDB02087; HMDB11756; HMDB61684,C02710,; CHEBI:17786; CHEBI:64390; CHEBI:84056
231,172.89970478112127,1883.9690919650054,0.00048747962091511,C2H6S2Se,-H(-),Bis(methylthio) selenide,HMDB0030876; HMDB30876,,
232,172.9917479694743,215395.48164253726,-0.00034536947430297005,C6H6O4S,-H(-),Phenol sulfate,HMDB0060015; HMDB60015,C00850,CHEBI:27905
233,173.04502907633722,55702.24175666788,0.0005174236627851769,C7H10O5,-H(-),Shikimate,HMDB0003070; HMDB0012149; HMDB0061388; HMDB0062194; HMDB0062377; HMDB0130150; HMDB03070; HMDB12149; HMDB61388; HMDB62194; HMDB62377,C00493; C04236,; CHEBI:1467; CHEBI:16119
233,173.04502907633722,55702.24175666788,-0.0008420763372214424,C8H10OS,.F(-),1-(5-Methyl-2-thienyl)-1-propanone,HMDB0040231; HMDB0040589; HMDB40231; HMDB40589,,
234,173.06072634680916,15931.685793186769,7.635319084897674e-05,C11H10O2,-H(-),Menadiol,HMDB0031845; HMDB0032727; HMDB31845; HMDB32727,,
235,173.08342716734913,59011.504895462385,-0.001495267349127971,C8H14O4,-H(-),Suberic acid,HMDB0000893; HMDB0002023; HMDB0033838; HMDB0041606; HMDB0059727; HMDB0059757; HMDB0060684; HMDB00837; HMDB00893; HMDB02023; HMDB33838; HMDB41606; HMDB59727; HMDB59757; HMDB60684,C08278; C14570; C16658,; CHEBI:80644; CHEBI:89933; CHEBI:9300
235,173.08342716734913,59011.504895462385,-0.0012203673491342215,C9H14NO,.Na/H-H(-),N-methylphenylethanolaminium,HMDB0062808; HMDB62808,,; CHEBI:57946
236,173.10463468104572,570808.873065896,-0.0002359810457051026,C6H14N4O2,-H(-),Arginine,HMDB0000517; HMDB0003416; HMDB00517; HMDB03416,C00062; C00792,CHEBI:15816; CHEBI:16467
237,174.00604383967212,15172.203114184567,-0.0007653396721138961,C6H9NOS2,-H(-),(R)-(E)-Sulforaphene,HMDB0031573; HMDB31573,,
238,174.03954912692154,9776.423302021542,0.0012463730784588734,C6H9NO5,-H(-),Acetyl-Asp,HMDB0000812; HMDB0003470; HMDB0039163; HMDB0060273; HMDB00812; HMDB03470; HMDB39163; HMDB60273,C01042; C01045,; CHEBI:21547; CHEBI:28095; CHEBI:48309
238,174.03954912692154,9776.423302021542,-0.00011312692154774595,C7H9NOS,.F(-),"5-Acetyl-2,4-dimethylthiazole",HMDB0041484; HMDB41484,,
239,174.05620162574442,9003.635975661455,-0.00014992574440952922,C10H9NO2,-H(-),Indole-3-acetate,HMDB0000197; HMDB0004073; HMDB00197; HMDB0038628; HMDB0040972; HMDB04073; HMDB38628; HMDB40972,C00954; C05634,; CHEBI:16411; CHEBI:50157
240,174.08888668445744,10537.240197056683,-0.0004723844574243685,C6H13N3O3,-H(-),Citrulline,HMDB0000904; HMDB0003148; HMDB00904; HMDB03148,C00327,; CHEBI:16349
241,175.02480059407824,7718.4704474291475,1.050592177875842e-05,C6H8O6,-H(-),Hexuronic acid; Ascorbate,HMDB0000044; HMDB00044; HMDB0006355; HMDB0031193; HMDB06355; HMDB14273; HMDB29945; HMDB31193,C00072; C02670; C19806,CHEBI:17208; CHEBI:18268; CHEBI:45969
242,175.06128224946093,13031.905662016268,-8.574946093631297e-05,C7H12O5,-H(-),3-Propylmalate,HMDB0000402; HMDB0002025; HMDB0012156; HMDB0029169; HMDB0031712; HMDB00402; HMDB02025; HMDB12156; HMDB29169; HMDB31712,C02504; C04411,; CHEBI:35114; CHEBI:35128
243,175.07660648413471,13164.617392378272,-0.0001537841347101221,C11H12O2,-H(-),Ethyl cinnamate,HMDB0029699; HMDB0033834; HMDB0036905; HMDB0037142; HMDB0037145; HMDB0126379; HMDB0126467; HMDB0132267; HMDB0132973; HMDB0133466; HMDB0133677; HMDB0133678; HMDB0133679; HMDB0133680; HMDB0133681; HMDB29699; HMDB33834; HMDB36905; HMDB37142; HMDB37145,C12299,
243,175.07660648413471,13164.617392378272,0.0009890158652865466,C8H12O3,.F(-),"8-Hydroxy-5,6-octadienoic acid",HMDB0031101; HMDB0032232; HMDB31101; HMDB32232,,
244,175.08829667610587,5239.148248732172,-0.0006105761058847747,C10H12N2O,-H(-),Serotonin,HMDB0000259; HMDB0001046; HMDB00259; HMDB01046,C00780,; CHEBI:127762; CHEBI:28790
245,176.01891697946175,7512.988980477055,-0.001359179461758231,C9H7NOS,-H(-),Brassicanal A,HMDB0038591; HMDB38591,C11048,
245,176.01891697946175,7512.988980477055,0.002011520538246714,C6H11NOS2,-H(-),Sulforaphane,HMDB0005792; HMDB05792,,; CHEBI:47807
246,176.0700322587774,3988.702843589463,0.0016694412226172517,C10H11NO2,-H(-),5-Hydroxytryptophol,HMDB0001855; HMDB0012490; HMDB0033482; HMDB0037693; HMDB0040045; HMDB0060063; HMDB01855; HMDB12490; HMDB33482; HMDB37693; HMDB40045; HMDB60063,,; CHEBI:193796
246,176.0700322587774,3988.702843589463,-0.0007358587774035641,C8H13NO2,.Na/H-H(-),Arecoline,HMDB0030353; HMDB30353,C10129,CHEBI:101022
246,176.0700322587774,3988.702843589463,0.0006159345819867212,C10H8N2,.F(-) [+1],3-Indoleacetonitrile,HMDB0006524; HMDB06524,C02938,CHEBI:17566
247,177.0229091760212,6182.390403004632,-0.00020657602118490104,C6H10O4S,-H(-),"3,3''-Thiobispropanoic acid",HMDB0031162; HMDB31162,,; CHEBI:1093323
247,177.0229091760212,6182.390403004632,0.0003604772991252503,C6H11NOS2,-H(-) [+1],Sulforaphane,HMDB0005792; HMDB05792,,; CHEBI:47807
248,177.05581010944317,11887.093690636926,-9.280944317424655e-05,C10H10O3,-H(-),4-Methoxycinnamic acid,HMDB0002040; HMDB0030903; HMDB0031055; HMDB0033248; HMDB0038712; HMDB0038965; HMDB0039471; HMDB0062273; HMDB0062729; HMDB0125103; HMDB0125518; HMDB0131168; HMDB0133457; HMDB0133611; HMDB0133612; HMDB0133613; HMDB0133614; HMDB0133615; HMDB0134055; HMDB0135647; HMDB0135649; HMDB0135650; HMDB0135651; HMDB0141076; HMDB0141077; HMDB0141078; HMDB0141782; HMDB02040; HMDB30903; HMDB31055; HMDB33248; HMDB38712; HMDB38965; HMDB39471; HMDB62273; HMDB62729,C14784,; CHEBI:260249; CHEBI:34048; CHEBI:84260
249,177.0762382988235,7272.376634578835,0.0006082011764760864,C7H14O5,-H(-),Digitalose,HMDB0033789; HMDB33789,,
249,177.0762382988235,7272.376634578835,0.0014766011765061648,C8H18S2,-H(-),Dibutyl disulfide,HMDB0029569; HMDB0040348; HMDB29569; HMDB40348,,
249,177.0762382988235,7272.376634578835,-0.0007512988235305329,C8H14OS,.F(-),S-Isopropyl 3-methylbut-2-enethioate,HMDB0032354; HMDB32354,,; CHEBI:152031
250,177.09254171588756,9709.558123410823,-0.00043901588753669785,C11H14O2,-H(-),5-Phenylvaleric acid,HMDB0002043; HMDB0031250; HMDB0031864; HMDB0033376; HMDB0033386; HMDB0033597; HMDB0035013; HMDB0036235; HMDB0036385; HMDB0037680; HMDB0037708; HMDB0038179; HMDB0040287; HMDB0040356; HMDB0040411; HMDB0040425; HMDB0040426; HMDB0040583; HMDB0040800; HMDB0041553; HMDB0126149; HMDB0126449; HMDB0132981; HMDB0133181; HMDB0133469; HMDB0133682; HMDB0133683; HMDB0133684; HMDB0133685; HMDB0133686; HMDB0133687; HMDB02043; HMDB31250; HMDB31864; HMDB33376; HMDB33386; HMDB33597; HMDB35013; HMDB36235; HMDB36385; HMDB37680; HMDB37708; HMDB38179; HMDB40287; HMDB40356; HMDB40411; HMDB40425; HMDB40426; HMDB40583; HMDB40800; HMDB41553,C10454; C10478; C17663,; CHEBI:40131; CHEBI:4918; CHEBI:50550; CHEBI:81257; CHEBI:87500
250,177.09254171588756,9709.558123410823,0.0007037841124315491,C8H14O3,.F(-),cis-4-Hydroxycyclohexylacetic acid,HMDB0000451; HMDB0000909; HMDB0010721; HMDB0013211; HMDB0030303; HMDB0031177; HMDB0031307; HMDB0036230; HMDB0036395; HMDB0038305; HMDB0040447; HMDB0041616; HMDB00451; HMDB0059938; HMDB0059939; HMDB0060683; HMDB0060685; HMDB0062788; HMDB00909; HMDB10721; HMDB13211; HMDB30303; HMDB31177; HMDB31307; HMDB36230; HMDB36395; HMDB38305; HMDB40447; HMDB41616; HMDB59938; HMDB59939; HMDB60683; HMDB60685; HMDB62788,C02975; C16652; C16655,; CHEBI:18119; CHEBI:44680; CHEBI:80638; CHEBI:84261; CHEBI:88508; CHEBI:89344
251,178.0175142643842,4845.795558818305,0.0004373356157998387,C5H9NO4S,-H(-),S-Carboxymethyl-Cys,HMDB0029415; HMDB29415,,; CHEBI:971853
251,178.0175142643842,4845.795558818305,-0.0001497624310786705,C6H11NOS2,-H(-) [+2],Sulforaphane,HMDB0005792; HMDB05792,,; CHEBI:47807
251,178.0175142643842,4845.795558818305,-0.0009221643842067806,C6H9NS2,.F(-),(E)-4-Isothiocyanato-1-(methylthio)-1-butene,HMDB0031576; HMDB0041083; HMDB31576; HMDB41083,,
252,178.0712349383064,12311.827835943172,0.0008605616935994931,C6H13NO5,-H(-),Hexosamine,HMDB0001514; HMDB0002030; HMDB0030091; HMDB01514; HMDB02030; HMDB06479; HMDB15410; HMDB30091,C00329; C08349,; CHEBI:24103; CHEBI:28393; CHEBI:5417
253,178.08640225016052,4479.259899169354,0.0009494498394815309,C10H13NO2,-H(-),2(N)-Methyl-norsalsolinol,HMDB0001189; HMDB0005199; HMDB0029223; HMDB0029224; HMDB0030372; HMDB0031811; HMDB0033763; HMDB0039655; HMDB0040021; HMDB0041931; HMDB0042012; HMDB01189; HMDB05199; HMDB29223; HMDB29224; HMDB30372; HMDB31811; HMDB33763; HMDB39655; HMDB40021; HMDB41931; HMDB42012,C07577; C09642; C18771,; CHEBI:123715; CHEBI:1391; CHEBI:38571; CHEBI:767276
254,179.03603519963025,15215.348807556433,-0.0010532996302288211,C9H8O4,-H(-),4-Hydroxyphenylpyruvic acid,HMDB0000707; HMDB0001879; HMDB0001964; HMDB0002130; HMDB0003501; HMDB0006915; HMDB0011663; HMDB0032057; HMDB0032131; HMDB00707; HMDB0125102; HMDB0125527; HMDB0125589; HMDB0125805; HMDB0126377; HMDB0132508; HMDB0134040; HMDB0134041; HMDB0140954; HMDB0140955; HMDB0140956; HMDB01879; HMDB01964; HMDB02130; HMDB03501; HMDB06494; HMDB06915; HMDB11663; HMDB32057; HMDB32131,C01179; C01197; C01405; C01481; C05350; C12623,; CHEBI:15365; CHEBI:15999; CHEBI:16433; CHEBI:17395; CHEBI:27683; CHEBI:32356; CHEBI:491486
254,179.03603519963025,15215.348807556433,8.950036973942588e-05,C6H8O5,.F(-),Oxoadipate,HMDB0000225; HMDB0000398; HMDB00225; HMDB0039447; HMDB00398; HMDB0059737; HMDB39447; HMDB59737,C00322; C00846,; CHEBI:15753; CHEBI:17325; CHEBI:37440
255,179.05757297341628,131098.35542570066,-0.0001242734162758552,C7H8N4O2,-H(-),Theophylline,HMDB0001860; HMDB0001889; HMDB0002825; HMDB01860; HMDB01889; HMDB02825,C07130; C07480; C13747,CHEBI:25858; CHEBI:28177; CHEBI:28946
255,179.05757297341628,131098.35542570066,-0.0005661374787848672,C6H13NO3S,-H(-) [+1],Cyclohexylsulfamate,HMDB0029442; HMDB0031340; HMDB29442; HMDB31340,C02824,; CHEBI:15964
256,179.07099616315398,35867.24722978747,0.00037113684601308705,C10H12O3,-H(-),3-Methoxybenzenepropanoic acid,HMDB0011751; HMDB0012915; HMDB0029685; HMDB0031240; HMDB0032128; HMDB0032174; HMDB0032574; HMDB0032640; HMDB0033761; HMDB0037602; HMDB0037733; HMDB0060734; HMDB0062773; HMDB0127492; HMDB0129958; HMDB0131174; HMDB0133505; HMDB0134065; HMDB0134076; HMDB0135240; HMDB0135241; HMDB0135242; HMDB0135243; HMDB0135645; HMDB0135646; HMDB0135739; HMDB0135740; HMDB0141019; HMDB0141020; HMDB0141021; HMDB0141022; HMDB0141023; HMDB0141118; HMDB0141138; HMDB0141179; HMDB11751; HMDB12915; HMDB29685; HMDB31240; HMDB32128; HMDB32174; HMDB32574; HMDB32640; HMDB33761; HMDB37602; HMDB37733; HMDB60734; HMDB62773,C00590,; CHEBI:17745; CHEBI:32063; CHEBI:72691
257,180.03216678576922,52015.836899152906,0.0014348142307767375,C5H11NO4S,-H(-),Acamprosate,HMDB0014797; HMDB14797,,; CHEBI:51041
257,180.03216678576922,52015.836899152906,-0.0007930857692315385,C5H7NO5,.F(-),Formyl-Asp,HMDB0002273; HMDB0002467; HMDB0060495; HMDB01344; HMDB02273; HMDB02467; HMDB60495,C01044; C03079,; CHEBI:16338; CHEBI:48429
257,180.03216678576922,52015.836899152906,7.531423077011823e-05,C6H11NS2,.F(-),Erucin,HMDB0033764; HMDB0038446; HMDB33764; HMDB38446,,
257,180.03216678576922,52015.836899152906,-0.0019358857691997855,C8H7NO4,-H(-),2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate,HMDB0006954; HMDB0033733; HMDB0038054; HMDB06954; HMDB33733; HMDB38054,C06050; C15770,; CHEBI:63558
258,180.066934007511,1822601.4312233476,-0.00031770751101589667,C9H11NO3,-H(-),Tyrosine,HMDB0000158; HMDB0001119; HMDB0002184; HMDB0003831; HMDB0006050; HMDB00158; HMDB0059720; HMDB0060280; HMDB00647; HMDB01119; HMDB02184; HMDB03831; HMDB06050; HMDB59720; HMDB60280,C00082; C04368; C19579,; CHEBI:16939; CHEBI:17895; CHEBI:278475; CHEBI:44303
258,180.066934007511,1822601.4312233476,0.000825092488980772,C6H11NO4,.F(-),Aminoadipate,HMDB0000510; HMDB0029423; HMDB0033747; HMDB00510; HMDB0061715; HMDB0062557; HMDB0062660; HMDB0094716; HMDB29423; HMDB33747; HMDB61715; HMDB62557; HMDB62660; HMDB94716,C00956; C01046; C03210,; CHEBI:16440; CHEBI:37024; CHEBI:45826; CHEBI:7671; CHEBI:857
259,180.140293916667,23322.854642520924,-0.0009068166669976563,C11H19NO,-H(-),N-Ethyl trans-2-cis-6-nonadienamide,HMDB0032273; HMDB0037889; HMDB0037890; HMDB0037891; HMDB0037894; HMDB0037895; HMDB0037896; HMDB0037897; HMDB32273; HMDB37889; HMDB37890; HMDB37891; HMDB37894; HMDB37895; HMDB37896; HMDB37897,C06551,
260,181.01367185309886,15240.89893200514,0.0005746469011569388,C8H6O5,-H(-),"6-hydroxy-2H-1,3-benzodioxole-5-carboxylic acid",HMDB0129371; HMDB0137133,,
261,181.16080813507398,2706.1104380484644,-0.001020035073992176,C12H22O,-H(-),Geosmin,HMDB0031020; HMDB0031102; HMDB0031341; HMDB0032279; HMDB0032542; HMDB0036461; HMDB0038972; HMDB31020; HMDB31102; HMDB31341; HMDB32279; HMDB32542; HMDB36461; HMDB38972,C16286,; CHEBI:133741; CHEBI:46702
262,181.99213699158796,4647.637818766181,-0.0003999915879546734,C7H5NO3S,-H(-),Saccharin,HMDB0029723; HMDB29723,C12283,CHEBI:32111
262,181.99213699158796,4647.637818766181,0.0007428084120135736,C4H5NO4S,.F(-),Acesulfame,HMDB0033585; HMDB33585,,; CHEBI:83501
263,182.01017920356935,7794.596537698714,-0.0006837035693365578,C7H5NO5,-H(-),5-Nitrosalicylate,HMDB0062578; HMDB62578,,; CHEBI:994
264,182.04653951482499,12615.36615383641,-0.0006586148249709822,C8H9NO4,-H(-),4-Pyridoxate,HMDB0000017; HMDB00017,C00847,CHEBI:17405
264,182.04653951482499,12615.36615383641,0.00048418517499726477,C5H9NO5,.F(-),Hydroxy-Glu,HMDB0030393; HMDB30393,,
265,182.07201598091683,29180.506584185383,0.0003545190831744094,C11H9N3,-H(-),2-Amino-a-carboline,HMDB0033141; HMDB33141,C19186,
266,183.0289827268812,7885.106065270143,0.0009137731188104681,C8H8O5,-H(-),"3,4-Dihydroxymandelate",HMDB0001866; HMDB0013198; HMDB0029650; HMDB0125522; HMDB0125542; HMDB0126480; HMDB0130405; HMDB0130407; HMDB0130408; HMDB0130482; HMDB0140912; HMDB01866; HMDB13198; HMDB29650,C05580,; CHEBI:27637; CHEBI:297061
267,183.06545625121797,13480.773721686513,0.000825648782040389,C9H12O4,-H(-),"7-Methyl-2-hydroxy-6-oxoocta-2,4-dienoate",HMDB0001490; HMDB0035056; HMDB0036072; HMDB0039650; HMDB0040603; HMDB0059730; HMDB0125593; HMDB0125597; HMDB0126618; HMDB0126619; HMDB0126620; HMDB0131233; HMDB01490; HMDB02909; HMDB06775; HMDB35056; HMDB36072; HMDB39650; HMDB40603; HMDB59730,C05594,; CHEBI:125412; CHEBI:846276; CHEBI:89913
267,183.06545625121797,13480.773721686513,0.001136148782023838,C5H15NO4P,-H(-),Choline-P,HMDB0001565; HMDB00284; HMDB01565,C00588,CHEBI:18132
268,183.10303250365146,12790.786689534894,-0.0003652036514552037,C10H16O3,-H(-),"5-exo-Hydroxy-1,2-campholide",HMDB0036117; HMDB0036998; HMDB0039052; HMDB0039710; HMDB0040883; HMDB36117; HMDB36998; HMDB39052; HMDB39710; HMDB40883,,
268,183.10303250365146,12790.786689534894,0.000777596348541465,C7H16O4,.F(-),Triethylene Glycol Monomethyl Ether,HMDB0062666; HMDB62666,,; CHEBI:84233
269,183.11572161918195,3574.847169376817,-0.0018209191819380521,C9H16N2O2,-H(-),N-(3-acetamidopropyl)pyrrolidin-2-one,HMDB0061384; HMDB61384,,; CHEBI:133185
269,183.11572161918195,3574.847169376817,-0.0002034191819575426,C12H18,.Na/H-H(-),"1,3-Diisopropylbenzene",HMDB0013806; HMDB0036759; HMDB0061815; HMDB13806; HMDB36759; HMDB61815,,
269,183.11572161918195,3574.847169376817,0.002201880818063273,C14H16,-H(-),"1,4-Dimethyl-7-ethylazulene",HMDB0036470; HMDB36470,C09633,
270,183.1390073075421,9218.471798737852,4.539245790624591e-05,C11H20O2,-H(-),Citronellyl formate,HMDB0031062; HMDB0031063; HMDB0031087; HMDB0031272; HMDB0031406; HMDB0031691; HMDB0031843; HMDB0032308; HMDB0032320; HMDB0032396; HMDB0032404; HMDB0032453; HMDB0032461; HMDB0032489; HMDB0032534; HMDB0033371; HMDB0033724; HMDB0034428; HMDB0034429; HMDB0036140; HMDB0036784; HMDB0037106; HMDB0037185; HMDB0037225; HMDB0037309; HMDB0038273; HMDB0038274; HMDB0038277; HMDB0038278; HMDB0038311; HMDB0038906; HMDB0040593; HMDB31062; HMDB31063; HMDB31087; HMDB31272; HMDB31406; HMDB31691; HMDB31843; HMDB32308; HMDB32320; HMDB32396; HMDB32404; HMDB32453; HMDB32461; HMDB32489; HMDB32534; HMDB33371; HMDB33724; HMDB34428; HMDB34429; HMDB36140; HMDB36784; HMDB37106; HMDB37185; HMDB37225; HMDB37309; HMDB38273; HMDB38274; HMDB38277; HMDB38278; HMDB38311; HMDB38906; HMDB40593,C12295; C13422; C13910,; CHEBI:31676; CHEBI:35045; CHEBI:48944
271,183.17561563951708,3015.5327152746872,-0.0001775395170682259,C12H24O,-H(-),Dodecylaldehyde,HMDB0031019; HMDB0031734; HMDB0032543; HMDB0033933; HMDB31019; HMDB31734; HMDB32543; HMDB33933,C02278; C14996,; CHEBI:27836
272,184.0017757546409,4656.819665529047,-0.0001291546409163402,C3H8NO6P,-H(-),Phosphoserine,HMDB0000272; HMDB0001721; HMDB00272; HMDB01721,C01005,CHEBI:15811; CHEBI:37712
273,184.0244892757018,3048.34435588308,0.0006562242982113276,C7H7NO5,-H(-),2-Amino-3-carboxymuconic acid semialdehyde,HMDB0001330; HMDB01330,C04409,CHEBI:995
273,184.0244892757018,3048.34435588308,-0.0007032757018237135,C8H7NOS,.F(-),4-Hydroxybenzyl isothiocyanate,HMDB0032580; HMDB32580,,
274,184.0729294149275,3621.9704848470988,-0.00016511492751192236,C7H11N3O3,-H(-),"(S)-N-(4,5-Dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)alanine",HMDB0034912; HMDB34912,,
275,184.0981313067223,7472.819300543781,-0.00021500672229990414,C9H15NO3,-H(-),Pseudoecgonine,HMDB0006348; HMDB0006548; HMDB0094728; HMDB0094729; HMDB0094730; HMDB0094731; HMDB06348; HMDB06548; HMDB94728; HMDB94729; HMDB94730; HMDB94731,C10858; C12449,; CHEBI:708641
276,185.02498937036194,3574.9989508026833,-0.0005720703619260803,C11H6O3,-H(-),Angelicin,HMDB0033930; HMDB0034272; HMDB33930; HMDB34272,C09060; C09305,CHEBI:27616; CHEBI:28928
276,185.02498937036194,3574.9989508026833,0.0005707296380421667,C8H6O4,.F(-),Phthalate,HMDB0002107; HMDB0002334; HMDB0002428; HMDB0032613; HMDB02107; HMDB02334; HMDB02428; HMDB32613,C01606; C06337,; CHEBI:15702; CHEBI:29069
277,185.03837885417636,4407.473211910088,0.0006425458236378745,C7H10N2O2S,-H(-),Carbimazole,HMDB0014533; HMDB14533,C07615,CHEBI:617099
278,185.04645575824233,10944.954891151883,-0.0009092582423306794,C8H10O5,-H(-),Erinapyrone C,HMDB0041026; HMDB41026,,
278,185.04645575824233,10944.954891151883,0.00012932476548144223,C8H11NO2S,-H(-) [+1],5-(2-Hydroxyethyl)-4-methylthiazole acetate,HMDB0032986; HMDB32986,,
278,185.04645575824233,10944.954891151883,0.00023354175766598928,C5H10O6,.F(-),Pentonic acid,HMDB0000539; HMDB0000867; HMDB00539; HMDB0059750; HMDB0060255; HMDB0060256; HMDB00867; HMDB59750; HMDB60255; HMDB60256,C00878; C01685; C05411,; CHEBI:20912; CHEBI:21077; CHEBI:48092; CHEBI:6268
278,185.04645575824233,10944.954891151883,0.001101941757667646,C6H14OS2,.F(-),S-Propyl 1-propanesulfinothioate,HMDB0034394; HMDB34394,,; CHEBI:91021
279,185.0583436643778,6683.3438320397645,-0.001563764377777943,C7H10N2O4,-H(-),Pyroglutamylglycine,HMDB0061890; HMDB61890,,
279,185.0583436643778,6683.3438320397645,5.3735622202566447e-05,C10H12O2,.Na/H-H(-),Cumate,HMDB0000543; HMDB0001955; HMDB0005802; HMDB0005809; HMDB0030060; HMDB0030063; HMDB0031761; HMDB0032038; HMDB0032336; HMDB0032586; HMDB0032618; HMDB0032620; HMDB0032891; HMDB0033723; HMDB0033945; HMDB0034471; HMDB0034615; HMDB0034732; HMDB0035213; HMDB0035268; HMDB0035414; HMDB0036098; HMDB0037160; HMDB0037174; HMDB0038184; HMDB0040359; HMDB0040460; HMDB0041472; HMDB0041473; HMDB0041612; HMDB00543; HMDB0127494; HMDB0133507; HMDB0133600; HMDB0133601; HMDB0133603; HMDB0133604; HMDB0133605; HMDB0133606; HMDB0133607; HMDB0133608; HMDB0133609; HMDB0133610; HMDB0133617; HMDB0133725; HMDB0133727; HMDB0133729; HMDB0133753; HMDB0133754; HMDB0135737; HMDB0135738; HMDB01955; HMDB05802; HMDB05809; HMDB30060; HMDB30063; HMDB31761; HMDB32038; HMDB32336; HMDB32586; HMDB32618; HMDB32620; HMDB32891; HMDB33723; HMDB33945; HMDB34471; HMDB34615; HMDB34732; HMDB35213; HMDB35268; HMDB35414; HMDB36098; HMDB37160; HMDB37174; HMDB38184; HMDB40359; HMDB40460; HMDB41472; HMDB41473; HMDB41612,C06578; C07213; C07216; C09904; C10453; C10469; C12303,; CHEBI:10447; CHEBI:28122; CHEBI:31988; CHEBI:41500; CHEBI:4917; CHEBI:50545; CHEBI:68656
280,185.07257526368085,26108.751850396293,-0.0005391636808553812,C11H10N2O,-H(-),1-Methoxy-1H-indole-3-acetonitrile,HMDB0040973; HMDB40973,,
281,185.09785772110067,10590.783657085201,-0.0006696211006556041,C13H14O,-H(-),"(E)-2-Tridecene-4,6,8-triyn-1-ol",HMDB0030931; HMDB0038526; HMDB30931; HMDB38526,,
281,185.09785772110067,10590.783657085201,0.0004731788993410646,C10H14O2,.F(-),C10:3,HMDB0004586; HMDB0029691; HMDB0031085; HMDB0032062; HMDB0032135; HMDB0032462; HMDB0032615; HMDB0034922; HMDB0035063; HMDB0035235; HMDB0035328; HMDB0036042; HMDB0036084; HMDB0036878; HMDB0036879; HMDB0037011; HMDB0037012; HMDB0037044; HMDB0039382; HMDB0040176; HMDB0041000; HMDB0041584; HMDB0062603; HMDB0127496; HMDB0135742; HMDB04586; HMDB06539; HMDB29691; HMDB31085; HMDB32062; HMDB32135; HMDB32462; HMDB32615; HMDB34922; HMDB35063; HMDB35235; HMDB35328; HMDB36042; HMDB36084; HMDB36878; HMDB36879; HMDB37011; HMDB37012; HMDB37044; HMDB39382; HMDB40176; HMDB41000; HMDB41584; HMDB62603,C02088; C11924,; CHEBI:36999; CHEBI:66729; CHEBI:78886; CHEBI:84225; CHEBI:9642
