sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label
162 / P1_AA_1024,162,20200306_ecoli_4GHz_0162.d,20200320153732886-2492492,20200306_Plate1_054,P1_AA_1024,P001:200 seq1,formal_or_unknown,Batch7_0306 DATA,P1_AA_1024
163 / P1_Bio_0001,163,20200306_ecoli_4GHz_0163.d,20200320153733931-2492493,20200306_Plate1_029,P1_Bio_0001,P001:203 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Bio_0001
164 / P1_Bio_0001,164,20200306_ecoli_4GHz_0164.d,20200320153735204-2492494,20200306_Plate1_029,P1_Bio_0001,P001:204 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Bio_0001
165 / P1_Bio_0001,165,20200306_ecoli_4GHz_0165.d,20200320153736338-2492495,20200306_Plate1_029,P1_Bio_0001,P001:205 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Bio_0001
166 / water,166,20200306_ecoli_4GHz_0166.d,20200320153737479-2492496,ctrl_p01_c1,water,P001:206 seq1 control,water,Batch7_0306 DATA,water
167 / water,167,20200306_ecoli_4GHz_0167.d,20200320153738586-2492497,ctrl_p01_c2,water,P001:207 seq1 control,water,Batch7_0306 DATA,water
168 / P1_SRM_0128,168,20200306_ecoli_4GHz_0168.d,20200320153739692-2492498,20200306_Plate1_009,P1_SRM_0128,P001:208 seq1,srm,Batch7_0306 DATA,P1_SRM_0128
169 / P1_SRM_0128,169,20200306_ecoli_4GHz_0169.d,20200320153740726-2492499,20200306_Plate1_009,P1_SRM_0128,P001:209 seq1,srm,Batch7_0306 DATA,P1_SRM_0128
170 / P1_SRM_0128,170,20200306_ecoli_4GHz_0170.d,20200320153741799-2492500,20200306_Plate1_009,P1_SRM_0128,P001:210 seq1,srm,Batch7_0306 DATA,P1_SRM_0128
171 / water,171,20200306_ecoli_4GHz_0171.d,20200320153742738-2492501,ctrl_p01_c2,water,P001:212 seq1 control,water,Batch7_0306 DATA,water
172 / P1_PP_0016,172,20200306_ecoli_4GHz_0172.d,20200320153743783-2492502,20200306_Plate1_075,P1_PP_0016,P001:213 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0016
173 / P1_PP_0016,173,20200306_ecoli_4GHz_0173.d,20200320153744906-2492503,20200306_Plate1_075,P1_PP_0016,P001:214 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0016
174 / P1_PP_0016,174,20200306_ecoli_4GHz_0174.d,20200320153745880-2492504,20200306_Plate1_075,P1_PP_0016,P001:215 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0016
175 / water,175,20200306_ecoli_4GHz_0175.d,20200320153746902-2492505,ctrl_p01_c1,water,P001:216 seq1 control,water,Batch7_0306 DATA,water
176 / water,176,20200306_ecoli_4GHz_0176.d,20200320153747933-2492506,ctrl_p01_c2,water,P001:217 seq1 control,water,Batch7_0306 DATA,water
177 / water,177,20200306_ecoli_4GHz_0177.d,20200320153748918-2492507,ctrl_p01_c1,water,P001:221 seq1 control,water,Batch7_0306 DATA,water
178 / water,178,20200306_ecoli_4GHz_0178.d,20200320153749906-2492508,ctrl_p01_c2,water,P001:222 seq1 control,water,Batch7_0306 DATA,water
179 / P1_Bio_0032,179,20200306_ecoli_4GHz_0179.d,20200320153750910-2492509,20200306_Plate1_034,P1_Bio_0032,P001:223 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Bio_0032
180 / P1_Bio_0032,180,20200306_ecoli_4GHz_0180.d,20200320153752015-2492510,20200306_Plate1_034,P1_Bio_0032,P001:224 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Bio_0032
181 / P1_Bio_0032,181,20200306_ecoli_4GHz_0181.d,20200320153753175-2492511,20200306_Plate1_034,P1_Bio_0032,P001:225 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Bio_0032
182 / water,182,20200306_ecoli_4GHz_0182.d,20200320153754220-2492512,ctrl_p01_c1,water,P001:226 seq1 control,water,Batch7_0306 DATA,water
183 / water,183,20200306_ecoli_4GHz_0183.d,20200320153755241-2492513,ctrl_p01_c2,water,P001:227 seq1 control,water,Batch7_0306 DATA,water
184 / P1_AA_0064,184,20200306_ecoli_4GHz_0184.d,20200320153756245-2492514,20200306_Plate1_050,P1_AA_0064,P001:228 seq1,formal_or_unknown,Batch7_0306 DATA,P1_AA_0064
185 / P1_AA_0064,185,20200306_ecoli_4GHz_0185.d,20200320153757332-2492515,20200306_Plate1_050,P1_AA_0064,P001:229 seq1,formal_or_unknown,Batch7_0306 DATA,P1_AA_0064
186 / P1_AA_0064,186,20200306_ecoli_4GHz_0186.d,20200320153758351-2492516,20200306_Plate1_050,P1_AA_0064,P001:230 seq1,formal_or_unknown,Batch7_0306 DATA,P1_AA_0064
187 / water,187,20200306_ecoli_4GHz_0187.d,20200320153759359-2492517,ctrl_p01_c1,water,P001:231 seq1 control,water,Batch7_0306 DATA,water
188 / P1_AA_0001,188,20200306_ecoli_4GHz_0188.d,20200320153800438-2492518,20200306_Plate1_043,P1_AA_0001,P001:233 seq1,formal_or_unknown,Batch7_0306 DATA,P1_AA_0001
189 / P1_AA_0001,189,20200306_ecoli_4GHz_0189.d,20200320153801500-2492519,20200306_Plate1_043,P1_AA_0001,P001:234 seq1,formal_or_unknown,Batch7_0306 DATA,P1_AA_0001
190 / P1_AA_0001,190,20200306_ecoli_4GHz_0190.d,20200320153802630-2492520,20200306_Plate1_043,P1_AA_0001,P001:235 seq1,formal_or_unknown,Batch7_0306 DATA,P1_AA_0001
191 / water,191,20200306_ecoli_4GHz_0191.d,20200320153803744-2492521,ctrl_p01_c1,water,P001:236 seq1 control,water,Batch7_0306 DATA,water
192 / water,192,20200306_ecoli_4GHz_0192.d,20200320153804779-2492522,ctrl_p01_c2,water,P001:237 seq1 control,water,Batch7_0306 DATA,water
193 / P1_SRM_0001,193,20200306_ecoli_4GHz_0193.d,20200320153805823-2492523,20200306_Plate1_001,P1_SRM_0001,P001:238 seq1,srm,Batch7_0306 DATA,P1_SRM_0001
194 / P1_SRM_0001,194,20200306_ecoli_4GHz_0194.d,20200320153807109-2492524,20200306_Plate1_001,P1_SRM_0001,P001:239 seq1,srm,Batch7_0306 DATA,P1_SRM_0001
195 / P1_SRM_0001,195,20200306_ecoli_4GHz_0195.d,20200320153808292-2492525,20200306_Plate1_001,P1_SRM_0001,P001:240 seq1,srm,Batch7_0306 DATA,P1_SRM_0001
196 / water,196,20200306_ecoli_4GHz_0196.d,20200320153809504-2492526,ctrl_p01_c1,water,P001:241 seq1 control,water,Batch7_0306 DATA,water
197 / water,197,20200306_ecoli_4GHz_0197.d,20200320153810582-2492527,ctrl_p01_c2,water,P001:242 seq1 control,water,Batch7_0306 DATA,water
198 / P1_SRM_0002,198,20200306_ecoli_4GHz_0198.d,20200320153811623-2492528,20200306_Plate1_002,P1_SRM_0002,P001:243 seq1,srm,Batch7_0306 DATA,P1_SRM_0002
199 / P1_SRM_0002,199,20200306_ecoli_4GHz_0199.d,20200320153812933-2492529,20200306_Plate1_002,P1_SRM_0002,P001:244 seq1,srm,Batch7_0306 DATA,P1_SRM_0002
200 / P1_SRM_0002,200,20200306_ecoli_4GHz_0200.d,20200320153814106-2492530,20200306_Plate1_002,P1_SRM_0002,P001:245 seq1,srm,Batch7_0306 DATA,P1_SRM_0002
201 / water,201,20200306_ecoli_4GHz_0201.d,20200320153815257-2492531,ctrl_p01_c1,water,P001:246 seq1 control,water,Batch7_0306 DATA,water
202 / water,202,20200306_ecoli_4GHz_0202.d,20200320153816333-2492532,ctrl_p01_c2,water,P001:247 seq1 control,water,Batch7_0306 DATA,water
203 / P1_FA_0004,203,20200306_ecoli_4GHz_0203.d,20200320153817316-2492533,20200306_Plate1_059,P1_FA_0004,P001:248 seq1,formal_or_unknown,Batch7_0306 DATA,P1_FA_0004
204 / P1_FA_0004,204,20200306_ecoli_4GHz_0204.d,20200320153818320-2492534,20200306_Plate1_059,P1_FA_0004,P001:249 seq1,formal_or_unknown,Batch7_0306 DATA,P1_FA_0004
205 / P1_FA_0004,205,20200306_ecoli_4GHz_0205.d,20200320153819333-2492535,20200306_Plate1_059,P1_FA_0004,P001:250 seq1,formal_or_unknown,Batch7_0306 DATA,P1_FA_0004
206 / water,206,20200306_ecoli_4GHz_0206.d,20200320153820319-2492536,ctrl_p01_c1,water,P001:251 seq1 control,water,Batch7_0306 DATA,water
207 / water,207,20200306_ecoli_4GHz_0207.d,20200320153821379-2492537,ctrl_p01_c2,water,P001:252 seq1 control,water,Batch7_0306 DATA,water
208 / P1_PP_0064,208,20200306_ecoli_4GHz_0208.d,20200320153822434-2492538,20200306_Plate1_078,P1_PP_0064,P001:253 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0064
209 / P1_PP_0064,209,20200306_ecoli_4GHz_0209.d,20200320153823453-2492539,20200306_Plate1_078,P1_PP_0064,P001:254 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0064
210 / P1_PP_0064,210,20200306_ecoli_4GHz_0210.d,20200320153824456-2492540,20200306_Plate1_078,P1_PP_0064,P001:255 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0064
211 / water,211,20200306_ecoli_4GHz_0211.d,20200320153825441-2492541,ctrl_p01_c1,water,P001:256 seq1 control,water,Batch7_0306 DATA,water
212 / water,212,20200306_ecoli_4GHz_0212.d,20200320153826424-2492542,ctrl_p01_c1,water,P001:261 seq1 control,water,Batch7_0306 DATA,water
213 / water,213,20200306_ecoli_4GHz_0213.d,20200320153827419-2492543,ctrl_p01_c2,water,P001:262 seq1 control,water,Batch7_0306 DATA,water
214 / P1_SRM_1024,214,20200306_ecoli_4GHz_0214.d,20200320153828400-2492544,20200306_Plate1_012,P1_SRM_1024,P001:263 seq1,srm,Batch7_0306 DATA,P1_SRM_1024
215 / P1_SRM_1024,215,20200306_ecoli_4GHz_0215.d,20200320153829448-2492545,20200306_Plate1_012,P1_SRM_1024,P001:264 seq1,srm,Batch7_0306 DATA,P1_SRM_1024
216 / P1_SRM_1024,216,20200306_ecoli_4GHz_0216.d,20200320153830481-2492546,20200306_Plate1_012,P1_SRM_1024,P001:265 seq1,srm,Batch7_0306 DATA,P1_SRM_1024
217 / P1_SRM_0016,217,20200306_ecoli_4GHz_0217.d,20200320153831485-2492547,20200306_Plate1_005,P1_SRM_0016,P001:268 seq1,srm,Batch7_0306 DATA,P1_SRM_0016
218 / P1_SRM_0016,218,20200306_ecoli_4GHz_0218.d,20200320153832599-2492548,20200306_Plate1_005,P1_SRM_0016,P001:269 seq1,srm,Batch7_0306 DATA,P1_SRM_0016
219 / P1_SRM_0016,219,20200306_ecoli_4GHz_0219.d,20200320153833750-2492549,20200306_Plate1_005,P1_SRM_0016,P001:270 seq1,srm,Batch7_0306 DATA,P1_SRM_0016
220 / water,220,20200306_ecoli_4GHz_0220.d,20200320153834805-2492550,ctrl_p01_c1,water,P001:271 seq1 control,water,Batch7_0306 DATA,water
221 / water,221,20200306_ecoli_4GHz_0221.d,20200320153835831-2492551,ctrl_p01_c2,water,P001:272 seq1 control,water,Batch7_0306 DATA,water
222 / water,222,20200306_ecoli_4GHz_0222.d,20200320153836847-2492552,ctrl_p01_c1,water,P001:281 seq1 control,water,Batch7_0306 DATA,water
223 / water,223,20200306_ecoli_4GHz_0223.d,20200320153837910-2492553,ctrl_p01_c2,water,P001:282 seq1 control,water,Batch7_0306 DATA,water
224 / P1_PP_0032,224,20200306_ecoli_4GHz_0224.d,20200320153838960-2492554,20200306_Plate1_076,P1_PP_0032,P001:283 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0032
225 / P1_PP_0032,225,20200306_ecoli_4GHz_0225.d,20200320153839985-2492555,20200306_Plate1_076,P1_PP_0032,P001:284 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0032
226 / P1_PP_0032,226,20200306_ecoli_4GHz_0226.d,20200320153841073-2492556,20200306_Plate1_076,P1_PP_0032,P001:285 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0032
227 / water,227,20200306_ecoli_4GHz_0227.d,20200320153842103-2492557,ctrl_p01_c1,water,P001:286 seq1 control,water,Batch7_0306 DATA,water
228 / water,228,20200306_ecoli_4GHz_0228.d,20200320153843103-2492558,ctrl_p01_c2,water,P001:287 seq1 control,water,Batch7_0306 DATA,water
229 / P1_Full_0512,229,20200306_ecoli_4GHz_0229.d,20200320153844070-2492559,20200306_Plate1_025,P1_Full_0512,P001:288 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Full_0512
230 / P1_Full_0512,230,20200306_ecoli_4GHz_0230.d,20200320153845097-2492560,20200306_Plate1_025,P1_Full_0512,P001:289 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Full_0512
231 / P1_Full_0512,231,20200306_ecoli_4GHz_0231.d,20200320153846122-2492561,20200306_Plate1_025,P1_Full_0512,P001:290 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Full_0512
232 / water,232,20200306_ecoli_4GHz_0232.d,20200320153847184-2492562,ctrl_p01_c1,water,P001:291 seq1 control,water,Batch7_0306 DATA,water
233 / P1_PP_0002,233,20200306_ecoli_4GHz_0233.d,20200320153848211-2492563,20200306_Plate1_072,P1_PP_0002,P001:293 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0002
234 / P1_PP_0002,234,20200306_ecoli_4GHz_0234.d,20200320153849235-2492564,20200306_Plate1_072,P1_PP_0002,P001:294 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0002
235 / P1_PP_0002,235,20200306_ecoli_4GHz_0235.d,20200320153850292-2492565,20200306_Plate1_072,P1_PP_0002,P001:295 seq1,formal_or_unknown,Batch7_0306 DATA,P1_PP_0002
236 / water,236,20200306_ecoli_4GHz_0236.d,20200320153851307-2492566,ctrl_p01_c1,water,P001:296 seq1 control,water,Batch7_0306 DATA,water
237 / water,237,20200306_ecoli_4GHz_0237.d,20200320153852300-2492567,ctrl_p01_c2,water,P001:297 seq1 control,water,Batch7_0306 DATA,water
238 / P1_Bio_0256,238,20200306_ecoli_4GHz_0238.d,20200320153853301-2492568,20200306_Plate1_038,P1_Bio_0256,P001:298 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Bio_0256
239 / P1_Bio_0256,239,20200306_ecoli_4GHz_0239.d,20200320153854323-2492569,20200306_Plate1_038,P1_Bio_0256,P001:299 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Bio_0256
240 / P1_Bio_0256,240,20200306_ecoli_4GHz_0240.d,20200320153855354-2492570,20200306_Plate1_038,P1_Bio_0256,P001:300 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Bio_0256
241 / water,241,20200306_ecoli_4GHz_0241.d,20200320153856322-2492571,ctrl_p01_c1,water,P001:301 seq1 control,water,Batch7_0306 DATA,water
242 / P1_Full_0008,242,20200306_ecoli_4GHz_0242.d,20200320153857321-2492572,20200306_Plate1_018,P1_Full_0008,P001:303 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Full_0008
243 / P1_Full_0008,243,20200306_ecoli_4GHz_0243.d,20200320153858411-2492573,20200306_Plate1_018,P1_Full_0008,P001:304 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Full_0008
244 / P1_Full_0008,244,20200306_ecoli_4GHz_0244.d,20200320153859486-2492574,20200306_Plate1_018,P1_Full_0008,P001:305 seq1,formal_or_unknown,Batch7_0306 DATA,P1_Full_0008
245 / water,245,20200306_ecoli_4GHz_0245.d,20200320153900574-2492575,ctrl_p01_c1,water,P001:306 seq1 control,water,Batch7_0306 DATA,water
