ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,label (bona fide),HMDB ids,KEGG ids,other ids
30,90.01886925142983,3076.9235027623404,0.0007970485701633834,C2H5NO3,-H(-),(hydroxymethyl)carbamic acid,HMDB0143414,,
31,91.05519144319011,4656.151114492232,0.00013205680988903623,C7H8,-H(-),Toluene,HMDB0034168; HMDB34168,C01455,CHEBI:17578
32,92.05059062635468,2776.423481823526,-1.8126354675018774e-05,C6H7N,-H(-),Aniline,HMDB0003012; HMDB0061887; HMDB0061888; HMDB03012; HMDB61887; HMDB61888,C00292; C14447,; CHEBI:17296; CHEBI:39922; CHEBI:50415
33,93.04586279582479,68464.72051014542,-4.1295824800613445e-05,C5H6N2,-H(-),Methylpyrazine,HMDB0033112; HMDB33112,,
34,94.02980673565243,13203.258271164339,3.0364347566091965e-05,C5H5NO,-H(-),Hydroxypyridine,HMDB0013751; HMDB0036057; HMDB13751; HMDB36057,C02502,; CHEBI:16540; CHEBI:59978
35,94.9806886806559,94702.11857120981,-8.028065590792721e-05,H4O4Si,-H(-),Silicic acid,HMDB0031436; HMDB31436,,; CHEBI:26675
36,95.01397612232877,9579.516999358722,-0.0001234223287696068,C5H4O2,-H(-),Furfural,HMDB0032914; HMDB0060503; HMDB32914; HMDB60503,C14279,; CHEBI:28906
37,95.05033058834796,5586.118142879613,-9.24883479598293e-05,C6H8O,-H(-),Cyclohexenone,HMDB0031545; HMDB0031546; HMDB0032965; HMDB0033182; HMDB0034729; HMDB0040587; HMDB0040588; HMDB31545; HMDB31546; HMDB32965; HMDB33182; HMDB34729; HMDB40587; HMDB40588,,
38,96.04549669004285,4346.321359030435,-9.590042850504688e-06,C5H7NO,-H(-),1-Cyano-2-hydroxy-3-butene,HMDB0031339; HMDB0032968; HMDB0032969; HMDB0032970; HMDB31339; HMDB32968; HMDB32969; HMDB32970,,; CHEBI:1178473
39,96.96930676768703,395811.9053847627,0.0003116323129574994,H3O4P,-H(-),Phosphoric acid,HMDB0002142; HMDB02142,C00009,CHEBI:26078
40,97.02877761327018,22626.82909135957,0.0007250867298154162,C5H6O2,-H(-),C5:2,HMDB0013742; HMDB0029609; HMDB0040145; HMDB13742; HMDB29609; HMDB34245; HMDB40145,,; CHEBI:207496; CHEBI:36436
41,97.06582786140035,13055.914148052245,6.023859964443545e-05,C6H10O,-H(-),Cyclohexanone,HMDB0003315; HMDB0030332; HMDB0031196; HMDB0031496; HMDB0031497; HMDB0031498; HMDB0031563; HMDB0031564; HMDB0033549; HMDB0033714; HMDB0035239; HMDB0040264; HMDB0040271; HMDB03315; HMDB30332; HMDB31196; HMDB31496; HMDB31497; HMDB31498; HMDB31563; HMDB31564; HMDB33549; HMDB33714; HMDB35239; HMDB40264; HMDB40271,C00414; C08497; C16310,; CHEBI:17854; CHEBI:18554; CHEBI:20030
42,98.0249057707344,8902.719819295558,-0.00015407073441053853,C4H5NO2,-H(-),Succinimide,HMDB0030276; HMDB30276,,
43,98.06138124549474,2528.2394195482984,-0.0002441454947472721,C5H9NO,-H(-),2-Piperidinone,HMDB0011749; HMDB0034587; HMDB0040518; HMDB0060309; HMDB11749; HMDB34587; HMDB40518; HMDB60309,C18796,; CHEBI:110273; CHEBI:60908
44,99.00880442037983,27158.974904137158,-3.712037982950278e-05,C4H4O3,-H(-),Succinic anhydride,HMDB0032523; HMDB32523,C19524,CHEBI:36595
45,99.04529129077434,23959.689834915807,-0.00013859077434119627,C5H8O2,-H(-),Valerolactone,HMDB0000509; HMDB0001470; HMDB0001862; HMDB0002167; HMDB0029599; HMDB0029608; HMDB0031178; HMDB0031598; HMDB0031602; HMDB0031648; HMDB0032351; HMDB0032385; HMDB0032459; HMDB0033840; HMDB0033978; HMDB00509; HMDB0130837; HMDB0132474; HMDB01470; HMDB0170858; HMDB01862; HMDB02167; HMDB29599; HMDB29608; HMDB31178; HMDB31598; HMDB31602; HMDB31648; HMDB32351; HMDB32385; HMDB32459; HMDB33840; HMDB33978,C08279; C12518; C14527; C15499; C19238,; CHEBI:14750; CHEBI:34840; CHEBI:35936; CHEBI:36431; CHEBI:37127; CHEBI:38366; CHEBI:48569; CHEBI:52774; CHEBI:64276; CHEBI:84978; CHEBI:9592
46,99.08137166012372,2885.0085750614658,0.00016643987628128798,C6H12O,-H(-),Cyclohexanol,HMDB0000753; HMDB0005842; HMDB0005846; HMDB0005994; HMDB0030003; HMDB0031502; HMDB0031503; HMDB0031578; HMDB0061882; HMDB0062792; HMDB00753; HMDB05842; HMDB05846; HMDB05994; HMDB30003; HMDB31502; HMDB31503; HMDB31578; HMDB61882; HMDB62792,C02373; C08492,; CHEBI:121338; CHEBI:28857; CHEBI:421633; CHEBI:84216; CHEBI:88375
47,100.02268981522782,2198.838135989394,-4.661522781645999e-05,C4H7NS,-H(-),"4,5-Dihydro-2-methylthiazole",HMDB0029555; HMDB29555,,
48,100.04049982290742,6045.83143395207,-9.81229074170642e-05,C4H7NO2,-H(-),Homoserine lactone,HMDB0029387; HMDB0029615; HMDB0036458; HMDB29387; HMDB29615; HMDB36458,C01234; C02926,; CHEBI:17289; CHEBI:18053; CHEBI:38108
49,101.0244682904403,33470.759678407325,-5.0990440300324735e-05,C4H6O3,-H(-),Oxobutanoic acid,HMDB0000005; HMDB0000060; HMDB00005; HMDB0001172; HMDB0001259; HMDB0002217; HMDB0003381; HMDB00060; HMDB0031646; HMDB01172; HMDB01259; HMDB02217; HMDB03381; HMDB06544; HMDB31646,C00109; C00164; C00232; C00349; C06002,; CHEBI:15344; CHEBI:16256; CHEBI:16265; CHEBI:27821; CHEBI:30831; CHEBI:36610; CHEBI:553775
50,101.06090838505294,15256.956428943337,-0.00010568505294372699,C5H10O2,-H(-),Pentanoic acid,HMDB0000718; HMDB0000892; HMDB0002176; HMDB0030058; HMDB0031175; HMDB0031241; HMDB0031247; HMDB0031516; HMDB0032263; HMDB0033742; HMDB0033890; HMDB0034237; HMDB0039799; HMDB0040575; HMDB0041992; HMDB0059678; HMDB00718; HMDB00892; HMDB02176; HMDB30058; HMDB31175; HMDB31241; HMDB31247; HMDB31516; HMDB32263; HMDB33742; HMDB33890; HMDB34237; HMDB39799; HMDB40575; HMDB41992; HMDB59678,C00803; C08262; C18319,; CHEBI:1132558; CHEBI:137944; CHEBI:167460; CHEBI:17418; CHEBI:28484; CHEBI:32026; CHEBI:37070; CHEBI:38655; CHEBI:40116; CHEBI:45133; CHEBI:88514
51,102.03817699656759,2426.4134582112015,0.0001162034324124761,C4H9NS,-H(-),(±)-2-Methylthiazolidine,HMDB0031682; HMDB31682,,
52,102.0561278572238,73304.89919525282,-7.615722380194256e-05,C4H9NO2,-H(-),Aminobutanoic acid (ABA),HMDB0000112; HMDB0000452; HMDB0000650; HMDB0002166; HMDB0002299; HMDB0003911; HMDB00112; HMDB0031329; HMDB0031654; HMDB0038394; HMDB0041945; HMDB00452; HMDB00485; HMDB00581; HMDB00650; HMDB0094692; HMDB02166; HMDB02299; HMDB03911; HMDB05815; HMDB31329; HMDB31654; HMDB38394; HMDB41945; HMDB94692,C00334; C01205; C02261; C02356; C03284; C05145; C11735,; CHEBI:15620; CHEBI:16320; CHEBI:16865; CHEBI:17519; CHEBI:27389; CHEBI:28797; CHEBI:33094; CHEBI:35619; CHEBI:37081
53,103.02226341481344,3020.9350036456585,4.538518656715951e-05,C4H8OS,-H(-),S-Ethyl thioacetate,HMDB0031190; HMDB0031192; HMDB0031857; HMDB0031982; HMDB0040170; HMDB0041015; HMDB0112254; HMDB31190; HMDB31192; HMDB31857; HMDB31982; HMDB40170; HMDB41015,,; CHEBI:49017
54,103.0400631549438,35913.34736127369,4.145056195170582e-06,C4H8O3,-H(-),Hydroxybutanoic acid,HMDB0000008; HMDB0000011; HMDB0000023; HMDB0000336; HMDB0000357; HMDB0000442; HMDB0000710; HMDB0000729; HMDB00008; HMDB00011; HMDB00023; HMDB0031212; HMDB00336; HMDB00357; HMDB00435; HMDB00442; HMDB0059748; HMDB00710; HMDB00729; HMDB00758; HMDB0126088; HMDB11597; HMDB31212; HMDB59748,C00989; C01089; C03197; C05984; C06001,; CHEBI:1148; CHEBI:17066; CHEBI:17290; CHEBI:20067; CHEBI:30830; CHEBI:37373; CHEBI:50129; CHEBI:741468
54,103.0400631549438,35913.34736127369,-0.0006039264281696433,C5H10S,-H(-) [+2],3-Methyl-2-butene-1-thiol,HMDB0031529; HMDB0038892; HMDB0039771; HMDB0040347; HMDB31529; HMDB38892; HMDB39771; HMDB40347,,
55,104.03539981773014,62060.04767565086,-8.35177301468093e-05,C3H7NO3,-H(-),Serine,HMDB0000187; HMDB0003406; HMDB00187; HMDB00589; HMDB0062263; HMDB03406; HMDB62263,C00065; C00716; C00740,CHEBI:16523; CHEBI:17115; CHEBI:17822
56,105.01939044458933,9880.44582779121,-5.8544589336406716e-05,C3H6O4,-H(-),D-Glyceric acid,HMDB0000139; HMDB0006372; HMDB00139; HMDB0031818; HMDB06372; HMDB31818,C00258,; CHEBI:32398; CHEBI:33508; CHEBI:74324
57,105.0378021387497,7055.6472095540075,0.00015666125030122657,C4H10OS,-H(-),3-(Methylthio)-1-propanol,HMDB0031716; HMDB0040185; HMDB0041475; HMDB31716; HMDB40185; HMDB41475,,; CHEBI:49019
58,105.05502518058687,1814.2703734416875,0.000692119413116643,C4H10O3,-H(-),Diethylene glycol,HMDB0034778; HMDB0061944; HMDB34778; HMDB61944,,; CHEBI:131388
58,105.05502518058687,1814.2703734416875,0.00015823005766435472,C5H12S,-H(-) [+2],Isopentyl mercaptan,HMDB0033902; HMDB0035418; HMDB0036180; HMDB0041010; HMDB33902; HMDB35418; HMDB36180; HMDB41010,,
59,105.07094682539166,940.5877630491108,2.6674608335497396e-05,C8H10,-H(-),m-Xylene,HMDB0059810; HMDB0059851; HMDB0059905; HMDB0059924; HMDB59810; HMDB59851; HMDB59905; HMDB59924,C06756; C07111; C07208; C07212,CHEBI:16101; CHEBI:27417; CHEBI:28063; CHEBI:28488
60,107.05014531522042,64560.65079239089,9.2784779582189e-05,C7H8O,-H(-),Benzyl alcohol,HMDB0001858; HMDB0002048; HMDB0002055; HMDB0003119; HMDB0033895; HMDB01858; HMDB02048; HMDB02055; HMDB03119; HMDB13762; HMDB33895,C00556; C01403; C01467; C01468; C01542,CHEBI:16579; CHEBI:17231; CHEBI:17847; CHEBI:17987; CHEBI:28054
61,108.04551155658334,12920.431145355564,-2.4456583332721493e-05,C6H7NO,-H(-),Aminophenol,HMDB0001169; HMDB0035882; HMDB0040582; HMDB01169; HMDB35882; HMDB40582,C02372,; CHEBI:17602; CHEBI:59981
62,109.02949053766359,22293.036105752293,1.2162336403775953e-05,C6H6O2,-H(-),Catechol,HMDB0000957; HMDB0002434; HMDB0031180; HMDB0032037; HMDB0033002; HMDB0033127; HMDB00957; HMDB02434; HMDB31180; HMDB32037; HMDB33002; HMDB33127,C00090; C00530; C01751; C11115,; CHEBI:17594; CHEBI:18135; CHEBI:27810; CHEBI:59983
63,109.04068694134386,15618.008659741092,4.915865612531434e-05,C5H6N2O,-H(-),N-Acetylimidazole,HMDB0003905; HMDB0033156; HMDB0060741; HMDB03905; HMDB06237; HMDB33156; HMDB60741,C05130,; CHEBI:27398
64,109.06579535793321,6078.126727420322,9.274206678355768e-05,C7H10O,-H(-),"2,3,5-Trimethylfuran",HMDB0029721; HMDB0029728; HMDB0031541; HMDB0040277; HMDB0040278; HMDB0061891; HMDB29721; HMDB29728; HMDB31541; HMDB40277; HMDB40278; HMDB61891,,
65,110.03607463765991,88567.72330635769,-8.953765990327156e-05,C4H5N3O,-H(-),Cytosine,HMDB0000630; HMDB00630,C00380,CHEBI:16040
66,110.07229763568954,19393.40047991781,7.28643104537241e-05,C5H9N3,-H(-),Histamine,HMDB0000870; HMDB0060263; HMDB00870; HMDB60263,C00388,; CHEBI:18295
67,111.00880765221801,27762.267867101364,-4.035221800791078e-05,C5H4O3,-H(-),Furoic acid,HMDB0000444; HMDB0000617; HMDB0032994; HMDB0039437; HMDB00444; HMDB00617; HMDB32994; HMDB39437,C01546,; CHEBI:30845; CHEBI:30846
68,111.02014918174318,103931.94077947934,-0.00014848174318160545,C4H4N2O2,-H(-),Uracil,HMDB0000300; HMDB00300; HMDB0060760; HMDB60760,C00106,; CHEBI:17568
69,111.08185749220578,5202.9213169509185,-0.00031939220578180993,C7H12O,-H(-),(Z)-4-Heptenal,HMDB0031483; HMDB0031486; HMDB0031487; HMDB0031488; HMDB0031539; HMDB0031540; HMDB0031550; HMDB0031551; HMDB0032301; HMDB0033667; HMDB0033827; HMDB0034372; HMDB0040339; HMDB31483; HMDB31486; HMDB31487; HMDB31488; HMDB31539; HMDB31540; HMDB31550; HMDB31551; HMDB32301; HMDB33667; HMDB33827; HMDB34372; HMDB40339,,; CHEBI:87582
70,112.02349008397107,5996.999018254689,-0.0008468839710644716,C5H7NS,-H(-),"2,4-Dimethylthiazole",HMDB0032974; HMDB0032975; HMDB0032976; HMDB0033867; HMDB0038460; HMDB32974; HMDB32975; HMDB32976; HMDB33867; HMDB38460,,
71,112.05174174830626,65282.48292924956,-0.00010664830625728428,C4H7N3O,-H(-),Creatinine,HMDB0000562; HMDB00562,C00791,CHEBI:16737
72,113.00632555597737,3274.8669730871034,0.00033324402262735475,C5H6OS,-H(-),2-Furanmethanethiol,HMDB0032915; HMDB0032993; HMDB0036611; HMDB0039798; HMDB0041504; HMDB32915; HMDB32993; HMDB36611; HMDB39798; HMDB41504,,
73,113.02466884484228,40445.4785425919,-0.00025154484228551155,C5H6O3,-H(-),"2-Hydroxy-2,4-pentadienoic acid",HMDB0031859; HMDB0060461; HMDB31859; HMDB60461,,; CHEBI:28993; CHEBI:74456
74,113.03579627352974,49829.25574489851,-0.00014557352973554316,C4H6N2O2,-H(-),Dihydrouracil,HMDB0000076; HMDB0003646; HMDB00076; HMDB03646,C00429; C02565,CHEBI:15901; CHEBI:16354
75,113.05945738618676,12794.286045756371,0.0013453138132319964,C6H10O2,-H(-),Delta-Hexanolactone,HMDB0000453; HMDB0003843; HMDB0010719; HMDB0029487; HMDB0031158; HMDB0031491; HMDB0031492; HMDB0031501; HMDB0031559; HMDB0031560; HMDB0031562; HMDB0032490; HMDB0033568; HMDB0039581; HMDB0040328; HMDB00453; HMDB0060476; HMDB0061929; HMDB03843; HMDB10719; HMDB29487; HMDB31158; HMDB31491; HMDB31492; HMDB31501; HMDB31559; HMDB31560; HMDB31562; HMDB32490; HMDB33568; HMDB39581; HMDB40328; HMDB60476; HMDB61929,,; CHEBI:17915; CHEBI:422598; CHEBI:49284; CHEBI:589927; CHEBI:87334; CHEBI:87583; CHEBI:87721
76,113.09805439012922,1233.0162928227892,-0.0008662901292240122,C7H14O,-H(-),Heptanone,HMDB0003671; HMDB0004814; HMDB0005841; HMDB0031405; HMDB0031429; HMDB0031475; HMDB0031482; HMDB0031538; HMDB0031549; HMDB0032405; HMDB0038052; HMDB0040191; HMDB0041320; HMDB0059693; HMDB0061896; HMDB03671; HMDB04814; HMDB05841; HMDB31405; HMDB31429; HMDB31475; HMDB31482; HMDB31538; HMDB31549; HMDB32405; HMDB38052; HMDB40191; HMDB41320; HMDB59693; HMDB61896,C08380; C14390,; CHEBI:50139; CHEBI:5672; CHEBI:87754; CHEBI:88822
77,114.05603349833494,455631.1058729906,1.8201665056949423e-05,C5H9NO2,-H(-),Proline,HMDB0000162; HMDB0003411; HMDB0012880; HMDB00162; HMDB0030409; HMDB0034208; HMDB03411; HMDB12880; HMDB30409; HMDB34208,C00148; C00763; C18170,; CHEBI:16313; CHEBI:17203; CHEBI:30322
78,114.96782337888664,526.7218919542952,0.000341521113355725,C4H4S2,-H(-),2-Thiophenethiol,HMDB0029720; HMDB29720,,
79,115.00372849004627,13155.439698764114,-4.659004628138064e-05,C4H4O4,-H(-),Fumarate,HMDB0000134; HMDB0000176; HMDB00134; HMDB00176,C00122; C01384,CHEBI:18012; CHEBI:18300
80,115.04019882293984,51405.533510552224,-0.00013152293985285723,C5H8O3,-H(-),Ketovaline,HMDB0000019; HMDB0000310; HMDB0000720; HMDB0001865; HMDB00019; HMDB0003771; HMDB0012233; HMDB00310; HMDB0031643; HMDB0034466; HMDB00720; HMDB0128916; HMDB0128917; HMDB0128943; HMDB0129096; HMDB0129097; HMDB0129098; HMDB0132477; HMDB01865; HMDB03771; HMDB04260; HMDB12233; HMDB31643; HMDB34466,C00141; C03273; C06255,; CHEBI:16530; CHEBI:33033; CHEBI:37079; CHEBI:39153; CHEBI:45630
81,115.05955639216117,31018.146851270558,-0.0008621921611648986,C6H12S,-H(-),2-Methyl-1-methylthio-2-butene,HMDB0032411; HMDB0040244; HMDB32411; HMDB40244,,
81,115.05955639216117,31018.146851270558,-0.0005277666728886743,C5H9NO2,-H(-) [+1],Proline,HMDB0000162; HMDB0003411; HMDB0012880; HMDB00162; HMDB0030409; HMDB0034208; HMDB03411; HMDB12880; HMDB30409; HMDB34208,C00148; C00763; C18170,; CHEBI:16313; CHEBI:17203; CHEBI:30322
82,116.05085774288483,177475.3570384984,-0.00028524288482856264,C8H7N,-H(-),Benzeneacetonitrile,HMDB0034171; HMDB34171,C16074,CHEBI:25979
82,116.05085774288483,177475.3570384984,0.0008575571151823169,C5H7NO,.F(-),1-Cyano-2-hydroxy-3-butene,HMDB0031339; HMDB0032968; HMDB0032969; HMDB0032970; HMDB31339; HMDB32968; HMDB32969; HMDB32970,,; CHEBI:1178473
83,116.07176141435802,1118919.826753446,-5.9714358030760195e-05,C5H11NO2,-H(-),Valine; Betaine,HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
84,117.01933429911303,39903.33161167213,-2.399113029127875e-06,C4H6O4,-H(-),Succinate,HMDB0000202; HMDB0000254; HMDB0000349; HMDB0000940; HMDB00202; HMDB00254; HMDB0031204; HMDB00349; HMDB0039324; HMDB00940; HMDB0130020; HMDB02475; HMDB31204; HMDB39324,C00042; C02170,; CHEBI:15741; CHEBI:290972; CHEBI:30860; CHEBI:71176
85,117.0751243643235,62281.90141333383,-0.0007801643235012534,C6H14S,-H(-),Diisopropyl sulfide,HMDB0029579; HMDB0031431; HMDB0039806; HMDB29579; HMDB31431; HMDB39806,,
85,117.0751243643235,62281.90141333383,-0.0004402212570937536,C5H11NO2,-H(-) [+1],Valine; Betaine,HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
86,118.0509045549616,100529.19038059305,6.174503837996781e-05,C4H9NO3,-H(-),Threonine,HMDB0000167; HMDB0000719; HMDB0004041; HMDB00167; HMDB0061148; HMDB0061877; HMDB00719; HMDB04041; HMDB61148; HMDB61877,C00188; C00263; C05519,; CHEBI:15699; CHEBI:16080; CHEBI:16857; CHEBI:28718
87,119.03539654297792,41065.97862625622,-0.00041464297791549143,C4H8O4,-H(-),Tetrose,HMDB0000337; HMDB0000360; HMDB0000498; HMDB0002453; HMDB0002601; HMDB0002649; HMDB0006293; HMDB00337; HMDB00360; HMDB00498; HMDB02453; HMDB02601; HMDB02649; HMDB06118; HMDB06293,C01796; C02045,; CHEBI:23956; CHEBI:27913; CHEBI:36532; CHEBI:86348; CHEBI:86371; CHEBI:86391
