ionIdx,ionMz,feature_col_name
544,285.2443,544
545,287.0765,545
546,287.1044,546
547,287.147,547
548,287.1643,548
549,287.1858,549
550,287.2015,550
551,287.2232,551
552,287.2768,552
553,288.1241,553
554,289.047,554
555,289.084,555
556,289.105,556
557,289.1303,557
558,289.2178,558
559,290.1245,559
560,291.0887,560
561,291.1017,561
562,291.1238,562
563,291.1607,563
564,291.1819,564
565,291.1967,565
566,291.2315,566
567,292.1399,567
568,292.1926,568
569,293.0431,569
570,293.1035,570
571,293.1234,571
572,293.2113,572
573,293.9421,573
574,294.1522,574
575,294.9636,575
576,295.0838,576
577,295.1188,577
578,295.156,578
579,295.2279,579
580,295.2642,580
581,297.0985,581
582,297.114,582
583,297.1347,583
584,297.1695,584
585,297.2422,585
586,298.0676,586
587,299.1217,587
588,299.202,588
589,299.2591,589
590,300.0393,590
591,300.9956,591
592,301.1664,592
593,301.1995,593
594,301.2173,594
595,302.135,595
596,302.1858,596
597,303.0404,597
598,303.0695,598
599,303.0882,599
600,303.0931,600
601,303.1963,601
602,303.2331,602
603,304.117,603
604,305.1026,604
605,305.1396,605
606,305.2485,606
607,306.0269,607
608,306.1105,608
609,306.1149,609
610,306.1718,610
611,307.1191,611
612,307.1569,612
613,307.1716,613
614,307.1912,614
615,307.2643,615
616,308.0709,616
617,308.1022,617
618,308.1866,618
619,308.9775,619
620,309.0186,620
621,309.0553,621
622,309.0974,622
623,309.1717,623
624,309.28,624
625,310.0966,625
626,310.2045,626
627,311.1687,627
628,311.2231,628
629,311.2959,629
630,312.0868,630
631,312.2567,631
632,313.0375,632
633,313.0514,633
634,313.1071,634
635,313.166,635
636,313.1919,636
637,313.2376,637
638,314.06,638
639,314.0975,639
640,314.1222,640
641,314.1614,641
642,315.1448,642
643,315.1596,643
644,315.196,644
645,315.2541,645
646,316.1924,646
647,316.2114,647
648,317.1758,648
649,317.2267,649
650,318.0873,650
651,319.0075,651
652,319.0287,652
653,319.0332,653
654,319.0827,654
655,320.1119,655
656,321.0411,656
657,321.0991,657
658,321.1545,658
659,323.1141,659
660,323.1294,660
661,323.1509,661
662,323.1771,662
663,323.1872,663
664,324.022,664
665,324.1303,665
666,325.1841,666
667,325.2172,667
668,326.0885,668
669,326.1243,669
670,326.2335,670
671,327.1077,671
672,327.1603,672
673,327.1814,673
674,327.2333,674
675,328.2132,675
676,329.1243,676
677,329.139,677
678,329.16,678
679,329.1752,679
680,329.2129,680
681,331.0607,681
682,331.0828,682
683,331.1549,683
684,331.2642,684
685,333.0276,685
686,333.0991,686
687,333.1905,687
688,334.1255,688
689,335.0603,689
690,335.0778,690
691,339.0707,691
692,339.0909,692
693,339.1104,693
694,339.1229,694
695,341.109,695
696,341.1236,696
697,341.1403,697
698,344.2457,698
699,345.0477,699
700,345.1714,700
701,345.2094,701
702,345.2431,702
703,347.1709,703
704,347.1869,704
705,349.0765,705
706,349.1665,706
707,349.2372,707
708,351.2177,708
709,352.0872,709
710,352.1047,710
711,353.0884,711
712,353.1038,712
713,353.3429,713
714,354.2072,714
715,355.0666,715
716,355.0874,716
717,355.1026,717
718,355.118,718
719,355.126,719
720,355.1389,720
721,355.1551,721
722,355.286,722
723,355.3219,723
724,357.1186,724
725,357.1343,725
726,357.282,726
727,358.1637,727
728,359.0771,728
729,359.1063,729
730,359.1865,730
731,359.2951,731
732,361.0921,732
733,361.1667,733
734,363.1823,734
735,364.1567,735
736,365.0521,736
737,365.0948,737
738,365.114,738
739,365.1356,739
740,365.1399,740
741,365.1827,741
742,365.3429,742
743,367.0143,743
744,367.1577,744
745,367.2492,745
746,367.2649,746
747,369.0966,747
748,371.044,748
749,371.1502,749
750,373.0923,750
751,373.1035,751
752,375.1302,752
753,375.1459,753
754,375.3264,754
755,376.0319,755
756,377.0882,756
757,377.1626,757
758,377.1948,758
759,377.233,759
760,377.2688,760
761,378.0476,761
762,378.151,762
763,379.161,763
764,380.1586,764
765,381.0609,765
766,381.1196,766
767,381.1371,767
768,381.1565,768
769,381.3016,769
770,381.3162,770
771,381.3743,771
772,382.0563,772
773,382.1522,773
774,382.1733,774
775,383.0766,775
776,383.15,776
777,383.1705,777
778,383.3172,778
779,383.3531,779
780,385.0945,780
781,385.26,781
782,385.3326,782
783,387.1092,783
784,387.3274,784
785,389.0487,785
786,391.1018,786
787,391.1143,787
788,391.125,788
789,391.2035,789
790,391.2271,790
791,391.2849,791
792,393.0971,792
793,393.1187,793
794,394.0367,794
795,394.0425,795
796,395.1129,796
797,395.2938,797
798,395.3899,798
799,396.218,799
800,397.0937,800
801,397.1149,801
802,397.1311,802
803,397.3683,803
804,397.9889,804
805,399.3263,805
806,399.3481,806
807,399.9908,807
808,400.1404,808
809,401.0884,809
810,401.1098,810
811,401.1247,811
812,401.1808,812
813,401.217,813
814,401.2353,814
815,401.3427,815
816,403.0109,816
817,403.1201,817
818,403.1402,818
819,404.1832,819
820,409.0586,820
821,409.1277,821
822,409.1498,822
823,409.1786,823
824,409.2366,824
825,409.406,825
826,411.3485,826
827,415.1038,827
828,415.3228,828
829,415.3587,829
830,424.1967,830
831,427.1986,831
832,427.286,832
833,429.1551,833
834,429.1926,834
835,431.2189,835
836,431.3167,836
837,433.1148,837
838,433.2341,838
839,433.2581,839
840,433.3111,840
841,433.3331,841
842,435.1822,842
843,435.276,843
844,435.3477,844
845,435.4209,845
846,437.1984,846
847,439.1767,847
848,441.1408,848
849,441.3572,849
850,443.1144,850
851,443.1717,851
852,443.1934,852
853,443.3157,853
854,445.0523,854
855,445.2963,855
856,445.3322,856
857,446.0863,857
858,447.0371,858
859,447.1127,859
860,447.3468,860
861,449.1091,861
862,449.1746,862
863,449.363,863
864,449.4375,864
865,451.3417,865
866,452.2789,866
867,453.1333,867
868,453.2626,868
869,455.3534,869
870,455.4115,870
871,456.1497,871
872,461.1827,872
873,461.3258,873
874,465.1393,874
875,465.2513,875
876,471.1486,876
877,471.3477,877
878,473.1102,878
879,474.287,879
880,477.1049,880
881,479.3365,881
882,489.2139,882
883,489.2305,883
884,489.3584,884
885,491.1197,885
886,497.3844,886
887,499.1298,887
888,499.161,888
889,500.279,889
890,501.1271,890
891,504.3103,891
892,505.0431,892
893,505.1346,893
894,505.1736,894
895,505.2746,895
896,505.3548,896
897,505.9887,897
898,506.3257,898
899,507.0626,899
900,507.1166,900
901,507.2429,901
902,507.3698,902
903,507.4404,903
904,507.4791,904
905,508.1673,905
906,508.3415,906
907,509.1282,907
908,509.328,908
909,510.2533,909
910,511.1964,910
911,511.3089,911
912,512.1972,912
913,512.269,913
914,513.2128,914
915,513.2491,915
916,514.2124,916
917,515.0819,917
918,515.1205,918
919,515.301,919
920,517.1703,920
921,517.2098,921
922,517.2224,922
923,517.3898,923
924,519.3676,924
925,520.2694,925
926,521.2692,926
927,521.4948,927
928,522.3569,928
929,522.9502,929
930,523.1809,930
931,523.2168,931
932,523.3634,932
933,523.5098,933
934,523.9555,934
935,524.2789,935
936,525.2807,936
937,525.3569,937
938,525.4526,938
939,526.2008,939
940,526.2189,940
941,526.2933,941
942,527.1936,942
943,528.3099,943
944,529.1361,944
945,529.4634,945
946,530.0568,946
947,530.1975,947
948,535.1617,948
949,535.1757,949
950,535.2193,950
951,535.3425,951
952,536.5055,952
953,537.1616,953
954,537.4897,954
955,539.4306,955
956,540.3081,956
957,541.2456,957
958,541.2658,958
959,543.2544,959
960,543.3324,960
961,544.2922,961
962,545.3468,962
963,545.3882,963
964,545.4575,964
965,546.0523,965
966,547.414,966
967,549.2708,967
968,550.2453,968
969,551.3581,969
970,551.4681,970
971,552.3101,971
972,553.4828,972
973,557.2769,973
974,559.2344,974
975,561.1245,975
976,561.1758,976
977,562.2502,977
978,563.4686,978
979,564.246,979
980,565.29,980
981,565.4088,981
982,565.5209,982
983,567.2431,983
984,567.4628,984
985,568.282,985
986,568.9897,986
987,569.1858,987
988,569.2734,988
989,571.4003,989
990,573.453,990
991,575.4683,991
992,577.3729,992
993,577.4837,993
994,579.2099,994
995,579.3057,995
996,579.4621,996
997,583.2568,997
998,584.2735,998
999,585.3818,999
1000,585.4876,1000
1001,586.2218,1001
1002,587.4669,1002
1003,588.1864,1003
1004,591.1357,1004
1005,591.3918,1005
1006,591.5252,1006
1007,593.1309,1007
1008,594.2395,1008
1009,595.1678,1009
1010,595.4946,1010
1011,601.3376,1011
1012,603.428,1012
1013,605.1503,1013
1014,605.2387,1014
1015,607.1101,1015
1016,607.2674,1016
1017,611.1245,1017
1018,611.1445,1018
1019,612.2238,1019
1020,616.4703,1020
1021,619.2899,1021
1022,619.5482,1022
1023,620.118,1023
1024,621.5474,1024
1025,622.2814,1025
1026,623.3135,1026
1027,623.3911,1027
1028,624.132,1028
1029,626.3081,1029
1030,627.1568,1030
1031,629.3702,1031
1032,633.2822,1032
1033,633.3999,1033
1034,634.1325,1034
1035,637.1412,1035
1036,639.1755,1036
1037,639.4408,1037
1038,641.1588,1038
1039,642.9633,1039
1040,643.3844,1040
1041,646.3625,1041
1042,647.5772,1042
1043,648.6294,1043
1044,651.1561,1044
1045,651.2654,1045
1046,658.4471,1046
1047,659.5766,1047
1048,661.3597,1048
1049,661.5186,1049
1050,664.2967,1050
1051,665.217,1051
1052,665.26,1052
1053,665.4376,1053
1054,665.6084,1054
1055,667.4335,1055
1056,669.126,1056
1057,673.5275,1057
1058,673.5915,1058
1059,674.5141,1059
1060,675.543,1060
1061,677.4248,1061
1062,679.2914,1062
1063,679.5296,1063
1064,688.4933,1064
1065,691.3185,1065
1066,691.3626,1066
1067,694.4802,1067
1068,695.4664,1068
1069,698.4752,1069
1070,698.5107,1070
1071,699.4959,1071
1072,699.5919,1072
1073,700.5271,1073
1074,701.5608,1074
1075,703.3335,1075
1076,704.5241,1076
1077,704.5815,1077
1078,705.181,1078
1079,705.3112,1079
1080,707.1989,1080
1081,712.5358,1081
1082,714.5089,1082
1083,714.5695,1083
1084,715.3668,1084
1085,715.4343,1085
1086,716.5233,1086
1087,718.5388,1087
1088,719.4847,1088
1089,720.4954,1089
1090,722.2994,1090
1091,722.5135,1091
1092,723.1733,1092
1093,723.3982,1093
1094,725.1927,1094
1095,726.5444,1095
1096,730.4457,1096
1097,730.5417,1097
1098,735.4699,1098
1099,736.4964,1099
1100,736.5267,1100
1101,739.167,1101
1102,742.5399,1102
1103,745.5047,1103
1104,746.5129,1104
1105,748.5282,1105
1106,750.5446,1106
1107,752.5954,1107
1108,753.0585,1108
1109,753.6403,1109
1110,755.6554,1110
1111,756.5561,1111
1112,762.545,1112
1113,763.1479,1113
1114,763.4257,1114
1115,764.5224,1115
1116,765.4786,1116
1117,766.5391,1117
1118,767.6201,1118
1119,774.545,1119
1120,775.5489,1120
1121,777.5649,1121
1122,778.4662,1122
1123,778.5758,1123
1124,779.6008,1124
1125,781.6375,1125
1126,783.6362,1126
1127,784.6464,1127
1128,786.5292,1128
1129,788.4587,1129
1130,788.5217,1130
1131,791.4648,1131
1132,791.5823,1132
1133,798.6018,1133
1134,799.4533,1134
1135,802.4674,1135
1136,802.6311,1136
1137,807.502,1137
1138,809.4316,1138
1139,811.6468,1139
1140,812.4438,1140
1141,813.4647,1141
1142,814.5607,1142
1143,816.5743,1143
1144,820.5857,1144
1145,822.4549,1145
1146,828.3505,1146
1147,829.577,1147
1148,833.2104,1148
1149,833.684,1149
1150,847.6625,1150
1151,850.4871,1151
1152,852.6846,1152
1153,854.4983,1153
1154,857.5179,1154
1155,865.5811,1155
1156,866.4909,1156
1157,874.6553,1157
1158,882.43,1158
1159,889.5819,1159
1160,889.8244,1160
1161,897.5197,1161
1162,898.5312,1162
1163,900.1434,1163
1164,906.5509,1164
1165,911.4996,1165
1166,912.1966,1166
1167,913.4447,1167
1168,915.4594,1168
1169,917.2346,1169
1170,920.5654,1170
1171,924.1649,1171
1172,925.4568,1172
1173,925.515,1173
1174,935.3622,1174
1175,937.4659,1175
1176,939.4246,1176
1177,945.5123,1177
1178,947.4833,1178
1179,949.7291,1179
1180,959.522,1180
1181,973.544,1181
1182,993.4324,1182
1183,994.5535,1183
