ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,label (bona fide),HMDB ids,KEGG ids,other ids
39,99.04534562563428,18621.869208106185,-0.00019292563428052745,C5H8O2,-H(-),Valerolactone,HMDB0000509; HMDB0001470; HMDB0001862; HMDB0002167; HMDB0029599; HMDB0029608; HMDB0031178; HMDB0031598; HMDB0031602; HMDB0031648; HMDB0032351; HMDB0032385; HMDB0032459; HMDB0033840; HMDB0033978; HMDB00509; HMDB0130837; HMDB0132474; HMDB01470; HMDB0170858; HMDB01862; HMDB02167; HMDB29599; HMDB29608; HMDB31178; HMDB31598; HMDB31602; HMDB31648; HMDB32351; HMDB32385; HMDB32459; HMDB33840; HMDB33978,C08279; C12518; C14527; C15499; C19238,; CHEBI:14750; CHEBI:34840; CHEBI:35936; CHEBI:36431; CHEBI:37127; CHEBI:38366; CHEBI:48569; CHEBI:52774; CHEBI:64276; CHEBI:84978; CHEBI:9592
40,100.02276923760385,3350.4117142123146,-0.00012603760384877205,C4H7NS,-H(-),"4,5-Dihydro-2-methylthiazole",HMDB0029555; HMDB29555,,
41,100.04074468706595,6050.129458148978,-0.0003429870659488188,C4H7NO2,-H(-),Homoserine lactone,HMDB0029387; HMDB0029615; HMDB0036458; HMDB29387; HMDB29615; HMDB36458,C01234; C02926,; CHEBI:17289; CHEBI:18053; CHEBI:38108
42,101.02482576824774,27629.72878159017,-0.0004084682477412116,C4H6O3,-H(-),Oxobutanoic acid,HMDB0000005; HMDB0000060; HMDB00005; HMDB0001172; HMDB0001259; HMDB0002217; HMDB0003381; HMDB00060; HMDB0031646; HMDB01172; HMDB01259; HMDB02217; HMDB03381; HMDB06544; HMDB31646,C00109; C00164; C00232; C00349; C06002,; CHEBI:15344; CHEBI:16256; CHEBI:16265; CHEBI:27821; CHEBI:30831; CHEBI:36610; CHEBI:553775
43,101.04204300449308,6610.402158408359,0.0010011955069160194,C5H10S,-H(-),3-Methyl-2-butene-1-thiol,HMDB0031529; HMDB0038892; HMDB0039771; HMDB0040347; HMDB31529; HMDB38892; HMDB39771; HMDB40347,,
44,101.0490726682455,4232.876636823635,-0.0008459682454997619,C4H8NO2,-H(-),3-Aminobutyrate,HMDB0094693; HMDB94693,,; CHEBI:87997
45,101.06112197544334,12442.418305660378,-0.0003192754433456457,C5H10O2,-H(-),Pentanoic acid,HMDB0000718; HMDB0000892; HMDB0002176; HMDB0030058; HMDB0031175; HMDB0031241; HMDB0031247; HMDB0031516; HMDB0032263; HMDB0033742; HMDB0033890; HMDB0034237; HMDB0039799; HMDB0040575; HMDB0041992; HMDB0059678; HMDB00718; HMDB00892; HMDB02176; HMDB30058; HMDB31175; HMDB31241; HMDB31247; HMDB31516; HMDB32263; HMDB33742; HMDB33890; HMDB34237; HMDB39799; HMDB40575; HMDB41992; HMDB59678,C00803; C08262; C18319,; CHEBI:1132558; CHEBI:137944; CHEBI:167460; CHEBI:17418; CHEBI:28484; CHEBI:32026; CHEBI:37070; CHEBI:38655; CHEBI:40116; CHEBI:45133; CHEBI:88514
46,102.01903178251817,1160.6053520409305,0.0006345174818278565,C3H5NO3,-H(-),Pyruvate oxime,HMDB0002455; HMDB0011602; HMDB02455; HMDB11602,,; CHEBI:17740
46,102.01903178251817,1160.6053520409305,-0.00019480742051314337,C4H7NS,-H(-) [+2],"4,5-Dihydro-2-methylthiazole",HMDB0029555; HMDB29555,,
47,102.03859678000269,2446.2513590209433,-0.0003035800026935931,C4H9NS,-H(-),(±)-2-Methylthiazolidine,HMDB0031682; HMDB31682,,
48,102.05636062193696,86973.23568722785,-0.00030892193696274717,C4H9NO2,-H(-),Aminobutanoic acid (ABA),HMDB0000112; HMDB0000452; HMDB0000650; HMDB0002166; HMDB0002299; HMDB0003911; HMDB00112; HMDB0031329; HMDB0031654; HMDB0038394; HMDB0041945; HMDB00452; HMDB00485; HMDB00581; HMDB00650; HMDB0094692; HMDB02166; HMDB02299; HMDB03911; HMDB05815; HMDB31329; HMDB31654; HMDB38394; HMDB41945; HMDB94692,C00334; C01205; C02261; C02356; C03284; C05145; C11735,; CHEBI:15620; CHEBI:16320; CHEBI:16865; CHEBI:17519; CHEBI:27389; CHEBI:28797; CHEBI:33094; CHEBI:35619; CHEBI:37081
49,103.02246651333411,5177.215017243348,-0.00015771333410441457,C4H8OS,-H(-),S-Ethyl thioacetate,HMDB0031190; HMDB0031192; HMDB0031857; HMDB0031982; HMDB0040170; HMDB0041015; HMDB0112254; HMDB31190; HMDB31192; HMDB31857; HMDB31982; HMDB40170; HMDB41015,,; CHEBI:49017
50,103.04014886517339,35816.86628739512,-8.156517340296432e-05,C4H8O3,-H(-),Hydroxybutanoic acid,HMDB0000008; HMDB0000011; HMDB0000023; HMDB0000336; HMDB0000357; HMDB0000442; HMDB0000710; HMDB0000729; HMDB00008; HMDB00011; HMDB00023; HMDB0031212; HMDB00336; HMDB00357; HMDB00435; HMDB00442; HMDB0059748; HMDB00710; HMDB00729; HMDB00758; HMDB0126088; HMDB11597; HMDB31212; HMDB59748,C00989; C01089; C03197; C05984; C06001,; CHEBI:1148; CHEBI:17066; CHEBI:17290; CHEBI:20067; CHEBI:30830; CHEBI:37373; CHEBI:50129; CHEBI:741468
51,103.0510503010415,6800.789058036585,0.0002503989584994315,C3H8N2O2,-H(-),Aminoalanine,HMDB0002006; HMDB02006,C03401,CHEBI:16303
52,104.03557145831124,55252.17563788937,-0.0002551583112477829,C3H7NO3,-H(-),Serine,HMDB0000187; HMDB0003406; HMDB00187; HMDB00589; HMDB0062263; HMDB03406; HMDB62263,C00065; C00716; C00740,CHEBI:16523; CHEBI:17115; CHEBI:17822
53,105.00182634219037,411.45863240816203,-0.0002529421903716411,C3H6O2S,-H(-),Methylthioglycolic acid,HMDB0031520; HMDB0041604; HMDB31520; HMDB41604,,; CHEBI:44111; CHEBI:47872
54,105.01948797287508,6425.652349028543,-0.00015607287508601075,C3H6O4,-H(-),D-Glyceric acid,HMDB0000139; HMDB0006372; HMDB00139; HMDB0031818; HMDB06372; HMDB31818,C00258,; CHEBI:32398; CHEBI:33508; CHEBI:74324
55,105.03828025685726,8054.992973220791,-0.00032145685726447937,C4H10OS,-H(-),3-(Methylthio)-1-propanol,HMDB0031716; HMDB0040185; HMDB0041475; HMDB31716; HMDB40185; HMDB41475,,; CHEBI:49019
56,105.0712751492107,1035.7914283089385,-0.00030164921071218487,C8H10,-H(-),m-Xylene,HMDB0059810; HMDB0059851; HMDB0059905; HMDB0059924; HMDB59810; HMDB59851; HMDB59905; HMDB59924,C06756; C07111; C07208; C07212,CHEBI:16101; CHEBI:27417; CHEBI:28063; CHEBI:28488
56,105.0712751492107,1035.7914283089385,0.0008411507892986947,C5H10O,.F(-),Iso-Valeraldehyde,HMDB0006478; HMDB0030124; HMDB0030126; HMDB0031206; HMDB0031525; HMDB0031526; HMDB0031604; HMDB0031605; HMDB0033854; HMDB0034235; HMDB0034465; HMDB0039779; HMDB06478; HMDB30124; HMDB30126; HMDB31206; HMDB31525; HMDB31526; HMDB31604; HMDB31605; HMDB33854; HMDB34235; HMDB34465; HMDB39779,C01390; C01949; C02223; C07329,; CHEBI:121517; CHEBI:132752; CHEBI:16019; CHEBI:16182; CHEBI:16472; CHEBI:16638; CHEBI:62898; CHEBI:88414
57,107.05055846611462,68233.49723059233,-0.00032036611462160636,C7H8O,-H(-),Benzyl alcohol,HMDB0001858; HMDB0002048; HMDB0002055; HMDB0003119; HMDB0033895; HMDB01858; HMDB02048; HMDB02055; HMDB03119; HMDB13762; HMDB33895,C00556; C01403; C01467; C01468; C01542,CHEBI:16579; CHEBI:17231; CHEBI:17847; CHEBI:17987; CHEBI:28054
57,107.05055846611462,68233.49723059233,0.0008224338853750623,C4H8O2,.F(-),C4:0 (Butyric acid),HMDB0000039; HMDB0001873; HMDB0003243; HMDB00039; HMDB0030062; HMDB0031217; HMDB0031507; HMDB0040253; HMDB0040579; HMDB01873; HMDB03151; HMDB03243; HMDB30062; HMDB31217; HMDB31507; HMDB40253; HMDB40579,C00246; C00466; C00849; C02632,; CHEBI:15688; CHEBI:16135; CHEBI:27750; CHEBI:30772
58,108.04566204194587,6499.153802500794,-0.00017494194587186485,C6H7NO,-H(-),Aminophenol,HMDB0001169; HMDB0035882; HMDB0040582; HMDB01169; HMDB35882; HMDB40582,C02372,; CHEBI:17602; CHEBI:59981
58,108.04566204194587,6499.153802500794,0.0009678580541248039,C3H7NO2,.F(-),Alanine,HMDB0000056; HMDB0000161; HMDB0000271; HMDB0001310; HMDB00056; HMDB00161; HMDB00271; HMDB0031219; HMDB0062251; HMDB01310; HMDB31219; HMDB62251,C00041; C00099; C00133; C00213; C01401; C01537,CHEBI:15570; CHEBI:15611; CHEBI:16449; CHEBI:16958; CHEBI:16977; CHEBI:17967
59,109.01200877909562,4249.830194713101,-0.000264579095627937,C6H6S,-H(-),2-Vinylthiophene,HMDB0029726; HMDB0033746; HMDB29726; HMDB33746,,; CHEBI:48498
59,109.01200877909562,4249.830194713101,0.0008782209043829425,C3H6OS,.F(-),Propanethial S-oxide,HMDB0030025; HMDB0031189; HMDB0031718; HMDB0040346; HMDB30025; HMDB31189; HMDB31718; HMDB40346,C08389,; CHEBI:50716; CHEBI:51280; CHEBI:8475
60,109.0296861429062,21701.2155544165,-0.0001834429062057552,C6H6O2,-H(-),Catechol,HMDB0000957; HMDB0002434; HMDB0031180; HMDB0032037; HMDB0033002; HMDB0033127; HMDB00957; HMDB02434; HMDB31180; HMDB32037; HMDB33002; HMDB33127,C00090; C00530; C01751; C11115,; CHEBI:17594; CHEBI:18135; CHEBI:27810; CHEBI:59983
60,109.0296861429062,21701.2155544165,0.0009593570937909135,C3H6O3,.F(-),Lactate,HMDB0000190; HMDB0000700; HMDB0001051; HMDB0001311; HMDB0001882; HMDB00171; HMDB00190; HMDB0029580; HMDB0031232; HMDB0041929; HMDB0062492; HMDB00700; HMDB01051; HMDB01311; HMDB0144295; HMDB01882; HMDB03328; HMDB29580; HMDB31232; HMDB41929; HMDB62492,C00184; C00186; C00256; C01013; C02154,; CHEBI:132098; CHEBI:16016; CHEBI:33404; CHEBI:341; CHEBI:36596; CHEBI:422; CHEBI:50849; CHEBI:5445
61,109.04093748703248,14420.690922328551,-0.00020138703249017453,C5H6N2O,-H(-),N-Acetylimidazole,HMDB0003905; HMDB0033156; HMDB0060741; HMDB03905; HMDB06237; HMDB33156; HMDB60741,C05130,; CHEBI:27398
62,109.06556267977406,3298.096958389082,0.00032542022593418096,C7H10O,-H(-),"2,3,5-Trimethylfuran",HMDB0029721; HMDB0029728; HMDB0031541; HMDB0040277; HMDB0040278; HMDB0061891; HMDB29721; HMDB29728; HMDB31541; HMDB40277; HMDB40278; HMDB61891,,
63,110.03637309502979,104204.39312863616,-0.0003879950297829282,C4H5N3O,-H(-),Cytosine,HMDB0000630; HMDB00630,C00380,CHEBI:16040
64,110.07265298176735,19881.020664403546,-0.00028248176735701236,C5H9N3,-H(-),Histamine,HMDB0000870; HMDB0060263; HMDB00870; HMDB60263,C00388,; CHEBI:18295
65,110.98469005030937,950.4059881316474,0.0005783496906133223,CH5O4P,-H(-),Methylphosphate,HMDB0061711; HMDB61711,,; CHEBI:340824
66,111.00898927052556,14258.86794998981,-0.00022197052555839036,C5H4O3,-H(-),Furoic acid,HMDB0000444; HMDB0000617; HMDB0032994; HMDB0039437; HMDB00444; HMDB00617; HMDB32994; HMDB39437,C01546,; CHEBI:30845; CHEBI:30846
67,111.02041252265181,87995.03533004358,-0.0004118226518130541,C4H4N2O2,-H(-),Uracil,HMDB0000300; HMDB00300; HMDB0060760; HMDB60760,C00106,; CHEBI:17568
68,112.03899701723294,4776.752005383849,0.0014046827670597395,C5H7NO2,-H(-),Pyrroline carboxylic acid,HMDB0001301; HMDB01301; HMDB02240,C04322,CHEBI:1372
69,112.05187872962372,61312.11787269084,-0.00024362962372492802,C4H7N3O,-H(-),Creatinine,HMDB0000562; HMDB00562,C00791,CHEBI:16737
70,113.02469613063735,32773.83194660398,-0.000278830637356009,C5H6O3,-H(-),"2-Hydroxy-2,4-pentadienoic acid",HMDB0031859; HMDB0060461; HMDB31859; HMDB60461,,; CHEBI:28993; CHEBI:74456
71,113.03591369315461,58201.71946845804,-0.000262993154606761,C4H6N2O2,-H(-),Dihydrouracil,HMDB0000076; HMDB0003646; HMDB00076; HMDB03646,C00429; C02565,CHEBI:15901; CHEBI:16354
72,114.05618631693763,501578.2871086724,-0.0001346169376290618,C5H9NO2,-H(-),Proline,HMDB0000162; HMDB0003411; HMDB0012880; HMDB00162; HMDB0030409; HMDB0034208; HMDB03411; HMDB12880; HMDB30409; HMDB34208,C00148; C00763; C18170,; CHEBI:16313; CHEBI:17203; CHEBI:30322
73,115.00386148164186,14547.863271178232,-0.00017958164187348302,C4H4O4,-H(-),Fumarate,HMDB0000134; HMDB0000176; HMDB00134; HMDB00176,C00122; C01384,CHEBI:18012; CHEBI:18300
74,115.05967160474391,34324.98814916801,-0.000977404743906618,C6H12S,-H(-),2-Methyl-1-methylthio-2-butene,HMDB0032411; HMDB0040244; HMDB32411; HMDB40244,,
74,115.05967160474391,34324.98814916801,-0.0006429792556303937,C5H9NO2,-H(-) [+1],Proline,HMDB0000162; HMDB0003411; HMDB0012880; HMDB00162; HMDB0030409; HMDB0034208; HMDB03411; HMDB12880; HMDB30409; HMDB34208,C00148; C00763; C18170,; CHEBI:16313; CHEBI:17203; CHEBI:30322
75,116.03604605547334,8618.114252937276,-0.0007297554733440847,C4H7NO3,-H(-),Aspartate semialdehyde,HMDB0000532; HMDB0006454; HMDB0012249; HMDB00532; HMDB06454; HMDB12249,C00441; C03508,; CHEBI:18051; CHEBI:40410; CHEBI:40673
76,116.05089590206343,200927.9759726678,-0.00032340206342951205,C8H7N,-H(-),Benzeneacetonitrile,HMDB0034171; HMDB34171,C16074,CHEBI:25979
76,116.05089590206343,200927.9759726678,0.0008193979365813675,C5H7NO,.F(-),1-Cyano-2-hydroxy-3-butene,HMDB0031339; HMDB0032968; HMDB0032969; HMDB0032970; HMDB31339; HMDB32968; HMDB32969; HMDB32970,,; CHEBI:1178473
77,116.07188691545662,1220699.4105415437,-0.00018521545662508743,C5H11NO2,-H(-),Valine; Betaine,HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
78,117.01959662014546,15020.217319230767,-0.00026472014546641276,C4H6O4,-H(-),Succinate,HMDB0000202; HMDB0000254; HMDB0000349; HMDB0000940; HMDB00202; HMDB00254; HMDB0031204; HMDB00349; HMDB0039324; HMDB00940; HMDB0130020; HMDB02475; HMDB31204; HMDB39324,C00042; C02170,; CHEBI:15741; CHEBI:290972; CHEBI:30860; CHEBI:71176
79,117.07523452051011,68871.46576126797,-0.0008903205101091771,C6H14S,-H(-),Diisopropyl sulfide,HMDB0029579; HMDB0031431; HMDB0039806; HMDB29579; HMDB31431; HMDB39806,,
79,117.07523452051011,68871.46576126797,-0.0005503774437016773,C5H11NO2,-H(-) [+1],Valine; Betaine,HMDB0000043; HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB00043; HMDB0013716; HMDB0015550; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550; HMDB34366,C00183; C00431; C00719; C01799; C07457,; CHEBI:134261; CHEBI:15887; CHEBI:16414; CHEBI:17750; CHEBI:2691; CHEBI:28804; CHEBI:55344
80,118.05112262244151,93899.97654523938,-0.00015632244152641306,C4H9NO3,-H(-),Threonine,HMDB0000167; HMDB0000719; HMDB0004041; HMDB00167; HMDB0061148; HMDB0061877; HMDB00719; HMDB04041; HMDB61148; HMDB61877,C00188; C00263; C05519,; CHEBI:15699; CHEBI:16080; CHEBI:16857; CHEBI:28718
81,118.9999653719922,2788.2521563767123,-0.0005004719921970491,C4H8S2,-H(-),"1,3-Dithiane",HMDB0031473; HMDB0031474; HMDB0033052; HMDB0036179; HMDB0041389; HMDB0041391; HMDB31473; HMDB31474; HMDB33052; HMDB36179; HMDB41389; HMDB41391,C01871; C08383,; CHEBI:47845; CHEBI:540; CHEBI:6854
82,119.0174033620525,29864.638525198134,-0.00017996205249914965,C4H8O2S,-H(-),3-(Methylthio)propionic acid,HMDB0001527; HMDB0035646; HMDB0112255; HMDB01527; HMDB35646,C03173; C08276,; CHEBI:1438; CHEBI:47870
