sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label
024 / P1_FA_0016,24,20200124_Harm2_4GHz_0024.d,20200318225852241-2486802,20200124_Plate1_053,P1_FA_0016,P001:024 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0016
025 / P1_FA_0016,25,20200124_Harm2_4GHz_0025.d,20200318225853383-2486803,20200124_Plate1_053,P1_FA_0016,P001:025 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0016
026 / water,26,20200124_Harm2_4GHz_0026.d,20200318225854528-2486804,ctrl_p01_c1,water,P001:026 seq1 control,water,Batch3_0124 DATA,water
027 / water,27,20200124_Harm2_4GHz_0027.d,20200318225855703-2486805,ctrl_p01_c2,water,P001:027 seq1 control,water,Batch3_0124 DATA,water
028 / P1_Full_2048,28,20200124_Harm2_4GHz_0028.d,20200318225856740-2486806,20200124_Plate1_024,P1_Full_2048,P001:028 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_2048
029 / P1_Full_2048,29,20200124_Harm2_4GHz_0029.d,20200318225857887-2486807,20200124_Plate1_024,P1_Full_2048,P001:029 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_2048
030 / P1_Full_2048,30,20200124_Harm2_4GHz_0030.d,20200318225858965-2486808,20200124_Plate1_024,P1_Full_2048,P001:030 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_2048
031 / water,31,20200124_Harm2_4GHz_0031.d,20200318225859968-2486809,ctrl_p01_c1,water,P001:031 seq1 control,water,Batch3_0124 DATA,water
032 / water,32,20200124_Harm2_4GHz_0032.d,20200318225900990-2486810,ctrl_p01_c2,water,P001:032 seq1 control,water,Batch3_0124 DATA,water
033 / P1_SRM_0004,33,20200124_Harm2_4GHz_0033.d,20200318225902024-2486811,20200124_Plate1_03,P1_SRM_0004,P001:033 seq1,srm,Batch3_0124 DATA,P1_SRM_0004
034 / P1_SRM_0004,34,20200124_Harm2_4GHz_0034.d,20200318225903226-2486812,20200124_Plate1_03,P1_SRM_0004,P001:034 seq1,srm,Batch3_0124 DATA,P1_SRM_0004
035 / P1_SRM_0004,35,20200124_Harm2_4GHz_0035.d,20200318225904500-2486813,20200124_Plate1_03,P1_SRM_0004,P001:035 seq1,srm,Batch3_0124 DATA,P1_SRM_0004
036 / water,36,20200124_Harm2_4GHz_0036.d,20200318225905739-2486814,ctrl_p01_c1,water,P001:036 seq1 control,water,Batch3_0124 DATA,water
037 / water,37,20200124_Harm2_4GHz_0037.d,20200318225906836-2486815,ctrl_p01_c2,water,P001:037 seq1 control,water,Batch3_0124 DATA,water
038 / P1_PP_0008,38,20200124_Harm2_4GHz_0038.d,20200318225907921-2486816,20200124_Plate1_064,P1_PP_0008,P001:038 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0008
039 / P1_PP_0008,39,20200124_Harm2_4GHz_0039.d,20200318225909068-2486817,20200124_Plate1_064,P1_PP_0008,P001:039 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0008
040 / P1_PP_0008,40,20200124_Harm2_4GHz_0040.d,20200318225910163-2486818,20200124_Plate1_064,P1_PP_0008,P001:040 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0008
041 / water,41,20200124_Harm2_4GHz_0041.d,20200318225911474-2486819,ctrl_p01_c1,water,P001:041 seq1 control,water,Batch3_0124 DATA,water
042 / water,42,20200124_Harm2_4GHz_0042.d,20200318225912568-2486820,ctrl_p01_c2,water,P001:042 seq1 control,water,Batch3_0124 DATA,water
043 / P1_Bio_2048,43,20200124_Harm2_4GHz_0043.d,20200318225913662-2486821,20200124_Plate1_036,P1_Bio_2048,P001:043 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_2048
044 / P1_Bio_2048,44,20200124_Harm2_4GHz_0044.d,20200318225914751-2486822,20200124_Plate1_036,P1_Bio_2048,P001:044 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_2048
045 / P1_Bio_2048,45,20200124_Harm2_4GHz_0045.d,20200318225915808-2486823,20200124_Plate1_036,P1_Bio_2048,P001:045 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_2048
046 / water,46,20200124_Harm2_4GHz_0046.d,20200318225916932-2486824,ctrl_p01_c1,water,P001:046 seq1 control,water,Batch3_0124 DATA,water
047 / water,47,20200124_Harm2_4GHz_0047.d,20200318225917965-2486825,ctrl_p01_c2,water,P001:047 seq1 control,water,Batch3_0124 DATA,water
048 / P1_Full_0512,48,20200124_Harm2_4GHz_0048.d,20200318225919040-2486826,20200124_Plate1_022,P1_Full_0512,P001:048 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0512
049 / P1_Full_0512,49,20200124_Harm2_4GHz_0049.d,20200318225920054-2486827,20200124_Plate1_022,P1_Full_0512,P001:049 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0512
050 / P1_Full_0512,50,20200124_Harm2_4GHz_0050.d,20200318225921119-2486828,20200124_Plate1_022,P1_Full_0512,P001:050 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0512
051 / water,51,20200124_Harm2_4GHz_0051.d,20200318225922141-2486829,ctrl_p01_c1,water,P001:051 seq1 control,water,Batch3_0124 DATA,water
052 / water,52,20200124_Harm2_4GHz_0052.d,20200318225923215-2486830,ctrl_p01_c2,water,P001:052 seq1 control,water,Batch3_0124 DATA,water
053 / P1_AA_0064,53,20200124_Harm2_4GHz_0053.d,20200318225924342-2486831,20200124_Plate1_043,P1_AA_0064,P001:053 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0064
054 / P1_AA_0064,54,20200124_Harm2_4GHz_0054.d,20200318225925453-2486832,20200124_Plate1_043,P1_AA_0064,P001:054 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0064
055 / P1_AA_0064,55,20200124_Harm2_4GHz_0055.d,20200318225926510-2486833,20200124_Plate1_043,P1_AA_0064,P001:055 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0064
056 / water,56,20200124_Harm2_4GHz_0056.d,20200318225927564-2486834,ctrl_p01_c1,water,P001:056 seq1 control,water,Batch3_0124 DATA,water
057 / water,57,20200124_Harm2_4GHz_0057.d,20200318225928635-2486835,ctrl_p01_c2,water,P001:057 seq1 control,water,Batch3_0124 DATA,water
058 / P1_AA_0032,58,20200124_Harm2_4GHz_0058.d,20200318225929780-2486836,20200124_Plate1_042,P1_AA_0032,P001:058 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0032
059 / P1_AA_0032,59,20200124_Harm2_4GHz_0059.d,20200318225930925-2486837,20200124_Plate1_042,P1_AA_0032,P001:059 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0032
060 / P1_AA_0032,60,20200124_Harm2_4GHz_0060.d,20200318225932058-2486838,20200124_Plate1_042,P1_AA_0032,P001:060 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0032
061 / water,61,20200124_Harm2_4GHz_0061.d,20200318225933180-2486839,ctrl_p01_c1,water,P001:061 seq1 control,water,Batch3_0124 DATA,water
062 / water,62,20200124_Harm2_4GHz_0062.d,20200318225934302-2486840,ctrl_p01_c2,water,P001:062 seq1 control,water,Batch3_0124 DATA,water
063 / P1_Bio_0016,63,20200124_Harm2_4GHz_0063.d,20200318225935402-2486841,20200124_Plate1_029,P1_Bio_0016,P001:063 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0016
064 / P1_Bio_0016,64,20200124_Harm2_4GHz_0064.d,20200318225936735-2486842,20200124_Plate1_029,P1_Bio_0016,P001:064 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0016
065 / P1_Bio_0016,65,20200124_Harm2_4GHz_0065.d,20200318225937989-2486843,20200124_Plate1_029,P1_Bio_0016,P001:065 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0016
066 / water,66,20200124_Harm2_4GHz_0066.d,20200318225939164-2486844,ctrl_p01_c1,water,P001:066 seq1 control,water,Batch3_0124 DATA,water
067 / water,67,20200124_Harm2_4GHz_0067.d,20200318225940199-2486845,ctrl_p01_c2,water,P001:067 seq1 control,water,Batch3_0124 DATA,water
068 / P1_Bio_0128,68,20200124_Harm2_4GHz_0068.d,20200318225941249-2486846,20200124_Plate1_032,P1_Bio_0128,P001:068 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0128
069 / P1_Bio_0128,69,20200124_Harm2_4GHz_0069.d,20200318225942511-2486847,20200124_Plate1_032,P1_Bio_0128,P001:069 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0128
070 / P1_Bio_0128,70,20200124_Harm2_4GHz_0070.d,20200318225943627-2486848,20200124_Plate1_032,P1_Bio_0128,P001:070 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0128
071 / water,71,20200124_Harm2_4GHz_0071.d,20200318225944730-2486849,ctrl_p01_c1,water,P001:071 seq1 control,water,Batch3_0124 DATA,water
072 / water,72,20200124_Harm2_4GHz_0072.d,20200318225945734-2486850,ctrl_p01_c2,water,P001:072 seq1 control,water,Batch3_0124 DATA,water
073 / P1_SRM_2048,73,20200124_Harm2_4GHz_0073.d,20200318225946752-2486851,20200124_Plate1_012,P1_SRM_2048,P001:073 seq1,srm,Batch3_0124 DATA,P1_SRM_2048
074 / P1_SRM_2048,74,20200124_Harm2_4GHz_0074.d,20200318225947759-2486852,20200124_Plate1_012,P1_SRM_2048,P001:074 seq1,srm,Batch3_0124 DATA,P1_SRM_2048
075 / P1_SRM_2048,75,20200124_Harm2_4GHz_0075.d,20200318225948807-2486853,20200124_Plate1_012,P1_SRM_2048,P001:075 seq1,srm,Batch3_0124 DATA,P1_SRM_2048
076 / water,76,20200124_Harm2_4GHz_0076.d,20200318225949836-2486854,ctrl_p01_c1,water,P001:076 seq1 control,water,Batch3_0124 DATA,water
077 / water,77,20200124_Harm2_4GHz_0077.d,20200318225950883-2486855,ctrl_p01_c2,water,P001:077 seq1 control,water,Batch3_0124 DATA,water
078 / P1_PP_0256,78,20200124_Harm2_4GHz_0078.d,20200318225951939-2486856,20200124_Plate1_069,P1_PP_0256,P001:078 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0256
079 / P1_PP_0256,79,20200124_Harm2_4GHz_0079.d,20200318225952945-2486857,20200124_Plate1_069,P1_PP_0256,P001:079 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0256
080 / P1_PP_0256,80,20200124_Harm2_4GHz_0080.d,20200318225954041-2486858,20200124_Plate1_069,P1_PP_0256,P001:080 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0256
081 / water,81,20200124_Harm2_4GHz_0081.d,20200318225955129-2486859,ctrl_p01_c1,water,P001:081 seq1 control,water,Batch3_0124 DATA,water
082 / water,82,20200124_Harm2_4GHz_0082.d,20200318225956122-2486860,ctrl_p01_c2,water,P001:082 seq1 control,water,Batch3_0124 DATA,water
083 / P1_AA_1024,83,20200124_Harm2_4GHz_0083.d,20200318225957094-2486861,20200124_Plate1_047,P1_AA_1024,P001:083 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_1024
084 / P1_AA_1024,84,20200124_Harm2_4GHz_0084.d,20200318225958069-2486862,20200124_Plate1_047,P1_AA_1024,P001:084 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_1024
085 / P1_AA_1024,85,20200124_Harm2_4GHz_0085.d,20200318225959064-2486863,20200124_Plate1_047,P1_AA_1024,P001:085 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_1024
086 / water,86,20200124_Harm2_4GHz_0086.d,20200318230000020-2486864,ctrl_p01_c1,water,P001:086 seq1 control,water,Batch3_0124 DATA,water
087 / water,87,20200124_Harm2_4GHz_0087.d,20200318230000994-2486865,ctrl_p01_c2,water,P001:087 seq1 control,water,Batch3_0124 DATA,water
088 / P1_PP_0512,88,20200124_Harm2_4GHz_0088.d,20200318230001990-2486866,20200124_Plate1_070,P1_PP_0512,P001:088 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0512
089 / P1_PP_0512,89,20200124_Harm2_4GHz_0089.d,20200318230002997-2486867,20200124_Plate1_070,P1_PP_0512,P001:089 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0512
090 / P1_PP_0512,90,20200124_Harm2_4GHz_0090.d,20200318230004058-2486868,20200124_Plate1_070,P1_PP_0512,P001:090 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0512
091 / water,91,20200124_Harm2_4GHz_0091.d,20200318230005012-2486869,ctrl_p01_c1,water,P001:091 seq1 control,water,Batch3_0124 DATA,water
092 / water,92,20200124_Harm2_4GHz_0092.d,20200318230006024-2486870,ctrl_p01_c2,water,P001:092 seq1 control,water,Batch3_0124 DATA,water
093 / P1_Full_0064,93,20200124_Harm2_4GHz_0093.d,20200318230007061-2486871,20200124_Plate1_019,P1_Full_0064,P001:093 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0064
094 / P1_Full_0064,94,20200124_Harm2_4GHz_0094.d,20200318230008117-2486872,20200124_Plate1_019,P1_Full_0064,P001:094 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0064
095 / P1_Full_0064,95,20200124_Harm2_4GHz_0095.d,20200318230009157-2486873,20200124_Plate1_019,P1_Full_0064,P001:095 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0064
096 / water,96,20200124_Harm2_4GHz_0096.d,20200318230010244-2486874,ctrl_p01_c1,water,P001:096 seq1 control,water,Batch3_0124 DATA,water
097 / water,97,20200124_Harm2_4GHz_0097.d,20200318230011313-2486875,ctrl_p01_c2,water,P001:097 seq1 control,water,Batch3_0124 DATA,water
098 / P1_SRM_0032,98,20200124_Harm2_4GHz_0098.d,20200318230012296-2486876,20200124_Plate1_06,P1_SRM_0032,P001:098 seq1,srm,Batch3_0124 DATA,P1_SRM_0032
099 / P1_SRM_0032,99,20200124_Harm2_4GHz_0099.d,20200318230013428-2486877,20200124_Plate1_06,P1_SRM_0032,P001:099 seq1,srm,Batch3_0124 DATA,P1_SRM_0032
100 / P1_SRM_0032,100,20200124_Harm2_4GHz_0100.d,20200318230014537-2486878,20200124_Plate1_06,P1_SRM_0032,P001:100 seq1,srm,Batch3_0124 DATA,P1_SRM_0032
101 / water,101,20200124_Harm2_4GHz_0101.d,20200318230015653-2486879,ctrl_p01_c1,water,P001:101 seq1 control,water,Batch3_0124 DATA,water
102 / water,102,20200124_Harm2_4GHz_0102.d,20200318230016743-2486880,ctrl_p01_c2,water,P001:102 seq1 control,water,Batch3_0124 DATA,water
103 / P1_SRM_0001,103,20200124_Harm2_4GHz_0103.d,20200318230017795-2486881,20200124_Plate1_01,P1_SRM_0001,P001:103 seq1,srm,Batch3_0124 DATA,P1_SRM_0001
104 / P1_SRM_0001,104,20200124_Harm2_4GHz_0104.d,20200318230019040-2486882,20200124_Plate1_01,P1_SRM_0001,P001:104 seq1,srm,Batch3_0124 DATA,P1_SRM_0001
105 / P1_SRM_0001,105,20200124_Harm2_4GHz_0105.d,20200318230020206-2486883,20200124_Plate1_01,P1_SRM_0001,P001:105 seq1,srm,Batch3_0124 DATA,P1_SRM_0001
106 / water,106,20200124_Harm2_4GHz_0106.d,20200318230021446-2486884,ctrl_p01_c1,water,P001:106 seq1 control,water,Batch3_0124 DATA,water
107 / water,107,20200124_Harm2_4GHz_0107.d,20200318230022629-2486885,ctrl_p01_c2,water,P001:107 seq1 control,water,Batch3_0124 DATA,water
108 / P1_Full_0008,108,20200124_Harm2_4GHz_0108.d,20200318230023678-2486886,20200124_Plate1_016,P1_Full_0008,P001:108 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0008
109 / P1_Full_0008,109,20200124_Harm2_4GHz_0109.d,20200318230024777-2486887,20200124_Plate1_016,P1_Full_0008,P001:109 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0008
110 / P1_Full_0008,110,20200124_Harm2_4GHz_0110.d,20200318230025885-2486888,20200124_Plate1_016,P1_Full_0008,P001:110 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0008
111 / water,111,20200124_Harm2_4GHz_0111.d,20200318230026954-2486889,ctrl_p01_c1,water,P001:111 seq1 control,water,Batch3_0124 DATA,water
112 / water,112,20200124_Harm2_4GHz_0112.d,20200318230028024-2486890,ctrl_p01_c2,water,P001:112 seq1 control,water,Batch3_0124 DATA,water
113 / P1_Bio_0008,113,20200124_Harm2_4GHz_0113.d,20200318230029017-2486891,20200124_Plate1_028,P1_Bio_0008,P001:113 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0008
114 / P1_Bio_0008,114,20200124_Harm2_4GHz_0114.d,20200318230030226-2486892,20200124_Plate1_028,P1_Bio_0008,P001:114 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0008
115 / P1_Bio_0008,115,20200124_Harm2_4GHz_0115.d,20200318230031462-2486893,20200124_Plate1_028,P1_Bio_0008,P001:115 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0008
116 / water,116,20200124_Harm2_4GHz_0116.d,20200318230032759-2486894,ctrl_p01_c1,water,P001:116 seq1 control,water,Batch3_0124 DATA,water
117 / water,117,20200124_Harm2_4GHz_0117.d,20200318230033816-2486895,ctrl_p01_c2,water,P001:117 seq1 control,water,Batch3_0124 DATA,water
118 / P1_SRM_0064,118,20200124_Harm2_4GHz_0118.d,20200318230034841-2486896,20200124_Plate1_07,P1_SRM_0064,P001:118 seq1,srm,Batch3_0124 DATA,P1_SRM_0064
119 / P1_SRM_0064,119,20200124_Harm2_4GHz_0119.d,20200318230035981-2486897,20200124_Plate1_07,P1_SRM_0064,P001:119 seq1,srm,Batch3_0124 DATA,P1_SRM_0064
120 / P1_SRM_0064,120,20200124_Harm2_4GHz_0120.d,20200318230037047-2486898,20200124_Plate1_07,P1_SRM_0064,P001:120 seq1,srm,Batch3_0124 DATA,P1_SRM_0064
121 / water,121,20200124_Harm2_4GHz_0121.d,20200318230038182-2486899,ctrl_p01_c1,water,P001:121 seq1 control,water,Batch3_0124 DATA,water
122 / water,122,20200124_Harm2_4GHz_0122.d,20200318230039260-2486900,ctrl_p01_c2,water,P001:122 seq1 control,water,Batch3_0124 DATA,water
123 / P1_Full_0128,123,20200124_Harm2_4GHz_0123.d,20200318230040358-2486901,20200124_Plate1_020,P1_Full_0128,P001:123 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0128
124 / P1_Full_0128,124,20200124_Harm2_4GHz_0124.d,20200318230041555-2486902,20200124_Plate1_020,P1_Full_0128,P001:124 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0128
125 / P1_Full_0128,125,20200124_Harm2_4GHz_0125.d,20200318230042679-2486903,20200124_Plate1_020,P1_Full_0128,P001:125 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0128
126 / water,126,20200124_Harm2_4GHz_0126.d,20200318230043791-2486904,ctrl_p01_c1,water,P001:126 seq1 control,water,Batch3_0124 DATA,water
127 / water,127,20200124_Harm2_4GHz_0127.d,20200318230044828-2486905,ctrl_p01_c2,water,P001:127 seq1 control,water,Batch3_0124 DATA,water
128 / P1_Full_1024,128,20200124_Harm2_4GHz_0128.d,20200318230045884-2486906,20200124_Plate1_023,P1_Full_1024,P001:128 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_1024
129 / P1_Full_1024,129,20200124_Harm2_4GHz_0129.d,20200318230046909-2486907,20200124_Plate1_023,P1_Full_1024,P001:129 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_1024
130 / P1_Full_1024,130,20200124_Harm2_4GHz_0130.d,20200318230047948-2486908,20200124_Plate1_023,P1_Full_1024,P001:130 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_1024
131 / water,131,20200124_Harm2_4GHz_0131.d,20200318230049008-2486909,ctrl_p01_c1,water,P001:131 seq1 control,water,Batch3_0124 DATA,water
132 / water,132,20200124_Harm2_4GHz_0132.d,20200318230050110-2486910,ctrl_p01_c2,water,P001:132 seq1 control,water,Batch3_0124 DATA,water
133 / P1_FA_2048,133,20200124_Harm2_4GHz_0133.d,20200318230051186-2486911,20200124_Plate1_060,P1_FA_2048,P001:133 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_2048
134 / P1_FA_2048,134,20200124_Harm2_4GHz_0134.d,20200318230052260-2486912,20200124_Plate1_060,P1_FA_2048,P001:134 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_2048
135 / P1_FA_2048,135,20200124_Harm2_4GHz_0135.d,20200318230053358-2486913,20200124_Plate1_060,P1_FA_2048,P001:135 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_2048
136 / water,136,20200124_Harm2_4GHz_0136.d,20200318230054553-2486914,ctrl_p01_c1,water,P001:136 seq1 control,water,Batch3_0124 DATA,water
137 / water,137,20200124_Harm2_4GHz_0137.d,20200318230055691-2486915,ctrl_p01_c2,water,P001:137 seq1 control,water,Batch3_0124 DATA,water
138 / P1_FA_0002,138,20200124_Harm2_4GHz_0138.d,20200318230056774-2486916,20200124_Plate1_050,P1_FA_0002,P001:138 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0002
139 / P1_FA_0002,139,20200124_Harm2_4GHz_0139.d,20200318230057822-2486917,20200124_Plate1_050,P1_FA_0002,P001:139 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0002
140 / P1_FA_0002,140,20200124_Harm2_4GHz_0140.d,20200318230058875-2486918,20200124_Plate1_050,P1_FA_0002,P001:140 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0002
141 / water,141,20200124_Harm2_4GHz_0141.d,20200318230059994-2486919,ctrl_p01_c1,water,P001:141 seq1 control,water,Batch3_0124 DATA,water
142 / water,142,20200124_Harm2_4GHz_0142.d,20200318230101094-2486920,ctrl_p01_c2,water,P001:142 seq1 control,water,Batch3_0124 DATA,water
143 / P1_Bio_1024,143,20200124_Harm2_4GHz_0143.d,20200318230102209-2486921,20200124_Plate1_035,P1_Bio_1024,P001:143 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_1024
144 / P1_Bio_1024,144,20200124_Harm2_4GHz_0144.d,20200318230103244-2486922,20200124_Plate1_035,P1_Bio_1024,P001:144 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_1024
145 / P1_Bio_1024,145,20200124_Harm2_4GHz_0145.d,20200318230104317-2486923,20200124_Plate1_035,P1_Bio_1024,P001:145 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_1024
146 / water,146,20200124_Harm2_4GHz_0146.d,20200318230105421-2486924,ctrl_p01_c1,water,P001:146 seq1 control,water,Batch3_0124 DATA,water
147 / water,147,20200124_Harm2_4GHz_0147.d,20200318230106468-2486925,ctrl_p01_c2,water,P001:147 seq1 control,water,Batch3_0124 DATA,water
148 / P1_AA_0001,148,20200124_Harm2_4GHz_0148.d,20200318230107510-2486926,20200124_Plate1_037,P1_AA_0001,P001:148 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0001
149 / P1_AA_0001,149,20200124_Harm2_4GHz_0149.d,20200318230108621-2486927,20200124_Plate1_037,P1_AA_0001,P001:149 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0001
150 / P1_AA_0001,150,20200124_Harm2_4GHz_0150.d,20200318230109816-2486928,20200124_Plate1_037,P1_AA_0001,P001:150 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0001
