sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label
151 / water,151,20200124_Harm2_4GHz_0151.d,20200318230110969-2486929,ctrl_p01_c1,water,P001:151 seq1 control,water,Batch3_0124 DATA,water
152 / water,152,20200124_Harm2_4GHz_0152.d,20200318230112000-2486930,ctrl_p01_c2,water,P001:152 seq1 control,water,Batch3_0124 DATA,water
153 / P1_Full_0032,153,20200124_Harm2_4GHz_0153.d,20200318230113106-2486931,20200124_Plate1_018,P1_Full_0032,P001:153 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0032
154 / P1_Full_0032,154,20200124_Harm2_4GHz_0154.d,20200318230114231-2486932,20200124_Plate1_018,P1_Full_0032,P001:154 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0032
155 / P1_Full_0032,155,20200124_Harm2_4GHz_0155.d,20200318230115355-2486933,20200124_Plate1_018,P1_Full_0032,P001:155 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0032
156 / water,156,20200124_Harm2_4GHz_0156.d,20200318230116442-2486934,ctrl_p01_c1,water,P001:156 seq1 control,water,Batch3_0124 DATA,water
157 / water,157,20200124_Harm2_4GHz_0157.d,20200318230117515-2486935,ctrl_p01_c2,water,P001:157 seq1 control,water,Batch3_0124 DATA,water
158 / P1_Bio_0032,158,20200124_Harm2_4GHz_0158.d,20200318230118602-2486936,20200124_Plate1_030,P1_Bio_0032,P001:158 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0032
159 / P1_Bio_0032,159,20200124_Harm2_4GHz_0159.d,20200318230119854-2486937,20200124_Plate1_030,P1_Bio_0032,P001:159 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0032
160 / P1_Bio_0032,160,20200124_Harm2_4GHz_0160.d,20200318230121086-2486938,20200124_Plate1_030,P1_Bio_0032,P001:160 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0032
161 / water,161,20200124_Harm2_4GHz_0161.d,20200318230122320-2486939,ctrl_p01_c1,water,P001:161 seq1 control,water,Batch3_0124 DATA,water
162 / water,162,20200124_Harm2_4GHz_0162.d,20200318230123373-2486940,ctrl_p01_c2,water,P001:162 seq1 control,water,Batch3_0124 DATA,water
163 / P1_Bio_0512,163,20200124_Harm2_4GHz_0163.d,20200318230124449-2486941,20200124_Plate1_034,P1_Bio_0512,P001:163 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0512
164 / P1_Bio_0512,164,20200124_Harm2_4GHz_0164.d,20200318230125553-2486942,20200124_Plate1_034,P1_Bio_0512,P001:164 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0512
165 / P1_Bio_0512,165,20200124_Harm2_4GHz_0165.d,20200318230126679-2486943,20200124_Plate1_034,P1_Bio_0512,P001:165 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0512
166 / water,166,20200124_Harm2_4GHz_0166.d,20200318230127757-2486944,ctrl_p01_c1,water,P001:166 seq1 control,water,Batch3_0124 DATA,water
167 / water,167,20200124_Harm2_4GHz_0167.d,20200318230128915-2486945,ctrl_p01_c2,water,P001:167 seq1 control,water,Batch3_0124 DATA,water
168 / P1_SRM_0016,168,20200124_Harm2_4GHz_0168.d,20200318230129938-2486946,20200124_Plate1_05,P1_SRM_0016,P001:168 seq1,srm,Batch3_0124 DATA,P1_SRM_0016
169 / P1_SRM_0016,169,20200124_Harm2_4GHz_0169.d,20200318230131093-2486947,20200124_Plate1_05,P1_SRM_0016,P001:169 seq1,srm,Batch3_0124 DATA,P1_SRM_0016
170 / P1_SRM_0016,170,20200124_Harm2_4GHz_0170.d,20200318230132357-2486948,20200124_Plate1_05,P1_SRM_0016,P001:170 seq1,srm,Batch3_0124 DATA,P1_SRM_0016
171 / water,171,20200124_Harm2_4GHz_0171.d,20200318230133525-2486949,ctrl_p01_c1,water,P001:171 seq1 control,water,Batch3_0124 DATA,water
172 / water,172,20200124_Harm2_4GHz_0172.d,20200318230134591-2486950,ctrl_p01_c2,water,P001:172 seq1 control,water,Batch3_0124 DATA,water
173 / P1_PP_0032,173,20200124_Harm2_4GHz_0173.d,20200318230135692-2486951,20200124_Plate1_066,P1_PP_0032,P001:173 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0032
174 / P1_PP_0032,174,20200124_Harm2_4GHz_0174.d,20200318230136684-2486952,20200124_Plate1_066,P1_PP_0032,P001:174 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0032
175 / P1_PP_0032,175,20200124_Harm2_4GHz_0175.d,20200318230137744-2486953,20200124_Plate1_066,P1_PP_0032,P001:175 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0032
176 / water,176,20200124_Harm2_4GHz_0176.d,20200318230138794-2486954,ctrl_p01_c1,water,P001:176 seq1 control,water,Batch3_0124 DATA,water
177 / water,177,20200124_Harm2_4GHz_0177.d,20200318230139852-2486955,ctrl_p01_c2,water,P001:177 seq1 control,water,Batch3_0124 DATA,water
178 / P1_FA_0001,178,20200124_Harm2_4GHz_0178.d,20200318230140851-2486956,20200124_Plate1_049,P1_FA_0001,P001:178 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0001
179 / P1_FA_0001,179,20200124_Harm2_4GHz_0179.d,20200318230141895-2486957,20200124_Plate1_049,P1_FA_0001,P001:179 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0001
180 / P1_FA_0001,180,20200124_Harm2_4GHz_0180.d,20200318230142989-2486958,20200124_Plate1_049,P1_FA_0001,P001:180 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0001
181 / water,181,20200124_Harm2_4GHz_0181.d,20200318230144073-2486959,ctrl_p01_c1,water,P001:181 seq1 control,water,Batch3_0124 DATA,water
182 / water,182,20200124_Harm2_4GHz_0182.d,20200318230145125-2486960,ctrl_p01_c2,water,P001:182 seq1 control,water,Batch3_0124 DATA,water
183 / P1_SRM_0002,183,20200124_Harm2_4GHz_0183.d,20200318230146177-2486961,20200124_Plate1_02,P1_SRM_0002,P001:183 seq1,srm,Batch3_0124 DATA,P1_SRM_0002
184 / P1_SRM_0002,184,20200124_Harm2_4GHz_0184.d,20200318230147380-2486962,20200124_Plate1_02,P1_SRM_0002,P001:184 seq1,srm,Batch3_0124 DATA,P1_SRM_0002
185 / P1_SRM_0002,185,20200124_Harm2_4GHz_0185.d,20200318230148655-2486963,20200124_Plate1_02,P1_SRM_0002,P001:185 seq1,srm,Batch3_0124 DATA,P1_SRM_0002
186 / water,186,20200124_Harm2_4GHz_0186.d,20200318230149922-2486964,ctrl_p01_c1,water,P001:186 seq1 control,water,Batch3_0124 DATA,water
187 / water,187,20200124_Harm2_4GHz_0187.d,20200318230151100-2486965,ctrl_p01_c2,water,P001:187 seq1 control,water,Batch3_0124 DATA,water
188 / P1_PP_0004,188,20200124_Harm2_4GHz_0188.d,20200318230152089-2486966,20200124_Plate1_063,P1_PP_0004,P001:188 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0004
189 / P1_PP_0004,189,20200124_Harm2_4GHz_0189.d,20200318230153122-2486967,20200124_Plate1_063,P1_PP_0004,P001:189 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0004
190 / P1_PP_0004,190,20200124_Harm2_4GHz_0190.d,20200318230154285-2486968,20200124_Plate1_063,P1_PP_0004,P001:190 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0004
191 / water,191,20200124_Harm2_4GHz_0191.d,20200318230155357-2486969,ctrl_p01_c1,water,P001:191 seq1 control,water,Batch3_0124 DATA,water
192 / water,192,20200124_Harm2_4GHz_0192.d,20200318230156424-2486970,ctrl_p01_c2,water,P001:192 seq1 control,water,Batch3_0124 DATA,water
193 / P1_Bio_0001,193,20200124_Harm2_4GHz_0193.d,20200318230157436-2486971,20200124_Plate1_025,P1_Bio_0001,P001:193 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0001
194 / P1_Bio_0001,194,20200124_Harm2_4GHz_0194.d,20200318230158733-2486972,20200124_Plate1_025,P1_Bio_0001,P001:194 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0001
195 / P1_Bio_0001,195,20200124_Harm2_4GHz_0195.d,20200318230159980-2486973,20200124_Plate1_025,P1_Bio_0001,P001:195 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0001
196 / water,196,20200124_Harm2_4GHz_0196.d,20200318230201269-2486974,ctrl_p01_c1,water,P001:196 seq1 control,water,Batch3_0124 DATA,water
197 / water,197,20200124_Harm2_4GHz_0197.d,20200318230202441-2486975,ctrl_p01_c2,water,P001:197 seq1 control,water,Batch3_0124 DATA,water
198 / P1_Bio_0064,198,20200124_Harm2_4GHz_0198.d,20200318230203525-2486976,20200124_Plate1_031,P1_Bio_0064,P001:198 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0064
199 / P1_Bio_0064,199,20200124_Harm2_4GHz_0199.d,20200318230204711-2486977,20200124_Plate1_031,P1_Bio_0064,P001:199 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0064
200 / P1_Bio_0064,200,20200124_Harm2_4GHz_0200.d,20200318230205999-2486978,20200124_Plate1_031,P1_Bio_0064,P001:200 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Bio_0064
201 / water,201,20200124_Harm2_4GHz_0201.d,20200318230207153-2486979,ctrl_p01_c1,water,P001:201 seq1 control,water,Batch3_0124 DATA,water
202 / water,202,20200124_Harm2_4GHz_0202.d,20200318230208204-2486980,ctrl_p01_c2,water,P001:202 seq1 control,water,Batch3_0124 DATA,water
203 / P1_SRM_0512,203,20200124_Harm2_4GHz_0203.d,20200318230209236-2486981,20200124_Plate1_010,P1_SRM_0512,P001:203 seq1,srm,Batch3_0124 DATA,P1_SRM_0512
204 / P1_SRM_0512,204,20200124_Harm2_4GHz_0204.d,20200318230210288-2486982,20200124_Plate1_010,P1_SRM_0512,P001:204 seq1,srm,Batch3_0124 DATA,P1_SRM_0512
205 / P1_SRM_0512,205,20200124_Harm2_4GHz_0205.d,20200318230211381-2486983,20200124_Plate1_010,P1_SRM_0512,P001:205 seq1,srm,Batch3_0124 DATA,P1_SRM_0512
206 / water,206,20200124_Harm2_4GHz_0206.d,20200318230212469-2486984,ctrl_p01_c1,water,P001:206 seq1 control,water,Batch3_0124 DATA,water
207 / water,207,20200124_Harm2_4GHz_0207.d,20200318230213569-2486985,ctrl_p01_c2,water,P001:207 seq1 control,water,Batch3_0124 DATA,water
208 / P1_PP_2048,208,20200124_Harm2_4GHz_0208.d,20200318230214610-2486986,20200124_Plate1_072,P1_PP_2048,P001:208 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_2048
209 / P1_PP_2048,209,20200124_Harm2_4GHz_0209.d,20200318230215611-2486987,20200124_Plate1_072,P1_PP_2048,P001:209 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_2048
210 / P1_PP_2048,210,20200124_Harm2_4GHz_0210.d,20200318230216579-2486988,20200124_Plate1_072,P1_PP_2048,P001:210 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_2048
211 / water,211,20200124_Harm2_4GHz_0211.d,20200318230217553-2486989,ctrl_p01_c1,water,P001:211 seq1 control,water,Batch3_0124 DATA,water
212 / water,212,20200124_Harm2_4GHz_0212.d,20200318230218573-2486990,ctrl_p01_c2,water,P001:212 seq1 control,water,Batch3_0124 DATA,water
213 / P1_AA_0004,213,20200124_Harm2_4GHz_0213.d,20200318230219631-2486991,20200124_Plate1_039,P1_AA_0004,P001:213 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0004
214 / P1_AA_0004,214,20200124_Harm2_4GHz_0214.d,20200318230220725-2486992,20200124_Plate1_039,P1_AA_0004,P001:214 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0004
215 / P1_AA_0004,215,20200124_Harm2_4GHz_0215.d,20200318230221760-2486993,20200124_Plate1_039,P1_AA_0004,P001:215 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0004
216 / water,216,20200124_Harm2_4GHz_0216.d,20200318230222855-2486994,ctrl_p01_c1,water,P001:216 seq1 control,water,Batch3_0124 DATA,water
217 / water,217,20200124_Harm2_4GHz_0217.d,20200318230223860-2486995,ctrl_p01_c2,water,P001:217 seq1 control,water,Batch3_0124 DATA,water
218 / P1_SRM_0008,218,20200124_Harm2_4GHz_0218.d,20200318230224870-2486996,20200124_Plate1_04,P1_SRM_0008,P001:218 seq1,srm,Batch3_0124 DATA,P1_SRM_0008
219 / P1_SRM_0008,219,20200124_Harm2_4GHz_0219.d,20200318230226019-2486997,20200124_Plate1_04,P1_SRM_0008,P001:219 seq1,srm,Batch3_0124 DATA,P1_SRM_0008
220 / P1_SRM_0008,220,20200124_Harm2_4GHz_0220.d,20200318230227209-2486998,20200124_Plate1_04,P1_SRM_0008,P001:220 seq1,srm,Batch3_0124 DATA,P1_SRM_0008
221 / water,221,20200124_Harm2_4GHz_0221.d,20200318230228418-2486999,ctrl_p01_c1,water,P001:221 seq1 control,water,Batch3_0124 DATA,water
222 / water,222,20200124_Harm2_4GHz_0222.d,20200318230229490-2487000,ctrl_p01_c2,water,P001:222 seq1 control,water,Batch3_0124 DATA,water
223 / P1_FA_0128,223,20200124_Harm2_4GHz_0223.d,20200318230230537-2487001,20200124_Plate1_056,P1_FA_0128,P001:223 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0128
224 / P1_FA_0128,224,20200124_Harm2_4GHz_0224.d,20200318230231601-2487002,20200124_Plate1_056,P1_FA_0128,P001:224 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0128
225 / P1_FA_0128,225,20200124_Harm2_4GHz_0225.d,20200318230232713-2487003,20200124_Plate1_056,P1_FA_0128,P001:225 seq1,formal_or_unknown,Batch3_0124 DATA,P1_FA_0128
226 / water,226,20200124_Harm2_4GHz_0226.d,20200318230233759-2487004,ctrl_p01_c1,water,P001:226 seq1 control,water,Batch3_0124 DATA,water
227 / water,227,20200124_Harm2_4GHz_0227.d,20200318230234793-2487005,ctrl_p01_c2,water,P001:227 seq1 control,water,Batch3_0124 DATA,water
228 / P1_AA_0512,228,20200124_Harm2_4GHz_0228.d,20200318230235768-2487006,20200124_Plate1_046,P1_AA_0512,P001:228 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0512
229 / P1_AA_0512,229,20200124_Harm2_4GHz_0229.d,20200318230236749-2487007,20200124_Plate1_046,P1_AA_0512,P001:229 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0512
230 / P1_AA_0512,230,20200124_Harm2_4GHz_0230.d,20200318230237772-2487008,20200124_Plate1_046,P1_AA_0512,P001:230 seq1,formal_or_unknown,Batch3_0124 DATA,P1_AA_0512
231 / water,231,20200124_Harm2_4GHz_0231.d,20200318230238839-2487009,ctrl_p01_c1,water,P001:231 seq1 control,water,Batch3_0124 DATA,water
232 / water,232,20200124_Harm2_4GHz_0232.d,20200318230239903-2487010,ctrl_p01_c2,water,P001:232 seq1 control,water,Batch3_0124 DATA,water
233 / P1_PP_1024,233,20200124_Harm2_4GHz_0233.d,20200318230240922-2487011,20200124_Plate1_071,P1_PP_1024,P001:233 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_1024
234 / P1_PP_1024,234,20200124_Harm2_4GHz_0234.d,20200318230241987-2487012,20200124_Plate1_071,P1_PP_1024,P001:234 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_1024
235 / P1_PP_1024,235,20200124_Harm2_4GHz_0235.d,20200318230243026-2487013,20200124_Plate1_071,P1_PP_1024,P001:235 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_1024
236 / water,236,20200124_Harm2_4GHz_0236.d,20200318230244098-2487014,ctrl_p01_c1,water,P001:236 seq1 control,water,Batch3_0124 DATA,water
237 / water,237,20200124_Harm2_4GHz_0237.d,20200318230245060-2487015,ctrl_p01_c2,water,P001:237 seq1 control,water,Batch3_0124 DATA,water
238 / P1_PP_0002,238,20200124_Harm2_4GHz_0238.d,20200318230246135-2487016,20200124_Plate1_062,P1_PP_0002,P001:238 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0002
239 / P1_PP_0002,239,20200124_Harm2_4GHz_0239.d,20200318230247094-2487017,20200124_Plate1_062,P1_PP_0002,P001:239 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0002
240 / P1_PP_0002,240,20200124_Harm2_4GHz_0240.d,20200318230248235-2487018,20200124_Plate1_062,P1_PP_0002,P001:240 seq1,formal_or_unknown,Batch3_0124 DATA,P1_PP_0002
241 / water,241,20200124_Harm2_4GHz_0241.d,20200318230249325-2487019,ctrl_p01_c1,water,P001:241 seq1 control,water,Batch3_0124 DATA,water
242 / water,242,20200124_Harm2_4GHz_0242.d,20200318230250351-2487020,ctrl_p01_c2,water,P001:242 seq1 control,water,Batch3_0124 DATA,water
243 / P1_Full_0004,243,20200124_Harm2_4GHz_0243.d,20200318230251453-2487021,20200124_Plate1_015,P1_Full_0004,P001:243 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0004
244 / P1_Full_0004,244,20200124_Harm2_4GHz_0244.d,20200318230252547-2487022,20200124_Plate1_015,P1_Full_0004,P001:244 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0004
245 / P1_Full_0004,245,20200124_Harm2_4GHz_0245.d,20200318230253621-2487023,20200124_Plate1_015,P1_Full_0004,P001:245 seq1,formal_or_unknown,Batch3_0124 DATA,P1_Full_0004
